id,set,human_score,sentence_count,word_count,avg_word_length,misspell_words,char_4,char_6,char_8,char_10,char_12,mean_char,std_char,word_10,word_18,word_25,mean_word,std_word,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,pos_24,pos_25,pos_26,pos_27,pos_28,pos_29,pos_30,pos_31,pos_32,pos_33,pos_34,pos_35,beauty_score,vocabulory_score,maturity_score,bag_of_words_score
20828,8,28,13,250,36.92,8,66,23,5,1,0,3.692,1.85550737819,11,7,4,19.2307692308,10.0930581335,14,21,2,29,1,5,0,0,0,0,1,0,3,0,14,0,0,48,10,9,0,21,14,9,0,0,36,3,6,3,0,0,2,0,0,10.4561352179,93,4.82301075269,10.0
20829,8,49,44,582,46.1683848797,64,272,117,36,10,4,4.61683848797,2.37295250371,26,9,2,13.2272727273,5.99948344884,23,48,0,55,3,14,0,0,1,0,1,0,3,0,69,2,0,84,35,70,0,57,8,41,1,0,59,15,7,5,5,0,1,0,5,12.0159613132,211,5.82317535545,14.0
20830,8,33,38,622,39.0996784566,31,203,80,12,1,0,3.90996784566,1.9448756731,28,14,6,16.3684210526,8.23797705313,34,43,0,72,18,20,0,0,1,1,5,0,6,0,27,1,0,82,22,29,0,82,16,49,1,0,43,13,8,17,4,2,4,0,10,14.4769126862,227,5.00603524229,0
20831,8,29,10,294,37.5510204082,6,74,27,1,0,0,3.75510204082,1.64448332803,9,8,5,29.4,17.1534253139,13,18,0,44,2,6,0,0,0,0,3,0,5,0,11,0,0,31,4,7,0,47,10,21,0,0,46,11,2,2,0,0,0,0,9,6.26997880626,104,5.12759615385,17.0
20832,8,36,43,779,39.6020539153,39,252,94,21,11,6,3.96020539153,2.08426790706,29,16,8,18.1395348837,18.1960657585,39,47,2,78,7,19,0,0,1,0,7,0,8,0,47,0,0,107,20,48,0,88,36,47,1,0,53,26,11,33,35,7,1,0,23,22.7258441169,275,4.93272727273,0
20833,8,40,47,641,40.8736349454,39,241,90,21,10,4,4.08736349454,2.18557331019,33,8,4,13.6382978723,6.75537778497,26,62,3,51,13,24,0,0,1,1,7,0,9,0,30,0,0,81,17,36,0,84,20,54,0,0,61,30,6,14,7,0,0,0,5,19.4531623745,244,4.9468442623,11.0
20835,8,40,35,638,40.8934169279,25,220,81,27,5,1,4.08934169279,2.04421591771,27,15,7,18.2285714286,10.037318123,44,65,5,84,6,19,0,1,0,0,4,0,11,0,36,0,0,83,32,27,0,58,9,52,0,0,47,11,12,11,14,5,0,0,3,15.4413132242,246,5.01711382114,11.0
20836,8,40,32,519,42.9672447013,44,192,90,24,10,1,4.29672447013,2.26876747431,30,8,0,16.25,4.37321392113,31,43,1,57,4,0,0,0,6,1,4,0,5,0,46,0,0,64,14,49,0,59,12,39,0,1,39,8,16,19,18,2,2,0,8,10.5117266516,175,5.19388571429,10.0
20838,8,27,20,279,38.7096774194,8,87,23,4,0,0,3.87096774194,1.76430926699,12,5,2,13.95,7.12372795662,5,18,1,30,8,4,0,2,0,0,9,0,2,0,9,2,0,50,7,5,0,35,13,19,0,0,22,5,2,6,3,0,1,0,7,8.33125877695,131,4.81030534351,0
20839,8,24,3,175,34.6285714286,10,35,10,0,0,0,3.46285714286,1.50001642027,2,2,2,58.6666666667,43.0297055016,13,17,1,19,1,5,0,0,0,0,2,0,0,0,6,0,0,32,2,4,0,17,4,16,0,0,23,2,2,2,2,0,1,0,0,4.28776290339,61,5.72442622951,8.0
20840,8,32,23,317,41.4826498423,5,108,49,10,3,2,4.14826498423,2.21618867278,14,7,3,13.8260869565,8.30742032849,15,29,2,41,9,9,0,1,0,0,4,0,3,0,10,1,0,53,9,9,0,26,7,24,0,0,18,9,6,5,11,1,1,0,3,7.25499345702,135,5.52407407407,0
20841,8,33,35,658,38.8905775076,15,194,79,17,1,0,3.88905775076,1.95025706295,30,18,5,18.8,8.61162005664,30,59,2,87,10,22,0,1,1,0,9,0,4,0,39,0,0,93,17,20,0,58,19,50,0,0,37,12,7,32,13,6,3,0,7,16.6164265855,256,5.3261328125,10.0
20842,8,40,41,849,41.8963486455,65,337,113,26,4,2,4.18963486455,2.08613707818,34,21,11,20.7073170732,13.3567264546,42,66,0,96,20,24,0,1,2,0,1,0,10,0,75,3,0,122,29,66,0,77,31,58,1,0,84,20,24,17,6,2,4,0,4,24.4094222276,343,4.97381924198,14.0
20844,8,30,46,828,42.1739130435,108,323,90,26,6,2,4.21739130435,1.94447394378,33,21,11,18.3260869565,12.3306869723,39,56,3,68,31,22,1,3,4,0,7,0,7,1,67,3,0,101,36,135,0,62,11,80,3,1,41,21,7,29,34,11,7,0,11,15.3689176045,288,5.35840277778,18.0
20846,8,34,37,559,41.1270125224,13,198,80,16,4,2,4.11270125224,2.09107157328,28,11,3,15.1351351351,6.39324881317,29,32,1,52,9,25,0,1,0,0,4,0,5,0,47,3,0,62,23,8,0,74,11,43,0,0,36,21,7,20,12,0,3,0,5,14.0133406059,224,5.11379464286,10.0
20847,8,35,36,538,39.8141263941,19,187,77,9,1,1,3.98141263941,2.06766996419,28,9,2,14.9722222222,6.03455839824,27,50,0,62,6,22,0,1,1,0,1,0,3,0,44,1,0,68,19,12,0,50,25,40,1,0,58,17,17,4,2,0,1,0,1,15.3477653721,180,5.60827777778,13.0
20848,8,30,48,848,39.445754717,30,266,107,32,7,0,3.9445754717,2.1137641484,41,20,9,17.6666666667,7.68204978433,39,60,4,78,5,32,0,2,1,1,2,0,9,0,47,12,0,119,18,27,0,108,27,68,6,0,78,33,5,23,7,1,4,0,10,24.871037888,322,4.94201863354,33.0
20849,8,44,31,848,40.070754717,15,276,112,30,8,2,4.0070754717,2.11084721633,28,25,18,27.3548387097,11.5243035955,46,65,2,104,15,25,0,1,0,1,10,0,10,0,75,3,0,78,21,21,0,105,20,67,0,3,27,28,5,34,29,3,4,0,11,19.5577515757,336,5.25830357143,0
20850,8,31,15,236,40.8050847458,13,84,33,7,1,0,4.08050847458,2.08486985051,9,5,2,15.7333333333,9.71916777416,7,28,0,26,11,4,0,0,0,0,1,0,1,0,16,0,0,48,6,8,0,18,6,9,0,0,3,4,2,9,11,0,1,0,3,5.73127961019,98,5.48642857143,0
20851,8,32,30,451,40.6651884701,26,145,53,13,10,9,4.06651884701,2.19899190772,21,9,1,15.0333333333,6.52933551154,11,45,0,64,5,10,0,1,1,0,3,0,4,0,29,3,0,42,12,39,0,57,12,36,0,0,38,20,9,13,3,0,1,0,7,12.0131070665,190,4.94684210526,13.0
20852,8,40,36,526,42.6996197719,18,188,95,27,9,1,4.26996197719,2.29353767054,27,8,4,14.6111111111,6.52464463816,27,47,1,55,7,13,0,0,0,0,6,0,4,0,40,3,0,74,22,18,0,45,20,31,1,0,37,20,9,14,17,0,3,0,5,13.1535048066,215,5.38674418605,0
20853,8,32,25,518,38.8803088803,40,156,62,14,2,1,3.88803088803,1.9881203235,21,10,8,20.96,16.4328451584,24,49,0,53,1,17,0,4,0,0,4,0,10,0,38,1,0,62,19,25,0,69,12,32,1,0,47,15,9,23,9,1,1,0,4,13.7620214756,170,4.89282352941,0
20856,8,40,25,380,44.3947368421,29,159,70,25,13,10,4.43947368421,2.57325799607,22,6,1,15.2,3.89871773792,12,36,0,38,5,15,1,2,0,0,8,0,2,0,28,1,0,54,21,37,0,39,7,19,0,1,25,6,9,6,8,2,2,0,5,7.78764956937,129,5.30658914729,0
20857,8,36,33,577,41.4211438475,89,224,70,12,3,0,4.14211438475,1.92676083808,26,14,4,17.5151515152,10.0698205338,14,50,0,50,8,19,1,0,0,0,5,0,8,0,46,0,0,94,9,130,0,53,11,30,0,0,52,18,3,13,14,1,3,0,1,12.2852827677,204,4.93397058824,9.0
20859,8,43,58,847,38.9846517119,32,270,108,24,11,6,3.89846517119,2.16278102336,46,13,1,14.6206896552,4.96132485854,33,63,3,78,12,27,0,2,0,0,8,0,7,0,29,1,0,103,24,31,0,129,33,71,1,1,115,30,7,9,8,3,0,0,12,27.8643314321,302,5.13817880795,26.0
20860,8,36,27,504,44.4444444444,9,195,99,34,11,0,4.44444444444,2.42109863026,23,12,6,18.6666666667,9.28160267131,17,49,0,60,7,12,0,0,0,0,4,0,1,0,41,3,0,53,24,5,0,53,17,32,4,0,36,18,12,17,10,0,2,0,11,12.6444684915,208,5.26735576923,0
20861,8,40,33,512,42.734375,30,185,73,25,11,8,4.2734375,2.31125839361,24,12,8,15.6363636364,9.18766690409,18,42,0,60,12,21,0,0,1,1,6,0,1,0,42,2,0,69,16,35,0,47,8,35,0,1,29,14,16,14,12,4,7,0,1,10.8486370131,220,5.20690909091,0
20862,8,45,60,757,43.5667107001,20,291,139,31,9,1,4.35667107001,2.13861536421,30,8,4,12.6166666667,6.7727189682,18,86,0,96,5,22,0,2,3,0,4,0,17,0,47,5,0,103,28,26,0,75,5,53,2,1,84,32,15,7,10,3,2,0,5,13.685807488,327,5.05113149847,16.0
20863,8,36,35,516,40.4651162791,54,185,70,16,0,0,4.04651162791,2.02550903152,22,10,4,14.8285714286,8.62383976225,26,33,2,45,12,15,1,3,0,0,5,0,3,0,38,0,0,65,23,58,0,66,7,34,0,1,30,11,4,29,10,1,3,0,7,10.6749280324,170,4.84152941176,0
20865,8,38,54,828,38.2246376812,20,268,94,10,1,1,3.82246376812,1.88319821544,39,15,6,15.3333333333,7.17764017756,37,64,2,96,13,34,0,0,0,0,0,0,12,0,29,1,0,124,22,11,0,113,21,63,0,0,103,26,14,7,0,2,3,0,5,23.2206841742,309,4.89258899676,22.0
20866,8,37,57,766,38.2767624021,36,232,75,15,0,0,3.82767624021,1.7893122291,38,13,3,13.4385964912,8.12191651365,28,60,3,85,10,25,0,1,3,0,5,0,10,0,39,2,0,97,23,29,0,108,29,77,0,0,62,13,7,24,14,0,4,0,5,22.7667869876,275,5.13098181818,11.0
20869,8,36,68,773,39.7800776197,28,246,94,15,6,5,3.97800776197,1.96821443104,34,10,2,11.3676470588,5.91832749567,29,58,4,62,13,29,0,3,1,0,9,0,13,0,36,2,0,95,32,32,0,93,25,58,3,0,83,33,9,10,14,1,2,0,8,19.0965709461,305,4.95242622951,13.0
20870,8,31,19,289,42.3875432526,9,99,52,15,5,2,4.23875432526,2.32328636935,11,7,3,15.2105263158,10.339392975,6,18,0,35,8,8,0,0,0,0,3,0,4,0,22,3,0,31,7,8,0,43,3,18,0,0,20,11,4,9,11,0,4,1,4,5.86521808252,110,5.31118181818,7.0
20871,8,20,5,65,43.5384615385,9,22,11,3,1,0,4.35384615385,2.20390824184,2,2,1,13.4,11.1642285896,3,9,0,4,0,1,0,0,0,0,1,0,1,0,6,1,0,11,2,6,0,4,0,6,0,0,0,0,1,4,7,0,0,0,2,1.03901405512,17,5.41941176471,0
20872,8,38,46,609,42.4958949097,54,245,83,25,10,1,4.24958949097,2.15595198069,33,9,0,13.3260869565,5.99657274517,21,63,3,59,10,19,0,2,1,0,3,0,5,0,33,1,0,111,18,79,0,52,10,26,0,0,60,26,14,7,7,2,2,0,4,14.7172023886,231,5.26432900433,14.0
20874,8,32,11,507,41.8540433925,76,194,62,20,4,1,4.18540433925,2.06446118501,10,8,7,46.5454545455,29.8735627615,27,37,1,49,6,16,0,0,3,0,1,0,6,0,56,4,0,84,18,23,0,22,10,38,0,0,4,12,2,35,24,5,6,0,9,11.5533585293,180,5.33561111111,0
20876,8,37,33,712,40.2106741573,18,234,88,27,2,0,4.02106741573,2.03440311789,30,22,12,21.5757575758,8.63407731566,44,76,0,77,14,28,0,0,0,0,8,0,1,0,61,1,0,113,26,25,0,55,22,21,1,1,45,21,8,11,17,5,4,0,5,17.4991969486,300,5.2495,19.0
20877,8,40,37,613,40.5220228385,32,207,77,24,6,3,4.05220228385,2.07943931252,29,13,4,16.5675675676,7.05783268372,28,59,5,71,5,12,0,1,0,0,7,0,4,0,39,2,0,96,16,15,0,71,21,36,3,0,58,12,7,16,12,3,4,0,6,13.5074120637,250,4.96272,11.0
20878,8,35,22,681,39.4273127753,20,219,73,19,4,0,3.94273127753,2.04822969466,17,12,8,30.9545454545,30.2857261199,26,47,0,81,9,19,0,0,1,0,5,0,4,0,47,3,0,61,10,7,0,113,10,57,0,0,59,24,8,19,19,4,6,0,9,20.8420042266,262,5.10427480916,11.0
20879,8,40,24,630,42.2222222222,27,231,103,28,9,4,4.22222222222,2.2167482483,20,16,13,26.25,13.5746393445,33,63,1,74,5,15,0,0,5,0,7,0,6,0,37,2,0,105,26,36,0,51,24,36,2,0,39,25,9,15,9,2,3,0,4,14.4861378569,243,5.27176954733,0
20881,8,28,35,795,42.0628930818,120,316,140,11,2,2,4.20628930818,1.97215137596,29,16,11,22.7142857143,17.3313447316,7,64,5,98,7,24,0,0,4,4,8,0,17,0,56,1,0,93,18,180,0,68,17,45,1,0,71,29,5,28,19,4,9,0,5,19.1768800253,304,4.91832236842,16.0
20882,8,38,53,765,40.339869281,46,265,93,20,2,0,4.0339869281,1.96471369957,37,13,4,14.4339622642,7.07509432956,31,78,5,87,10,24,0,0,3,1,6,0,13,0,59,5,0,108,33,63,0,57,15,45,1,2,51,28,9,15,15,2,2,0,4,31.8404764738,317,5.20895899054,14.0
20883,8,36,32,476,40.4201680672,14,158,58,15,4,3,4.04201680672,2.09116420049,25,9,4,14.9375,6.68457880124,16,44,1,62,8,20,0,0,0,0,3,0,8,0,28,0,0,67,13,17,0,47,19,23,0,0,37,21,3,5,10,1,2,0,6,11.1471151706,184,5.18320652174,0
20884,8,43,37,683,42.7525622255,25,245,118,25,6,0,4.27525622255,2.19645536564,33,22,3,18.4594594595,5.95748266534,35,104,1,88,8,16,0,0,0,0,7,0,3,0,54,2,0,98,35,30,0,44,8,37,2,0,52,21,13,4,11,3,2,0,3,12.0823475635,289,5.30148788927,0
20885,8,34,15,340,38.7352941176,5,99,41,9,1,0,3.87352941176,1.96245118287,12,8,6,22.6666666667,10.3193453711,16,36,1,44,10,7,0,2,0,0,2,0,6,0,14,0,0,41,15,2,0,37,13,22,0,0,21,8,5,8,2,1,3,0,2,9.97051442892,121,4.99636363636,0
20887,8,32,20,491,38.900203666,36,152,50,15,5,2,3.8900203666,2.03442871678,19,10,8,25.3,13.4762754498,32,37,3,49,0,18,1,2,0,0,1,0,6,0,24,1,0,53,15,20,0,78,6,35,0,0,78,11,8,3,0,2,2,0,7,13.2423190233,162,4.92987654321,19.0
20888,8,50,45,705,44.0,24,275,135,45,11,2,4.4,2.38103300729,38,10,4,15.7111111111,5.98376404103,27,85,1,94,9,23,0,0,6,0,3,0,1,0,50,1,0,127,32,27,0,39,20,27,1,3,50,14,18,12,16,8,8,0,3,12.6323964142,280,5.91825,13.0
20889,8,40,29,530,41.2830188679,43,194,74,16,6,6,4.12830188679,2.13587392264,26,10,4,18.275862069,9.4500375906,8,43,0,60,5,14,0,2,0,0,9,0,6,0,37,0,0,75,19,63,0,56,12,37,0,0,40,19,6,17,14,3,1,0,6,13.7249048099,204,4.98318627451,0
20892,8,40,20,517,41.3733075435,42,194,64,13,5,2,4.13733075435,2.00447634545,19,15,8,25.85,11.8544295519,31,37,0,56,12,13,0,0,1,2,6,0,6,0,46,1,0,65,17,37,0,54,8,35,2,2,32,10,3,19,16,2,3,0,9,14.8237027651,213,5.23211267606,0
20893,8,37,29,413,39.9273607748,16,132,52,12,4,0,3.99273607748,2.06859211082,20,9,3,14.2413793103,9.2909120313,15,34,0,47,9,11,0,0,0,0,3,0,4,0,21,1,0,66,11,15,0,38,19,31,2,0,19,14,4,15,9,2,4,0,6,9.33478631814,160,5.118875,7.0
20894,8,36,44,736,40.7065217391,57,254,95,16,5,2,4.07065217391,1.97891129519,34,17,6,16.7272727273,8.5821263427,14,59,2,79,15,25,0,1,4,0,4,0,11,0,36,3,0,84,31,18,0,99,11,59,0,2,59,33,15,23,13,0,9,0,18,15.2217674448,257,4.93299610895,17.0
20895,8,40,34,524,42.7290076336,21,202,94,11,5,3,4.27290076336,2.19244975517,27,8,1,15.4117647059,7.33692373049,18,41,2,68,12,11,0,1,1,0,12,0,7,0,31,6,0,58,28,31,0,56,10,34,1,0,34,13,8,10,12,3,0,0,6,12.3852522308,214,5.29098130841,0
20896,8,30,19,185,42.3783783784,17,71,30,8,2,0,4.23783783784,2.23307053075,9,1,0,9.73684210526,5.57099731469,5,8,0,18,1,6,0,1,0,0,1,0,0,0,22,1,0,20,7,22,0,26,5,16,0,0,21,5,1,8,5,0,0,0,1,4.56874792681,73,4.86945205479,0
20897,8,32,24,245,40.2448979592,3,88,28,6,0,0,4.02448979592,1.98338700747,12,2,0,10.25,5.28559362797,12,29,0,21,4,5,0,0,3,0,2,0,1,0,10,0,0,51,7,3,0,17,4,7,0,0,0,11,1,12,25,1,2,0,4,6.43875010647,101,5.12524752475,0
20898,8,44,49,848,43.4669811321,73,355,127,35,6,1,4.34669811321,2.06221724611,36,24,11,17.3469387755,10.6052567258,30,61,3,94,11,33,0,2,6,0,4,0,6,0,82,7,0,126,32,75,0,54,26,62,5,1,70,24,23,21,7,0,5,0,5,16.1776148833,358,5.23181564246,13.0
20899,8,37,51,758,41.0158311346,69,286,83,17,5,4,4.10158311346,1.95361606266,28,16,8,14.862745098,11.4258386363,24,45,0,70,16,22,0,3,2,0,0,0,8,0,51,2,0,74,21,84,0,110,21,56,2,1,69,24,12,27,11,3,9,0,4,18.4894194338,326,4.92530674847,0
20900,8,42,29,612,43.0065359477,43,237,90,21,7,1,4.30065359477,2.06628288004,25,16,7,21.1034482759,10.9271721666,24,42,4,63,23,18,0,0,0,0,7,0,6,0,37,3,0,54,29,51,0,59,12,60,3,2,30,25,9,20,14,3,1,0,10,11.7327772485,266,5.00793233083,0
20901,8,40,53,703,41.5789473684,64,257,87,24,9,5,4.15789473684,2.07600375071,38,7,3,13.3018867925,6.3974785884,27,79,1,92,5,10,0,1,1,0,6,0,16,0,41,1,0,107,28,97,0,60,12,37,3,0,15,20,7,37,35,3,3,0,3,15.6761783369,259,5.44656370656,0
20902,8,40,35,674,41.1572700297,18,223,95,29,7,1,4.11572700297,2.14862798538,31,14,8,19.2571428571,8.71564392226,34,48,2,73,9,23,0,0,0,0,7,0,2,0,39,5,0,95,32,3,0,64,14,52,5,0,38,14,7,41,16,5,3,0,10,17.3657629685,287,5.19212543554,0
20904,8,30,29,650,41.2923076923,74,243,70,12,6,6,4.12923076923,1.89766891929,24,19,10,22.4482758621,12.2462836218,31,42,2,70,17,14,0,1,0,0,4,0,11,0,60,0,0,109,26,110,0,29,27,35,0,0,52,22,8,11,6,0,2,0,6,15.7571076984,267,4.84958801498,21.0
20905,8,34,47,808,38.3044554455,42,256,85,17,2,0,3.83044554455,1.89951113505,37,15,7,17.1914893617,9.53300715626,39,58,1,69,14,29,0,2,1,1,4,0,1,0,54,6,0,88,20,40,0,127,19,69,0,0,101,17,6,12,14,3,9,0,9,22.6737850717,291,5.12762886598,28.0
20906,8,44,30,407,40.6633906634,10,130,48,12,3,0,4.06633906634,1.95844064667,22,3,0,13.6666666667,4.94862494931,11,43,1,55,5,12,0,0,0,0,4,0,3,0,28,3,0,48,15,2,0,48,9,29,1,0,12,8,9,28,12,1,5,0,7,7.9401576024,186,5.32430107527,0
20907,8,36,50,741,43.0499325236,123,320,81,18,9,1,4.30499325236,1.95526715012,30,16,9,14.86,9.65610687596,3,63,1,64,10,26,0,0,0,0,5,0,6,0,45,2,0,122,17,169,0,75,18,35,0,0,93,21,10,18,7,1,6,0,3,16.7849693031,281,4.91743772242,11.0
20908,8,35,28,388,38.118556701,21,118,54,7,0,0,3.8118556701,1.98786074614,21,6,1,13.8571428571,5.93244279796,4,48,1,52,5,12,0,0,0,1,2,0,6,0,20,1,0,53,10,26,0,48,7,27,0,0,47,8,6,8,1,1,0,0,3,13.2531104395,147,5.1719047619,17.0
20909,8,34,44,848,37.7240566038,21,232,71,13,1,0,3.77240566038,1.72934745268,35,20,10,19.2727272727,10.5601386793,43,77,1,86,11,25,0,0,0,0,12,0,8,0,55,1,0,109,25,21,0,123,10,43,0,1,92,15,18,22,13,1,7,0,2,15.662874214,320,5.25759375,18.0
20910,8,32,23,363,43.608815427,40,136,64,21,8,1,4.3608815427,2.36557056175,18,7,2,15.7826086957,7.55246301166,12,35,0,41,6,13,0,0,0,0,1,0,0,0,20,1,0,59,2,13,0,40,10,29,0,0,46,9,5,8,3,1,6,0,2,8.75573176764,143,5.5227972028,10.0
20911,8,40,33,465,42.5591397849,62,191,70,16,3,1,4.25591397849,2.00674844037,18,6,3,14.0909090909,12.553796085,18,39,1,46,7,10,0,0,0,0,1,0,4,0,45,2,0,76,15,80,0,29,21,25,2,0,41,15,3,8,10,1,0,0,1,10.343547009,165,5.01733333333,12.0
20913,8,34,22,528,40.3409090909,8,172,68,25,9,2,4.03409090909,2.19339458765,21,16,8,24.0,9.53939201417,26,45,1,64,6,17,0,0,0,0,4,0,6,0,32,3,0,66,20,14,0,52,14,44,0,0,41,7,7,15,11,5,2,0,6,14.5050743023,212,5.31485849057,9.0
20914,8,40,41,702,42.8917378917,72,279,120,28,14,9,4.28917378917,2.30186233627,31,14,7,17.1219512195,8.41657807168,19,55,0,68,10,28,0,2,0,0,7,0,3,0,58,0,0,76,23,94,0,79,20,69,1,0,60,15,8,23,13,2,2,0,7,18.1186612108,248,5.09935483871,0
20915,8,40,59,849,43.1566548881,128,356,131,24,10,4,4.31566548881,2.10832851197,38,18,5,14.3898305085,9.08904527654,17,75,2,97,15,22,1,0,7,0,1,0,11,0,90,3,0,119,20,141,0,70,14,56,1,0,75,31,15,26,18,4,0,0,5,20.4875716363,309,5.53822006472,12.0
20916,8,37,33,800,40.65,26,263,113,29,7,2,4.065,2.07753946118,30,23,12,24.2424242424,13.2688523471,41,63,1,96,17,30,0,2,2,0,1,0,7,0,50,5,0,83,41,25,0,98,13,53,3,0,41,30,11,31,13,1,1,0,7,16.2442660324,330,4.96166666667,0
20917,8,38,41,490,40.0204081633,29,179,53,7,2,1,4.00204081633,1.93715050106,18,9,4,11.9756097561,7.72859058516,9,39,5,59,11,16,0,2,0,0,1,0,4,0,43,1,0,87,24,36,0,22,23,33,0,0,34,9,4,13,16,2,2,0,2,13.9501078954,199,5.27165829146,9.0
20918,8,29,19,387,39.8449612403,39,97,48,20,13,2,3.98449612403,2.43565217019,16,12,4,20.9473684211,11.0951562889,24,48,1,50,5,12,0,0,0,0,1,0,1,0,23,0,0,73,24,2,0,24,3,25,1,0,3,3,2,30,11,3,0,0,6,8.95865920705,137,5.12343065693,0
20919,8,34,20,235,40.0,11,75,27,11,7,6,4.0,2.36968027704,12,2,0,11.75,5.10759238781,4,15,0,23,6,9,0,0,0,2,2,0,1,0,9,2,0,34,8,19,0,30,5,19,0,0,7,4,1,9,13,1,6,0,3,6.44184679372,83,4.89674698795,0
20920,8,32,18,547,39.1407678245,20,178,61,13,0,0,3.91407678245,1.8796001488,16,13,8,30.4444444444,18.9479468903,37,42,0,61,2,12,0,0,0,0,10,0,1,0,39,0,0,116,13,18,0,45,36,26,1,0,26,12,7,18,16,1,0,0,4,18.5492669293,217,4.80847926267,10.0
20921,8,43,40,847,43.1404958678,38,314,153,52,15,3,4.31404958678,2.33294394165,37,22,9,21.2,11.8579087532,29,74,4,102,8,30,0,3,2,0,8,0,10,0,53,0,0,133,37,49,0,81,33,47,2,2,79,23,18,16,8,4,1,0,4,68.1207016168,336,5.37541666667,17.0
20922,8,37,16,285,38.5614035088,7,90,30,7,1,0,3.85614035088,1.97082751833,13,9,3,17.875,8.08451451851,13,20,1,30,5,13,0,0,2,1,1,0,4,0,17,2,0,30,11,2,0,36,8,21,0,0,18,8,2,17,5,2,3,0,3,6.94404792602,108,5.0887962963,6.0
20923,8,34,27,585,42.9230769231,18,241,79,28,2,0,4.29230769231,2.03690916495,21,15,9,21.6666666667,12.2232322815,27,57,1,67,19,21,0,1,1,1,1,0,4,0,51,3,0,67,54,23,0,36,5,38,1,0,9,10,4,27,20,8,0,0,7,13.166592195,246,5.24361788618,0
20924,8,29,13,234,44.6153846154,3,97,49,13,5,3,4.46153846154,2.44787184978,8,6,5,18.0,10.4513525072,10,15,0,30,4,6,0,0,0,0,3,0,1,0,18,1,0,30,9,6,0,20,13,16,2,0,4,14,3,10,9,0,0,0,1,5.82240876393,94,4.96042553191,0
20925,8,30,22,426,38.9671361502,10,117,58,16,7,0,3.89671361502,2.15048853495,21,11,5,19.3636363636,7.89444830559,21,38,1,52,2,19,0,0,0,0,2,0,8,0,21,1,0,52,12,14,0,45,14,31,0,0,47,17,6,2,3,0,1,0,5,12.5598175328,129,4.70364341085,18.0
20926,8,47,50,731,41.3953488372,16,257,114,37,12,2,4.13953488372,2.26218691677,34,16,3,14.64,7.82754112094,18,72,0,93,14,27,0,0,0,0,7,0,8,0,50,2,0,116,35,12,0,60,41,41,0,2,47,30,13,11,7,1,1,0,0,23.2421696629,278,5.37622302158,11.0
20927,8,36,32,844,41.2559241706,22,285,131,34,14,7,4.12559241706,2.31675705051,31,23,16,26.375,11.1908165475,32,90,3,97,11,30,0,0,0,0,8,0,3,0,54,2,0,103,28,34,0,84,12,45,1,1,62,22,24,22,20,4,12,0,9,20.3036958547,330,5.13424242424,0
20928,8,40,27,347,42.0172910663,10,122,67,23,5,1,4.20172910663,2.41256283427,20,2,0,12.8518518519,4.63244358926,13,27,3,40,4,15,0,0,0,0,1,0,0,0,26,0,0,49,12,14,0,38,17,25,2,0,34,6,5,4,9,1,0,0,6,9.88957275705,124,5.46427419355,16.0
20929,8,29,12,200,41.75,23,77,33,7,1,0,4.175,2.10631379166,10,3,1,16.9166666667,9.61299756695,8,14,1,20,0,8,0,0,0,0,1,0,5,0,12,1,0,33,3,12,0,18,10,17,1,0,27,7,5,1,0,0,1,0,3,3.8861030058,71,4.99366197183,5.0
20930,8,40,50,849,42.9917550059,96,367,121,45,12,1,4.29917550059,2.20152429581,40,15,7,16.98,8.73038372582,2,71,0,84,18,20,0,2,3,1,9,0,7,0,78,1,0,124,25,152,0,63,45,66,0,1,68,19,6,12,17,2,2,0,12,23.5106337704,287,5.29993031359,27.0
20931,8,41,61,821,39.0133982948,62,264,76,22,7,3,3.90133982948,1.98684961016,34,16,4,13.4590163934,7.60623939414,28,72,0,86,17,0,1,1,3,3,7,0,10,0,73,3,0,126,25,68,0,92,12,66,1,0,80,11,8,29,9,1,9,0,4,23.2121635248,309,4.98093851133,18.0
20932,8,40,34,620,42.8709677419,17,234,107,39,9,3,4.28709677419,2.36864847464,25,15,8,18.2352941176,9.19417598115,24,55,0,77,13,15,0,1,2,0,7,0,4,0,38,0,0,100,25,19,0,54,33,40,1,2,12,13,16,23,26,7,2,0,6,16.6826977287,247,5.64400809717,0
20933,8,32,19,496,43.8306451613,9,170,89,43,17,2,4.38306451613,2.53190459789,17,12,10,26.1052631579,16.0914973849,21,52,2,67,8,9,0,0,0,0,7,0,0,0,23,1,0,85,19,5,0,46,18,34,1,0,31,5,9,18,12,3,2,0,5,13.8245788889,218,5.87885321101,0
20935,8,40,36,706,40.566572238,35,248,93,15,1,1,4.0566572238,1.93575308748,29,17,9,19.6111111111,12.3069036131,40,36,2,77,23,18,0,2,3,1,6,0,8,0,42,4,0,83,29,33,0,97,26,51,2,3,64,17,6,9,10,1,2,0,5,14.925328407,276,5.06634057971,14.0
20936,8,44,35,642,41.6822429907,72,252,93,24,2,0,4.16822429907,2.089955092,30,14,6,18.3428571429,9.27652292354,40,46,0,56,12,25,0,0,0,0,2,0,1,0,63,2,0,76,23,87,0,71,4,37,0,0,78,12,11,6,6,3,2,0,8,14.4201034235,227,5.14933920705,18.0
