id,set,human_score,vocabulory_score
13379,5,1,18
13380,5,1,16
13381,5,1,29
13382,5,2,24
13383,5,1,16
13384,5,1,14
13385,5,4,81
13386,5,4,97
13387,5,3,57
13388,5,2,38
13389,5,4,59
13390,5,3,61
13391,5,2,47
13392,5,1,17
13393,5,2,43
13394,5,4,87
13395,5,1,26
13396,5,2,34
13397,5,3,84
13398,5,3,61
13399,5,4,70
13400,5,1,41
13401,5,4,75
13402,5,3,40
13403,5,3,47
13404,5,2,49
13405,5,3,64
13406,5,1,15
13407,5,3,41
13408,5,3,49
13409,5,4,105
13410,5,3,55
13411,5,3,74
13412,5,2,24
13413,5,1,8
13414,5,1,7
13415,5,3,60
13416,5,4,84
13417,5,1,39
13418,5,3,61
13419,5,3,62
13420,5,0,24
13421,5,3,66
13422,5,2,55
13423,5,2,30
13424,5,2,22
13425,5,2,54
13426,5,2,30
13427,5,3,38
13428,5,2,49
13429,5,3,45
13430,5,4,65
13431,5,2,52
13432,5,3,34
13433,5,2,37
13434,5,3,58
13435,5,3,49
13436,5,1,15
13437,5,4,71
13438,5,3,53
13439,5,1,26
13440,5,2,41
13441,5,2,23
13442,5,3,48
13443,5,2,26
13444,5,3,37
13445,5,2,56
13446,5,1,7
13447,5,4,74
13448,5,1,8
13449,5,3,53
13450,5,2,48
13451,5,2,54
13452,5,1,5
13453,5,3,72
13454,5,3,85
13455,5,4,61
13456,5,4,72
13457,5,2,57
13458,5,4,80
13459,5,3,39
13460,5,1,2
13461,5,3,58
13462,5,4,72
13463,5,4,106
13464,5,4,72
13465,5,4,115
13466,5,2,52
13467,5,2,61
13468,5,0,22
13469,5,2,24
13470,5,3,81
13471,5,3,90
13472,5,3,59
13473,5,1,10
13474,5,1,21
13475,5,2,30
13476,5,2,36
13477,5,2,21
13478,5,1,13
13479,5,4,101
13480,5,3,66
13481,5,3,68
13482,5,3,57
13483,5,2,14
13484,5,3,66
13485,5,3,68
13486,5,2,20
13487,5,3,60
13488,5,3,34
13489,5,3,45
13490,5,4,65
13491,5,1,20
13492,5,2,35
13493,5,4,54
13494,5,2,24
13495,5,2,31
13496,5,1,22
13497,5,3,46
13498,5,3,51
13499,5,2,45
13500,5,2,20
13501,5,1,20
13502,5,3,77
13503,5,3,56
13504,5,3,50
13505,5,3,41
13506,5,1,7
13507,5,2,24
13508,5,2,49
13509,5,2,24
13510,5,1,10
13511,5,4,66
13512,5,2,47
13513,5,2,15
13514,5,3,60
13515,5,4,75
13516,5,3,52
13517,5,3,39
13518,5,3,68
13519,5,3,49
13520,5,3,46
13521,5,3,56
13522,5,2,53
13523,5,3,54
13524,5,3,67
13525,5,3,49
13526,5,2,31
13527,5,1,34
13528,5,4,78
13529,5,3,90
13530,5,4,120
13531,5,3,94
13532,5,3,78
13533,5,3,77
13534,5,2,25
13535,5,2,30
13536,5,1,28
13537,5,2,55
13538,5,2,43
13539,5,3,51
13540,5,4,64
13541,5,3,66
13542,5,2,42
13543,5,2,39
13544,5,2,42
13545,5,2,43
13546,5,3,39
13547,5,4,86
13548,5,1,48
13549,5,3,57
13550,5,2,29
13551,5,1,27
13552,5,3,55
13553,5,3,87
13554,5,2,33
13555,5,3,54
13556,5,2,38
13557,5,3,92
13558,5,3,54
13559,5,3,42
13560,5,2,41
13561,5,2,23
13562,5,2,31
13563,5,3,57
13564,5,1,11
13565,5,3,76
13566,5,3,76
13567,5,1,8
13568,5,2,21
13569,5,3,88
13570,5,3,47
13571,5,3,66
13572,5,2,35
13573,5,2,43
13574,5,3,41
13575,5,1,13
13576,5,1,16
13577,5,1,21
13578,5,3,46
13579,5,2,44
13580,5,3,54
13581,5,3,40
13582,5,3,49
13583,5,3,65
13584,5,4,57
13585,5,4,98
13586,5,4,94
13587,5,3,76
13588,5,2,39
13589,5,1,25
13590,5,2,41
13591,5,2,37
13592,5,3,52
13593,5,1,12
13594,5,3,56
13595,5,3,45
13596,5,2,28
13597,5,4,70
13598,5,4,67
13599,5,2,34
13600,5,2,44
13601,5,3,39
13602,5,2,55
13603,5,1,10
13604,5,2,35
13605,5,3,62
13606,5,3,51
13607,5,4,79
13608,5,2,33
13609,5,2,38
13610,5,2,25
13611,5,2,47
13612,5,2,32
13613,5,2,33
13614,5,2,46
13615,5,1,39
13616,5,2,32
13617,5,3,49
13618,5,2,40
13619,5,3,58
13620,5,4,66
13621,5,2,44
13622,5,2,34
13623,5,2,20
13624,5,2,35
13625,5,3,55
13626,5,3,50
13627,5,2,43
13628,5,0,8
13629,5,4,71
13630,5,3,53
13631,5,2,30
