id,set,human_score,vocabulory_score
1668,1,9,168
1669,1,10,235
1670,1,9,146
1671,1,11,211
1672,1,6,85
1673,1,5,44
1675,1,11,194
1676,1,8,94
1677,1,10,146
1678,1,8,129
1679,1,8,125
1680,1,8,130
1681,1,6,57
1682,1,8,136
1683,1,7,100
1684,1,8,117
1685,1,8,133
1686,1,5,32
1687,1,10,293
1688,1,8,175
1689,1,7,76
1690,1,9,129
1691,1,11,196
1692,1,9,150
1693,1,10,148
1694,1,10,193
1695,1,9,147
1696,1,9,143
1697,1,8,122
1698,1,8,185
1699,1,8,119
1700,1,9,146
1701,1,8,117
1702,1,8,69
1703,1,11,172
1704,1,8,119
1705,1,12,143
1706,1,6,87
1707,1,7,94
1708,1,7,74
1709,1,8,131
1710,1,9,186
1711,1,6,67
1712,1,9,154
1713,1,8,132
1714,1,6,111
1715,1,10,213
1716,1,7,104
1717,1,8,154
1718,1,9,104
1719,1,8,161
1720,1,11,157
1721,1,9,168
1722,1,9,148
1723,1,9,184
1724,1,10,186
1725,1,9,156
1726,1,9,161
1727,1,10,145
1728,1,9,206
1729,1,8,157
1730,1,10,135
1731,1,9,93
1732,1,8,137
1733,1,8,105
1734,1,9,175
1735,1,7,93
1736,1,11,285
1737,1,8,97
1738,1,7,143
1739,1,10,180
1740,1,8,161
1741,1,8,126
1742,1,6,95
1743,1,9,169
1744,1,11,209
1745,1,10,173
1746,1,10,165
1747,1,8,137
1748,1,9,116
1749,1,6,54
1750,1,8,95
1751,1,8,118
1752,1,9,158
1753,1,8,66
1754,1,10,283
1755,1,8,130
1756,1,10,155
1757,1,8,96
1758,1,10,202
1759,1,10,137
1760,1,12,198
1761,1,8,134
1762,1,8,130
1763,1,12,206
1764,1,8,146
1765,1,5,43
1766,1,8,116
1767,1,9,155
1768,1,8,196
1769,1,9,103
1770,1,10,149
1771,1,8,135
1772,1,10,182
1773,1,8,129
1774,1,10,158
1775,1,9,157
1776,1,9,152
1777,1,11,233
1778,1,5,49
1779,1,10,153
1780,1,9,168
1781,1,10,181
1782,1,8,128
1783,1,8,204
1784,1,7,71
1785,1,8,124
1786,1,2,6
1787,1,7,55
