id,set,human_score,vocabulory_score
4530,2,3,175
4531,2,4,126
4532,2,4,147
4533,2,3,134
4534,2,4,351
4535,2,2,131
4536,2,3,165
4537,2,4,199
4538,2,4,175
4539,2,4,123
4540,2,5,158
4541,2,5,271
4542,2,4,224
4543,2,4,191
4544,2,3,182
4545,2,4,170
4546,2,5,192
4547,2,2,34
4548,2,2,130
4549,2,3,194
4550,2,3,86
4551,2,3,111
4552,2,3,170
4553,2,4,178
4554,2,4,120
4555,2,3,67
4556,2,4,126
4557,2,4,138
4558,2,4,154
4559,2,4,263
4560,2,2,14
4561,2,3,112
4562,2,5,199
4563,2,3,106
4564,2,3,230
4565,2,3,193
4566,2,3,140
4567,2,5,147
4568,2,4,146
4569,2,3,118
4570,2,2,151
4571,2,3,171
4572,2,1,29
4573,2,3,104
4574,2,4,188
4575,2,4,202
4576,2,4,316
4577,2,5,383
4578,2,4,133
4579,2,4,212
4580,2,2,42
4581,2,4,177
4582,2,3,75
4583,2,3,131
4584,2,4,279
4585,2,3,150
4586,2,4,190
4587,2,2,108
4588,2,4,275
4589,2,4,117
4590,2,2,55
4591,2,3,209
4592,2,4,105
4593,2,3,108
4594,2,3,230
4595,2,3,100
4596,2,3,81
4597,2,3,107
4598,2,4,90
4599,2,3,67
4600,2,4,182
4601,2,3,308
4602,2,4,248
4603,2,3,91
4604,2,4,195
4605,2,3,126
4606,2,3,150
4607,2,3,81
4608,2,3,60
4609,2,4,162
4610,2,2,58
4611,2,3,199
4612,2,5,177
4613,2,3,321
4614,2,3,131
4615,2,3,116
4616,2,4,205
4617,2,4,171
4618,2,3,110
4619,2,3,107
4620,2,4,156
4621,2,4,147
4622,2,2,32
4623,2,4,138
4624,2,4,245
4625,2,3,112
4626,2,4,134
4627,2,3,129
4628,2,3,51
4629,2,4,264
4630,2,3,175
4631,2,3,136
4632,2,6,287
4633,2,3,147
4634,2,4,291
4635,2,3,77
4636,2,3,124
4637,2,3,120
4638,2,2,98
4639,2,4,180
4640,2,4,146
4641,2,3,55
4642,2,3,142
4643,2,3,87
4644,2,2,191
4645,2,4,113
4646,2,2,54
4647,2,4,196
4648,2,4,180
4649,2,4,215
4650,2,3,126
4651,2,3,103
4652,2,4,201
4653,2,3,109
4654,2,3,108
4655,2,4,108
4656,2,4,169
4657,2,1,17
4658,2,3,68
4659,2,3,146
4660,2,3,89
4661,2,4,180
4662,2,3,149
4663,2,4,284
4664,2,3,68
4665,2,2,51
4666,2,3,187
4667,2,4,311
4668,2,3,95
4669,2,4,240
4670,2,3,145
4671,2,4,187
4672,2,3,51
4673,2,2,54
4674,2,4,194
4675,2,2,75
4676,2,3,126
4677,2,4,248
4678,2,3,95
4679,2,4,174
4680,2,4,112
4681,2,3,90
4682,2,3,122
4683,2,2,45
4684,2,4,164
4685,2,4,311
4686,2,4,247
4687,2,4,171
4688,2,4,195
4689,2,4,171
4690,2,3,133
4691,2,3,125
4692,2,4,224
4693,2,3,90
4694,2,4,125
4695,2,4,311
4696,2,3,116
4697,2,4,253
4698,2,5,253
4699,2,3,135
4700,2,4,233
4701,2,3,79
4702,2,3,158
4703,2,4,133
4704,2,4,200
4705,2,4,181
4706,2,3,134
4707,2,3,152
4708,2,5,239
4709,2,3,142
4710,2,3,95
4711,2,4,191
4712,2,3,95
4713,2,3,111
4714,2,3,71
4715,2,4,221
4716,2,2,55
4717,2,2,52
4718,2,4,214
4719,2,5,419
4720,2,4,225
4721,2,4,195
4722,2,2,72
4723,2,4,270
4724,2,3,121
4725,2,4,171
4726,2,4,276
4727,2,3,133
4728,2,4,149
4729,2,4,187
4730,2,3,170
4731,2,2,37
4732,2,4,177
4733,2,4,149
4734,2,3,137
4735,2,2,41
4736,2,3,91
4737,2,3,74
4738,2,3,155
4739,2,3,119
4740,2,4,150
4741,2,3,62
4742,2,4,207
4743,2,4,214
4744,2,2,75
4745,2,3,160
4746,2,4,154
4747,2,5,163
4748,2,2,109
4749,2,3,94
4750,2,2,32
4751,2,4,257
4752,2,4,147
4753,2,4,321
4754,2,5,286
4755,2,4,172
4756,2,4,202
4757,2,4,197
4758,2,4,162
4759,2,3,115
4760,2,3,184
4761,2,3,96
4762,2,4,160
4763,2,3,112
4764,2,4,150
4765,2,4,208
4766,2,5,303
4767,2,3,120
4768,2,3,227
4769,2,3,231
4770,2,5,124
4771,2,4,143
4772,2,3,102
4773,2,3,117
4774,2,3,85
4775,2,2,43
4776,2,3,213
4777,2,3,168
