id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18
21274,8,40,175,453,85,196,19,54,44,39,33,13,34,7
21275,8,40,328,839,89,292,41,140,70,66,69,19,61,13
21276,8,34,293,708,116,303,36,117,84,48,64,32,41,17
21277,8,30,204,744,66,275,17,87,94,73,49,7,18,15
21279,8,33,108,303,34,101,14,37,31,26,22,8,23,3
21280,8,40,301,819,136,341,31,127,86,60,55,41,34,23
21281,8,40,182,450,81,169,24,54,42,29,35,15,27,9
21284,8,38,206,604,99,218,33,86,67,57,43,28,40,10
21285,8,37,228,716,75,286,34,83,82,51,40,18,58,8
21286,8,36,259,802,78,276,36,77,101,45,66,29,51,16
21287,8,40,270,791,109,317,39,83,73,52,49,26,60,14
21288,8,46,291,695,126,250,30,88,63,62,57,51,46,17
21289,8,49,273,790,118,306,39,136,97,81,44,38,47,17
21290,8,37,207,551,112,220,25,85,70,43,35,16,34,13
21291,8,30,281,844,134,347,34,99,86,74,58,52,46,15
21292,8,50,240,545,132,214,18,76,63,51,55,43,24,15
21293,8,33,94,230,34,92,8,19,17,14,18,2,18,4
21294,8,34,105,243,64,133,9,39,31,36,19,32,12,7
21295,8,45,205,593,94,231,29,93,69,58,25,35,36,11
21296,8,40,211,664,79,248,31,73,73,75,37,11,46,10
21297,8,32,250,849,91,310,22,109,99,77,59,21,23,19
21298,8,30,80,269,29,104,15,34,32,17,9,9,19,3
21299,8,41,294,842,129,329,38,109,109,90,53,36,46,20
21300,8,44,371,844,176,352,37,161,98,83,74,43,58,16
21301,8,21,25,76,10,30,4,15,9,9,6,2,5,2
21302,8,40,255,842,100,320,41,96,104,62,34,26,57,14
21304,8,37,297,850,105,361,42,111,83,64,58,18,49,21
21306,8,46,239,595,64,209,24,69,59,46,61,12,62,6
21307,8,30,201,546,66,222,19,92,50,48,37,13,22,16
21308,8,40,140,412,72,153,20,51,40,31,31,21,25,10
21309,8,38,187,519,90,211,23,74,55,42,30,26,40,9
21310,8,40,132,331,54,136,14,50,42,34,27,16,17,8
21312,8,32,260,844,101,288,32,93,97,69,50,12,35,21
21315,8,35,293,538,180,228,26,100,76,44,56,73,28,13
21318,8,29,57,227,30,95,8,27,27,24,14,12,15,5
21319,8,46,260,752,115,333,37,129,92,79,56,29,59,10
21321,8,40,291,834,127,325,37,105,102,79,49,47,43,25
21322,8,36,176,711,62,254,21,99,89,73,29,7,23,18
21323,8,43,243,701,141,268,30,107,90,85,47,41,34,17
21324,8,40,288,842,104,315,42,135,108,93,54,23,50,19
21325,8,45,268,777,130,308,36,112,97,69,34,40,52,16
21327,8,33,128,497,36,179,12,66,69,36,21,7,17,12
21329,8,30,120,406,47,139,14,64,39,37,23,8,41,3
21330,8,37,270,658,135,272,26,105,85,71,34,43,29,19
21331,8,26,33,92,20,41,5,11,10,11,5,7,8,0
21332,8,40,176,505,71,201,23,46,59,41,28,10,43,7
21333,8,36,181,508,64,212,24,70,57,43,33,22,36,9
21334,8,30,61,172,17,61,8,28,15,12,15,6,10,2
21336,8,36,243,799,91,295,31,87,79,62,42,23,36,18
21338,8,34,217,601,67,228,18,74,70,49,36,22,23,14
21339,8,34,204,726,53,262,23,110,82,84,42,2,25,17
21340,8,37,233,705,102,282,33,92,78,66,48,20,37,17
21342,8,40,201,596,79,219,29,89,69,46,51,27,39,13
21343,8,47,250,710,90,279,25,87,69,47,33,12,33,18
21344,8,47,196,513,57,179,24,82,50,42,39,12,40,8
21345,8,32,272,848,98,334,21,141,70,91,46,22,22,20
21346,8,31,174,489,41,180,13,77,54,18,40,7,28,10
21347,8,32,308,831,120,279,39,121,101,61,63,41,62,14
21348,8,40,253,828,101,337,39,97,84,63,36,24,47,19
21350,8,36,204,515,70,173,22,78,53,35,57,21,35,11
21351,8,31,180,551,70,218,16,77,52,49,40,25,24,12
21352,8,37,178,679,59,275,34,92,70,64,35,13,40,17
21354,8,35,110,357,39,145,10,58,58,35,15,9,11,8
21355,8,28,81,390,23,122,6,59,38,31,23,1,9,6
21356,8,37,280,842,106,321,33,121,94,80,89,46,70,16
21357,8,41,220,614,70,261,25,86,63,43,55,14,55,8
21358,8,46,312,767,129,253,35,114,87,65,75,40,44,17
21360,8,35,138,496,51,179,22,69,57,45,18,10,32,8
21361,8,45,206,527,72,188,21,65,44,49,40,15,50,5
21364,8,45,217,613,90,247,29,96,76,58,37,11,46,11
21365,8,37,253,727,91,266,35,71,63,30,51,15,49,11
21366,8,41,214,587,105,204,29,99,64,56,32,23,52,11
21367,8,39,188,576,78,213,24,77,61,62,31,16,26,15
21369,8,29,115,381,30,138,14,46,41,28,23,8,16,8
21370,8,31,63,192,23,67,11,29,18,18,13,8,14,3
21373,8,40,287,746,117,290,32,135,83,80,55,38,48,14
21374,8,38,239,717,115,279,33,95,74,58,57,36,38,13
21375,8,37,177,557,74,214,26,93,65,50,36,18,30,13
21377,8,34,176,569,65,218,25,72,80,69,29,13,27,14
21379,8,35,285,811,118,328,40,103,99,82,42,31,59,11
21380,8,37,209,728,88,260,24,93,68,41,34,7,28,13
21382,8,42,256,753,114,306,33,96,88,54,58,33,46,16
21383,8,40,215,570,92,227,21,76,62,49,49,18,35,15
21384,8,38,252,840,98,292,42,128,109,72,26,16,50,17
21385,8,50,312,765,155,295,32,112,105,67,53,52,35,21
21386,8,42,337,842,91,296,40,99,96,47,50,15,55,16
21387,8,40,289,817,112,319,35,110,78,59,70,21,41,17
21388,8,40,298,806,122,305,43,126,103,76,40,28,46,17
21389,8,20,9,34,3,18,2,6,3,2,4,0,2,1
21390,8,36,281,848,81,318,36,97,91,57,63,13,48,20
21391,8,34,205,781,76,278,34,133,73,62,36,16,39,21
21392,8,40,175,532,54,211,23,68,57,42,37,6,35,12
21393,8,30,83,302,21,100,14,34,51,33,16,4,20,6
21394,8,31,200,654,93,250,25,88,63,49,30,21,29,15
21397,8,40,199,641,64,263,27,74,71,46,53,11,31,20
21398,8,50,275,827,131,327,30,127,101,75,49,37,41,21
21399,8,25,113,255,55,99,10,41,23,25,24,15,22,2
21403,8,41,332,835,150,325,38,125,81,81,51,27,73,11
21404,8,37,189,556,82,213,21,78,63,38,47,31,25,13
21405,8,40,129,365,41,160,16,35,46,30,16,8,20,7
21407,8,40,129,355,33,141,13,44,50,35,27,3,17,8
21408,8,21,47,131,18,54,5,19,12,17,11,8,6,3
21409,8,44,266,852,86,314,36,113,95,78,48,17,48,18
21410,8,33,182,580,68,249,25,88,69,64,41,24,29,14
21411,8,31,267,841,87,326,16,90,105,61,51,29,18,13
21412,8,32,192,617,77,233,15,100,58,54,52,15,16,12
21413,8,46,291,843,104,359,34,118,99,93,51,17,40,24
21414,8,41,153,390,72,157,17,60,41,43,30,24,21,6
21415,8,35,272,847,98,325,42,105,88,48,45,12,47,22
21416,8,40,127,373,46,166,17,37,43,32,23,15,20,10
21418,8,45,236,692,69,252,27,66,60,44,47,25,67,8
21419,8,43,279,848,113,330,33,77,95,74,37,23,36,24
21421,8,41,302,835,141,302,32,109,85,60,52,29,47,22
21422,8,41,237,706,101,269,33,86,89,51,37,14,35,17
21424,8,36,273,849,121,346,30,121,105,73,55,29,38,20
21425,8,34,92,310,36,112,18,43,22,25,18,6,22,3
21426,8,41,284,841,100,304,36,119,91,75,65,35,39,23
21427,8,35,194,546,83,215,25,55,53,41,42,24,36,10
21428,8,30,113,404,41,161,19,48,52,18,13,7,23,7
21429,8,55,361,831,169,332,32,126,112,81,67,62,43,22
21431,8,40,198,509,76,183,23,65,60,40,31,21,30,9
21432,8,50,272,625,125,254,31,108,70,54,49,42,35,17
21433,8,35,287,777,95,261,41,102,93,100,55,21,48,14
21434,8,32,124,431,52,149,14,68,53,27,21,7,16,10
21436,8,37,157,413,84,177,18,66,38,30,29,19,23,10
21437,8,34,252,626,103,280,34,61,64,36,38,24,43,12
21438,8,46,211,658,89,285,29,71,78,39,37,22,31,20
21440,8,34,245,543,122,265,28,84,76,48,40,36,37,9
21441,8,41,308,841,135,356,35,99,108,83,42,37,42,23
21442,8,40,183,510,66,201,25,56,53,34,25,17,35,10
21443,8,34,153,512,65,181,24,62,53,45,26,16,32,12
21444,8,30,70,276,16,120,5,20,22,17,14,1,6,5
21446,8,30,68,222,28,74,10,41,24,30,16,7,15,5
21447,8,36,205,700,69,259,24,76,74,42,29,18,26,20
21448,8,30,79,274,31,96,10,43,32,24,6,7,11,8
21449,8,32,100,362,36,123,12,60,33,34,10,2,14,11
21450,8,35,180,630,68,222,18,69,62,49,39,2,22,14
21451,8,45,186,456,106,181,24,72,50,40,45,26,30,7
21452,8,33,77,263,37,112,9,40,31,29,20,12,12,8
21453,8,36,177,499,78,175,20,57,62,35,38,27,23,11
21454,8,42,295,845,108,318,40,142,97,68,64,28,69,11
21456,8,39,270,757,90,280,33,106,72,60,49,18,65,11
21457,8,40,189,526,61,215,21,69,49,31,42,11,33,11
21458,8,40,207,605,98,260,26,76,76,58,44,22,35,12
21459,8,40,310,843,103,307,34,101,94,60,48,20,39,26
21460,8,32,75,336,28,103,8,40,36,34,17,8,9,7
21462,8,35,252,849,77,299,39,134,82,72,46,11,47,19
21463,8,25,74,181,35,64,8,44,18,11,14,8,19,1
21465,8,36,231,646,70,261,25,78,69,53,57,29,31,16
21467,8,45,191,551,77,213,24,78,49,47,49,22,43,9
21468,8,35,160,466,45,200,22,38,50,21,26,14,25,12
21470,8,36,286,831,123,320,37,130,82,73,68,41,59,11
21471,8,40,272,847,106,333,41,91,107,77,55,26,59,15
21472,8,33,241,838,70,290,42,126,74,58,55,17,52,17
21473,8,39,149,525,62,182,25,90,60,46,32,6,35,9
21475,8,40,166,434,75,168,21,63,63,29,35,12,22,9
21476,8,28,23,110,12,31,4,17,9,8,7,2,5,4
21477,8,28,27,80,8,20,2,6,6,9,3,3,3,2
21478,8,42,297,757,97,315,32,117,95,62,60,24,54,16
21479,8,31,166,571,52,236,27,61,70,40,28,8,38,12
21480,8,32,266,856,81,279,44,92,82,53,63,22,55,17
21481,8,40,284,839,82,281,32,108,105,69,38,14,37,24
21482,8,30,134,360,43,124,16,48,18,21,26,7,22,9
21483,8,41,191,511,68,222,24,75,73,34,43,22,27,12
21484,8,50,330,776,153,306,39,147,99,86,63,58,53,11
21485,8,36,229,585,76,224,26,98,72,43,51,18,45,9
21487,8,30,234,765,78,305,35,119,76,70,68,29,38,16
21488,8,41,235,701,86,282,32,82,64,45,38,31,32,20
21489,8,22,50,194,18,64,9,45,23,16,5,3,17,3
21490,8,50,288,850,93,315,36,108,104,87,51,12,47,21
21491,8,30,212,584,86,247,27,90,62,51,44,23,37,11
21494,8,40,250,843,109,346,19,96,104,49,43,30,21,16
21495,8,36,181,641,54,243,21,94,60,45,52,15,21,18
21500,8,37,271,745,96,301,33,103,92,62,40,26,55,12
21501,8,28,72,289,28,98,14,47,33,25,13,5,17,8
21502,8,38,369,846,146,307,28,124,63,52,76,46,65,12
21503,8,32,248,706,94,271,25,97,78,58,52,20,30,18
21505,8,40,148,448,68,193,21,46,43,35,35,21,37,5
21506,8,45,214,637,95,266,30,73,56,44,40,19,53,10
21507,8,36,250,708,104,293,29,97,69,60,43,28,32,21
21508,8,45,278,785,130,307,39,133,90,65,53,38,62,8
21509,8,30,114,391,39,128,15,45,23,24,20,11,35,5
21510,8,43,272,850,115,322,46,133,104,72,47,37,55,17
21511,8,37,175,598,80,245,25,86,82,65,28,16,26,22
21512,8,28,98,394,36,135,7,62,38,47,28,4,8,7
21513,8,37,290,756,122,283,22,104,71,67,70,29,25,18
21514,8,34,122,394,44,160,17,58,42,26,26,12,19,10
21515,8,36,226,835,61,293,40,115,84,63,56,10,50,15
21516,8,35,221,606,81,240,22,83,58,57,44,23,30,18
21517,8,32,154,408,59,157,19,51,46,39,30,15,26,8
21518,8,40,163,460,69,189,15,63,48,34,28,21,17,12
21519,8,37,256,767,119,255,31,83,77,69,55,23,32,22
21521,8,38,342,849,142,317,34,138,81,63,74,25,65,11
21522,8,40,199,557,89,242,28,65,63,45,37,20,32,13
21525,8,30,242,849,95,288,24,127,83,69,52,16,24,18
21526,8,40,200,631,94,210,26,88,80,69,35,26,31,17
21529,8,38,164,527,71,189,24,89,62,50,35,15,28,12
21530,8,46,191,522,74,233,21,65,52,43,41,29,28,16
21531,8,50,344,804,124,319,33,118,99,82,65,39,35,23
21532,8,50,198,540,95,196,26,98,63,48,37,27,33,12
21533,8,35,95,281,39,117,13,56,38,33,15,10,14,8
21535,8,35,248,836,111,395,28,74,75,54,44,27,34,22
21536,8,35,170,512,56,230,25,64,54,48,38,13,29,13
21537,8,33,141,371,48,148,18,38,36,30,19,9,25,10
21539,8,45,336,842,143,312,40,114,100,61,50,37,54,18
21540,8,45,281,849,130,296,36,109,108,71,62,44,42,28
21541,8,40,132,398,59,152,20,53,38,30,27,14,33,5
21542,8,40,196,500,98,188,23,61,62,42,40,41,24,15
21544,8,31,127,411,58,136,19,67,41,30,31,17,26,6
21545,8,36,230,632,91,270,26,86,78,45,40,34,30,17
21546,8,35,219,831,63,302,43,130,101,88,45,13,55,12
21547,8,42,248,750,91,283,32,109,92,73,52,18,50,13
21548,8,35,207,653,90,268,31,69,67,49,47,17,40,13
21549,8,30,74,243,22,88,11,39,26,20,14,1,14,6
21550,8,40,287,845,99,328,33,103,100,64,52,22,38,19
21552,8,33,129,486,29,180,19,64,41,42,22,2,36,8
21553,8,25,59,295,17,102,14,53,35,36,19,3,23,5
21554,8,31,203,772,71,293,18,106,78,56,36,9,19,14
21555,8,25,59,212,16,90,10,34,22,22,13,2,18,2
21556,8,44,320,850,153,332,40,148,107,106,43,49,54,15
21557,8,42,253,751,103,287,37,107,89,86,53,31,57,9
21558,8,38,307,841,113,318,38,110,102,85,62,37,51,20
21559,8,31,120,406,48,157,20,66,56,44,21,18,25,8
21560,8,44,314,842,132,327,35,114,101,81,63,41,37,24
21561,8,40,149,418,63,149,14,53,66,31,31,9,16,12
21563,8,46,254,696,120,255,31,91,71,61,63,37,46,14
21564,8,41,260,578,147,206,29,109,73,59,51,52,32,13
21566,8,37,279,840,124,314,32,100,82,72,53,32,45,23
21567,8,45,209,689,87,268,35,90,74,50,59,17,41,17
21568,8,40,158,460,78,191,23,76,48,49,26,23,29,13
21569,8,34,156,443,55,172,19,72,58,60,38,18,21,10
21570,8,31,162,490,65,183,20,77,49,49,32,18,26,12
21571,8,40,153,432,72,199,18,61,41,37,31,22,24,9
21573,8,35,223,614,75,212,26,90,67,61,42,12,33,16
21574,8,40,330,841,128,359,38,104,91,60,66,30,70,12
21575,8,30,101,338,26,125,13,40,32,19,29,5,14,10
21577,8,40,153,417,84,159,17,45,48,34,20,31,20,10
21578,8,32,191,560,70,230,29,49,65,45,42,20,35,12
21579,8,27,38,222,13,70,4,39,24,8,16,2,5,3
21581,8,36,132,468,54,201,19,59,57,30,19,14,21,14
21582,8,34,199,594,66,218,27,86,61,49,43,18,36,14
21584,8,30,256,841,104,334,31,119,102,68,51,21,43,19
21586,8,39,229,739,83,279,34,101,77,71,39,9,36,19
21587,8,30,116,352,45,160,15,42,46,17,20,11,18,9
21589,8,30,335,851,90,281,15,116,81,68,83,15,16,12
21592,8,40,172,474,81,184,25,68,55,39,31,27,34,7
21594,8,32,171,595,66,217,30,88,64,25,27,10,42,8
21595,8,36,128,385,53,145,17,52,37,37,19,13,22,8
21596,8,31,110,359,39,142,12,64,44,49,13,7,14,9
21598,8,30,122,366,56,137,17,62,33,42,30,10,19,11
21599,8,47,273,849,100,318,40,124,94,83,65,26,67,10
21601,8,40,135,427,57,164,18,60,37,37,29,13,28,9
21603,8,35,156,474,57,187,21,82,51,47,26,10,27,11
21604,8,33,196,494,83,200,21,67,52,47,39,24,32,7
21605,8,36,124,304,56,105,13,36,40,33,24,22,16,7
21606,8,36,123,430,50,136,20,55,39,33,25,11,24,10
21607,8,48,308,818,155,286,40,130,115,84,48,50,59,13
21608,8,40,211,553,95,245,24,69,71,53,40,28,26,14
21609,8,40,246,664,126,271,31,85,73,54,45,49,38,16
21610,8,40,292,849,127,354,32,137,103,89,41,23,39,25
21611,8,42,327,847,137,309,40,131,103,100,69,42,53,16
21613,8,40,276,754,109,277,35,81,91,59,56,31,39,20
21615,8,32,249,766,86,251,14,98,73,53,72,27,14,12
21617,8,36,227,710,92,268,40,91,81,75,47,32,49,11
21618,8,40,249,717,72,246,39,81,80,50,48,12,41,14
21619,8,10,1,4,1,1,0,0,1,0,0,1,1,0
21620,8,33,243,788,93,313,28,76,77,57,73,22,32,20
21621,8,44,316,834,108,322,35,114,83,54,57,31,44,19
21623,8,35,218,764,83,287,29,115,77,71,37,21,30,22
21624,8,30,230,816,80,270,15,119,74,68,46,25,23,12
21626,8,35,296,844,102,321,25,95,86,62,51,29,28,21
21628,8,32,166,545,58,220,21,82,51,45,41,9,34,10
21629,8,40,312,816,162,289,26,112,104,87,53,48,38,17
21630,8,40,192,562,92,199,30,71,70,48,35,27,41,9
21633,8,40,163,468,73,189,23,54,56,38,37,30,30,10
