id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32,pos_35,maturity_score,pos_11,pos_33,pos_9,pos_16,pos_13,pos_25,pos_3
6368,3,1,16,67,4,35,3,8,9,8,4,0,5,1,2,6,1,1,1,0,2,1,4,5,0,0,2,1.46577329624,1,5,3,0,1.59261070722,3.64179104478,36.4179104478,1,0,5.49657142857,0,1,0,0,0,1,2
6369,3,1,25,64,6,25,4,12,4,7,5,0,6,0,4,1,3,3,0,0,8,2,0,7,0,1,0,0.631003067912,0,1,0,0,1.62804964142,4.015625,40.15625,1,0,5.1904,0,0,0,1,1,0,0
6370,3,0,13,33,6,14,2,6,5,4,5,0,3,1,0,2,2,0,0,0,0,0,1,2,0,1,0,0.650476212665,0,1,2,0,2.01180229765,4.12121212121,41.2121212121,1,0,5.725,0,0,0,0,0,0,0
6371,3,3,58,188,28,77,8,35,18,29,9,11,12,3,9,9,12,2,4,2,8,3,15,16,10,4,1,2.51773826242,3,0,3,0,2.12727226535,4.23936170213,42.3936170213,4,0,5.29519480519,0,0,0,4,1,0,0
6372,3,2,27,75,10,34,2,12,9,6,5,2,3,1,6,7,5,0,2,0,8,1,1,4,0,1,0,1.07105877569,1,3,0,0,1.86238247105,4.13333333333,41.3333333333,2,1,5.15764705882,0,0,0,1,0,0,1
6373,3,2,26,58,18,24,3,18,8,10,3,8,5,0,1,1,2,1,0,0,3,2,3,3,2,0,2,0.909213364692,0,0,1,0,2.54921313317,4.68965517241,46.8965517241,0,0,6.56375,0,0,0,0,0,0,0
6374,3,2,42,155,20,61,6,23,17,13,12,5,7,4,6,5,4,5,5,1,2,1,4,20,22,4,1,2.8035281651,3,1,1,0,1.95030424189,3.96129032258,39.6129032258,0,3,4.96393442623,0,1,0,1,1,0,1
6375,3,1,24,65,14,20,1,14,4,11,1,4,5,1,2,3,3,1,1,1,1,1,4,5,6,1,0,0.838466763197,1,0,2,0,2.28235286829,4.38461538462,43.8461538462,1,1,5.848,0,0,0,0,0,0,0
6376,3,2,40,104,18,35,5,21,14,17,7,6,9,1,3,2,4,4,1,1,6,2,4,7,7,1,1,1.74186431726,0,3,0,0,2.21239633327,4.30769230769,43.0769230769,3,0,6.04914285714,0,0,0,1,0,0,0
6377,3,3,92,218,38,78,11,41,25,23,14,13,13,6,17,6,10,6,3,3,13,5,17,13,13,4,10,3.81724161232,2,2,0,0,2.2449462214,4.38532110092,43.8532110092,2,3,5.41192307692,0,0,0,2,1,2,1
6378,3,3,68,177,28,58,8,41,22,27,10,9,12,5,5,3,4,5,3,3,9,4,9,15,5,3,4,3.99057393713,1,3,3,1,2.31471865348,4.32768361582,43.2768361582,1,2,5.89431034483,0,0,0,0,1,0,0
6379,3,3,78,166,37,61,7,34,22,21,14,14,8,5,19,8,4,5,2,4,8,8,8,4,2,0,9,2.26859653949,3,4,0,0,2.4072119947,4.71084337349,47.1084337349,0,0,6.2268852459,0,0,0,2,1,0,0
6380,3,1,32,88,11,30,4,19,10,11,9,1,5,3,4,5,6,2,0,0,0,0,2,4,8,0,0,0.847874658892,1,1,1,0,1.69388691286,4.125,41.25,0,1,5.371,2,0,0,0,1,0,1
6381,3,3,57,162,24,61,8,27,22,22,10,7,10,3,9,4,6,4,4,0,12,2,7,11,5,5,5,3.22653564426,2,3,4,0,2.05062079023,4.13580246914,41.3580246914,1,1,5.52967213115,0,1,0,0,1,0,0
6382,3,1,18,43,8,17,1,10,4,8,1,0,5,0,1,4,1,0,1,0,1,0,0,2,4,2,0,0.750521138541,0,1,0,0,1.86860759716,4.27906976744,42.7906976744,0,0,5.39764705882,1,0,0,0,1,0,0
6383,3,2,36,101,20,41,6,22,12,14,9,3,7,1,8,2,4,3,0,0,2,4,3,2,5,0,0,1.39105280671,1,1,2,0,2.04905194209,4.31683168317,43.1683168317,0,0,5.89048780488,0,0,0,0,2,0,2
6384,3,3,59,159,25,64,6,36,21,22,8,4,11,3,9,6,3,5,1,0,2,4,9,9,8,0,4,2.15023776876,2,4,3,0,1.88656076915,4.18867924528,41.8867924528,1,2,5.60609375,0,0,1,0,3,1,1
6385,3,2,33,93,13,33,3,19,10,12,9,6,9,1,1,4,4,1,2,1,6,0,7,9,7,2,0,1.51108160785,0,1,1,0,2.1261632957,4.18279569892,41.8279569892,1,1,5.81090909091,0,0,0,0,0,0,0
6386,3,2,62,184,31,59,8,33,19,19,11,8,13,5,17,4,6,5,2,2,1,8,11,18,20,1,5,4.26308216771,1,1,3,1,2.18081850492,4.1902173913,41.902173913,0,2,5.81779661017,0,0,0,1,0,0,1
6387,3,3,64,151,33,56,8,29,18,17,7,6,9,5,8,7,4,10,2,1,13,2,5,10,2,3,3,2.65168653539,1,3,0,0,2.1502707874,4.46357615894,44.6357615894,1,1,6.13928571429,0,0,0,2,2,0,0
6388,3,3,69,174,36,56,8,28,29,19,10,11,9,3,9,8,3,4,4,1,2,5,9,13,11,0,7,3.00891368601,2,3,6,0,2.19853721279,4.41379310345,44.1379310345,0,0,5.83928571429,0,0,0,1,1,5,0
6389,3,2,62,132,28,53,6,26,17,19,7,5,9,3,4,4,4,2,0,0,10,6,9,10,3,1,3,2.07780870636,2,1,2,0,2.12389498558,4.47727272727,44.7727272727,3,0,6.09132075472,0,0,0,3,0,1,0
6390,3,2,37,90,17,36,4,14,10,9,6,4,8,1,11,1,4,0,2,0,7,2,3,6,3,2,1,1.84938685049,0,3,0,0,2.10109655694,4.36666666667,43.6666666667,0,1,5.92833333333,0,0,0,1,0,0,2
6391,3,1,24,59,11,24,3,16,8,14,3,1,5,1,2,2,1,0,2,0,0,3,2,2,5,1,0,0.840046036482,0,0,0,0,1.92479894128,4.32203389831,43.2203389831,0,0,5.68166666667,0,0,0,0,0,0,0
6392,3,3,68,187,40,62,9,40,17,26,12,7,12,3,9,6,9,5,2,0,14,7,13,16,7,3,4,3.00286733363,1,1,1,0,2.09030774391,4.35294117647,43.5294117647,0,3,6.09193548387,1,0,0,1,0,0,0
6393,3,1,21,65,11,22,4,12,10,8,2,0,5,0,6,1,3,2,0,0,3,4,1,4,2,2,0,1.17247400013,0,2,0,0,1.89470415795,4.06153846154,40.6153846154,0,1,5.78090909091,0,0,0,0,0,0,0
6394,3,1,4,10,2,4,0,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0.0539502561091,0,0,0,0,2.27303028283,4.5,45.0,0,0,5.6125,0,0,0,0,0,0,0
6395,3,2,28,87,12,31,4,15,8,10,4,0,5,3,3,3,7,4,0,0,3,3,3,4,0,2,0,1.47853913379,2,5,1,0,1.74871549452,4.01149425287,40.1149425287,0,1,5.98161290323,0,0,0,3,0,0,0
6396,3,3,77,184,46,84,10,28,20,21,14,15,11,5,11,13,9,5,2,4,8,7,9,14,10,4,6,2.63427395922,1,3,1,1,2.34480261664,4.70652173913,47.0652173913,0,2,6.05678571429,0,1,0,0,0,0,1
6397,3,2,42,92,25,39,5,18,14,17,3,5,8,0,3,6,0,0,0,0,6,1,13,2,3,2,15,1.02191533596,0,2,0,0,2.05920491756,4.84782608696,48.4782608696,0,3,6.11205128205,0,0,0,0,0,1,0
6398,3,2,34,93,18,29,4,21,11,12,8,5,9,1,5,5,6,3,3,2,5,2,9,1,4,2,5,2.11521752655,0,1,0,0,2.24566487987,4.31182795699,43.1182795699,0,0,5.70137931034,0,0,0,0,0,0,0
6399,3,2,28,59,17,27,4,9,8,9,4,4,5,1,0,6,2,0,2,0,5,1,1,3,3,0,0,0.465194116968,0,2,1,0,2.11545756864,4.79661016949,47.9661016949,0,1,5.94185185185,0,0,0,0,0,0,2
6400,3,2,30,89,14,27,4,18,11,12,2,3,5,2,6,4,2,4,0,1,10,0,5,7,2,2,0,1.44337718203,2,0,0,1,2.25222622812,4.13483146067,41.3483146067,1,3,6.15481481481,0,0,0,0,1,0,0
6401,3,2,24,63,10,21,3,8,10,4,2,2,5,1,4,2,1,1,2,0,4,5,6,8,5,1,1,1.02950918195,0,0,1,0,2.00932286908,4.20634920635,42.0634920635,1,0,5.52571428571,0,0,0,0,1,0,0
6402,3,2,28,70,14,26,3,13,7,13,7,4,8,0,3,2,0,3,0,0,0,2,2,3,6,0,0,0.927374731758,0,1,1,0,2.19678854631,4.41428571429,44.1428571429,0,1,5.29923076923,0,0,0,0,2,0,1
6403,3,0,9,28,3,12,1,4,2,1,4,0,2,1,1,0,3,1,0,0,1,0,1,6,4,0,0,1.2022347901,1,1,0,0,1.6438920136,3.96428571429,39.6428571429,0,0,4.86666666667,0,0,0,0,0,0,0
6404,3,1,48,102,24,32,5,17,14,14,6,5,6,3,4,4,3,4,1,3,5,2,7,5,3,1,8,2.08397910706,1,1,3,0,2.42311396054,4.56862745098,45.6862745098,1,1,5.7871875,0,0,0,0,0,0,0
6405,3,3,26,102,5,43,5,16,16,12,4,1,7,2,5,3,2,3,1,0,0,1,0,12,10,0,0,1.3051447047,1,1,2,0,1.57538826478,3.66666666667,36.6666666667,1,0,5.27395348837,1,0,0,1,2,0,2
6406,3,2,64,141,26,57,7,33,14,21,11,10,14,1,4,10,2,4,3,3,3,0,19,2,6,2,12,3.75929801557,0,5,4,2,2.39486109739,4.54609929078,45.4609929078,2,0,5.68263157895,0,0,0,1,1,0,1
6407,3,2,35,76,17,33,4,17,12,8,7,1,5,1,3,5,0,3,0,0,3,3,4,2,0,0,2,0.503486220745,1,2,2,0,1.95618676682,4.5,45.0,2,1,6.38606060606,0,0,0,0,0,0,0
6408,3,3,76,219,44,61,9,50,23,33,15,13,14,5,11,4,4,5,4,5,12,2,23,14,13,3,7,3.10491450738,1,3,2,2,2.35549657691,4.37899543379,43.7899543379,0,3,5.85557377049,2,0,0,0,2,0,0
6409,3,2,29,66,18,26,3,13,5,7,9,7,6,0,3,5,4,1,1,2,1,0,4,5,8,1,2,0.579832906677,0,0,0,1,2.55348383983,4.81818181818,48.1818181818,1,0,6.225,0,0,0,0,0,0,1
6410,3,3,87,233,41,81,8,38,32,27,18,15,9,6,10,12,7,7,5,5,1,6,18,11,20,4,18,3.91930061402,5,4,2,3,2.40061440757,4.38197424893,43.8197424893,2,3,5.81259259259,1,0,1,0,0,0,0
6411,3,1,7,31,4,13,1,4,4,5,2,0,3,1,1,1,1,0,0,0,1,0,0,3,1,0,0,0.295654013476,0,0,3,0,1.68293139032,3.96774193548,39.6774193548,0,0,5.30692307692,0,0,0,0,2,0,0
6412,3,1,41,188,11,80,5,25,21,26,1,0,6,3,6,7,6,2,4,0,5,2,4,20,10,0,0,3.69046906277,3,12,8,0,1.43611837936,3.6329787234,36.329787234,8,2,4.985625,2,0,0,3,1,1,4
6413,3,2,30,74,20,26,4,16,8,15,4,4,5,3,3,7,3,3,1,1,2,0,0,1,2,0,0,0.889426464186,0,2,1,0,2.3481266214,4.5,45.0,0,1,6.63730769231,0,0,0,0,1,0,1
6414,3,1,21,68,11,21,3,10,10,8,8,4,7,1,1,6,2,0,1,1,0,3,5,4,3,1,1,1.56554851525,0,3,2,0,2.26333721456,4.16176470588,41.6176470588,1,0,5.5019047619,0,0,0,0,0,0,2
6415,3,2,45,100,23,44,4,18,13,11,9,6,8,2,4,6,2,1,2,1,2,2,8,4,9,1,8,3.29961706207,1,1,1,0,2.23550324256,4.75,47.5,1,0,6.0675,1,0,0,0,1,0,1
6416,3,1,11,36,6,12,2,5,8,6,2,0,2,1,0,2,1,0,0,0,1,0,0,3,2,0,0,0.64074714882,0,0,2,0,1.788854382,4.0,40.0,0,0,5.4225,1,0,0,0,0,0,1
6417,3,3,101,272,55,92,8,65,32,51,17,13,9,6,14,14,7,7,0,2,16,9,27,9,6,2,14,5.28658831581,5,3,0,1,2.27079004103,4.26838235294,42.6838235294,0,5,6.09293478261,1,0,0,0,2,0,0
6418,3,2,66,137,32,53,9,24,15,18,13,9,12,1,7,13,5,2,10,4,6,3,10,2,4,2,4,1.91587349897,0,7,0,2,2.42252206155,4.88321167883,48.8321167883,0,0,5.88320754717,0,1,0,0,1,0,1
6419,3,3,86,207,47,84,9,41,25,22,10,11,10,9,11,5,7,10,5,3,2,6,9,14,16,6,5,3.12933614549,2,1,1,0,2.27661264859,4.51690821256,45.1690821256,2,2,5.82964285714,0,0,0,3,3,0,0
6420,3,1,13,56,5,19,2,8,7,5,3,2,5,1,4,1,2,2,1,0,0,2,3,6,6,0,0,0.708916945656,0,0,1,0,1.73645032761,3.69642857143,36.9642857143,1,0,5.27684210526,0,0,0,0,1,1,0
6421,3,1,18,57,8,18,1,8,12,7,1,1,2,1,2,3,4,1,0,0,5,5,0,5,0,1,0,1.17267788695,1,1,0,0,1.99874647434,3.9298245614,39.298245614,0,0,5.45333333333,0,0,0,0,0,0,0
6422,3,1,8,20,4,6,1,3,5,2,0,1,2,1,1,1,1,0,1,0,1,2,0,0,2,0,0,0.346376743249,0,0,0,0,2.19748660256,4.25,42.5,0,0,6.22166666667,0,0,0,0,1,0,1
6423,3,3,37,115,20,35,4,21,12,17,3,3,5,2,1,4,5,3,2,2,1,4,17,7,9,3,3,5.17867420977,1,2,2,0,2.12079889384,4.10434782609,41.0434782609,1,3,5.73514285714,0,1,0,0,4,0,0
6424,3,2,59,129,29,47,6,26,22,21,6,8,10,3,8,5,1,0,6,0,2,5,7,7,9,1,4,1.64128994812,0,1,3,0,2.18488908416,4.59689922481,45.9689922481,0,0,5.86914893617,0,0,0,0,0,0,1
6425,3,2,20,59,7,21,1,10,5,7,3,2,6,1,3,1,0,3,2,0,2,3,6,5,2,1,0,0.827314262357,1,0,2,0,1.82968572544,4.1186440678,41.186440678,0,2,5.62380952381,0,0,0,2,1,0,2
6426,3,2,35,89,21,35,6,17,9,13,8,5,9,0,3,5,2,2,2,1,2,5,6,5,11,0,5,1.35849810201,0,0,0,0,2.13739027339,4.55056179775,45.5056179775,0,0,5.648,0,0,0,0,0,1,0
6427,3,1,38,88,15,34,5,25,12,14,4,7,5,3,4,3,5,0,0,4,4,1,8,2,4,0,5,0.92537302904,0,0,0,0,2.3555166578,4.69318181818,46.9318181818,1,0,5.79117647059,0,1,0,1,0,1,0
6428,3,2,28,62,13,26,2,8,8,7,4,4,3,2,1,7,5,4,0,1,1,6,1,0,3,1,0,0.464916249663,1,1,1,0,2.24662623846,4.66129032258,46.6129032258,0,0,5.48307692308,0,0,0,0,0,0,0
6429,3,1,33,79,13,30,3,17,9,4,3,1,8,0,0,9,4,5,1,0,1,2,9,2,1,1,6,1.07534616853,0,3,2,0,1.82867278142,4.39240506329,43.9240506329,1,0,4.88966666667,0,0,0,0,1,0,0
6430,3,1,28,65,20,18,3,18,11,11,5,3,5,1,0,6,1,1,2,1,3,0,1,1,0,0,0,0.867403914082,0,3,0,0,2.36988315194,4.70769230769,47.0769230769,1,0,7.04722222222,0,0,0,0,0,0,0
6431,3,1,22,60,10,21,3,11,6,10,2,1,7,0,4,0,0,0,0,0,8,2,4,5,0,1,2,1.1295100269,0,1,0,0,1.95861129173,4.16666666667,41.6666666667,0,1,5.76571428571,0,0,0,1,2,1,1
6432,3,3,53,173,25,61,8,26,16,14,13,10,20,0,5,1,5,8,1,2,5,7,4,22,18,6,4,3.414607209,0,2,5,1,2.2980028969,4.06358381503,40.6358381503,1,0,5.11852459016,0,1,0,1,4,0,0
6433,3,2,50,130,21,50,8,21,14,18,9,9,9,3,8,10,8,2,3,0,1,3,4,8,9,2,5,1.76002911929,0,2,1,0,2.129890633,4.4,44.0,0,2,5.2632,0,1,0,0,0,2,0
6434,3,2,53,122,29,43,6,23,15,18,6,8,7,3,12,3,3,3,4,3,1,6,12,5,8,0,11,1.99274999827,1,0,1,0,2.45639385059,4.55737704918,45.5737704918,0,1,5.4911627907,0,0,0,0,0,0,0
6435,3,1,15,43,9,16,1,12,8,7,2,3,3,1,1,2,0,1,0,2,1,1,5,1,3,3,2,1.88228536903,1,0,0,0,2.42038225842,4.37209302326,43.7209302326,0,0,5.37625,0,0,0,0,0,0,0
6436,3,2,29,78,11,31,5,14,11,15,7,0,6,1,4,4,3,1,1,0,5,3,3,3,1,0,0,1.23473325966,0,3,0,0,1.84009439593,4.12820512821,41.2820512821,1,0,5.48774193548,0,0,0,0,0,0,1
6437,3,2,24,67,15,21,3,11,9,8,3,2,3,2,4,5,2,0,2,1,5,0,4,6,2,0,1,1.02468407647,2,3,0,0,2.2111513769,4.25373134328,42.5373134328,0,3,5.29428571429,2,0,0,1,0,0,0
6438,3,1,35,81,12,29,3,12,9,9,5,3,4,2,3,5,2,2,0,0,2,3,4,6,5,1,1,1.22562286681,2,8,1,0,2.01345780827,4.34567901235,43.4567901235,0,1,5.80068965517,0,2,0,0,0,0,0
6439,3,1,36,101,24,37,5,11,11,11,1,7,6,4,2,4,7,7,2,1,6,7,2,14,1,0,0,1.37144074244,1,5,2,0,2.34170116719,4.40594059406,44.0594059406,1,3,6.08891891892,0,0,0,0,0,0,0
6440,3,1,19,67,8,13,4,10,5,7,8,2,6,1,4,1,3,3,1,0,0,2,4,7,9,0,0,1.40491028946,0,1,0,0,1.87680261607,3.80597014925,38.0597014925,0,0,5.12692307692,0,0,0,1,0,0,1
6441,3,3,76,171,23,70,6,28,22,23,9,3,8,5,8,6,7,1,0,1,10,3,8,17,13,1,5,4.15574226399,3,6,0,0,1.89262868615,4.35087719298,43.5087719298,1,1,5.92557142857,2,1,0,0,0,3,0
6442,3,1,20,56,7,21,2,9,8,5,5,1,5,1,3,1,1,2,0,0,3,2,1,5,0,0,0,1.37770548681,0,1,4,0,1.88638319502,3.92857142857,39.2857142857,1,0,5.15285714286,0,0,0,0,0,0,0
6443,3,2,54,148,33,49,4,32,26,23,15,8,6,2,4,8,4,3,2,2,6,3,10,4,2,1,1,2.61818867456,2,3,3,0,2.31737840925,4.34459459459,43.4459459459,0,0,6.16979591837,1,0,0,1,0,0,0
6444,3,3,56,140,26,52,6,28,15,23,15,15,10,2,8,3,5,1,7,3,7,3,8,8,11,0,0,2.45356348966,1,2,1,1,2.47947380288,4.55714285714,45.5714285714,0,2,5.42903846154,0,0,0,0,2,0,0
6445,3,3,74,165,41,64,6,34,21,22,10,13,7,4,12,4,5,1,2,6,14,3,13,6,3,4,6,2.66511182098,3,5,2,2,2.49181957993,4.75757575758,47.5757575758,2,3,5.601875,1,1,0,2,0,0,1
6446,3,3,35,135,15,47,6,23,19,16,6,2,10,3,5,3,4,7,2,0,1,2,4,10,11,4,4,1.85775616032,1,0,2,0,1.75686287575,3.8,38.0,0,2,5.08255319149,0,1,0,1,2,0,0
6447,3,2,39,103,18,45,6,2,6,3,0,4,8,2,0,0,0,0,0,0,1,0,6,0,1,0,89,1.47909445961,0,0,0,0,2.01965404829,4.31067961165,43.1067961165,0,0,4.99955555556,0,0,0,0,1,0,0
6448,3,2,45,116,31,41,4,23,17,19,5,7,6,1,4,3,6,1,1,2,3,3,8,10,6,1,4,1.31866280216,1,2,2,0,2.41873931007,4.54310344828,45.4310344828,0,1,5.8287804878,1,0,0,0,1,0,2
6449,3,0,2,10,0,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0.192879750885,0,1,1,0,1.19721899974,2.9,29.0,0,0,4.375,0,0,0,0,0,0,0
6450,3,2,39,112,12,38,4,18,9,16,11,3,6,3,9,2,3,2,1,0,5,4,3,9,7,0,5,2.5962399287,2,1,2,0,1.86615782962,3.9375,39.375,0,3,5.57184210526,0,0,0,0,1,0,0
6451,3,1,17,47,11,10,2,8,4,7,2,3,4,2,2,2,3,5,1,1,0,1,6,3,3,0,1,1.53754306084,1,1,0,0,2.46454976627,4.27659574468,42.7659574468,0,0,6.321,0,0,0,0,0,0,0
6452,3,1,24,65,8,30,3,18,12,9,2,3,4,3,1,1,1,2,0,1,2,0,3,3,1,2,0,0.930954742053,0,3,1,0,1.97033284966,4.15384615385,41.5384615385,2,0,5.66766666667,0,0,0,0,0,1,0
6453,3,1,33,117,17,41,2,15,13,16,7,3,4,2,5,4,5,4,0,0,0,4,5,12,6,0,2,1.31865614912,2,8,4,0,1.80655224254,4.05982905983,40.5982905983,0,4,5.57487804878,0,0,0,0,2,0,0
6454,3,2,10,27,5,7,2,5,5,5,1,0,3,0,0,0,0,1,2,0,1,1,4,2,1,0,2,0.558379003356,0,1,0,0,1.89541356769,4.14814814815,41.4814814815,0,0,5.74142857143,0,0,0,0,0,0,0
6455,3,3,84,193,53,69,9,35,25,28,12,21,11,6,8,6,6,9,1,5,9,8,6,10,9,2,9,2.24503472901,3,0,4,1,2.60363768375,4.75647668394,47.5647668394,3,0,6.27855072464,1,0,0,1,0,0,0
6456,3,1,10,41,6,13,1,8,5,6,1,1,4,1,2,1,0,0,0,0,3,1,2,2,1,1,0,0.683705489584,0,3,1,0,1.76759447948,3.9756097561,39.756097561,0,2,6.12153846154,1,0,0,0,0,0,0
6457,3,2,54,137,24,46,5,18,23,14,6,5,6,3,10,9,4,4,2,1,5,2,11,12,9,1,3,1.60358681375,2,3,0,0,2.072328887,4.25547445255,42.5547445255,2,0,5.67434782609,0,0,0,3,0,3,0
6458,3,1,24,76,8,18,4,9,10,8,3,2,7,0,6,2,5,2,3,0,1,4,1,5,8,2,0,1.59785424819,0,1,0,0,1.82996500781,4.10526315789,41.0526315789,0,0,5.73111111111,0,0,0,0,3,0,0
6459,3,2,26,71,12,30,4,13,10,8,4,4,5,1,2,0,3,2,2,0,3,1,4,7,4,1,0,1.3677769095,0,1,2,0,2.16855151983,4.30985915493,43.0985915493,1,0,5.521,0,1,0,0,0,0,0
6460,3,2,55,168,25,58,10,34,20,23,11,5,14,2,8,6,4,3,0,1,8,1,8,15,13,3,6,2.86528462315,1,3,2,0,2.03473543117,4.05952380952,40.5952380952,0,2,6.26465517241,1,0,0,0,0,0,0
6461,3,2,24,66,9,20,4,10,7,10,7,2,6,0,5,3,3,1,0,0,0,2,1,4,7,0,0,0.681354225641,0,0,0,0,1.90985665628,4.27272727273,42.7272727273,0,0,5.5495,1,0,0,0,0,1,1
6462,3,3,24,73,12,20,4,15,12,11,5,1,5,2,2,3,1,1,1,1,0,2,3,4,5,2,1,1.01784759765,0,1,3,0,2.02185547045,4.09589041096,40.9589041096,0,0,6.116,0,0,0,1,0,1,0
6463,3,3,40,104,17,40,4,18,15,9,8,10,9,2,4,1,5,1,8,6,2,0,10,12,6,2,1,3.08701014526,0,0,6,3,2.9358176701,4.54807692308,45.4807692308,0,0,5.45775,0,0,0,0,1,0,0
6464,3,1,12,64,8,25,3,14,4,11,4,1,5,2,4,3,2,3,2,0,1,0,3,2,3,1,0,0.716124286929,0,1,1,0,1.71933161155,3.890625,38.90625,0,2,5.1136,0,1,0,0,0,0,0
6465,3,2,32,80,21,30,4,12,7,14,3,4,6,3,7,9,6,0,1,1,3,1,0,1,1,0,0,1.17152103572,0,3,4,1,2.37124119611,4.65,46.5,0,2,7.16366666667,0,0,0,0,0,0,2
6466,3,2,34,126,16,35,6,13,15,14,9,4,7,4,12,2,9,3,2,0,7,3,12,9,1,6,9,2.36823923399,2,7,0,0,1.96715893758,3.95238095238,39.5238095238,0,1,5.42171428571,0,0,0,0,2,0,0
6467,3,1,24,81,9,27,2,13,17,10,2,4,6,2,2,5,1,0,2,0,1,1,3,9,9,0,0,1.53101154436,1,1,2,0,2.04539531028,3.93827160494,39.3827160494,0,1,5.57814814815,1,0,0,0,1,1,1
6468,3,2,28,76,18,29,5,13,10,10,8,9,6,1,3,4,2,1,5,1,5,2,7,4,0,2,0,1.25949119178,0,3,1,0,2.61503748589,4.53947368421,45.3947368421,1,0,5.61310344828,0,0,0,0,0,1,1
6469,3,1,29,81,14,22,3,11,13,9,4,2,4,2,3,2,2,1,2,1,8,4,8,9,3,0,5,1.24142150558,2,1,0,1,2.05217439636,4.16049382716,41.6049382716,0,3,5.04636363636,0,1,0,0,0,0,1
6470,3,2,45,112,27,36,6,25,16,14,4,6,7,3,6,4,3,1,4,2,10,4,10,6,2,2,8,2.63898953232,0,1,0,0,2.47066118006,4.4375,44.375,0,4,6.42055555556,0,0,0,0,0,0,0
6471,3,1,24,74,11,24,4,13,8,10,4,0,5,1,3,1,3,2,0,0,8,2,2,9,3,1,0,1.0891648365,1,0,0,0,1.91295201529,3.89189189189,38.9189189189,0,4,5.40333333333,0,0,0,0,1,0,0
6472,3,3,96,188,57,68,9,37,15,24,15,17,15,5,12,13,12,2,6,6,4,3,15,7,14,5,5,2.66826922939,0,2,3,2,2.6436809208,5.01595744681,50.1595744681,2,1,6.41117647059,1,1,0,0,0,0,0
6473,3,2,23,60,14,19,3,13,12,10,2,3,4,1,1,2,1,0,0,0,5,1,3,3,0,1,1,0.884361566329,1,3,0,0,2.29934896215,4.36666666667,43.6666666667,2,1,6.18263157895,1,0,0,0,0,0,1
6474,3,2,75,177,36,60,9,30,21,21,14,11,16,2,10,7,5,3,3,2,7,9,15,14,10,2,11,3.66161244606,0,1,3,1,2.31869537198,4.49152542373,44.9152542373,1,1,5.93416666667,0,0,0,1,1,0,0
6475,3,1,13,51,3,18,2,6,4,3,4,1,6,0,6,1,1,2,1,0,1,0,3,5,6,0,0,0.854485864878,0,0,2,0,1.7329562184,3.72549019608,37.2549019608,0,0,5.33555555556,0,0,0,0,0,1,1
6476,3,3,57,176,25,73,7,25,18,22,12,3,13,3,8,10,9,3,3,0,1,6,5,23,21,2,6,2.5758084435,1,0,2,0,1.90023921939,4.02272727273,40.2272727273,2,0,5.38575342466,0,1,0,0,0,1,1
6477,3,2,32,83,17,29,3,18,10,8,6,6,5,2,2,3,5,4,1,2,1,0,6,5,5,3,4,1.18701359637,1,0,0,0,2.44804971342,4.3734939759,43.734939759,0,1,5.49965517241,0,0,0,0,1,0,2
6478,3,3,81,198,34,67,9,28,20,21,11,17,13,4,14,9,9,9,2,1,13,8,8,15,3,2,8,3.29086147533,3,3,2,0,2.25507682382,4.36363636364,43.6363636364,2,1,5.47492537313,0,0,0,1,4,2,3
6479,3,0,13,28,6,6,1,4,1,4,2,0,1,1,3,1,0,0,0,0,0,1,3,5,3,0,0,0.741673027689,1,3,0,0,2.21705749031,4.21428571429,42.1428571429,0,0,5.05833333333,0,0,0,0,0,0,0
6480,3,2,61,177,29,64,10,30,23,22,10,5,12,3,12,6,7,3,1,4,5,3,8,14,4,2,0,3.35884935133,1,5,9,1,2.35030787305,4.18079096045,41.8079096045,1,0,5.42375,0,0,0,4,0,0,1
6481,3,1,8,34,4,10,1,3,4,3,0,2,4,1,2,0,2,2,0,2,0,2,1,7,4,0,0,1.06502494649,0,0,0,1,2.5402289116,3.82352941176,38.2352941176,0,1,4.982,0,0,0,0,3,0,0
6482,3,1,13,37,5,14,1,6,3,8,1,4,1,1,0,5,4,0,1,0,0,1,0,2,5,0,0,0.185684923916,1,1,0,0,2.09783242918,4.35135135135,43.5135135135,0,0,5.36571428571,0,0,0,0,0,0,0
6483,3,3,105,275,56,96,13,57,36,44,20,22,18,6,18,12,3,3,5,12,4,5,18,15,26,2,6,3.86234316896,1,4,3,1,2.48652373112,4.54909090909,45.4909090909,4,1,5.71322916667,4,1,0,2,0,0,1
6484,3,3,59,179,36,60,8,35,18,31,12,11,10,3,8,8,4,8,8,3,0,3,7,7,15,3,6,3.0250514663,2,1,0,0,2.27425653721,4.2625698324,42.625698324,2,0,5.78766666667,0,1,0,0,1,0,0
6485,3,3,96,253,57,96,11,47,36,39,19,18,12,6,9,6,3,9,7,4,5,5,17,12,12,4,16,3.93437601249,3,2,5,1,2.46597397958,4.44268774704,44.4268774704,0,1,5.965625,1,0,0,3,1,2,0
