id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25
9070,4,1,13,44,7,24,2,5,5,4,1,3,5,0,3,2,2,3,0,0,1,2,3,4,1,0,1,0.3333453906,0
9071,4,2,40,96,18,32,5,19,12,16,5,2,7,2,5,3,2,7,0,0,5,4,5,5,1,1,1,1.11959056502,1
9072,4,0,19,63,5,15,2,7,11,9,2,3,3,1,2,2,1,5,2,0,0,0,5,4,3,0,0,1.9929525491,1
9073,4,1,23,81,3,38,4,9,9,5,2,1,7,1,6,0,2,7,1,0,0,2,5,12,10,3,1,1.5384185105,0
9074,4,3,73,190,33,76,7,37,24,27,6,10,8,6,16,2,5,5,4,1,11,7,10,11,8,6,5,3.47830001076,4
9075,4,3,51,141,33,45,6,28,17,20,9,16,7,4,4,4,5,7,0,6,6,4,13,3,2,6,13,2.61743496088,2
9076,4,0,8,18,2,4,1,4,2,5,0,1,2,0,1,0,1,0,0,0,3,2,0,0,0,0,0,0.185877492312,0
9077,4,1,21,55,10,22,3,13,8,11,2,6,6,1,2,0,0,1,1,1,5,1,4,6,0,0,0,0.942140221146,0
9078,4,1,19,52,4,27,1,7,6,5,1,0,4,1,4,1,3,2,0,0,1,3,1,6,3,0,1,0.493265655442,1
9079,4,2,53,166,24,66,7,34,12,31,14,19,13,3,4,5,10,8,0,5,13,2,5,10,7,2,0,1.65417198615,0
9080,4,1,25,52,10,19,3,10,8,9,1,3,4,1,1,0,0,3,1,1,0,0,3,5,4,0,3,0.607974758307,0
9081,4,2,23,66,9,25,3,14,5,12,5,4,5,2,3,1,0,2,0,0,9,1,5,5,1,0,3,2.50727810468,1
9082,4,2,43,119,13,45,6,17,13,16,6,5,8,3,4,5,4,11,0,3,8,3,3,6,1,3,3,1.64773420919,1
9083,4,2,48,118,26,39,7,21,14,10,12,11,9,1,3,2,1,4,1,5,2,3,11,9,9,6,9,1.1623145103,0
9084,4,2,53,160,13,62,7,31,16,20,10,2,7,4,10,1,4,8,0,0,13,11,2,11,3,2,1,2.94164405618,2
9085,4,2,59,144,25,56,5,31,15,25,6,9,5,3,5,4,5,7,0,1,11,3,8,5,1,3,9,1.61842563964,2
9086,4,1,2,10,0,4,0,1,1,1,0,0,2,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0.113530970972,0
9087,4,1,22,68,7,27,3,9,4,4,2,3,7,1,10,0,0,2,0,0,2,0,3,11,4,2,3,1.16116436476,0
9088,4,2,44,105,18,36,2,23,11,16,5,7,7,2,4,1,4,5,0,0,4,3,6,10,7,1,4,1.21032172248,2
9089,4,2,51,158,25,49,5,26,29,24,6,9,7,5,6,3,4,8,2,1,7,4,12,12,8,3,11,1.94071967765,3
9090,4,1,15,59,2,21,2,13,4,6,4,1,3,1,4,0,2,3,0,0,4,0,2,3,1,2,2,0.75160024372,1
9091,4,2,35,114,17,49,4,23,11,10,1,7,6,4,7,3,4,2,4,1,6,1,6,8,3,7,3,1.2137914187,1
9092,4,0,8,23,3,9,1,6,2,2,1,0,2,1,0,1,2,1,1,0,0,1,1,1,2,0,0,0.483342214959,0
9093,4,1,28,86,14,38,3,20,14,11,2,4,5,2,7,1,3,0,0,1,1,3,2,9,6,3,0,1.03390068622,2
9094,4,1,10,27,2,10,1,5,5,3,0,1,2,1,1,0,0,2,0,0,3,1,1,2,0,2,1,0.400775512865,1
9095,4,2,35,111,20,38,3,22,9,16,2,3,5,2,5,1,3,4,0,0,12,9,2,8,0,3,0,2.01406832108,2
9096,4,2,48,122,19,45,5,22,19,15,5,2,8,2,3,2,4,2,1,0,13,2,7,15,0,3,3,1.32899738434,1
9097,4,1,22,58,5,24,2,10,6,8,5,2,4,1,1,2,1,3,0,0,3,1,3,3,5,1,1,0.572156320649,1
9098,4,3,59,148,29,54,8,29,18,20,7,7,8,1,12,5,3,5,3,0,7,4,15,6,3,7,7,2.13221035048,1
9099,4,1,11,54,3,20,3,5,1,4,6,2,4,1,3,0,4,2,0,0,4,3,0,8,2,1,0,0.809739898376,0
9100,4,1,26,85,8,23,4,15,8,13,3,5,7,2,5,2,2,8,1,0,6,6,2,4,2,1,0,1.56358805779,0
9101,4,1,15,32,7,13,1,8,5,6,4,5,2,1,0,0,0,1,0,1,1,0,3,0,2,0,2,0.193784911407,1
9102,4,1,16,48,8,20,3,13,4,9,0,4,5,0,2,0,2,1,0,0,5,0,0,3,0,3,0,0.277513945055,0
9103,4,2,44,102,23,38,3,18,14,15,4,9,5,2,5,2,4,3,0,3,8,2,5,6,2,2,7,1.69924142857,2
9104,4,2,53,133,23,52,7,27,15,22,7,13,8,3,8,2,4,5,0,1,11,1,7,9,3,3,9,1.8164705518,0
9105,4,1,26,82,9,41,4,14,11,5,2,3,6,2,3,1,2,4,0,0,5,2,2,13,2,2,0,1.84955257267,0
9106,4,3,45,150,17,69,4,21,17,18,4,6,5,4,17,1,7,4,1,1,8,5,1,13,10,2,0,2.53820243131,3
9107,4,1,19,49,13,23,2,11,7,8,1,6,3,2,5,1,0,2,1,0,4,0,3,1,0,0,3,0.362097399174,1
9108,4,0,7,17,4,6,1,3,2,3,2,3,2,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0.118046395839,0
9109,4,0,24,60,11,27,2,15,8,13,1,3,2,2,4,0,2,0,0,0,3,4,2,2,2,0,0,0.751680057813,2
9110,4,2,62,134,36,41,5,25,19,18,4,20,8,4,6,1,3,3,3,5,7,3,16,8,10,6,9,2.42958230006,3
9111,4,2,22,92,9,28,4,13,13,10,2,2,6,3,5,1,4,5,1,0,7,3,1,10,0,2,1,1.85468372373,1
9112,4,2,48,123,26,41,5,15,19,13,5,17,10,1,6,2,2,3,8,1,15,2,8,15,5,1,1,2.31529951023,1
9113,4,1,31,81,10,33,3,12,6,13,4,3,5,1,4,2,3,2,1,2,5,1,4,5,4,3,6,0.796809950377,1
9114,4,3,69,199,40,78,9,31,34,30,16,9,12,5,11,8,4,7,7,2,12,1,8,8,9,5,3,2.20599274096,3
9115,4,2,41,120,17,42,6,24,7,16,2,4,7,4,6,1,4,8,1,2,13,6,4,13,0,2,0,2.03448157177,1
9116,4,2,43,119,24,37,4,21,19,12,10,10,5,4,8,9,4,4,1,2,6,1,4,5,2,8,2,1.43293510235,3
9117,4,2,33,109,17,35,5,23,17,15,1,9,8,2,8,3,2,0,0,1,5,0,6,11,11,4,0,1.18102407695,1
9118,4,2,45,135,24,62,5,20,14,17,6,7,8,4,11,7,7,4,3,1,5,5,7,7,6,3,3,1.74731496481,1
9119,4,1,23,57,9,19,3,8,7,8,0,6,5,0,2,0,1,1,1,0,7,2,3,8,0,0,1,1.19835642801,0
9121,4,2,42,107,19,40,2,25,9,20,4,8,3,2,6,0,3,1,0,1,7,6,8,5,3,1,5,1.3559276259,2
9122,4,2,57,146,29,55,5,36,20,29,7,9,6,5,6,2,3,5,0,0,6,7,10,2,3,4,3,3.45641748269,4
9123,4,1,25,70,12,32,4,14,4,8,3,3,5,1,4,0,2,3,1,0,3,2,4,6,10,1,2,0.86963203861,0
9124,4,0,19,65,5,27,1,7,8,5,1,2,2,1,7,0,4,5,0,0,2,4,3,7,3,2,0,0.741801459293,1
9125,4,0,30,77,18,29,3,16,5,14,5,5,4,2,5,0,2,2,0,0,6,1,4,7,3,0,1,0.963317786559,1
9126,4,1,16,41,10,12,2,9,8,8,1,3,4,1,1,1,2,0,1,0,4,1,1,3,1,0,0,0.662697659851,0
9127,4,2,37,121,20,44,5,21,12,20,8,7,7,3,5,1,3,5,2,3,12,3,6,7,2,2,6,2.45740507287,1
9128,4,1,46,122,16,49,4,22,13,22,8,5,7,3,8,3,5,2,1,0,3,2,2,7,8,1,0,2.4097118418,3
9129,4,1,8,30,3,12,1,6,3,2,1,0,3,1,0,0,3,1,0,0,1,1,1,3,0,0,0,0.308067596788,0
9130,4,0,14,36,8,13,2,6,6,3,4,3,3,1,4,0,0,2,0,1,1,2,4,4,1,0,0,0.425064307057,0
9131,4,1,28,92,9,40,3,14,14,7,3,2,4,3,2,0,2,4,0,0,6,5,2,13,7,2,1,1.29291905471,3
9132,4,3,79,217,34,91,9,32,18,25,8,7,10,6,21,5,9,8,2,2,13,9,8,13,4,4,10,3.86367856047,4
9133,4,2,76,202,38,75,7,31,28,23,12,16,8,5,12,7,6,8,3,1,13,6,18,12,5,8,14,3.34267566283,5
9134,4,3,74,186,35,71,9,37,23,18,16,16,11,4,6,6,5,12,2,7,11,4,21,7,0,6,17,1.8130595858,2
9135,4,2,46,122,17,57,5,25,10,23,10,7,7,2,7,3,4,2,0,0,13,3,3,6,3,1,2,1.84827964983,2
9136,4,1,25,64,10,20,2,14,10,7,1,3,3,2,2,0,1,4,3,1,4,3,6,4,1,2,1,0.538482922848,1
9137,4,0,7,17,3,5,1,5,3,4,0,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0.301366904952,0
9138,4,3,53,130,20,48,5,29,17,19,6,6,9,2,6,1,6,3,2,3,7,4,6,9,6,2,4,2.12974322716,1
9139,4,1,22,65,11,27,2,10,9,6,2,4,3,2,8,0,2,2,0,0,7,5,1,5,0,2,2,1.12688400218,1
9140,4,0,39,100,16,36,4,18,13,12,8,4,6,3,5,3,3,2,0,0,5,2,6,6,6,3,5,1.29571047791,1
9141,4,1,20,80,4,35,1,12,6,11,2,2,2,1,5,1,5,1,0,0,5,2,7,7,0,1,8,1.22495148187,1
9142,4,1,21,55,7,14,3,12,7,11,0,0,4,1,1,0,1,1,0,0,3,3,3,3,4,1,4,0.707161240405,0
9143,4,1,16,44,6,17,2,10,4,9,2,2,3,1,0,0,2,1,0,0,2,1,0,4,1,1,0,0.779841723508,1
9144,4,1,31,81,12,30,3,16,9,10,6,6,5,1,4,3,5,2,1,0,6,1,5,4,3,2,3,1.89803728285,1
9145,4,2,46,120,19,54,4,21,12,13,8,7,9,3,5,1,6,4,5,2,9,4,7,8,5,2,5,2.35405187885,1
9146,4,1,34,105,10,32,4,18,11,18,3,6,6,3,2,1,3,3,0,2,8,4,8,9,6,1,3,1.21446156776,1
9147,4,2,34,133,12,37,5,19,14,15,9,2,7,3,7,1,7,8,3,0,14,2,9,11,3,4,4,2.188328801,1
9148,4,1,13,38,7,15,2,9,6,6,0,3,3,1,1,0,0,1,0,1,1,2,1,5,4,0,1,0.92582982127,1
9149,4,2,54,166,25,52,5,30,19,21,5,10,6,3,8,3,4,10,0,2,13,4,11,16,4,1,5,2.14102170704,2
9150,4,1,19,58,10,25,3,9,4,7,1,4,4,2,4,1,3,3,1,1,5,0,3,5,1,2,0,0.716101339701,0
9151,4,1,23,61,10,18,2,16,10,10,0,4,3,2,0,1,0,1,0,1,2,4,2,6,5,0,0,1.24183505482,2
9152,4,2,41,117,17,42,6,15,17,11,11,5,8,3,7,1,3,2,2,0,12,2,8,15,5,0,0,2.01385173828,1
9153,4,2,42,131,13,51,7,24,12,21,3,3,8,4,5,3,4,8,0,1,5,5,4,13,7,2,1,1.70063724396,1
9154,4,1,24,65,7,26,3,11,8,8,2,3,4,2,4,1,3,1,0,1,2,0,6,5,5,2,4,0.784747264392,1
9155,4,0,17,38,5,15,2,9,5,7,0,3,3,2,1,3,3,1,0,0,1,0,1,2,1,1,1,0.11292007484,0
9156,4,2,20,62,10,23,4,7,8,9,2,2,5,1,3,3,2,2,0,1,2,0,5,7,0,2,2,1.04317557471,0
9157,4,1,11,35,2,8,1,7,3,6,1,1,1,1,0,2,0,3,0,0,4,0,4,3,0,0,0,0.510654646477,1
9158,4,3,86,219,47,66,7,38,27,20,17,20,9,5,12,5,12,15,5,4,9,9,11,12,9,6,4,6.3033770885,3
9159,4,0,29,74,8,31,4,13,6,7,7,6,5,3,3,5,2,4,0,2,5,1,4,5,1,3,5,1.37156709659,0
9160,4,0,28,72,9,28,2,17,6,10,2,4,5,2,2,0,0,4,1,0,1,3,7,7,5,0,1,0.983010563005,1
9161,4,3,48,126,26,45,4,27,15,18,10,11,6,4,1,1,6,4,2,1,5,6,6,5,6,5,7,2.9965257554,3
9162,4,1,21,50,12,22,2,11,5,9,2,4,3,1,2,2,3,3,0,0,3,1,3,2,0,0,0,0.494190374799,1
9163,4,2,63,168,42,62,7,16,21,18,9,14,8,5,11,12,5,5,1,3,13,10,12,7,0,9,13,3.18690942486,3
9164,4,3,62,166,24,62,5,36,16,17,10,7,6,3,7,1,10,4,1,3,17,5,14,14,1,6,9,2.5370880061,1
9165,4,2,39,106,14,42,4,21,12,17,1,3,6,3,8,2,5,4,2,2,4,3,4,5,6,1,2,1.51933468744,2
9166,4,2,42,115,20,42,6,19,12,14,5,7,7,2,10,2,7,3,3,1,5,1,6,10,2,1,5,1.8546792325,2
9167,4,3,71,191,29,62,7,38,23,29,8,5,8,6,11,8,7,4,1,1,16,5,8,12,6,10,3,3.05923736798,4
9168,4,2,34,94,16,36,5,15,19,8,5,6,7,1,6,2,3,3,5,1,6,0,2,7,4,3,1,0.705093417755,1
9169,4,0,22,43,9,15,1,12,3,10,4,4,3,1,1,1,2,0,0,0,4,1,5,1,1,0,2,0.555797272418,1
9170,4,3,85,251,46,81,11,39,23,27,16,6,16,6,13,10,9,15,1,2,15,4,14,25,9,7,9,2.62895476139,1
9171,4,2,51,150,24,59,5,33,12,19,7,8,6,5,3,2,6,9,1,1,4,5,4,5,4,7,3,1.34611807221,4
9172,4,1,17,46,4,11,3,11,4,10,1,2,4,1,2,0,2,0,0,1,6,0,3,4,2,2,1,0.509616816033,0
9173,4,0,5,12,0,8,1,3,0,2,1,0,2,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0.028761680041,0
9174,4,1,26,77,11,35,3,16,13,11,5,4,4,3,3,0,0,3,1,0,5,2,1,8,1,0,0,0.834149285336,1
9175,4,3,63,165,34,52,9,29,21,19,8,16,10,4,4,4,6,8,1,5,7,9,11,4,9,9,7,1.70163036148,0
9176,4,1,12,43,4,15,1,6,2,6,1,2,2,1,6,0,2,2,0,0,2,2,2,3,1,0,0,0.608789787925,1
9177,4,1,23,69,11,27,2,14,14,11,4,4,4,2,1,1,1,1,2,1,3,0,2,2,4,0,2,0.822544600339,2
9178,4,2,32,72,19,28,3,21,8,9,5,10,4,3,1,3,3,1,0,1,1,0,8,1,2,2,6,0.556601228271,1
9179,4,0,12,54,0,19,1,11,5,8,3,0,1,1,4,2,2,3,0,0,2,0,1,2,0,0,0,0.731556780853,1
9180,4,1,29,82,11,32,4,14,9,5,9,5,14,2,5,2,0,6,2,2,6,3,7,8,3,3,5,1.22963200986,1
9181,4,0,33,80,13,31,3,11,12,9,1,5,8,1,4,7,4,1,0,0,2,3,6,7,4,0,7,0.934881038587,0
9182,4,2,31,88,13,34,4,15,13,11,1,5,5,4,2,3,2,3,2,0,10,3,3,8,1,2,1,1.38481321869,0
9183,4,1,11,46,5,13,1,5,8,3,1,1,1,1,5,0,1,1,1,0,5,0,3,7,0,0,0,0.677117266438,1
9184,4,1,27,73,11,34,2,19,8,15,1,2,3,2,4,1,2,0,1,0,5,2,2,6,1,0,0,0.662506317717,2
9185,4,1,18,64,5,27,3,7,11,10,2,3,4,2,7,2,1,2,1,0,4,1,5,4,0,0,4,0.879655714429,1
9186,4,1,28,62,9,25,1,7,3,5,2,3,2,1,2,4,1,7,0,1,4,5,6,3,1,1,2,0.545115037248,1
9187,4,2,27,68,13,24,2,12,6,8,2,2,3,1,3,1,2,2,3,0,5,4,1,10,4,0,0,0.525115117025,1
9188,4,3,65,174,24,71,6,25,16,19,12,6,7,5,10,5,11,8,1,2,10,7,10,8,1,3,6,3.10272447515,5
9189,4,1,15,34,4,16,1,10,4,6,1,1,2,1,2,1,1,1,0,0,2,0,3,2,0,1,0,0.277690036486,1
9190,4,3,58,169,29,52,6,21,20,16,15,12,7,4,16,4,6,11,0,1,14,3,13,10,1,4,12,2.49278357766,3
9191,4,1,31,89,11,35,4,16,10,12,1,5,6,4,3,2,4,3,1,1,4,6,7,6,7,5,2,1.38672905012,0
9192,4,1,21,56,10,24,2,9,10,9,5,3,5,2,4,1,0,0,2,0,3,0,1,3,5,1,0,0.664350873434,0
9193,4,2,16,61,9,26,2,8,8,4,2,1,4,2,3,1,4,1,0,0,4,2,0,9,2,3,0,0.842782617236,1
9194,4,1,17,64,7,26,4,7,6,7,3,1,5,1,6,0,4,1,2,1,3,1,2,9,5,1,0,0.966227476215,0
9195,4,1,44,128,21,40,4,24,20,19,2,5,5,4,5,2,4,4,1,0,7,2,2,15,6,3,0,2.5380021401,3
9196,4,1,26,68,12,30,3,14,5,11,1,2,4,1,6,2,3,2,0,0,3,1,3,5,4,1,3,0.675529259559,1
9197,4,1,35,100,10,44,3,17,14,13,3,4,4,3,10,4,5,6,0,0,6,2,9,4,1,0,0,1.17876306,3
9198,4,2,80,266,36,99,8,46,22,38,13,11,15,7,12,7,12,8,3,2,18,3,13,23,7,6,10,4.35118749602,3
9199,4,3,60,160,33,47,6,22,31,14,12,10,7,6,2,6,6,7,5,4,13,5,4,11,0,5,5,3.22587416888,4
9200,4,1,36,93,5,40,5,20,10,12,4,3,7,1,5,1,4,3,0,0,7,1,8,5,3,0,7,1.36235563888,0
9201,4,1,30,95,12,32,5,12,9,9,1,4,6,3,5,2,4,4,2,0,10,2,5,11,3,5,3,1.21878503955,0
9202,4,0,22,67,7,28,3,13,8,5,3,0,6,2,3,3,1,3,1,0,5,7,5,6,2,0,1,1.14193275215,0
9203,4,0,13,41,6,14,1,6,3,5,2,4,2,1,2,0,1,3,0,0,4,1,2,6,2,0,0,0.501112341693,1
9204,4,2,32,109,11,45,3,15,9,10,10,5,4,3,3,2,6,8,4,2,4,1,3,9,3,2,2,1.08247057392,3
9205,4,1,30,113,15,33,4,16,21,12,6,4,5,3,3,0,3,1,0,1,5,3,3,17,9,2,1,2.38280317772,2
9206,4,1,16,44,7,18,2,10,4,5,1,4,3,1,3,0,0,0,0,1,3,0,4,3,3,2,2,0.507570473221,1
9207,4,0,8,33,2,9,1,4,3,5,1,1,1,1,1,0,1,2,0,0,4,1,1,3,1,1,1,0.850395777087,1
9208,4,2,53,127,24,51,4,21,17,16,5,8,7,4,7,6,6,5,2,1,13,1,10,7,1,5,4,1.34260577353,2
9209,4,1,8,27,5,8,1,4,3,4,0,4,2,1,2,0,1,3,0,1,1,1,3,0,0,1,3,0.380668512021,1
9210,4,1,17,47,5,15,2,6,5,7,2,3,5,0,4,1,1,0,0,0,2,3,2,6,2,0,1,1.26924536688,0
9211,4,2,61,144,27,57,5,35,14,15,7,7,8,4,2,0,7,4,3,2,5,4,11,12,14,6,9,2.96235673006,1
9212,4,2,38,132,17,47,5,26,15,21,7,6,9,2,3,0,4,2,3,0,10,2,2,15,5,3,1,1.83843194941,1
9213,4,1,12,33,7,9,1,6,4,8,0,5,3,1,1,0,0,2,1,1,1,1,3,1,1,0,5,0.731628409744,0
9214,4,1,47,124,20,40,3,18,15,14,3,7,5,3,7,1,8,8,0,4,5,6,6,11,6,3,2,1.42886761261,2
9215,4,2,44,119,21,41,5,17,11,14,5,5,9,2,7,4,7,3,3,1,9,5,5,12,6,4,3,2.86593582525,1
9216,4,1,26,72,10,29,4,11,11,8,3,3,5,2,5,1,2,3,0,0,5,1,6,5,2,2,2,0.885066369176,0
9217,4,3,68,154,36,71,9,28,16,27,9,20,14,0,8,4,2,4,1,7,9,5,16,7,6,2,11,1.84601296311,0
9218,4,1,12,41,4,17,2,5,3,5,0,2,3,1,2,3,2,3,0,0,4,2,1,4,0,0,0,0.415238533671,0
9219,4,2,54,142,24,55,5,21,11,20,6,6,6,5,9,2,7,1,2,0,14,8,15,10,1,4,16,1.31652182834,3
9220,4,3,63,157,27,58,7,21,16,22,11,7,8,3,7,5,6,9,2,0,11,4,9,8,5,2,9,2.16100070578,2
9221,4,1,12,43,4,18,2,6,4,4,2,0,4,1,5,1,2,2,0,0,2,0,1,5,2,0,0,0.590579505134,0
9222,4,2,92,246,43,83,10,40,18,37,14,14,12,4,9,16,12,10,4,3,8,12,26,10,12,4,9,4.04558646265,4
9223,4,2,71,176,32,58,7,40,24,27,5,9,10,4,10,7,6,5,1,1,4,1,11,13,5,1,10,3.48770895623,1
9224,4,2,32,91,15,33,5,16,9,8,4,6,8,2,3,3,3,4,1,3,8,1,7,9,4,4,5,1.68672736915,0
9225,4,1,23,50,11,19,2,10,7,10,2,7,3,1,1,1,0,1,2,0,4,3,0,3,2,0,0,0.464198899048,1
9226,4,0,8,27,1,12,1,4,3,2,2,0,2,1,1,0,1,2,1,0,2,0,4,2,0,0,2,0.295803966796,0
9227,4,2,34,97,16,37,4,18,12,10,4,4,6,2,4,1,3,6,1,1,10,3,2,6,0,5,2,1.16886408188,1
9228,4,2,30,95,17,28,5,17,10,16,7,6,5,2,3,4,4,2,0,0,3,1,3,8,6,3,1,1.05903324576,1
9229,4,2,47,114,17,48,4,19,19,15,10,4,6,2,6,2,5,5,0,1,8,1,7,7,1,1,6,1.62258263746,2
9230,4,2,31,94,15,36,3,13,10,10,3,4,4,3,7,2,6,4,0,1,5,4,5,6,1,6,2,1.71852096571,3
9231,4,1,15,36,3,18,1,8,5,5,2,1,2,1,1,0,3,0,0,0,1,0,0,2,1,0,0,0.219273054386,1
9232,4,1,30,90,11,31,5,14,14,10,0,4,6,2,4,0,3,2,1,1,3,1,4,14,9,2,6,1.40706886349,0
9233,4,1,22,58,12,29,2,15,4,5,2,3,5,1,6,1,0,3,1,0,2,0,4,4,0,0,1,0.766599081254,0
9234,4,0,15,39,7,19,2,6,4,6,0,1,4,0,3,0,0,2,0,0,2,1,1,5,1,0,1,0.463595093085,0
9235,4,1,40,98,20,41,5,15,15,18,4,7,6,2,4,7,4,1,1,2,6,4,7,5,5,0,2,1.16785120801,2
9236,4,2,54,125,25,48,7,27,12,18,12,11,10,1,8,3,5,4,0,2,7,4,19,3,2,1,6,2.16173773911,0
9237,4,2,40,116,22,39,6,20,14,15,7,7,9,1,5,2,1,5,1,2,9,1,4,10,5,2,4,1.82635207,0
9238,4,2,31,100,21,25,3,20,15,15,3,11,8,1,1,4,3,4,3,4,4,2,4,5,4,4,5,1.63934210636,1
9239,4,2,25,61,16,21,2,11,5,11,2,4,3,1,3,2,3,3,1,0,5,2,1,4,1,2,1,0.522171634444,1
9240,4,1,22,76,10,34,4,12,11,10,4,4,6,1,1,3,2,2,0,0,7,1,4,8,2,1,0,0.719851311063,1
9241,4,1,17,38,9,17,2,7,4,6,0,2,2,1,3,1,1,2,1,0,3,0,3,1,1,1,2,0.74987473483,0
9242,4,1,22,68,8,28,4,11,10,10,3,2,4,1,2,3,1,4,1,0,6,2,3,3,1,0,1,1.14300987693,0
9243,4,2,41,156,17,45,4,15,17,18,10,7,6,4,13,3,6,3,1,2,11,10,8,18,9,3,2,3.97727150282,4
9244,4,1,42,108,11,43,2,22,8,16,7,2,3,1,5,4,3,2,2,0,6,4,6,9,3,0,4,1.65082582186,1
9245,4,1,13,38,4,19,1,7,3,7,0,2,2,1,3,1,1,1,0,1,2,0,2,2,1,1,1,0.143813207612,1
9246,4,0,13,38,1,16,2,3,4,5,1,0,4,0,1,3,3,0,0,0,6,0,0,8,0,1,0,0.250635546456,0
9247,4,3,66,153,30,53,6,24,14,16,12,10,19,4,9,3,4,9,2,2,14,2,15,11,4,1,20,1.54113381528,2
9248,4,2,49,126,18,46,5,27,11,19,6,7,8,2,8,0,2,4,1,2,10,7,10,7,6,0,9,2.29445094959,1
9249,4,2,53,122,20,58,5,21,14,13,8,11,7,5,5,5,3,1,2,1,8,2,3,5,1,5,2,1.20685012234,0
9250,4,1,17,46,6,22,2,9,3,6,1,1,3,1,4,0,2,4,0,0,2,1,3,3,3,1,0,0.541686788613,1
9251,4,2,56,138,25,52,7,30,17,15,7,7,8,3,7,2,3,6,1,1,9,3,12,5,4,5,12,2.05375754085,2
9252,4,1,11,48,6,15,2,13,5,10,1,3,4,1,3,0,1,1,0,0,3,0,4,3,0,2,2,0.658328183252,1
9253,4,1,21,49,10,21,2,11,6,8,3,3,3,2,1,0,0,2,0,0,8,0,3,3,2,0,1,0.634806102652,1
9254,4,3,52,140,31,47,7,27,12,16,6,15,7,4,5,5,7,2,0,4,8,4,11,15,13,7,4,1.89754440011,2
9255,4,3,68,209,28,89,7,37,25,27,12,10,9,7,14,4,9,8,1,2,8,7,9,14,10,11,5,3.7767542931,4
9256,4,2,38,90,17,27,4,15,7,12,4,4,6,2,10,2,4,3,1,0,5,6,6,5,2,2,5,1.96299507961,1
9257,4,3,64,183,32,77,11,37,12,28,8,13,12,2,8,6,7,8,0,3,9,1,18,8,6,4,7,3.13246865959,1
9258,4,3,61,147,21,60,6,29,10,21,8,11,10,3,11,3,5,8,1,3,7,6,15,4,4,3,12,1.62361628342,1
9259,4,2,30,77,13,28,4,12,5,10,3,6,7,1,4,0,3,3,3,0,7,0,8,6,5,1,7,0.543344363536,0
9260,4,3,65,186,26,79,8,33,19,21,8,7,10,5,9,2,6,9,3,2,2,6,6,12,9,9,5,2.4949677148,2
9261,4,1,11,30,6,10,1,5,5,4,0,3,2,1,2,0,0,2,0,1,2,1,0,3,1,1,1,0.313219198794,1
9262,4,0,14,44,4,21,2,5,4,3,0,0,4,1,5,1,1,2,1,0,0,1,5,2,1,1,2,0.248112785616,0
9263,4,3,63,168,26,62,8,30,19,30,4,7,14,2,3,5,7,7,2,4,10,2,11,10,6,3,10,2.33729351894,0
9264,4,3,59,153,31,56,6,31,20,20,12,11,11,4,3,1,6,2,1,0,6,1,9,9,8,4,12,2.71935202813,2
9265,4,1,20,68,6,25,2,15,4,12,2,1,4,2,4,1,3,3,0,0,4,1,3,4,2,0,0,0.79947186904,1
9266,4,1,9,18,3,5,0,4,1,5,2,3,3,0,0,0,1,0,0,0,2,1,2,1,0,0,1,0.167196946766,0
9267,4,1,37,101,20,31,3,22,14,14,3,8,4,3,4,4,5,3,0,4,6,3,0,6,1,5,0,1.68585604486,3
9268,4,0,11,28,5,10,1,4,3,6,0,2,3,0,1,2,0,0,0,0,5,1,0,2,0,0,0,0.401834922164,0
9269,4,2,44,94,24,31,5,27,17,13,6,14,6,2,3,2,3,1,1,1,5,3,6,0,2,5,5,2.13638364713,0
9270,4,1,9,39,6,13,1,4,5,5,2,2,2,1,2,1,3,3,0,0,3,0,0,5,0,0,0,0.570331362631,1
9271,4,1,26,80,12,36,3,16,9,14,5,5,4,1,5,2,3,0,0,0,6,1,2,9,1,3,0,1.7172553844,1
9272,4,0,7,17,3,7,1,2,2,2,0,2,2,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0.0781472039089,0
9273,4,0,37,94,11,35,4,17,9,14,3,3,7,2,5,4,5,3,1,0,6,4,4,2,1,3,1,1.25774452083,1
9274,4,2,26,90,6,31,1,9,14,8,4,4,2,1,7,2,5,2,0,2,11,2,4,12,0,2,1,1.30909409974,1
9275,4,1,7,37,3,20,1,6,5,4,0,2,2,1,2,0,3,2,1,0,2,0,1,2,0,0,0,0.232629258136,1
9276,4,1,43,99,15,42,3,18,10,16,3,5,4,3,9,2,3,2,1,0,5,6,2,5,4,1,3,0.724508263025,2
9277,4,2,56,157,22,56,6,26,23,13,9,14,8,4,7,5,7,2,2,1,4,2,6,16,9,8,3,1.54391087979,3
9278,4,2,22,66,12,20,4,14,9,12,0,4,6,0,4,1,3,1,1,0,4,0,4,5,2,1,1,1.04522590923,0
9279,4,1,86,237,28,100,10,47,20,38,12,10,12,5,12,5,13,7,5,2,7,11,7,19,12,4,8,4.24788243371,3
9280,4,1,26,66,7,28,4,10,7,6,4,2,6,1,4,1,0,5,0,0,3,1,2,8,1,1,1,0.546615510574,0
