id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2
3582,2,3,65,171,30,61,6,25,23,12
3583,2,3,95,285,40,112,12,37,30,13
3584,2,4,102,234,39,97,11,41,30,32
3585,2,3,76,340,25,143,17,39,38,33
3586,2,3,104,327,34,139,7,30,35,22
3587,2,3,55,171,17,79,3,21,30,11
3588,2,2,69,241,12,81,13,27,25,26
3589,2,4,205,549,105,216,23,72,71,54
3590,2,2,176,528,66,190,18,47,72,32
3591,2,3,217,471,97,166,20,67,54,47
3592,2,3,116,279,49,118,13,34,30,34
3593,2,4,152,394,72,142,16,32,46,39
3594,2,4,303,724,106,287,25,64,69,41
3595,2,4,192,457,69,188,21,50,46,40
3596,2,4,219,705,70,304,26,93,75,61
3597,2,2,50,159,12,63,10,8,22,19
3598,2,3,116,302,57,116,15,29,30,31
3599,2,3,111,353,45,109,10,40,31,34
3600,2,4,108,362,36,173,17,27,37,30
3601,2,4,234,549,117,240,23,76,54,74
3602,2,3,78,271,37,97,8,49,32,37
3603,2,2,57,231,20,74,12,20,30,20
3604,2,3,74,236,16,103,6,35,30,26
3605,2,3,251,748,118,283,25,117,116,100
3606,2,4,129,378,41,166,19,43,28,29
3607,2,4,289,583,146,256,24,78,85,57
3608,2,4,163,442,64,156,14,50,42,35
3609,2,4,219,557,71,218,25,65,50,43
3610,2,3,81,213,37,84,9,24,26,16
3611,2,2,40,143,12,61,5,12,19,14
3612,2,4,131,316,65,117,14,61,43,32
3613,2,4,165,419,78,164,17,59,52,41
3614,2,4,182,518,83,252,16,56,73,34
3615,2,4,138,376,56,169,22,44,52,30
3616,2,4,128,349,44,130,12,41,50,37
3617,2,3,99,246,34,93,11,36,30,30
3618,2,4,107,409,37,115,18,58,35,31
3619,2,4,177,432,92,165,23,52,71,40
3620,2,4,232,580,78,252,27,81,76,41
3621,2,4,149,413,73,150,20,60,54,41
3622,2,5,186,565,42,243,14,46,53,39
3623,2,3,73,190,33,82,9,25,28,18
3624,2,4,144,344,72,115,17,36,38,32
3625,2,3,100,293,34,109,13,24,29,27
3626,2,5,234,511,103,204,20,74,67,64
3627,2,4,164,381,68,164,13,49,58,30
3628,2,4,212,605,100,215,25,77,90,70
3629,2,4,126,335,68,119,12,46,45,30
3630,2,3,127,261,47,105,12,37,26,31
3631,2,3,126,304,52,134,12,36,40,29
3632,2,3,55,181,15,75,11,25,17,25
3633,2,3,97,248,51,86,10,26,28,40
3634,2,3,78,206,33,57,7,33,23,23
3635,2,3,93,260,49,86,8,33,31,20
3636,2,4,197,595,58,236,23,95,74,93
3637,2,4,175,471,57,206,17,66,66,57
3638,2,4,129,286,67,105,16,26,40,20
3639,2,3,99,263,34,103,11,46,35,23
3640,2,4,267,635,117,275,32,53,70,71
3641,2,2,60,165,24,62,6,19,20,10
3642,2,3,164,378,78,151,13,48,58,36
3643,2,2,57,142,24,57,8,19,20,13
3644,2,4,112,320,43,145,16,37,40,25
3645,2,3,97,268,44,99,6,27,24,15
3646,2,4,156,411,64,191,18,34,47,36
3647,2,4,209,476,85,191,23,48,42,46
3648,2,5,223,494,119,199,17,66,58,49
3649,2,4,157,491,39,221,21,38,45,49
3650,2,4,153,373,95,129,16,64,47,35
3651,2,4,168,415,70,204,21,48,52,54
3652,2,4,223,628,77,227,32,74,60,63
3653,2,4,295,886,87,355,47,99,68,84
3654,2,4,149,378,73,180,19,55,42,35
3655,2,3,108,281,59,99,13,22,33,16
3656,2,2,19,69,6,19,4,8,2,4
3657,2,4,177,390,97,142,20,54,44,46
3658,2,5,203,614,61,258,23,79,49,68
3659,2,3,53,153,15,66,7,12,26,17
3660,2,3,138,363,53,153,12,46,50,38
3661,2,4,211,511,118,202,14,70,50,43
3662,2,4,206,544,82,252,26,71,48,50
3663,2,2,58,116,27,44,4,24,11,6
3664,2,4,160,376,77,142,17,40,43,34
3665,2,3,111,291,44,127,13,36,30,27
3666,2,3,134,340,55,140,11,33,29,29
3667,2,2,119,299,36,105,11,41,31,27
3668,2,4,150,453,77,182,17,53,59,41
3669,2,4,107,244,48,96,9,26,28,20
3670,2,1,9,62,1,13,3,14,7,5
3671,2,3,140,434,68,180,17,41,58,39
3672,2,3,117,354,44,158,9,34,36,36
3673,2,3,59,241,21,86,6,40,31,21
3674,2,4,171,395,82,167,16,57,46,46
3675,2,3,139,375,61,171,16,45,41,39
3676,2,4,238,540,125,229,25,83,79,66
3677,2,4,200,493,88,204,19,53,57,36
3678,2,4,99,312,40,135,11,13,46,19
3679,2,3,121,406,48,143,15,65,38,30
3680,2,3,103,249,49,102,10,31,27,28
3681,2,3,126,364,32,170,18,47,46,26
3682,2,4,180,399,86,147,21,69,40,40
3683,2,4,171,472,52,225,27,43,42,41
3684,2,3,71,219,21,109,8,17,25,19
3685,2,2,71,180,22,66,9,22,28,15
3686,2,3,86,295,22,101,16,35,38,26
3687,2,4,221,505,79,212,24,54,43,30
3688,2,4,157,408,53,201,19,39,56,41
3689,2,4,169,508,68,220,21,63,40,33
3690,2,3,108,332,34,120,9,40,46,23
3691,2,4,190,387,100,180,18,60,50,44
3692,2,4,161,384,75,182,19,19,42,16
3693,2,3,146,392,65,146,14,46,55,30
3694,2,3,179,398,80,161,18,62,45,51
3695,2,3,112,282,54,92,15,34,29,29
3696,2,4,134,375,52,152,14,40,46,29
3697,2,4,275,808,114,347,32,79,110,59
3698,2,4,188,494,80,212,27,52,61,41
3699,2,2,44,104,15,43,4,11,3,7
3700,2,4,159,404,79,158,16,55,53,34
3701,2,3,134,351,48,140,16,41,39,40
3702,2,3,107,273,49,128,11,42,44,20
3703,2,3,111,295,38,111,12,40,39,17
3704,2,4,108,234,64,99,8,26,22,15
3705,2,2,58,248,17,108,7,29,24,17
3706,2,3,99,273,40,95,12,30,30,26
3707,2,5,194,461,74,177,22,68,50,44
3708,2,4,175,437,70,193,19,52,54,42
3709,2,3,142,383,51,153,16,48,33,45
3710,2,2,78,240,25,78,11,33,29,29
3711,2,3,116,291,49,115,11,40,40,33
3712,2,3,115,300,43,138,18,29,41,36
3713,2,4,195,485,90,223,22,59,41,54
3714,2,2,47,107,23,41,7,9,10,8
3715,2,4,93,304,35,127,5,39,44,26
3716,2,3,168,353,55,143,12,56,37,35
3717,2,3,89,311,34,117,14,32,38,21
3718,2,3,120,301,36,131,12,42,33,27
3719,2,4,250,748,78,328,32,69,79,51
3720,2,3,132,423,53,170,20,58,40,41
3721,2,4,176,428,83,158,20,59,69,51
3722,2,5,218,564,92,233,21,75,57,59
3723,2,5,261,601,137,254,23,82,56,60
3724,2,2,96,270,36,96,12,27,34,17
3725,2,3,86,279,31,106,12,41,29,31
3726,2,4,119,287,42,141,14,23,29,29
3727,2,3,84,276,39,105,12,25,31,24
3728,2,4,150,402,81,135,18,41,52,29
3729,2,3,87,296,38,114,13,31,35,15
3730,2,3,109,318,37,138,14,30,35,24
3731,2,3,68,191,17,69,6,18,27,22
3732,2,3,130,328,57,114,17,76,42,58
3733,2,3,133,289,58,122,14,41,38,30
3734,2,2,42,153,13,49,6,27,16,6
3735,2,3,126,321,62,124,16,37,26,22
3736,2,4,241,535,80,232,18,61,63,47
3737,2,4,152,439,56,181,18,55,34,62
3738,2,3,99,324,35,141,9,37,45,41
3739,2,2,99,227,31,104,11,23,30,24
3740,2,4,218,595,85,226,24,74,73,65
3741,2,2,31,81,12,37,4,11,11,10
3742,2,4,201,476,88,192,20,84,38,67
3743,2,3,121,305,45,128,16,49,30,32
3744,2,3,104,292,29,137,11,22,33,19
3745,2,2,80,210,28,86,5,28,22,6
3746,2,4,221,572,79,243,26,60,76,68
3747,2,4,104,281,48,92,13,38,37,41
3748,2,4,156,337,70,163,18,34,39,19
3749,2,3,150,323,65,140,14,36,39,26
3750,2,4,163,371,92,147,17,45,41,28
3751,2,4,281,676,155,266,31,90,81,81
3752,2,4,113,300,40,117,15,33,35,24
3753,2,3,144,346,75,104,18,63,49,50
3754,2,3,99,270,40,118,8,29,29,22
3755,2,4,191,530,91,197,19,64,65,41
3756,2,4,187,536,53,220,24,44,43,39
3757,2,3,134,440,41,185,7,54,62,38
3758,2,3,81,246,40,104,13,23,31,14
3759,2,2,82,210,39,81,7,22,24,15
3760,2,4,94,332,33,123,14,32,37,22
3761,2,4,308,857,125,359,36,101,89,77
3762,2,2,57,141,26,52,7,11,17,13
3763,2,4,194,507,81,195,24,39,57,43
3764,2,3,120,405,52,162,22,46,46,58
3765,2,4,147,385,67,164,18,44,43,40
3766,2,3,87,185,40,82,9,33,23,22
3767,2,4,174,382,87,146,15,46,57,39
3768,2,4,301,784,130,274,39,108,87,87
3769,2,3,91,284,46,113,16,41,37,24
3770,2,4,168,377,105,166,15,75,55,40
3771,2,4,146,375,60,138,18,53,50,46
3772,2,3,92,277,30,110,10,45,29,19
3773,2,3,128,364,43,151,20,34,34,32
3774,2,3,128,333,56,137,15,60,43,48
3775,2,4,148,436,72,152,21,61,52,40
3776,2,4,145,446,60,186,20,45,53,40
3777,2,4,152,369,73,149,20,56,31,30
3778,2,3,138,396,52,160,16,59,41,47
3779,2,2,31,152,11,57,7,18,15,15
3780,2,4,209,550,87,204,25,58,74,63
3781,2,4,152,398,66,168,17,48,40,35
3782,2,3,118,346,22,161,17,44,40,31
3783,2,4,161,453,53,180,15,49,59,51
3784,2,5,265,697,135,253,29,109,94,108
3785,2,2,45,106,15,32,5,16,10,14
3786,2,4,101,280,38,111,14,28,29,23
3787,2,3,106,301,35,133,12,36,36,32
3788,2,4,184,394,77,169,17,27,31,36
3789,2,3,101,249,58,87,10,26,22,26
3790,2,3,90,246,39,97,7,25,27,24
3791,2,4,164,449,51,178,16,49,53,34
3792,2,3,115,257,43,122,14,25,32,20
3793,2,5,291,612,163,222,26,89,90,66
3794,2,3,166,430,71,161,19,40,44,38
3795,2,4,160,482,53,210,23,42,46,50
3796,2,4,164,399,68,195,20,43,46,42
3797,2,3,149,377,66,168,17,46,39,23
3798,2,4,219,646,93,252,19,79,77,73
3799,2,3,84,224,39,93,8,25,32,19
3800,2,3,112,409,23,160,16,46,44,50
3801,2,2,40,91,21,34,5,16,10,10
3802,2,4,206,455,77,219,21,57,56,55
3803,2,3,65,174,30,70,9,17,17,14
3804,2,4,130,350,65,127,18,39,36,17
3805,2,3,52,109,27,34,6,12,10,9
3806,2,3,168,371,95,176,13,61,46,29
3807,2,4,125,264,67,89,12,35,26,19
3808,2,3,87,220,49,100,10,23,30,21
3809,2,5,248,533,121,232,23,74,58,45
3810,2,3,98,281,30,100,11,36,36,23
3811,2,3,126,306,59,94,14,46,38,28
3812,2,3,110,321,47,126,12,40,34,17
3813,2,2,107,286,46,109,8,44,23,24
3814,2,3,106,405,33,151,16,44,55,34
3815,2,4,130,347,55,136,15,36,37,34
3816,2,3,121,300,43,134,14,40,30,40
3817,2,3,36,152,10,68,7,16,13,14
3818,2,4,118,268,64,105,15,36,25,22
3819,2,4,242,847,57,387,31,81,98,75
3820,2,3,143,345,61,129,15,28,38,23
3821,2,3,117,320,57,123,12,43,42,35
3822,2,3,131,285,76,118,11,46,30,34
3823,2,3,65,183,36,55,8,22,21,13
3824,2,4,182,526,73,207,17,75,63,56
3825,2,4,118,307,67,121,13,44,34,37
3826,2,4,203,564,81,205,22,71,55,54
3827,2,4,184,465,88,186,21,54,58,51
3828,2,3,82,264,22,110,13,42,21,28
3829,2,3,140,355,83,134,17,51,46,50
3830,2,4,122,362,53,144,11,45,27,30
3831,2,3,94,215,58,85,10,35,26,21
3832,2,4,140,450,55,181,19,69,56,51
3833,2,4,187,489,66,195,22,84,59,66
3834,2,3,112,391,33,170,16,32,33,28
3835,2,4,122,330,59,120,13,54,44,20
3836,2,4,207,531,100,217,23,77,73,71
3837,2,3,83,197,45,82,8,25,25,26
3838,2,3,76,215,39,82,10,33,27,23
3839,2,3,98,329,36,118,14,40,31,30
3840,2,4,272,733,118,303,39,92,80,63
3841,2,3,64,196,20,68,10,25,27,26
3842,2,3,147,402,44,171,22,43,38,28
3843,2,3,156,448,47,175,20,73,47,54
3844,2,4,170,444,74,181,19,47,58,56
3845,2,2,26,85,9,32,4,9,10,8
3846,2,4,164,445,55,219,16,41,44,28
3847,2,4,240,693,80,286,34,84,61,70
3848,2,4,138,381,70,139,13,58,38,33
3849,2,4,186,467,85,173,17,50,57,40
3850,2,3,72,263,20,111,12,33,29,23
3851,2,3,151,403,56,174,16,46,43,42
3852,2,3,141,362,57,155,14,38,52,38
3853,2,4,84,259,37,97,11,28,12,16
3854,2,3,134,325,42,146,13,29,41,37
3855,2,3,97,273,55,110,12,36,30,18
3856,2,4,134,349,49,158,12,28,42,22
3857,2,3,180,536,76,209,17,64,88,51
3858,2,3,139,335,69,125,16,40,36,31
3859,2,3,198,517,75,228,15,64,76,54
3860,2,3,141,429,49,182,18,56,40,53
3861,2,3,71,235,35,81,13,21,26,14
3862,2,5,277,600,146,274,26,94,80,73
3863,2,3,141,369,53,144,18,44,42,35
3864,2,4,150,367,70,133,18,55,46,46
3865,2,4,121,336,53,129,17,45,45,40
3866,2,4,74,235,36,82,12,38,24,25
3867,2,3,93,239,46,88,12,26,36,19
3868,2,4,146,405,67,181,14,49,53,25
3869,2,3,178,404,94,154,23,56,53,43
3870,2,3,113,301,54,111,13,42,36,18
3871,2,4,185,402,95,180,18,62,44,44
3872,2,4,136,527,41,176,14,58,60,34
3873,2,5,352,877,169,348,31,102,127,113
3874,2,3,94,249,29,103,12,32,26,24
3875,2,5,287,615,159,260,32,87,73,49
3876,2,4,224,544,93,239,24,39,50,39
3877,2,4,166,389,59,150,16,51,46,48
3878,2,3,110,361,36,162,21,48,44,49
3879,2,1,15,46,5,20,3,11,5,2
3880,2,3,68,187,32,67,8,23,15,26
3881,2,5,136,338,68,134,11,47,39,36
3882,2,3,43,154,15,59,6,23,16,12
3883,2,1,15,48,7,20,3,9,5,9
3884,2,3,98,379,33,131,10,45,51,27
3885,2,3,143,351,46,151,15,47,48,37
3886,2,3,134,379,59,145,17,45,52,36
3887,2,4,100,254,46,103,15,42,29,29
3888,2,5,173,417,65,194,18,72,45,53
3889,2,4,170,480,85,183,21,56,60,43
3890,2,3,157,407,97,160,16,41,41,41
3891,2,3,98,242,37,110,7,27,30,18
3892,2,3,142,340,70,161,18,56,43,21
3893,2,4,196,479,83,216,18,59,62,28
3894,2,3,143,388,63,157,18,52,47,40
3895,2,4,86,287,38,112,14,33,38,28
3896,2,4,213,558,78,249,27,69,62,46
3897,2,4,90,322,40,121,15,37,54,47
3898,2,3,188,419,63,190,18,50,50,36
3899,2,4,159,432,49,199,19,40,49,57
3900,2,3,132,355,34,169,14,43,35,24
3901,2,3,142,331,71,119,12,50,40,37
3902,2,4,211,479,92,206,23,56,60,50
3903,2,2,24,47,12,17,2,3,3,2
3904,2,4,169,432,73,195,19,55,53,49
3905,2,3,119,309,38,134,12,32,38,25
3906,2,4,288,616,153,252,21,79,77,62
3907,2,4,129,318,72,123,15,38,39,31
3908,2,5,254,606,95,253,24,84,85,64
3909,2,4,173,452,71,164,21,45,50,22
3910,2,3,125,366,36,135,9,55,33,36
3911,2,3,146,476,52,203,23,62,63,40
3912,2,3,140,342,64,134,16,34,39,39
3913,2,3,123,280,53,120,10,30,24,19
3914,2,3,127,294,58,127,13,40,35,32
3915,2,3,168,397,64,162,22,62,50,43
3916,2,4,122,357,36,179,17,18,48,25
3917,2,3,118,360,47,132,16,33,32,26
3918,2,4,218,503,108,203,23,66,45,50
3919,2,4,215,512,93,213,24,64,45,47
3920,2,4,231,560,113,197,20,70,70,70
3921,2,3,158,437,54,174,18,52,36,29
3922,2,3,183,456,88,196,17,42,44,33
3923,2,4,178,439,73,171,21,75,47,52
3924,2,3,194,485,68,208,24,57,54,43
3925,2,5,189,579,78,231,27,85,64,59
3926,2,3,120,441,41,184,21,55,68,54
3927,2,3,135,310,53,138,15,44,34,43
3928,2,3,97,335,35,135,13,32,29,32
3929,2,3,98,319,33,149,12,32,38,22
3930,2,3,178,478,88,169,23,65,45,56
3931,2,4,162,374,74,145,16,37,38,27
3932,2,4,206,521,105,199,19,83,61,45
3933,2,3,121,378,55,190,15,32,43,27
3934,2,4,185,392,70,180,17,42,39,32
3935,2,3,159,365,66,131,11,29,50,32
3936,2,3,109,359,36,124,12,40,45,52
3937,2,5,196,493,82,199,18,62,60,47
3938,2,3,131,400,45,173,12,41,45,32
3939,2,4,154,437,72,167,17,63,57,36
3940,2,4,118,350,55,128,15,48,43,24
3941,2,2,90,253,29,114,14,26,23,17
3942,2,3,160,508,40,206,19,51,58,26
3943,2,4,119,455,47,184,20,45,43,38
3944,2,4,147,414,66,169,15,44,41,33
3945,2,3,141,368,60,165,13,39,37,26
3946,2,4,134,301,58,133,12,38,28,29
3947,2,3,111,493,25,165,17,59,53,40
3948,2,3,114,240,45,97,7,40,35,21
3949,2,4,177,456,82,177,19,61,54,51
3950,2,3,105,270,36,124,11,38,38,19
3951,2,5,368,831,188,365,42,116,81,85
3952,2,2,60,173,21,53,7,28,17,13
3953,2,4,158,436,77,178,21,53,54,28
3954,2,4,161,423,60,172,18,47,36,33
3955,2,4,176,445,66,181,20,46,52,43
3956,2,4,260,612,125,243,32,99,72,59
3957,2,2,79,196,25,94,11,20,19,20
3958,2,3,174,452,53,217,18,57,67,50
3959,2,3,188,537,66,236,26,38,73,44
3960,2,4,123,364,45,150,15,47,41,33
3961,2,4,254,581,112,215,26,78,58,45
3962,2,4,228,570,104,227,21,70,48,56
3963,2,4,177,407,85,167,18,70,39,44
3964,2,3,107,231,52,93,11,28,27,18
3965,2,4,267,647,114,270,28,102,76,101
3966,2,3,40,195,18,64,7,25,20,18
3967,2,3,93,267,34,117,9,32,16,17
3968,2,3,138,413,50,143,17,51,51,36
3969,2,3,154,452,54,188,23,78,44,64
3970,2,4,249,624,98,250,27,77,66,67
3971,2,3,86,206,42,91,10,25,18,16
3972,2,4,90,206,37,84,11,28,17,21
3973,2,3,54,180,28,67,7,29,29,13
3974,2,2,17,50,9,18,3,7,9,3
3975,2,4,142,381,59,156,19,51,31,50
3976,2,4,95,338,47,126,18,38,50,24
3977,2,4,176,494,77,189,23,51,41,37
3978,2,4,195,471,105,181,23,76,61,58
3979,2,3,86,236,38,94,10,25,25,30
3980,2,3,92,238,28,126,12,27,21,19
3981,2,4,267,655,130,276,29,78,68,53
3982,2,4,193,474,79,201,9,50,67,32
3983,2,5,293,591,154,223,29,98,61,53
3984,2,4,189,511,73,220,26,59,61,35
3985,2,3,77,217,25,76,11,23,28,20
3986,2,3,269,610,103,268,30,72,64,47
3987,2,3,96,239,28,104,9,9,34,29
3988,2,4,153,370,67,162,14,47,40,28
3989,2,4,120,313,51,117,15,34,41,34
3990,2,4,166,451,74,173,20,59,45,44
3991,2,4,150,465,57,189,20,43,50,35
3992,2,4,199,463,74,216,22,76,44,38
3993,2,3,82,210,31,91,10,18,26,10
3994,2,4,195,506,93,219,20,61,73,60
3995,2,3,123,302,61,115,10,42,31,24
3996,2,4,200,461,79,192,25,80,55,43
3997,2,3,102,204,45,87,10,36,25,18
3998,2,4,112,318,52,125,14,40,33,38
3999,2,4,187,460,98,177,19,74,51,45
4000,2,2,76,307,18,114,9,30,28,27
4001,2,4,136,438,57,162,15,57,57,45
4002,2,3,122,408,45,166,10,47,60,36
4003,2,4,143,352,60,173,16,54,36,43
4004,2,2,41,113,15,33,5,17,14,15
4005,2,4,153,470,58,191,18,50,54,45
4006,2,3,97,256,46,110,12,29,31,20
4007,2,3,116,379,29,143,16,55,50,54
4008,2,2,23,49,7,22,3,2,5,9
4009,2,1,24,53,5,12,3,5,8,5
4010,2,4,266,508,141,192,26,81,62,48
4011,2,3,120,261,58,99,12,30,34,29
4012,2,4,116,273,58,121,12,23,33,19
4013,2,3,149,344,71,157,12,17,31,18
4014,2,4,183,517,78,200,25,57,61,45
4015,2,4,253,674,95,281,33,73,79,46
4016,2,4,162,395,74,147,17,63,49,39
4017,2,3,130,326,49,135,11,57,30,26
4018,2,4,195,446,95,172,21,60,50,54
4019,2,3,187,450,83,164,18,55,56,52
4020,2,3,121,380,46,153,13,43,48,27
4021,2,4,149,398,67,167,14,36,43,30
4022,2,4,226,453,124,166,20,55,47,37
4023,2,4,131,367,44,135,19,40,36,40
4024,2,1,11,39,4,13,1,8,4,4
4025,2,4,174,450,72,187,20,72,44,39
4026,2,5,291,670,146,284,27,113,73,72
4027,2,4,92,230,30,100,10,17,27,21
4028,2,5,189,491,91,186,19,78,66,40
4029,2,3,137,425,47,167,18,37,33,31
4030,2,3,103,351,45,149,19,43,38,24
4031,2,3,75,209,25,100,9,26,28,21
4032,2,3,134,329,63,118,14,42,33,34
4033,2,5,205,465,82,211,21,55,50,43
4034,2,3,127,343,42,135,12,42,29,26
4035,2,3,173,386,90,143,17,52,37,45
4036,2,4,154,498,46,197,24,54,47,44
4037,2,3,214,531,88,207,24,62,62,52
4038,2,4,241,652,104,251,24,87,82,55
4039,2,4,132,352,59,160,18,44,47,29
4040,2,3,212,531,97,223,25,53,53,40
4041,2,3,181,486,45,237,26,43,53,39
4042,2,3,134,331,54,136,14,44,34,34
4043,2,3,115,349,39,162,9,40,42,36
4044,2,5,234,642,111,273,30,91,79,61
4045,2,3,112,324,64,111,13,44,32,33
4046,2,4,293,746,159,296,37,105,89,83
4047,2,3,87,196,44,84,8,15,20,13
4048,2,3,97,245,44,101,13,24,31,27
4049,2,4,217,584,83,229,22,73,80,49
4050,2,2,139,402,28,166,11,51,38,44
4051,2,3,145,400,46,190,19,35,46,31
4052,2,3,152,456,64,183,21,58,48,36
4053,2,4,138,323,62,131,16,51,29,20
4054,2,3,83,245,31,91,12,27,25,28
4055,2,4,198,487,110,186,18,79,61,58
4056,2,3,113,325,45,137,13,43,43,32
4057,2,3,212,570,101,226,29,72,74,47
4058,2,4,157,357,90,145,17,53,49,23
4059,2,4,149,361,65,130,17,57,36,33
4060,2,5,242,711,96,301,25,88,81,56
4061,2,6,230,517,119,190,21,64,50,41
4062,2,4,203,469,73,220,23,60,45,50
4063,2,3,153,427,64,180,20,43,51,33
4064,2,3,104,258,55,104,13,16,24,20
4065,2,3,80,247,32,96,11,34,29,37
4066,2,3,130,406,58,130,15,45,37,51
4067,2,4,141,407,43,172,23,35,41,35
4068,2,3,122,331,56,148,14,50,36,35
4069,2,4,153,436,51,193,20,36,46,30
4070,2,4,147,401,69,178,15,51,39,45
4071,2,4,111,312,38,126,12,33,40,28
4072,2,4,218,545,92,227,24,68,62,50
4073,2,4,186,607,70,232,28,62,71,61
4074,2,4,221,481,103,184,22,68,60,25
4075,2,3,162,469,51,213,17,70,63,51
4076,2,3,173,524,72,237,24,68,76,63
4077,2,3,81,212,33,85,9,25,23,9
4078,2,4,220,551,79,243,19,60,70,50
4079,2,4,222,512,101,211,22,56,50,46
4080,2,4,230,482,111,195,20,53,61,51
4081,2,4,162,436,80,177,17,70,57,44
4082,2,4,155,423,73,172,12,57,51,38
4083,2,4,172,449,85,168,16,54,52,38
4084,2,4,192,480,97,214,22,59,52,38
4085,2,3,113,235,73,94,10,21,24,10
4086,2,3,124,292,53,120,11,47,28,37
4087,2,4,113,341,47,144,15,44,35,45
4088,2,4,206,496,111,174,27,84,81,60
4089,2,4,168,420,48,153,19,48,45,38
4090,2,3,138,361,67,158,20,47,42,33
4091,2,3,132,325,71,111,16,41,30,35
4092,2,4,148,459,52,172,16,49,46,39
4093,2,4,204,568,75,237,17,71,63,55
4094,2,4,230,572,102,261,24,52,78,54
4095,2,4,270,682,113,273,24,84,90,60
4096,2,3,204,612,76,226,24,90,81,78
4097,2,2,124,330,43,119,16,46,31,25
4098,2,3,89,241,56,96,10,26,31,19
4099,2,4,202,388,99,184,20,64,40,35
4100,2,3,87,284,29,82,14,46,39,26
4101,2,4,212,556,92,245,24,84,72,47
4102,2,4,99,224,48,111,7,28,27,15
4103,2,4,143,343,72,132,13,41,46,47
4104,2,3,117,274,49,109,14,32,36,30
4105,2,3,112,338,55,129,12,46,40,31
4106,2,3,139,355,48,151,16,52,40,38
4107,2,3,109,424,47,142,18,43,44,30
4108,2,6,297,644,170,270,28,116,86,69
4109,2,4,170,392,89,154,19,48,55,49
4110,2,3,109,233,51,85,10,33,26,16
4111,2,4,259,661,126,239,23,96,93,81
4112,2,2,26,97,8,27,3,11,11,9
4113,2,3,86,286,35,108,14,30,41,23
4114,2,4,161,417,81,191,16,59,57,35
4115,2,2,21,90,8,29,3,12,6,9
4116,2,4,139,324,77,138,15,43,44,42
4117,2,4,187,464,87,211,21,49,58,48
4118,2,3,113,289,45,125,13,37,38,38
4119,2,3,83,216,29,83,5,25,15,21
4120,2,2,89,248,39,100,9,41,28,35
4121,2,3,112,248,57,106,11,31,31,26
4122,2,3,71,148,42,50,6,15,23,8
4123,2,4,174,390,71,157,18,64,51,39
4124,2,2,37,126,14,49,6,19,13,18
4125,2,4,214,554,111,208,26,74,68,57
4126,2,4,187,493,100,201,16,67,58,42
4127,2,4,159,473,69,171,25,43,70,48
4128,2,4,186,490,84,200,24,77,55,50
4129,2,4,179,420,91,149,19,67,42,45
4130,2,4,260,807,97,291,33,108,77,62
4131,2,3,158,436,65,140,18,83,41,45
4132,2,3,106,253,41,111,11,28,32,27
4133,2,4,215,620,98,228,29,81,55,82
4134,2,4,223,558,117,209,23,99,66,66
4135,2,2,103,373,45,148,8,56,54,41
4136,2,2,46,141,21,45,7,14,18,9
4137,2,4,379,827,215,359,32,123,116,72
4138,2,4,172,508,75,211,20,63,47,59
4139,2,4,195,406,105,190,18,64,47,43
4140,2,2,73,171,20,70,7,19,16,15
4141,2,5,274,601,141,211,24,85,76,47
4142,2,4,114,307,43,125,14,38,38,28
4143,2,3,141,381,66,155,16,37,53,20
4144,2,4,201,458,104,180,24,64,52,47
4145,2,4,262,596,112,256,25,80,71,54
4146,2,3,149,392,59,163,17,38,47,39
4147,2,4,107,271,53,101,12,31,36,16
4148,2,4,207,441,87,205,24,45,54,38
4149,2,3,148,388,48,158,20,48,43,36
4150,2,3,95,283,55,113,14,36,37,23
4151,2,3,98,219,38,89,10,26,24,14
4152,2,3,87,243,37,88,7,26,33,26
4153,2,3,82,266,26,124,14,24,19,16
4154,2,4,137,372,60,153,13,49,55,46
4155,2,3,80,221,32,81,9,23,20,11
4156,2,3,99,256,48,114,9,39,32,29
4157,2,4,102,287,34,116,14,22,42,23
4158,2,4,184,462,59,203,24,35,49,37
4159,2,3,90,204,46,83,8,25,28,21
4160,2,3,163,451,65,190,19,64,66,50
4161,2,3,116,237,63,100,13,30,31,25
4162,2,5,250,524,135,191,29,78,58,58
4163,2,3,65,174,24,79,6,18,15,18
4164,2,3,109,340,21,119,12,44,37,34
4165,2,5,248,568,128,210,26,93,71,64
4166,2,3,147,371,61,147,18,58,45,48
4167,2,3,76,216,31,84,9,21,21,20
4168,2,4,106,280,52,116,13,31,33,23
4169,2,4,194,478,98,183,21,78,57,49
4170,2,3,99,318,19,135,15,34,28,25
4171,2,4,206,557,104,223,21,95,59,71
4172,2,4,184,472,90,182,20,68,63,38
4173,2,3,128,324,52,134,14,42,27,25
4174,2,4,235,670,107,269,24,93,69,58
4175,2,3,118,279,57,96,14,36,34,20
4176,2,5,313,740,136,314,35,93,89,75
4177,2,4,243,558,140,195,28,77,70,62
4178,2,4,137,381,37,169,18,37,35,31
4179,2,3,102,306,41,127,15,24,29,29
4180,2,4,194,428,84,213,18,38,45,32
4181,2,3,105,245,41,98,11,34,29,24
4182,2,4,118,402,51,166,16,53,43,35
4183,2,4,269,593,103,295,32,62,68,41
4184,2,3,145,362,45,136,16,58,42,34
4185,2,4,234,562,115,219,30,94,70,58
4186,2,3,177,435,76,164,21,47,44,33
4187,2,3,91,277,46,101,9,32,19,46
