id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32,pos_35,maturity_score,pos_11,pos_33,pos_9,pos_16,pos_13,pos_25,pos_3,pos_26,pos_8,bag_of_words_score,mean_word,pos_7,pos_10,std_word
15286,6,3,54,112,23,46,6,18,15,14,11,7,7,3,4,10,2,3,5,1,1,4,0,4,8,0,4,1.60169943498,0,0,2,0,2.28756360195,4.71428571429,47.1428571429,0,1,6.40804347826,0,0,0,0,0,0,0,0,0,1.78327672235,16.0,0,0,6.74007206405
15287,6,3,60,136,29,47,7,28,15,15,9,8,10,4,6,10,3,6,1,0,1,4,16,2,8,0,25,1.94115333475,1,0,2,0,2.27552096073,4.69117647059,46.9117647059,1,0,6.46617021277,1,0,0,0,1,0,0,0,0,5.36376888566,13.8,0,3,9.19565114606
15288,6,1,26,62,14,24,2,9,11,14,4,5,6,2,1,6,1,1,0,0,0,1,6,0,7,0,6,0.86082095814,0,0,1,0,2.18214716764,4.62903225806,46.2903225806,0,0,6.9675,1,0,0,0,0,0,0,0,0,0.891638361175,10.3333333333,0,0,6.92017983068
15289,6,4,74,157,42,66,9,23,22,20,10,14,10,2,5,13,1,6,3,0,1,2,5,1,10,1,22,3.78842994663,0,1,1,0,2.41778077796,4.91719745223,49.1719745223,0,1,6.6153030303,2,0,0,1,0,0,1,0,0,1.78327672235,15.7,0,0,6.0835844697
15290,6,2,37,93,20,34,4,11,14,15,1,11,5,4,0,8,1,7,0,2,1,2,1,4,9,0,10,1.10835847309,1,0,1,0,2.61232021846,4.62365591398,46.2365591398,1,0,6.24705882353,1,0,0,0,0,0,1,0,0,3.58049216331,18.6,0,0,9.49947366963
15291,6,3,97,207,50,81,7,31,33,27,17,20,8,6,8,9,3,6,10,2,2,9,10,6,8,0,14,3.21477369938,5,2,6,0,2.39774216451,4.7729468599,47.729468599,0,2,6.71024691358,1,0,1,1,1,0,0,0,0,7.15401496732,25.875,0,0,12.8300185113
15292,6,1,35,76,10,25,4,5,9,14,3,6,5,2,2,5,1,3,0,0,3,1,13,3,4,0,22,1.39894837028,1,0,3,0,2.17848329663,4.38157894737,43.8157894737,1,1,5.4048,0,0,0,0,0,0,1,0,0,0,15.2,0,0,10.5716602291
15293,6,2,59,125,29,52,5,18,15,24,7,9,9,3,2,12,3,5,1,1,1,2,5,0,11,0,13,1.75131906325,2,1,2,1,2.39421345425,4.84,48.4,0,0,6.28173076923,1,0,1,0,0,0,0,0,0,4.02282666425,13.8888888889,0,0,8.64670064815
15294,6,3,53,137,28,51,5,17,22,17,11,13,6,4,11,11,2,5,3,2,0,2,3,3,11,0,5,2.41353793708,2,0,5,1,2.47651051615,4.53284671533,45.3284671533,1,0,6.00294117647,0,0,0,0,0,0,1,1,0,4.91446502542,22.8333333333,0,0,15.5179107987
15295,6,3,69,162,40,64,7,28,23,23,11,17,8,6,5,12,0,8,2,1,3,5,3,4,8,2,14,2.10855087442,2,1,2,0,2.48294543236,4.69135802469,46.9135802469,0,1,6.7559375,1,0,2,0,0,0,2,0,0,0.0,20.25,0,0,8.85649479196
15296,6,3,98,206,49,80,10,27,28,27,15,14,12,6,9,22,7,7,2,1,4,6,3,4,10,0,10,2.9727844335,1,1,7,0,2.27577717129,4.77669902913,47.7669902913,0,1,6.346375,1,0,0,1,1,0,1,0,1,6.25889192649,17.1666666667,0,0,8.22428652765
15297,6,2,37,90,23,27,6,10,13,14,7,10,7,1,8,10,1,1,1,1,1,1,3,2,5,0,9,1.03831905907,0,0,3,0,2.54948527277,4.71111111111,47.1111111111,2,0,6.26666666667,0,0,0,0,0,0,1,0,0,0.0,12.8571428571,0,1,5.93845991166
15298,6,2,47,115,25,51,5,17,9,16,5,10,8,3,2,8,2,9,0,0,0,1,2,7,10,0,9,0.929992678183,0,3,1,0,2.28916460735,4.60869565217,46.0869565217,0,4,6.2031372549,1,0,3,0,1,0,0,0,0,0,14.375,0,0,8.21488740032
15299,6,1,30,91,15,33,4,11,12,11,3,5,7,2,5,1,2,6,1,4,3,3,5,5,6,1,8,1.28381136819,1,0,1,1,2.45884315195,4.27472527473,42.7472527473,0,1,5.76909090909,0,2,0,0,1,0,1,0,0,0.0,13.0,0,0,8.45154254729
15300,6,4,126,237,82,99,10,46,32,32,23,41,13,9,8,23,11,6,6,5,0,7,7,2,9,0,16,2.65837770924,3,0,4,2,2.71850319127,5.43037974684,54.3037974684,2,1,6.87939393939,1,0,4,0,1,0,0,0,0,3.58049216331,18.2307692308,0,0,11.5901406785
15301,6,4,78,175,41,78,4,27,23,25,11,17,5,3,7,12,4,6,8,3,1,1,4,3,13,0,9,2.3663009391,2,1,5,0,2.38553385157,4.83428571429,48.3428571429,3,1,6.10884615385,1,0,2,1,1,0,1,0,1,8.04216864884,35.0,0,0,29.3393933134
15302,6,4,88,191,49,79,8,31,29,25,17,23,10,5,9,11,3,4,7,4,2,2,5,3,12,0,14,4.31951657753,1,0,3,1,2.5799425594,4.91623036649,49.1623036649,2,2,6.56493670886,2,0,1,1,0,0,3,0,0,5.8130727459,19.1,0,0,11.8781311661
15303,6,4,88,177,54,73,7,24,12,26,15,23,9,5,7,12,4,11,3,3,2,8,11,4,13,1,9,1.64552077999,4,5,3,0,2.60404943239,5.14124293785,51.4124293785,3,2,6.11890410959,0,1,1,0,0,1,1,0,0,6.70471110708,19.6666666667,0,0,10.1214843005
15304,6,1,45,121,27,53,7,9,10,22,3,8,8,3,5,7,2,10,3,1,1,1,1,5,9,0,15,1.00828513248,1,0,2,0,2.24393888241,4.51239669421,45.1239669421,0,0,6.66433962264,1,0,0,0,0,0,1,0,1,2.22909590294,15.25,0,0,7.24137417898
15305,6,3,68,160,31,74,7,23,16,18,13,12,14,2,10,13,6,4,2,2,2,4,7,4,12,0,16,1.60015460021,0,0,3,0,2.20005717479,4.7,47.0,1,0,6.31972972973,0,0,0,0,2,1,1,0,1,3.12073426411,11.4285714286,0,0,5.64059629211
15306,6,3,78,183,39,77,10,23,21,21,11,13,12,3,11,13,5,7,7,2,2,7,6,4,11,1,14,4.33900397789,1,2,5,0,2.32274062299,4.64480874317,46.4480874317,0,1,6.31779220779,2,0,0,1,2,2,0,0,0,2.67491508353,15.25,0,0,7.57325337399
15307,6,3,49,134,20,58,6,27,14,21,12,7,8,3,4,7,1,10,2,1,2,2,2,5,7,0,5,1.86015468577,1,0,2,0,2.17850312916,4.32089552239,43.2089552239,1,2,6.39379310345,0,0,0,0,0,0,0,0,0,0.0,16.75,0,0,11.3330269566
15308,6,3,119,270,72,87,12,46,35,38,22,36,14,6,10,24,1,12,5,9,2,11,16,1,12,0,21,4.00153320635,2,3,7,4,2.77436386662,4.92592592593,49.2592592593,1,2,6.63885057471,1,0,0,0,2,0,2,0,1,8.05610736745,19.2857142857,0,0,6.98394660662
15309,6,4,64,134,34,57,7,15,13,17,17,18,10,3,9,12,1,8,4,1,1,2,1,5,9,1,8,1.51859704613,1,1,2,0,2.55071992715,4.88805970149,48.8805970149,2,0,6.70087719298,1,0,0,0,0,0,0,0,0,6.70819578673,13.4,0,0,8.35703296631
15310,6,3,73,190,42,76,9,26,26,28,13,14,22,6,7,13,3,7,5,2,1,7,5,7,10,0,12,2.88775981745,2,2,4,1,2.40697144908,4.55263157895,45.5263157895,0,4,5.93105263158,0,0,1,1,1,0,1,0,0,2.68536912248,8.68181818182,0,0,10.1326939953
15311,6,3,52,117,22,50,6,17,10,17,5,8,9,2,7,6,3,6,2,0,1,2,2,2,8,0,9,2.31157723434,0,1,5,0,2.19841729635,4.57264957265,45.7264957265,1,2,6.3326,0,0,1,0,1,0,0,0,0,1.33745754176,13.0,0,0,6.42910050733
15312,6,3,72,164,42,63,7,25,20,26,15,19,11,4,9,12,3,6,4,3,2,6,2,1,10,1,15,2.22988286281,2,1,1,1,2.6296901126,4.84756097561,48.4756097561,0,0,6.51031746032,0,0,0,0,0,0,2,1,0,8.94077636932,15.0,0,0,9.41951552508
15313,6,4,68,160,40,67,8,30,17,26,27,19,16,4,4,9,4,5,2,4,3,1,4,1,7,1,9,3.99806301898,2,0,4,0,2.57887371204,4.73125,47.3125,1,1,6.45671641791,1,0,2,0,1,1,1,0,0,6.25889192649,10.0,0,0,10.2408495741
15314,6,3,52,128,17,52,8,9,14,16,15,9,9,1,10,12,2,6,4,1,2,3,3,2,5,0,6,3.10960356979,0,1,4,1,2.31350398508,4.3671875,43.671875,1,0,5.87326923077,1,0,0,0,2,0,4,0,0,5.8130727459,14.2222222222,0,0,6.03283198244
15315,6,4,91,221,47,103,10,37,26,33,12,23,15,6,14,17,6,10,7,4,1,2,6,4,12,0,11,2.51283983701,2,0,8,2,2.45990471802,4.73303167421,47.3303167421,1,0,6.15873786408,0,1,5,0,1,0,3,0,1,5.80958806625,14.7333333333,0,0,8.41004690171
15316,6,3,53,129,35,50,6,17,17,18,13,11,11,2,5,10,2,5,3,1,1,2,3,4,9,1,10,1.59011741541,1,0,2,0,2.46364063812,4.82170542636,48.2170542636,0,1,6.3218,1,0,0,1,0,1,0,0,0,1.78327672235,11.8181818182,0,0,9.11360802535
15317,6,1,62,144,29,55,8,17,16,20,13,9,14,2,10,10,5,2,1,2,3,3,17,10,6,0,21,2.84266209235,1,8,3,1,2.31443185125,4.50694444444,45.0694444444,0,3,5.87945454545,2,1,0,0,2,0,0,0,0,0,10.3571428571,0,1,8.65701320035
15318,6,4,141,321,72,119,12,47,40,43,21,22,13,10,14,23,6,11,7,2,2,7,18,9,22,1,41,4.58722187291,6,2,6,1,2.30435808836,4.68535825545,46.8535825545,4,1,6.54159663866,1,0,0,1,2,0,2,0,0,10.7240530917,24.6923076923,0,5,11.9703776393
15319,6,1,13,37,5,14,2,7,3,7,0,0,3,1,2,2,0,4,2,0,2,0,1,1,3,0,1,0.517687831324,0,0,0,0,1.83762805727,4.10810810811,41.0810810811,1,0,5.74714285714,1,0,0,0,0,0,0,0,0,0.0,12.3333333333,0,0,8.73053390247
15320,6,4,95,224,44,98,10,41,29,39,19,16,11,8,7,11,3,10,6,5,3,4,7,7,7,0,14,3.37999419182,3,4,7,1,2.40444798557,4.55803571429,45.5803571429,1,0,6.94530612245,1,0,1,0,2,0,2,0,0,4.47561520414,20.3636363636,0,0,7.81923882918
15321,6,4,103,241,48,113,10,38,33,32,13,17,12,8,9,16,8,7,7,1,2,3,4,7,17,0,12,5.45783162877,2,0,8,0,2.25249976398,4.54771784232,45.4771784232,2,3,6.28132743363,2,1,1,0,1,0,2,0,0,0,20.0833333333,0,0,10.0702394322
15322,6,2,81,187,52,72,8,33,28,31,7,20,10,5,12,14,5,8,4,7,2,2,8,1,13,4,10,3.7266033751,2,0,2,1,2.80568846418,4.75935828877,47.5935828877,1,0,6.73805555556,0,0,0,2,0,0,0,0,0,0.0,18.7,0,0,9.96042167782
15323,6,3,76,162,37,71,7,31,18,28,11,21,10,3,9,10,1,8,3,4,1,4,9,3,5,0,13,2.19418805084,3,0,6,1,2.56737298292,4.8950617284,48.950617284,1,1,6.63802816901,0,0,4,0,0,0,1,0,1,4.91794970507,16.2,0,0,9.41063228481
15324,6,2,46,106,20,43,5,20,11,16,9,10,6,4,3,7,1,7,1,3,0,5,6,4,7,0,2,1.11731725475,1,2,2,0,2.39190383445,4.68867924528,46.8867924528,1,0,5.45023255814,1,0,0,0,0,0,1,0,1,0.0,17.6666666667,0,0,8.7496031656
15325,6,2,48,111,24,49,5,17,14,18,7,11,6,5,3,7,1,6,0,3,0,1,1,3,4,1,8,1.22601399303,1,0,5,1,2.58173512688,4.7027027027,47.027027027,0,1,6.11183673469,1,0,1,0,0,0,1,0,1,2.68536912248,18.5,0,0,8.71301708174
15326,6,3,80,198,37,85,8,35,23,27,17,13,12,7,15,15,4,8,6,1,2,5,9,1,11,1,4,3.13122022605,1,1,8,0,2.25000640926,4.4696969697,44.696969697,0,1,5.90964705882,1,1,0,0,1,0,0,0,0,2.68536912248,16.6666666667,0,0,8.49836585599
15327,6,4,80,212,40,86,9,30,25,29,13,16,10,6,10,11,5,14,5,1,1,3,2,5,10,0,14,3.21562400706,3,1,5,1,2.32841369352,4.42924528302,44.2924528302,3,2,6.12593023256,2,0,0,1,3,1,2,0,0,6.25889192649,21.2,0,0,9.74474217206
15328,6,2,51,139,25,58,4,26,10,19,7,6,13,1,6,7,1,3,1,0,1,3,11,8,13,0,17,5.37301045587,1,2,2,0,2.14921429681,4.40287769784,44.0287769784,0,1,5.03379310345,5,1,0,0,2,0,1,0,0,3.12073426411,10.6923076923,0,1,9.15158343075
15329,6,4,74,170,37,68,6,29,16,29,14,15,8,6,13,12,0,9,2,5,3,3,3,3,7,0,6,1.98462870064,3,2,4,1,2.49786543053,4.71764705882,47.1764705882,2,1,6.62691176471,1,0,0,0,1,0,0,0,0,1.78327672235,21.25,0,0,12.0182153417
15330,6,4,92,213,43,102,9,35,25,31,18,18,10,5,13,13,4,7,6,0,0,4,7,3,9,0,13,3.16958666139,3,1,10,0,2.19199778351,4.55399061033,45.5399061033,1,1,6.40450980392,2,0,1,0,1,1,0,0,0,6.25889192649,21.3,0,0,11.8831813922
15331,6,4,91,217,46,83,10,26,30,30,20,14,15,3,15,13,6,5,0,1,17,4,7,8,6,0,21,5.02178788851,2,0,4,0,2.23279295875,4.58064516129,45.8064516129,1,1,6.38192771084,3,0,1,0,1,0,0,0,0,5.37073824496,14.5333333333,0,0,8.57800805678
15332,6,3,57,135,32,59,5,19,18,17,12,14,6,3,6,10,2,7,4,1,1,4,3,4,9,0,11,2.09172367524,2,2,0,1,2.5110700183,4.75555555556,47.5555555556,1,0,6.22762711864,1,0,1,0,1,0,1,0,0,1.33745754176,22.5,0,0,15.2725243493
15333,6,3,85,192,49,73,8,35,24,35,8,17,10,5,6,16,2,11,2,2,0,3,4,0,11,1,13,2.86745892337,3,0,5,1,2.47500594954,4.75,47.5,1,0,6.23671232877,2,0,6,0,0,0,1,0,1,8.94426104897,19.2,0,2,11.2853887837
15334,6,3,90,203,58,88,10,22,28,24,15,20,15,5,16,18,2,12,7,7,3,8,6,8,9,2,8,2.28616991388,2,2,2,3,2.70041661872,4.93103448276,49.3103448276,3,1,6.49886363636,0,1,0,0,1,0,1,0,0,3.58049216331,13.6666666667,0,0,11.1872943805
15335,6,4,72,153,38,71,7,19,16,24,13,16,8,5,6,14,0,6,6,0,1,5,2,1,13,0,9,1.77340399153,2,2,2,0,2.43418705071,4.87581699346,48.7581699346,3,1,6.44887323944,1,0,0,1,0,0,3,0,0,7.5998341479,19.125,0,0,9.22547424255
15336,6,4,60,148,32,65,5,17,21,23,8,8,10,4,3,13,4,6,2,2,1,4,5,7,6,0,15,1.99400835626,3,3,6,1,2.30729037943,4.55405405405,45.5405405405,0,0,6.47984615385,0,0,0,0,2,0,2,0,0,3.58049216331,15.0,0,0,13.084341787
15337,6,3,87,185,46,69,9,15,24,21,14,22,11,2,16,14,4,7,7,5,1,3,15,2,12,0,25,2.39923932561,1,2,7,3,2.63732139866,4.96756756757,49.6756756757,1,1,6.40550724638,1,1,1,1,1,0,0,0,0,6.70471110708,16.9090909091,0,0,11.1310748109
15338,6,2,30,86,14,34,4,13,11,14,8,3,6,2,6,5,1,1,0,1,0,2,0,5,7,0,2,1.51667114673,1,0,3,0,2.12057860622,4.20930232558,42.0930232558,0,1,5.23029411765,0,0,0,1,0,0,1,0,0,2.67491508353,14.3333333333,0,0,9.62057979311
15339,6,3,52,114,26,49,7,15,9,18,16,11,9,0,7,8,1,6,1,5,0,4,5,1,7,0,9,1.79163121975,0,0,3,1,2.57639072409,4.77192982456,47.7192982456,0,2,6.50326530612,0,0,0,0,1,0,0,0,2,1.33745754176,13.0,0,0,5.01109879279
15340,6,3,64,135,31,56,4,16,9,19,11,11,10,3,9,9,3,8,4,1,2,2,4,3,11,0,13,1.88583721477,2,0,4,1,2.42344363442,4.80740740741,48.0740740741,1,0,6.41017857143,1,0,0,0,0,0,2,0,0,2.68536912248,13.5,0,0,9.37283308291
15341,6,4,84,173,47,72,7,39,21,34,19,20,9,7,6,8,2,5,4,4,0,2,7,1,3,0,8,2.45486582063,2,0,8,0,2.57405441862,4.95375722543,49.5375722543,1,0,6.93819444444,0,0,3,0,0,0,0,0,1,5.37073824496,19.2222222222,0,0,8.86663881923
15342,6,3,55,154,32,68,8,30,18,24,9,6,10,4,5,6,3,8,3,0,1,5,2,7,12,2,6,2.64103762592,0,1,2,0,2.14938456359,4.3961038961,43.961038961,1,1,6.81544117647,1,0,0,0,1,0,2,0,0,1.78327672235,15.4,0,0,6.71118469423
15343,6,1,25,54,11,22,2,10,6,5,4,3,3,2,5,1,2,1,3,1,1,1,1,1,4,1,4,0.510716379594,2,0,1,0,2.16670698237,4.85185185185,48.5185185185,1,0,7.23863636364,1,0,0,0,0,0,0,1,0,1.33745754176,18.0,0,0,12.7279220614
15344,6,3,91,200,49,77,7,28,21,28,16,24,8,7,10,17,2,11,5,3,0,4,7,5,7,0,24,3.96981314934,5,1,8,0,2.56407339244,4.78,47.8,0,1,6.68636363636,1,0,1,0,1,1,1,0,0,7.16098432662,25.0,0,0,10.9772492001
15345,6,3,67,157,33,71,8,23,20,17,15,14,8,4,8,13,3,4,6,2,3,3,3,4,8,0,13,2.26470505575,1,0,5,0,2.38912214462,4.67515923567,46.7515923567,2,2,6.56422535211,0,0,0,1,1,0,2,0,0,6.25889192649,19.625,0,0,8.32071962032
15346,6,3,64,136,41,54,6,21,19,23,8,13,7,5,6,10,3,6,4,2,0,6,4,1,6,1,11,1.19302397774,2,0,3,1,2.58619386219,4.97794117647,49.7794117647,1,0,6.06981481481,1,0,0,0,1,0,0,0,0,7.15401496732,19.4285714286,0,0,8.5332482989
15347,6,2,52,141,29,71,6,28,18,15,9,15,7,5,11,8,6,8,3,2,2,6,2,2,1,6,2,2.20238960293,2,2,2,1,2.35731631796,4.6524822695,46.524822695,0,1,6.24295774648,1,0,0,2,0,0,0,0,0,0,20.1428571429,0,0,9.41774269934
15348,6,3,71,176,32,76,9,29,21,24,15,15,12,2,9,9,7,9,1,0,0,4,2,1,15,0,8,1.84634168107,2,0,4,0,2.13413049906,4.57386363636,45.7386363636,2,0,5.72565789474,1,0,0,1,0,0,3,0,0,7.59634946825,14.6666666667,0,0,9.20446751432
15349,6,3,66,147,30,72,8,23,15,21,7,13,8,2,13,10,2,7,3,1,0,3,2,4,14,1,4,1.63076058512,1,0,3,1,2.29750708656,4.7619047619,47.619047619,3,2,6.05666666667,2,0,1,0,0,0,0,1,1,5.8130727459,18.375,0,0,5.97782360061
15350,6,3,44,95,22,40,5,18,6,18,4,11,8,1,7,8,1,4,3,1,2,1,7,1,4,0,3,1.18073874242,0,0,6,0,2.37144264142,4.84210526316,48.4210526316,0,0,6.40575,0,0,1,0,0,0,1,0,1,0,11.875,0,0,6.86362695665
15351,6,3,87,183,52,72,9,21,25,22,13,17,11,4,14,20,4,7,4,2,3,6,5,0,12,0,17,2.27695755341,1,1,3,1,2.51449888005,4.96174863388,49.6174863388,0,0,6.53597222222,1,0,0,0,1,0,1,0,1,4.47561520414,16.6363636364,0,0,8.60520695724
15352,6,3,63,130,38,54,5,17,17,20,13,15,9,2,7,17,2,4,3,4,1,9,8,0,9,0,5,1.57281470393,2,1,0,2,2.71997623547,5.06923076923,50.6923076923,1,0,6.58888888889,0,0,1,0,0,0,2,0,0,2.22909590294,14.4444444444,0,0,14.3999314127
15353,6,3,88,197,50,91,10,25,22,32,15,22,13,4,14,12,1,11,6,5,0,3,6,6,18,0,12,2.06488851974,1,0,4,4,2.6524872077,5.00507614213,50.0507614213,1,1,6.35098901099,0,0,1,0,1,0,2,0,0,5.36376888566,15.4615384615,0,0,9.73190932816
15354,6,4,81,208,44,75,8,32,27,29,16,19,11,8,18,15,6,10,2,5,0,5,7,4,10,1,20,3.25100311614,3,1,2,0,2.47198630184,4.57211538462,45.7211538462,1,1,6.36386666667,0,0,0,0,2,0,0,0,0,6.70471110708,19.0,0,0,11.5049396506
15355,6,3,48,127,29,57,4,15,16,15,9,14,5,3,10,9,2,9,2,1,2,2,4,5,9,0,3,2.05044009987,3,0,3,0,2.54063341467,4.55905511811,45.5905511811,1,0,6.03631578947,1,0,0,0,1,0,1,0,0,0.0,25.4,0,0,15.7429349233
15356,6,3,62,150,30,66,8,22,15,24,13,8,9,4,7,7,0,8,4,1,0,3,3,4,11,0,7,2.5545492908,1,0,4,0,2.25756496088,4.47333333333,44.7333333333,2,1,6.18333333333,2,1,0,0,1,1,3,0,0,1.78327672235,16.6666666667,0,0,7.65941686205
15357,6,2,58,139,34,61,7,27,20,19,9,10,8,3,2,12,4,7,4,0,0,3,1,0,9,1,6,1.87464674821,1,0,3,0,2.34832901235,4.61151079137,46.1151079137,0,0,6.90672131148,1,0,0,0,2,0,2,0,0,1.33745754176,17.375,0,0,7.90470587688
15358,6,4,71,165,37,65,7,27,22,26,14,18,8,5,7,9,2,7,7,2,1,5,4,2,10,0,6,3.94901661077,3,0,4,0,2.52328403197,4.63636363636,46.3636363636,2,1,6.31184615385,2,0,1,1,0,0,2,0,0,6.70819578673,20.625,0,0,11.5535438286
15359,6,2,60,131,32,61,6,19,16,16,6,13,7,3,5,12,5,5,4,1,1,3,5,3,8,0,13,2.20973860505,2,1,3,1,2.53302323204,4.72519083969,47.2519083969,1,0,6.61098360656,0,0,0,0,1,0,2,0,1,3.58049216331,18.7142857143,0,0,9.42207568448
15360,6,3,83,192,45,78,9,26,22,32,9,16,17,4,10,13,0,10,5,3,2,8,5,3,10,0,18,2.75606146423,1,0,4,0,2.4340729141,4.68229166667,46.8229166667,1,1,6.57846153846,2,0,2,1,0,0,1,0,1,7.15401496732,11.2941176471,0,0,9.06035128447
15361,6,3,61,132,34,50,7,21,17,24,12,11,11,1,4,8,1,3,1,3,1,8,3,2,9,0,9,1.81093386012,0,0,3,1,2.53619416124,4.7803030303,47.803030303,1,0,6.2532,0,0,0,0,0,0,1,0,0,1.78327672235,12.0,0,0,5.67290209521
15362,6,2,37,80,19,36,4,15,7,12,3,11,5,1,3,6,2,7,3,4,1,1,3,1,3,0,0,0.786785894174,1,0,5,0,2.76960788707,4.8875,48.875,1,0,6.34666666667,1,0,2,0,0,0,0,0,0,0.0,16.0,0,0,9.81835016691
15363,6,0,25,59,12,29,3,9,7,8,3,3,4,1,6,3,1,2,1,1,0,1,4,3,5,0,3,0.732641147713,1,0,1,0,2.19024989968,4.59322033898,45.9322033898,0,0,5.21310344828,0,0,0,0,1,0,1,0,0,0.891638361175,14.75,0,0,10.3531396204
15364,6,3,63,130,33,47,7,24,8,12,12,15,10,2,6,14,3,9,4,4,2,3,20,2,10,0,16,1.40498201123,1,3,2,1,2.55365791635,5.07692307692,50.7692307692,0,0,6.07574468085,0,0,0,1,0,0,0,0,0,4.47213052449,13.0,0,0,7.91201617794
15365,6,3,72,162,47,69,7,23,15,21,13,22,10,3,6,12,1,13,7,3,0,7,3,0,7,0,12,2.37267255618,1,0,5,2,2.73847978416,4.93827160494,49.3827160494,0,1,5.9984057971,1,0,2,1,0,1,1,0,1,5.8130727459,16.2,0,0,12.1556571192
15366,6,2,65,132,30,59,7,24,13,18,11,14,10,1,6,11,2,6,3,4,0,4,4,2,9,0,5,2.32470179309,1,0,3,0,2.55174304182,4.82575757576,48.2575757576,3,0,6.68813559322,2,0,1,0,2,0,1,0,0,3.57700748366,13.2,0,0,7.56042326857
15367,6,3,60,160,31,69,7,30,22,28,7,10,9,4,3,10,4,7,3,1,2,7,3,5,10,1,6,2.0218015311,3,1,3,0,2.25340413346,4.4375,44.375,0,2,5.88275362319,1,0,0,0,1,0,0,0,0,4.02282666425,17.7777777778,0,0,9.91942849807
15368,6,2,69,169,36,60,6,21,25,22,4,14,7,5,2,12,5,10,2,1,4,4,12,6,9,2,17,2.9294814381,3,1,2,0,2.41045611362,4.47337278107,44.7337278107,2,1,6.46233333333,2,0,0,0,2,0,2,0,0,2.68536912248,24.1428571429,0,0,13.4952750613
15369,6,3,78,164,51,63,7,30,20,28,10,25,9,2,4,7,3,6,3,11,4,5,8,1,8,0,22,1.64005166514,2,0,4,5,3.09795079321,5.2987804878,52.987804878,2,0,7.2,0,2,1,5,1,1,0,0,0,4.91794970507,18.3333333333,0,0,15.6062665476
15370,6,3,54,133,28,54,7,16,13,18,9,13,8,2,5,12,3,9,5,3,0,3,2,4,11,0,9,1.61484682156,1,0,2,1,2.44825696735,4.62406015038,46.2406015038,0,1,5.79907407407,2,0,2,0,0,0,1,0,0,2.22909590294,16.625,0,0,11.0898320546
15371,6,2,15,41,9,20,2,2,7,3,4,4,5,0,3,3,1,1,0,1,0,0,3,3,4,0,7,0.350965699148,0,1,1,1,2.57402598202,4.78048780488,47.8048780488,0,0,6.085,1,0,0,0,0,0,0,0,0,0,8.2,0,0,5.26877594893
15372,6,4,92,213,56,80,11,41,26,29,16,26,12,4,8,12,7,7,6,4,3,2,2,4,12,0,17,2.08722704819,2,1,4,1,2.65358259261,4.92488262911,49.2488262911,1,0,6.43225,2,0,7,0,1,0,2,0,1,9.39008022956,17.8333333333,0,0,8.29491142542
15373,6,4,108,240,63,104,8,38,32,32,18,26,9,7,12,13,6,12,10,3,3,7,3,5,13,0,10,2.9794740344,3,1,4,1,2.5238575719,4.89583333333,48.9583333333,3,2,6.55432692308,1,0,2,0,2,0,1,0,1,8.94077636932,26.6666666667,0,0,17.1787983023
15374,6,1,60,141,36,56,6,20,19,22,10,13,7,5,3,8,1,8,2,1,1,4,12,5,12,0,19,1.90570735261,2,0,1,0,2.46143507206,4.72340425532,47.2340425532,1,1,6.57696428571,0,0,2,0,0,0,2,0,0,2.68536912248,20.1428571429,0,0,9.96319758524
15375,6,4,68,151,41,57,7,18,22,16,10,12,9,3,8,10,2,8,1,0,4,7,3,7,9,0,11,1.66598857062,1,0,3,0,2.43083575595,4.77483443709,47.7483443709,0,2,6.73192982456,1,0,0,0,1,0,2,0,0,7.15053028766,16.7777777778,0,0,11.428791885
15376,6,4,78,185,42,71,8,27,26,27,14,16,9,5,7,16,2,6,4,1,4,4,6,4,11,0,15,4.05527947688,1,2,2,0,2.34779942971,4.70810810811,47.0810810811,1,2,6.25830985915,2,0,0,1,1,0,1,0,0,2.68536912248,20.5555555556,0,0,14.3380698462
15377,6,2,37,83,17,36,4,15,7,12,9,9,5,2,1,4,2,7,4,1,0,2,0,0,4,0,3,0.975132945494,1,0,2,0,2.41706393389,4.71084337349,47.1084337349,0,0,5.73388888889,0,0,1,0,0,0,3,0,0,3.58049216331,16.6,0,0,10.3072789814
15378,6,2,53,121,30,55,7,23,14,16,11,14,8,2,1,10,3,6,2,4,2,4,7,4,8,1,7,1.5607887001,1,1,2,0,2.63944438598,4.90909090909,49.0909090909,0,0,6.47109090909,2,0,0,0,0,0,1,0,0,1.78327672235,15.25,0,0,9.47034846244
15379,6,3,83,187,45,80,9,30,19,29,14,19,11,5,12,11,1,8,7,1,4,7,3,2,6,0,11,2.64947671504,2,0,6,0,2.41805496677,4.72192513369,47.2192513369,1,1,6.661,0,0,3,1,1,0,1,0,0,3.58049216331,17.0,0,1,9.12538915733
15380,6,3,60,133,32,61,7,23,21,15,12,10,12,2,6,8,3,3,2,0,2,4,3,4,11,0,7,1.79814049607,0,0,3,0,2.27598536118,4.76691729323,47.6691729323,0,1,6.27426229508,1,0,0,1,0,0,3,0,0,5.36028420601,11.25,0,0,7.34988662044
