id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15
15389,6,4,93,253,39,109,9,45,29,37,18
15390,6,2,25,59,16,23,2,11,5,7,2
15391,6,2,66,177,37,57,5,26,23,28,6
15392,6,3,61,141,37,51,5,17,19,18,9
15393,6,3,58,132,35,50,6,16,17,21,11
15394,6,3,84,204,36,83,9,29,21,27,15
15395,6,3,52,125,31,46,6,22,11,19,15
15396,6,3,93,214,53,79,10,33,25,32,16
15397,6,4,75,192,38,81,9,38,25,33,19
15398,6,4,79,202,39,83,9,24,27,24,16
15399,6,2,54,140,30,65,7,29,17,22,9
15400,6,3,61,138,31,56,7,21,14,24,13
15401,6,3,41,103,20,38,4,15,15,18,10
15402,6,1,47,113,23,44,5,12,13,16,9
15403,6,1,36,118,22,41,5,15,14,14,7
15404,6,3,86,190,39,71,9,24,20,30,17
15405,6,2,40,87,19,33,3,15,9,14,6
15406,6,1,37,82,20,26,5,7,9,10,3
15407,6,2,48,113,26,47,6,25,20,18,6
15408,6,4,128,278,72,114,8,43,37,47,20
15409,6,3,71,171,43,59,8,26,18,32,14
15410,6,3,38,83,19,38,5,12,11,12,7
15411,6,4,92,193,53,76,9,31,20,35,16
15412,6,3,54,110,27,48,5,15,14,15,6
15413,6,3,49,110,27,42,2,14,13,18,8
15414,6,2,26,63,15,23,3,11,9,11,2
15415,6,2,78,185,42,70,9,25,24,26,9
15416,6,4,117,260,57,104,11,54,32,41,27
15417,6,3,88,200,46,85,11,36,22,31,15
15418,6,3,66,160,42,64,7,23,19,24,13
15419,6,4,89,226,50,85,10,31,34,38,16
15420,6,2,70,155,37,73,3,33,16,22,8
15421,6,3,63,144,38,57,6,25,12,23,9
15422,6,2,55,129,31,48,5,26,13,24,7
15423,6,3,74,160,33,66,7,27,22,21,8
15424,6,2,37,95,17,36,5,11,7,12,9
15425,6,3,58,128,27,61,8,22,14,17,6
15426,6,1,21,54,9,21,1,6,7,8,3
15427,6,3,62,155,37,57,8,21,21,28,9
15428,6,3,59,160,33,63,9,21,16,20,14
15429,6,3,51,125,25,54,5,14,13,19,9
15430,6,4,122,256,62,103,12,42,29,32,21
15431,6,0,58,115,35,53,5,15,13,12,7
15432,6,2,89,232,48,83,10,38,24,33,15
15433,6,3,78,178,45,78,9,32,17,25,11
15434,6,2,24,84,13,33,4,13,12,14,5
15435,6,4,85,208,46,89,10,29,27,36,13
15436,6,4,105,243,60,92,11,55,31,32,21
15437,6,2,69,180,32,82,6,36,23,29,14
15438,6,3,87,179,44,76,9,23,17,31,12
15439,6,2,37,88,27,31,4,14,7,11,6
15440,6,2,73,160,43,57,6,25,23,29,16
15441,6,1,23,67,14,22,3,15,8,10,6
15442,6,2,90,204,56,71,7,31,27,36,11
15443,6,3,60,152,29,63,6,19,20,19,17
15444,6,3,70,141,40,57,7,20,19,19,15
15445,6,2,46,92,26,35,5,15,12,13,11
15446,6,4,83,195,52,74,7,27,31,36,11
15447,6,4,84,211,49,89,9,29,27,31,18
15448,6,3,90,222,48,91,10,33,25,34,14
15449,6,1,51,107,26,46,6,14,8,14,6
15450,6,4,131,286,75,110,12,41,40,40,24
15451,6,3,57,137,34,61,6,21,14,26,13
15452,6,2,50,119,29,47,8,21,16,18,12
15453,6,4,68,160,39,62,7,28,20,24,15
15454,6,3,79,161,46,65,9,22,17,25,12
15455,6,3,69,130,35,55,6,25,17,23,9
15456,6,0,62,139,34,56,7,22,18,20,3
15457,6,3,115,283,70,115,14,38,40,52,23
15458,6,2,55,125,30,51,5,11,17,13,10
15459,6,4,101,196,55,77,9,27,23,27,20
15460,6,4,60,157,24,76,5,23,21,20,14
15461,6,3,78,179,36,82,7,27,25,28,12
15462,6,3,112,252,54,104,11,57,36,37,16
15463,6,2,38,98,20,40,5,13,9,15,7
15464,6,4,86,198,53,78,8,30,23,30,9
15465,6,3,111,257,55,101,14,23,26,38,22
15466,6,2,102,231,55,102,12,41,27,32,14
15467,6,4,118,256,67,116,10,22,35,29,24
15468,6,2,28,74,13,30,5,8,7,9,5
15469,6,4,72,170,39,65,7,22,23,26,15
15470,6,3,76,197,42,82,8,30,24,31,14
15471,6,3,87,191,47,79,9,26,21,27,17
15472,6,3,36,81,20,33,3,16,12,13,4
15473,6,2,81,183,41,81,7,31,25,34,3
15474,6,4,100,228,46,97,8,29,31,37,15
15475,6,2,67,153,35,69,7,20,26,23,11
15476,6,4,79,187,42,76,9,30,26,28,14
15477,6,3,73,188,30,89,9,22,24,25,11
15478,6,2,83,188,47,72,7,21,25,28,11
15479,6,3,51,125,20,54,5,25,14,19,10
15480,6,2,34,67,16,32,3,8,8,8,6
15481,6,3,67,161,32,66,8,17,17,22,12
15482,6,1,36,75,17,29,3,13,5,9,7
15483,6,1,43,91,21,33,3,14,12,14,7
15484,6,4,99,230,54,109,8,38,26,35,16
15485,6,2,43,109,25,46,4,18,15,16,13
15486,6,4,72,170,38,77,7,26,27,21,9
15487,6,2,12,40,9,12,2,2,5,5,3
15488,6,3,57,124,24,56,6,29,19,22,9
15489,6,3,71,150,40,67,8,21,18,23,14
15490,6,1,41,84,21,36,3,14,13,12,5
15491,6,3,72,159,41,68,8,26,16,22,10
15492,6,3,67,145,38,70,7,21,22,18,12
15493,6,4,66,165,28,55,6,20,19,18,20
15494,6,4,105,235,58,93,9,28,26,30,21
15495,6,4,112,254,48,92,9,29,34,38,23
15496,6,2,44,105,20,48,6,11,15,16,5
15497,6,3,80,166,38,66,9,24,13,26,14
15498,6,3,72,169,40,70,7,21,21,23,11
15499,6,4,103,201,58,82,7,24,28,27,20
15500,6,3,47,116,29,52,7,21,15,19,10
15501,6,3,47,124,25,40,5,21,12,18,13
15502,6,3,57,149,25,61,8,23,20,16,16
15503,6,2,73,170,37,72,6,32,20,29,10
15504,6,1,11,29,8,10,2,0,2,2,0
15505,6,1,46,90,21,38,5,18,8,17,3
15506,6,3,98,229,57,97,11,58,28,40,16
15507,6,3,84,208,31,95,11,28,30,33,9
15508,6,4,143,302,68,121,11,56,44,41,23
15509,6,3,93,234,44,104,12,32,29,37,16
15510,6,2,77,189,36,77,10,31,24,29,11
15511,6,3,62,170,23,65,8,26,23,23,18
15512,6,3,91,213,47,80,8,38,26,33,19
15513,6,1,35,96,15,34,4,14,16,15,4
15514,6,2,37,82,22,34,4,9,11,12,4
15515,6,4,75,173,49,68,8,18,23,19,14
15516,6,3,69,184,28,68,11,30,23,24,11
15517,6,3,51,125,25,47,4,21,11,20,9
15518,6,3,104,217,55,98,9,40,25,28,14
15519,6,4,87,190,48,75,8,44,28,29,16
15520,6,3,74,178,42,73,10,34,16,28,13
15521,6,4,82,187,47,81,10,28,20,27,14
15522,6,3,77,193,41,88,6,37,32,36,9
15523,6,4,106,224,55,97,10,30,31,32,20
15524,6,3,56,138,32,64,7,23,16,22,12
15525,6,3,61,132,27,52,7,15,12,17,13
15526,6,4,85,199,51,74,7,41,30,34,14
15527,6,2,46,127,29,48,6,18,18,22,4
15528,6,2,58,151,33,59,7,32,19,28,8
15529,6,3,58,113,28,49,5,14,9,15,8
15530,6,4,144,301,77,109,17,42,39,35,27
15531,6,2,38,99,24,30,5,14,10,12,3
15532,6,1,23,56,13,28,2,6,6,10,8
15533,6,4,84,205,46,89,10,27,28,32,14
15534,6,3,83,175,41,67,8,18,22,25,18
15535,6,2,98,235,63,84,10,44,31,45,12
15536,6,2,33,74,17,33,4,11,8,15,4
15537,6,2,51,108,29,38,4,8,9,16,9
15538,6,3,55,136,29,60,6,23,21,18,7
15539,6,3,69,155,42,67,8,22,19,20,13
15540,6,2,42,109,26,43,4,13,13,12,6
15541,6,2,47,123,27,51,7,15,13,15,6
15542,6,3,79,183,44,86,8,26,26,25,19
15543,6,3,64,153,38,57,6,21,22,18,16
15544,6,2,84,174,45,71,8,27,20,26,10
15545,6,3,76,158,42,67,6,19,22,28,15
15546,6,3,82,196,41,88,9,27,24,27,21
15547,6,3,93,201,47,80,8,29,19,28,15
15548,6,3,55,123,29,58,7,12,17,17,12
15549,6,3,111,253,59,100,11,53,27,48,16
15550,6,3,58,150,35,68,7,27,20,18,12
15551,6,1,55,106,26,55,6,10,9,14,3
15552,6,3,49,116,32,47,4,16,14,16,5
15553,6,2,44,96,23,42,6,14,12,16,8
15554,6,3,67,171,38,76,6,19,22,23,8
15555,6,2,74,167,46,63,8,13,24,22,8
15556,6,3,70,145,42,65,7,20,16,25,13
15557,6,3,93,198,46,95,8,29,27,23,19
15558,6,3,64,163,32,70,8,26,21,22,12
15559,6,3,43,98,21,44,4,15,11,17,5
15560,6,4,95,211,55,87,9,38,21,29,16
15561,6,4,133,295,73,113,13,37,33,53,17
15562,6,4,77,175,43,65,6,23,27,21,18
15563,6,1,37,99,15,36,5,14,9,11,8
15564,6,3,68,146,38,59,6,23,20,21,13
15565,6,3,59,163,30,62,8,24,18,23,9
15566,6,4,87,185,44,85,8,26,16,28,15
15567,6,3,38,99,25,40,6,20,15,13,7
15568,6,4,71,140,34,58,8,14,20,21,14
15569,6,1,26,63,14,25,3,8,6,9,3
15570,6,3,38,79,20,35,4,12,7,11,6
15571,6,2,19,48,7,21,3,7,2,7,2
15572,6,4,72,193,43,70,10,35,24,29,21
15573,6,3,78,175,38,81,8,30,21,22,11
15574,6,4,113,255,64,91,15,44,34,39,16
15575,6,4,85,192,43,78,10,31,21,30,8
15576,6,4,80,173,46,73,7,26,21,24,15
15577,6,3,64,153,35,72,9,28,19,24,7
15578,6,3,102,233,48,101,10,46,29,36,16
15579,6,3,35,91,19,36,5,13,12,16,9
15580,6,2,46,104,27,46,5,20,10,15,9
15581,6,2,42,101,27,43,5,16,11,13,12
15582,6,3,85,188,55,73,7,36,28,29,16
15583,6,3,79,182,43,78,9,18,20,25,16
15584,6,4,133,277,71,126,12,44,25,37,25
15585,6,2,36,80,22,28,3,10,10,12,4
15586,6,2,80,183,52,73,7,31,25,26,13
15587,6,3,69,151,37,65,8,32,21,31,5
15588,6,3,49,103,22,45,4,19,10,17,7
15589,6,2,55,114,34,47,5,18,17,18,7
15590,6,3,64,158,37,50,8,25,19,25,12
15591,6,1,40,92,17,41,3,8,14,7,4
15592,6,4,80,181,47,68,7,33,19,35,16
15593,6,3,65,147,38,61,6,23,15,23,14
15594,6,3,47,112,24,48,5,12,13,15,12
15595,6,3,74,168,37,73,9,29,21,27,15
15596,6,3,61,129,37,52,7,14,19,21,9
15597,6,3,86,203,43,87,8,33,24,29,22
15598,6,3,61,151,29,76,6,15,15,13,9
15599,6,2,69,166,43,64,7,29,23,28,13
15600,6,2,43,108,24,41,6,21,9,18,11
15601,6,3,75,185,36,73,9,21,29,33,8
15602,6,3,54,133,29,46,7,23,21,21,11
15603,6,2,83,163,41,65,6,20,20,18,16
15604,6,1,38,76,12,34,3,15,9,12,5
15605,6,3,67,146,36,61,8,19,17,24,9
15606,6,3,71,196,30,88,8,25,20,29,13
15607,6,4,86,193,46,80,9,37,16,30,20
15608,6,3,52,134,27,55,7,21,18,18,8
15609,6,3,48,104,27,46,4,16,12,14,10
15610,6,4,110,233,53,90,10,43,28,41,17
15611,6,4,73,197,43,86,9,33,21,32,12
15612,6,2,68,173,42,63,7,27,15,26,9
15613,6,3,88,198,54,82,7,28,28,28,14
15614,6,2,93,226,54,90,7,43,23,42,14
15615,6,3,87,189,43,80,8,29,20,28,16
15616,6,2,51,129,25,58,5,20,13,23,13
15617,6,4,107,245,46,110,10,44,38,34,17
15618,6,3,87,181,43,82,5,31,22,19,11
15619,6,3,60,136,33,58,8,28,12,19,6
15620,6,3,66,163,31,63,6,25,29,20,9
15621,6,4,85,204,45,83,9,32,27,29,22
15622,6,3,85,208,47,78,10,32,28,31,19
15623,6,3,56,127,27,54,5,20,18,19,6
15624,6,4,106,255,52,98,10,40,35,37,19
15625,6,2,41,95,22,45,5,14,10,15,12
15626,6,3,73,149,32,65,6,18,19,24,11
15627,6,0,41,93,25,33,3,15,11,12,2
15628,6,3,49,115,27,50,4,13,14,17,9
15629,6,3,81,184,45,75,9,40,20,32,12
15630,6,2,30,90,16,38,5,18,9,10,6
15631,6,3,71,185,49,69,11,30,22,26,19
15632,6,1,37,86,16,33,3,5,9,10,4
15633,6,3,68,135,32,60,7,19,16,19,9
15634,6,4,76,176,41,77,8,30,25,29,11
15635,6,3,79,191,46,78,9,38,17,31,11
15636,6,1,57,134,28,57,5,21,17,24,5
15637,6,3,54,136,25,57,7,8,17,15,13
15638,6,2,24,69,11,21,4,9,7,5,6
15639,6,3,50,132,23,52,6,22,16,15,5
15640,6,3,71,170,37,58,9,21,19,28,16
15641,6,4,99,227,59,100,12,38,23,38,14
15642,6,1,78,175,41,73,7,26,19,24,14
15643,6,3,64,162,43,61,7,18,24,19,17
15644,6,3,65,144,35,62,7,26,14,22,15
15645,6,3,76,153,40,61,8,27,15,26,15
15646,6,3,72,161,37,68,6,15,19,25,11
15647,6,1,63,132,35,63,6,24,18,22,8
15648,6,2,45,125,23,58,7,18,20,19,7
15649,6,1,22,44,14,21,3,8,6,7,1
15650,6,3,54,123,33,49,5,17,14,16,11
15651,6,3,44,140,23,43,4,28,17,22,10
15652,6,4,131,271,69,105,10,47,42,41,19
15653,6,3,88,178,53,75,8,26,15,27,22
15654,6,4,69,164,39,65,8,23,24,20,9
15655,6,4,96,225,60,95,11,41,26,41,12
15656,6,3,74,188,36,72,8,32,21,24,13
15657,6,3,42,103,24,51,4,14,13,15,4
15658,6,4,96,213,46,88,10,29,24,30,17
15659,6,3,54,128,26,52,6,12,17,21,5
15660,6,2,64,154,34,66,5,22,24,21,7
15661,6,1,26,59,10,27,3,7,7,6,2
15662,6,1,56,161,25,61,6,24,17,25,12
15663,6,1,7,12,3,4,1,0,1,3,1
15664,6,4,93,219,48,87,8,30,34,32,19
15665,6,4,115,239,56,106,11,28,34,32,20
15666,6,2,38,84,23,33,5,20,13,14,5
15667,6,3,122,249,66,91,12,38,30,34,17
15668,6,1,40,105,20,47,6,8,6,12,4
15669,6,3,56,130,28,50,7,24,16,21,10
15670,6,3,48,116,27,49,5,21,17,15,7
15671,6,4,59,123,37,52,6,23,21,19,5
15672,6,2,26,69,14,30,3,15,6,11,4
15673,6,2,42,99,20,42,4,18,10,16,2
15674,6,4,79,186,44,59,11,24,19,24,19
15675,6,2,61,144,30,55,5,28,24,21,9
15676,6,3,101,209,44,87,11,46,21,33,15
15677,6,3,74,169,42,76,9,26,17,23,10
15678,6,2,38,87,17,40,5,16,9,14,5
15679,6,3,56,143,25,60,6,22,19,14,13
15680,6,3,66,147,33,66,7,15,18,21,9
15681,6,3,96,213,44,96,10,32,23,34,14
15682,6,4,90,202,55,70,8,31,27,25,18
15683,6,3,60,120,32,48,6,13,20,11,10
15684,6,3,61,141,30,52,7,24,16,23,8
15685,6,2,51,123,33,48,4,24,21,21,4
15686,6,3,59,133,31,60,7,17,15,19,14
15687,6,1,40,85,20,31,5,21,8,11,10
15688,6,3,73,169,40,63,7,25,21,28,19
15689,6,4,109,222,62,92,10,27,35,25,16
15690,6,3,45,130,21,52,6,17,16,16,5
15691,6,1,18,48,11,17,1,8,6,6,6
15692,6,4,89,200,48,92,9,30,27,23,11
15693,6,2,51,132,21,43,6,18,14,15,17
15694,6,3,57,127,25,52,3,20,20,18,5
15695,6,3,73,168,38,66,5,21,19,24,14
15696,6,2,46,106,23,48,7,12,13,16,8
15697,6,4,61,136,32,57,6,14,19,16,13
15698,6,2,58,124,23,47,7,17,13,14,6
15699,6,4,117,260,57,106,12,40,36,41,21
15700,6,4,94,214,58,88,9,29,25,28,21
15701,6,3,40,91,19,33,4,10,13,11,4
15702,6,4,90,184,46,86,6,21,22,24,16
15703,6,4,74,175,42,74,11,21,22,23,12
15704,6,2,38,83,20,35,2,10,12,11,4
15705,6,4,116,240,68,103,11,47,26,38,22
15706,6,4,85,205,47,92,10,30,28,33,12
15707,6,4,91,200,48,79,9,23,25,22,27
15708,6,4,104,210,60,96,7,39,27,34,21
15709,6,4,76,178,41,75,9,24,25,26,13
15710,6,2,46,102,24,47,4,14,16,11,9
15711,6,2,68,155,32,67,7,22,15,19,10
15712,6,4,56,136,27,53,7,14,18,15,15
15713,6,3,103,222,55,91,11,33,30,28,14
15714,6,4,88,206,53,81,8,26,27,20,12
15715,6,2,76,174,37,70,7,27,20,27,11
15716,6,2,30,103,15,47,5,14,10,15,10
15717,6,2,58,118,29,56,5,22,14,14,7
15718,6,3,71,189,36,77,11,30,28,29,12
15719,6,2,54,154,30,51,6,33,24,29,7
15720,6,2,31,77,20,32,4,8,14,8,5
15721,6,4,75,172,41,78,6,26,20,22,12
15722,6,3,115,215,67,99,12,35,21,29,20
15723,6,3,40,98,24,41,5,16,9,17,9
15724,6,3,63,144,32,59,6,21,21,19,6
15725,6,2,36,85,16,43,4,10,7,19,5
15726,6,3,48,146,30,57,7,23,20,25,9
15727,6,2,47,122,21,58,5,14,17,17,10
15728,6,1,21,40,13,20,3,5,2,6,0
15729,6,3,79,179,47,69,8,25,22,22,14
15730,6,2,43,111,25,40,4,14,18,13,5
15731,6,3,71,177,38,76,8,20,25,24,16
15732,6,2,47,134,29,57,5,17,18,16,8
15733,6,0,13,44,8,19,3,5,5,5,3
15734,6,2,63,135,28,52,4,29,19,17,12
15735,6,1,33,108,10,46,5,18,12,15,4
15736,6,3,83,189,47,73,10,25,31,23,15
15737,6,3,62,136,35,54,7,16,22,16,12
15738,6,1,36,80,18,28,4,9,9,15,7
15739,6,3,84,179,42,78,7,23,25,23,17
15740,6,3,56,117,25,44,6,14,15,13,7
15741,6,3,49,109,24,50,5,18,15,19,11
15742,6,3,78,181,44,75,7,33,25,30,11
15743,6,3,48,130,25,52,6,19,19,25,11
15744,6,3,53,141,21,55,7,17,15,23,14
15745,6,2,90,198,40,79,8,35,24,31,13
15746,6,3,84,177,42,67,8,22,20,24,12
15747,6,3,75,186,42,74,6,34,19,24,14
15748,6,2,45,105,15,43,5,16,14,16,8
15749,6,1,14,38,5,16,1,5,6,8,1
15750,6,1,20,51,12,19,3,7,3,8,1
15751,6,3,75,195,29,82,8,31,19,22,18
15752,6,3,71,190,44,69,10,26,21,25,5
15753,6,0,15,37,8,17,1,0,2,3,3
15754,6,4,73,208,47,76,10,29,23,36,15
15755,6,0,26,56,9,23,3,8,4,8,3
15756,6,3,67,127,35,51,6,23,15,22,12
15757,6,3,50,123,22,54,7,18,15,15,13
15758,6,3,66,161,40,56,7,28,23,25,11
15759,6,3,45,110,22,48,5,11,19,16,8
15760,6,3,56,138,27,67,5,17,14,16,14
15761,6,3,111,248,66,94,10,34,38,35,22
15762,6,2,54,118,33,49,4,15,13,14,11
15763,6,3,83,173,41,73,8,33,24,31,20
15764,6,3,70,151,40,62,7,27,18,21,14
15765,6,3,81,191,46,77,9,35,20,34,13
15766,6,3,63,150,33,59,6,28,18,22,13
15767,6,4,120,269,52,117,12,41,35,32,20
15768,6,2,35,84,22,33,4,9,15,11,5
15769,6,1,28,97,15,37,4,15,8,12,11
15770,6,4,71,167,42,70,8,21,24,23,14
15771,6,3,85,179,43,76,9,27,22,26,19
15772,6,4,78,182,38,66,10,36,27,33,16
15773,6,2,91,201,42,88,8,31,26,34,10
15774,6,3,90,193,53,80,8,32,33,33,13
15775,6,3,67,168,42,59,9,26,18,22,12
15776,6,4,112,223,57,86,11,39,26,41,15
15777,6,3,54,121,31,48,5,16,11,21,9
15778,6,1,35,75,22,27,5,10,8,13,5
15779,6,3,59,122,32,54,6,19,18,16,10
15780,6,4,115,255,69,105,11,45,38,48,19
15781,6,4,85,241,40,101,12,32,19,28,20
15782,6,3,64,166,36,54,8,26,27,25,9
15783,6,4,73,182,37,76,8,22,19,28,17
15784,6,3,54,143,36,52,6,30,15,26,5
15785,6,3,80,165,34,62,7,26,26,24,9
15786,6,3,86,179,44,78,5,36,20,28,18
15787,6,4,97,225,43,90,6,34,29,38,22
15788,6,4,106,235,57,89,9,36,29,28,18
15789,6,2,68,162,32,64,9,21,22,26,5
15790,6,4,75,185,41,88,10,35,20,26,16
15791,6,1,49,116,30,49,8,21,16,21,7
15792,6,2,48,118,27,48,5,16,15,15,7
15793,6,1,43,95,18,42,5,16,10,17,7
15794,6,3,79,210,38,76,10,25,28,25,17
15795,6,3,44,140,26,53,7,17,15,19,14
15796,6,3,79,179,43,70,9,24,17,26,14
15797,6,2,23,57,15,17,1,7,7,5,6
15798,6,3,49,108,26,48,4,12,10,9,8
15799,6,2,56,118,26,51,5,17,13,21,8
15800,6,3,80,191,45,86,9,31,32,30,14
15801,6,3,43,126,25,49,6,15,10,19,10
15802,6,3,57,122,33,48,5,26,15,22,9
15803,6,1,56,153,27,58,7,23,22,26,9
15804,6,4,74,175,33,80,9,23,23,23,10
15805,6,4,57,162,34,64,8,26,18,22,17
15806,6,3,59,146,32,59,6,27,14,24,9
15807,6,0,36,73,18,28,4,18,7,10,1
15808,6,3,58,130,25,51,5,19,19,17,6
15809,6,3,55,125,32,52,7,18,10,16,11
15810,6,3,58,138,27,44,3,22,21,22,7
15811,6,2,33,83,18,35,5,11,10,10,9
15812,6,3,50,131,28,46,6,14,14,25,13
15813,6,3,73,158,47,72,6,32,22,22,5
15814,6,4,85,173,45,74,7,25,21,27,14
15815,6,3,55,136,36,54,6,25,12,26,8
15816,6,3,79,166,42,81,5,37,14,25,11
15817,6,3,66,153,34,70,8,22,20,25,11
15818,6,2,40,99,21,42,5,17,17,15,7
15819,6,3,82,157,38,57,6,23,17,24,10
15820,6,4,56,126,33,45,4,19,9,15,17
15821,6,3,84,199,57,70,10,31,21,34,16
15822,6,1,57,166,31,66,5,33,18,24,13
15823,6,1,12,29,4,12,1,8,3,5,2
15824,6,4,163,395,92,154,12,79,51,66,35
15825,6,3,66,145,38,73,6,13,22,15,14
15826,6,3,68,153,36,62,8,29,20,25,5
15827,6,4,112,238,65,100,12,39,35,35,14
15828,6,3,53,136,25,47,6,29,16,22,4
15829,6,1,47,129,22,46,5,21,14,18,8
15830,6,3,64,148,39,63,7,25,17,24,11
15831,6,0,14,35,5,12,2,6,2,5,4
15832,6,2,34,82,20,30,3,8,10,16,4
15833,6,1,33,90,20,33,2,16,12,17,2
15834,6,4,131,295,71,117,14,39,36,39,19
15835,6,4,108,236,65,99,11,43,26,37,18
15836,6,1,55,131,30,58,7,29,17,19,8
15837,6,1,61,145,35,59,6,26,18,28,9
15838,6,2,59,143,31,59,7,23,14,25,16
15839,6,2,46,126,20,51,7,11,17,17,8
15840,6,2,140,351,70,140,14,62,37,50,20
15841,6,3,57,106,15,44,5,12,9,11,13
15842,6,2,38,92,20,36,4,12,6,15,6
15843,6,3,112,271,55,109,7,34,42,32,21
15844,6,2,48,103,23,37,4,25,10,20,6
15845,6,3,59,136,28,58,7,21,19,20,8
15846,6,4,98,211,56,93,10,34,24,32,21
15847,6,2,34,97,22,35,5,16,16,19,7
15848,6,3,106,238,65,94,10,42,30,43,19
15849,6,2,38,79,22,27,5,13,12,11,6
15850,6,0,8,37,6,13,2,2,4,2,0
15851,6,2,43,124,25,50,6,16,13,17,16
15852,6,2,83,198,41,86,7,22,27,23,16
15853,6,3,40,117,22,50,7,10,13,12,10
15854,6,4,115,238,57,93,9,38,42,27,17
15855,6,4,80,192,50,83,8,32,20,28,17
15856,6,3,69,151,38,58,9,29,19,27,13
15857,6,3,93,220,48,98,10,41,29,30,15
15858,6,3,63,142,35,55,5,21,17,23,7
15859,6,3,41,93,19,44,4,11,12,16,4
15860,6,1,50,111,30,46,6,18,16,19,13
15861,6,4,93,205,53,89,10,37,22,28,15
15862,6,2,55,145,35,54,5,35,22,16,12
15863,6,3,73,161,42,63,8,28,20,28,6
15864,6,3,98,217,48,94,10,32,27,29,20
15865,6,2,48,102,24,40,5,11,11,12,14
15866,6,3,81,169,45,70,8,24,22,27,10
15867,6,2,67,132,35,61,5,11,18,17,10
15868,6,1,79,183,41,62,8,24,23,26,7
15869,6,3,65,145,40,59,6,26,19,20,11
15870,6,3,79,162,47,69,6,16,22,16,13
15871,6,3,57,170,31,64,9,25,17,23,13
15872,6,1,22,80,11,30,4,12,7,13,7
15873,6,3,47,120,24,47,5,20,17,16,8
15874,6,3,45,122,16,48,6,15,12,15,11
15875,6,2,31,66,17,28,2,14,4,11,3
15876,6,3,75,189,42,76,8,28,29,28,13
15877,6,3,75,186,45,71,9,28,32,28,17
15878,6,1,22,54,9,21,3,8,5,9,2
15879,6,4,86,221,47,89,9,35,30,31,19
15880,6,3,78,178,43,69,7,21,20,20,21
15881,6,2,65,176,42,47,8,31,29,28,12
15882,6,2,69,174,36,67,8,26,20,27,12
15883,6,3,83,150,41,62,6,32,13,27,11
15884,6,2,35,71,16,28,4,14,7,9,1
15885,6,3,77,200,51,70,9,31,22,29,11
15886,6,3,65,190,37,71,13,20,25,27,14
15887,6,3,59,147,38,52,7,21,18,19,13
15888,6,3,87,211,46,89,9,31,30,30,14
15889,6,1,12,32,2,9,2,2,3,3,3
15890,6,2,65,149,38,66,5,33,13,28,9
15891,6,4,102,226,52,93,13,42,27,39,11
15892,6,3,62,134,42,49,7,22,16,21,11
15893,6,3,61,148,33,61,7,20,19,22,12
15894,6,2,48,105,19,45,4,21,10,18,4
15895,6,4,95,204,57,81,9,36,24,33,15
15896,6,3,66,138,42,56,7,15,18,23,7
15897,6,3,96,181,54,75,8,28,12,22,18
15898,6,3,73,190,41,74,5,28,24,31,16
15899,6,3,64,154,32,61,5,16,16,19,20
15900,6,3,54,113,28,57,7,17,11,17,13
15901,6,3,69,172,44,61,6,26,25,23,10
15902,6,3,96,251,50,105,10,39,28,34,20
15903,6,3,65,150,34,64,8,29,19,20,6
15904,6,1,47,117,22,43,4,12,19,17,4
15905,6,3,94,197,47,90,9,42,23,32,10
15906,6,3,76,164,42,71,7,17,19,22,13
15907,6,3,55,103,26,42,6,15,12,14,12
15908,6,2,53,154,29,62,7,21,15,22,15
15909,6,3,55,131,31,62,6,23,16,20,17
15910,6,3,69,162,35,70,7,22,23,21,15
15911,6,1,19,53,13,22,3,10,8,10,1
15912,6,1,54,134,28,55,5,20,20,23,8
15913,6,0,21,53,13,19,3,12,6,8,5
15914,6,3,49,109,30,49,5,17,10,14,10
15915,6,3,67,188,31,74,10,25,24,21,15
15916,6,4,72,173,44,64,8,30,16,29,16
15917,6,1,34,67,18,26,3,10,13,13,5
15918,6,4,113,283,56,105,13,43,31,48,25
15919,6,2,36,93,23,30,6,16,9,18,9
15920,6,3,65,162,38,68,8,25,15,21,18
15921,6,3,61,141,37,60,7,19,14,23,14
15922,6,3,97,213,49,82,7,48,25,28,19
15923,6,4,79,179,42,81,7,32,17,27,17
15924,6,3,92,207,56,74,8,42,31,29,10
15925,6,3,88,180,39,82,8,24,21,30,13
15926,6,2,43,108,22,42,6,17,7,15,4
15927,6,3,87,186,48,81,7,28,27,21,16
15928,6,3,40,102,22,31,4,9,15,15,6
15929,6,1,39,101,21,39,1,17,20,9,10
15930,6,4,83,173,39,72,7,27,22,21,16
15931,6,2,93,188,47,81,7,23,24,22,12
15932,6,3,58,144,32,56,5,21,13,27,16
15933,6,3,55,131,29,64,7,13,15,16,11
15934,6,1,39,118,19,47,6,19,14,18,7
15935,6,3,56,172,27,69,6,22,23,28,14
15936,6,4,100,227,58,95,7,33,26,27,18
15937,6,4,115,256,63,111,11,40,31,34,19
15938,6,3,125,268,62,105,12,46,31,45,21
15939,6,1,23,47,13,18,3,9,7,4,1
15940,6,3,61,137,36,48,6,22,16,16,7
15941,6,1,45,84,24,43,1,16,11,13,5
15942,6,2,104,224,53,86,9,31,31,38,11
15943,6,3,78,186,38,65,6,36,26,40,12
15944,6,4,145,318,61,142,11,55,46,42,28
15945,6,4,73,159,48,58,6,24,20,24,12
