id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19
411,1,12,226,498,129,204,23,67,70,49,45,50,29,13,41,49
412,1,10,189,446,75,193,21,65,42,39,20,40,33,6,22,43
413,1,9,144,392,69,134,17,65,49,39,32,23,22,8,23,29
414,1,8,108,347,52,125,17,48,50,27,18,16,23,7,22,24
415,1,7,104,340,51,128,17,32,36,22,13,22,26,5,23,32
416,1,6,57,166,26,57,9,21,18,16,15,5,15,2,14,8
417,1,8,75,256,39,97,9,44,23,23,11,13,11,7,15,16
418,1,12,275,596,161,225,27,97,84,58,43,67,33,13,17,50
419,1,6,81,218,26,91,9,22,20,14,20,9,21,0,3,31
420,1,8,100,258,50,91,10,40,24,24,15,15,16,4,7,24
421,1,6,67,212,35,71,9,24,27,14,9,11,12,4,20,19
422,1,7,90,332,34,126,11,35,21,27,15,10,13,8,24,14
423,1,9,189,506,90,190,23,67,50,44,29,26,30,8,24,55
424,1,9,207,464,89,181,16,66,58,33,34,28,23,7,32,37
425,1,10,149,466,63,167,18,59,46,27,32,22,23,12,36,27
426,1,9,178,439,84,189,20,61,51,33,35,20,21,11,21,43
427,1,11,204,503,120,161,21,72,49,38,40,48,27,12,47,40
428,1,8,119,327,61,122,10,44,47,30,13,22,11,7,26,30
429,1,9,144,387,72,153,21,58,46,40,39,21,32,4,29,25
430,1,8,188,568,75,233,24,90,44,38,38,23,40,12,43,32
431,1,11,218,482,112,179,18,62,62,57,38,37,21,11,23,57
432,1,8,125,284,59,93,11,43,35,28,21,12,28,2,23,27
433,1,11,192,474,69,171,25,79,51,57,27,27,35,5,36,37
434,1,7,100,344,34,150,11,36,39,17,17,11,13,10,24,18
435,1,11,190,619,77,267,27,93,57,45,37,21,34,15,52,34
436,1,8,176,392,89,140,18,66,48,33,34,30,25,8,23,30
437,1,8,132,335,69,114,14,43,50,23,30,25,23,5,24,25
438,1,8,130,305,59,87,14,43,35,18,15,16,24,3,25,29
439,1,10,161,441,74,175,14,40,48,26,23,25,16,10,26,50
440,1,8,110,309,51,97,14,42,49,26,20,6,18,10,23,8
441,1,8,166,399,79,124,16,45,50,20,30,40,27,8,26,44
442,1,10,167,408,104,128,18,75,45,42,25,28,25,9,11,21
443,1,8,116,285,53,95,7,47,34,21,19,12,9,7,5,20
444,1,8,174,334,80,120,15,52,31,34,27,28,18,8,10,39
445,1,8,75,237,41,68,8,42,31,21,8,11,15,6,9,6
446,1,10,204,455,112,147,19,81,60,33,20,46,26,9,18,39
447,1,11,217,514,106,174,21,83,59,33,29,34,31,11,37,33
448,1,9,179,419,84,166,21,74,51,43,39,30,23,10,23,42
449,1,2,8,23,2,12,1,2,3,1,2,1,2,1,0,5
450,1,7,93,284,45,109,11,34,34,24,21,9,17,5,14,22
451,1,8,106,369,54,126,20,39,46,30,22,20,25,5,25,18
452,1,7,75,203,35,74,6,26,19,9,19,12,10,4,7,26
453,1,9,180,413,83,142,18,51,59,23,31,26,37,4,27,48
454,1,8,148,464,67,157,21,65,64,39,32,10,28,10,34,19
455,1,4,34,90,15,26,3,12,9,9,5,1,4,2,6,7
456,1,7,124,346,44,131,14,37,40,16,16,14,15,9,30,35
457,1,10,195,489,110,178,24,77,76,44,44,47,30,8,27,47
458,1,9,104,275,53,113,12,37,28,21,18,22,16,7,18,29
459,1,8,94,290,40,111,12,41,35,26,15,11,13,7,13,22
460,1,8,169,466,83,168,17,93,60,50,24,31,28,9,24,24
461,1,8,103,346,57,108,17,42,37,33,25,27,31,1,26,27
462,1,8,125,357,58,140,13,47,39,22,37,24,18,10,30,23
463,1,8,162,430,81,160,17,64,42,38,31,33,31,8,27,31
464,1,7,99,266,30,87,11,49,28,28,14,5,17,7,10,20
465,1,8,109,302,61,123,10,44,33,24,18,23,12,6,18,34
466,1,9,126,334,54,138,15,56,34,23,23,21,21,9,12,30
467,1,8,137,320,86,119,15,46,44,25,23,41,22,6,15,35
468,1,8,76,187,43,62,7,45,23,23,10,13,12,3,5,12
469,1,9,170,373,81,162,17,59,33,22,35,24,23,11,15,47
470,1,8,142,339,67,122,16,54,46,28,27,18,22,6,12,25
471,1,8,104,259,48,119,10,22,27,12,16,18,28,0,12,36
472,1,12,217,510,105,180,22,98,61,50,55,34,31,8,27,35
473,1,7,83,278,20,112,12,30,28,25,14,1,17,7,12,19
474,1,6,32,128,15,40,4,21,16,10,3,4,11,3,5,6
475,1,9,195,461,88,175,22,73,54,34,28,21,24,12,31,39
476,1,8,115,362,48,133,17,66,43,30,17,14,22,8,18,28
477,1,6,81,180,44,64,6,25,24,8,11,14,11,4,12,17
478,1,8,157,374,64,154,17,42,46,20,29,29,20,7,31,35
479,1,10,185,459,88,190,22,73,55,38,33,29,35,6,29,29
480,1,8,131,311,53,107,13,53,31,22,22,12,19,6,13,30
481,1,10,201,467,121,175,18,77,67,44,21,59,24,11,13,52
482,1,9,145,390,76,155,18,49,40,29,21,35,32,3,19,44
483,1,9,139,403,65,126,12,58,47,38,25,15,15,10,27,27
484,1,7,95,207,49,72,9,34,24,19,22,14,14,2,12,20
485,1,10,178,485,77,179,28,68,51,45,32,17,36,6,40,33
486,1,9,190,497,83,207,18,81,68,25,27,27,21,9,57,26
487,1,8,102,309,49,98,12,35,29,23,15,11,17,5,37,23
488,1,8,116,324,54,115,14,51,34,25,17,19,25,3,36,28
489,1,9,214,522,97,214,20,85,56,46,31,38,30,10,23,47
490,1,8,204,531,76,215,23,60,58,47,23,24,38,10,32,46
491,1,8,111,367,40,112,9,65,41,25,18,9,12,5,10,15
492,1,7,108,307,42,114,7,40,38,30,25,18,9,6,19,26
493,1,8,94,276,48,106,9,46,31,28,10,21,14,7,8,22
494,1,9,163,413,84,169,18,53,46,37,29,41,34,6,34,35
495,1,8,125,305,47,113,13,41,41,19,20,17,22,4,13,31
496,1,9,115,316,57,102,13,52,40,23,13,9,18,7,26,21
497,1,9,220,647,99,275,29,84,81,51,35,30,35,19,62,45
498,1,12,240,533,105,219,19,96,77,48,38,37,27,9,28,55
499,1,9,135,406,67,155,17,50,47,26,20,24,33,8,21,31
500,1,10,163,405,83,181,20,62,37,27,23,39,37,3,28,48
501,1,8,121,352,47,124,13,53,35,21,17,14,25,5,16,16
502,1,7,53,129,24,44,5,18,16,17,4,6,6,4,3,14
503,1,8,92,235,42,86,9,35,28,12,13,14,11,7,19,12
504,1,10,194,491,111,217,17,94,54,44,34,36,31,10,40,34
505,1,10,130,405,54,140,15,60,51,35,30,15,22,9,34,25
506,1,7,81,278,32,116,9,26,34,20,18,7,11,7,22,15
507,1,10,257,620,125,209,32,89,77,54,38,36,49,7,54,52
508,1,9,146,304,86,110,13,59,37,26,25,33,17,7,14,21
509,1,11,177,404,89,179,16,72,52,36,29,23,17,11,27,30
510,1,7,104,256,64,90,13,29,33,22,22,17,22,0,18,29
511,1,8,77,259,35,88,14,34,24,16,20,11,17,7,13,22
512,1,8,84,302,29,118,9,49,28,10,20,6,15,8,23,14
513,1,8,144,390,76,146,20,59,50,32,22,29,28,5,24,32
514,1,8,86,221,36,77,12,39,29,26,18,16,16,4,9,19
515,1,8,101,304,23,130,14,29,32,27,12,2,16,7,22,20
516,1,8,180,444,95,183,19,41,57,37,31,39,34,6,38,49
517,1,8,107,386,50,140,18,62,32,28,23,12,23,9,27,17
518,1,8,137,318,62,122,15,54,46,25,30,20,20,5,14,35
519,1,12,225,507,98,177,26,92,60,52,36,41,35,10,28,48
520,1,6,88,273,28,96,10,58,30,22,20,15,11,9,9,8
521,1,7,84,239,41,78,10,22,31,24,9,11,14,3,19,24
522,1,9,184,428,105,117,24,47,49,25,38,40,33,6,33,41
523,1,10,184,481,73,207,21,80,49,43,36,26,24,14,38,30
524,1,8,116,382,55,135,15,51,45,42,13,11,32,7,23,26
525,1,9,102,344,55,130,16,42,33,20,29,21,19,8,22,22
526,1,7,82,286,45,94,12,43,29,24,8,13,16,6,15,20
527,1,8,103,243,58,86,11,44,36,16,10,14,18,4,13,20
528,1,6,63,192,32,71,8,28,21,13,7,7,12,3,14,13
529,1,7,92,229,40,77,7,18,28,18,8,19,10,7,13,33
530,1,10,181,408,82,123,20,61,46,35,35,16,24,9,39,28
531,1,10,140,402,70,150,18,55,49,33,21,21,21,6,30,20
532,1,8,151,387,65,137,19,39,48,20,14,24,24,8,26,48
533,1,8,169,442,85,177,20,57,57,34,25,35,28,7,24,46
534,1,11,339,739,192,271,30,125,63,69,44,78,38,18,49,61
535,1,8,107,356,60,125,16,52,42,27,13,21,18,7,18,19
536,1,8,157,331,74,103,19,40,55,40,26,28,24,4,14,55
537,1,8,107,331,44,151,15,52,42,14,16,18,22,8,17,29
538,1,8,85,328,41,115,11,43,30,31,10,13,16,8,32,23
539,1,9,140,376,47,134,9,39,50,34,22,18,10,8,29,42
540,1,8,128,347,57,142,15,58,44,40,14,16,19,11,9,20
541,1,8,136,417,64,138,21,70,43,40,10,22,35,3,24,26
542,1,10,209,526,97,207,21,75,57,51,31,43,38,11,34,50
543,1,8,100,300,49,108,12,35,30,28,26,17,28,2,11,29
544,1,8,156,338,84,132,16,48,41,32,21,32,19,9,20,44
545,1,2,6,16,4,3,0,1,1,1,2,2,3,0,0,3
546,1,6,59,158,25,47,6,24,20,16,15,3,7,4,11,13
547,1,8,146,372,81,132,17,34,47,22,22,22,24,6,24,40
548,1,8,141,384,74,157,9,51,52,26,20,32,12,9,14,41
549,1,8,141,333,86,111,15,34,38,25,28,39,17,8,24,31
550,1,10,231,594,121,218,24,104,52,50,42,40,39,14,27,45
551,1,8,168,379,73,135,14,62,35,28,29,32,20,8,12,52
552,1,6,78,200,28,78,7,20,21,13,18,11,14,4,5,19
553,1,8,151,412,74,140,16,44,54,29,29,12,23,7,21,47
554,1,8,140,415,69,150,18,57,57,29,24,31,20,13,21,34
555,1,11,209,526,103,188,23,81,66,46,39,23,31,13,23,30
556,1,10,185,529,95,185,24,62,62,33,36,30,33,14,39,33
557,1,10,182,548,72,222,25,56,59,47,27,34,38,12,38,60
558,1,10,208,467,115,180,18,62,58,41,31,39,26,10,41,48
559,1,12,228,504,125,193,21,90,71,46,33,36,22,15,28,47
560,1,8,121,369,54,149,14,44,44,27,27,18,16,9,32,33
561,1,8,124,332,58,111,16,58,40,33,20,10,20,8,18,14
562,1,10,190,478,89,173,18,70,57,49,42,25,20,13,33,29
563,1,7,69,183,34,67,11,31,19,8,20,15,15,2,4,13
564,1,8,199,418,89,135,19,61,33,30,44,40,24,11,15,48
565,1,9,158,466,74,197,22,65,49,40,33,19,23,14,26,37
566,1,8,106,265,56,102,15,46,35,27,18,22,20,3,12,22
567,1,8,86,255,39,92,10,32,30,26,20,19,12,6,14,18
568,1,8,147,420,73,169,18,55,46,39,23,21,29,9,29,44
569,1,8,113,318,48,111,13,49,39,30,15,14,17,8,12,20
570,1,8,153,486,66,182,18,66,53,32,26,14,25,9,33,27
571,1,9,159,365,77,143,17,52,38,27,41,30,22,7,20,47
572,1,11,254,556,138,215,25,78,79,56,40,53,28,16,45,64
573,1,10,256,585,127,213,29,86,59,55,39,38,39,9,25,59
574,1,8,76,256,42,83,9,32,27,18,11,20,25,4,12,17
575,1,10,188,414,97,163,20,60,51,32,33,36,26,11,20,35
576,1,8,126,367,67,149,12,52,41,21,16,29,18,9,16,35
577,1,6,43,148,17,54,6,16,18,13,8,5,13,2,11,13
578,1,9,95,260,41,85,11,36,24,22,8,17,16,6,8,28
579,1,8,120,351,55,127,15,54,40,35,20,11,23,8,25,25
580,1,8,147,477,56,164,19,67,57,44,25,10,29,11,45,28
581,1,8,143,379,81,122,20,73,50,34,19,22,25,6,13,18
582,1,11,174,387,90,168,18,58,41,39,33,38,35,4,14,37
583,1,9,148,491,60,142,20,59,55,33,30,13,21,16,41,17
584,1,9,171,528,63,194,12,68,65,39,29,14,16,10,40,25
585,1,11,283,628,146,215,23,75,67,60,43,59,29,11,42,70
586,1,8,114,297,35,107,14,53,34,27,18,14,24,3,16,17
587,1,9,116,402,52,138,16,59,41,24,19,18,34,9,18,33
588,1,10,189,524,98,184,21,94,57,49,43,48,28,12,28,37
589,1,5,39,101,18,34,5,13,11,7,6,6,7,2,8,4
590,1,6,37,148,21,55,7,17,15,11,6,7,14,1,10,12
591,1,8,135,377,45,144,19,43,41,37,25,14,24,7,26,30
592,1,8,102,235,55,88,9,39,18,20,20,20,22,3,14,22
593,1,10,126,368,51,129,16,62,35,46,39,21,22,6,18,23
594,1,7,89,196,38,80,8,29,30,9,19,13,17,1,8,12
595,1,8,133,270,78,131,13,31,26,17,21,33,14,6,7,59
596,1,6,63,170,28,69,5,20,18,15,5,5,6,3,16,12
597,1,8,192,462,74,181,14,66,47,31,26,24,20,9,36,34
598,1,8,95,345,39,119,12,60,43,34,12,4,17,8,14,10
599,1,8,173,417,96,155,21,67,47,27,26,34,24,9,29,26
600,1,6,51,213,17,77,3,38,31,20,14,3,4,3,12,15
601,1,8,81,213,37,83,9,26,28,16,10,11,16,4,13,15
602,1,8,108,242,63,65,8,45,27,19,16,23,11,3,17,20
603,1,11,291,696,111,265,24,106,61,53,76,42,34,15,41,42
604,1,9,142,305,79,112,17,52,42,27,17,31,20,7,14,33
605,1,6,66,194,19,55,3,24,21,18,12,5,3,3,13,12
606,1,8,159,460,64,171,19,49,48,39,24,25,22,13,32,36
607,1,9,160,438,71,194,22,57,55,38,29,26,27,9,32,32
608,1,7,147,373,56,150,14,57,55,26,25,26,19,10,11,45
609,1,7,82,260,39,96,8,40,29,24,12,19,9,6,13,19
610,1,7,87,259,36,84,12,52,35,25,10,12,17,3,10,21
611,1,9,143,402,59,155,12,47,50,21,26,20,15,9,33,41
612,1,10,181,437,80,157,22,83,46,53,24,32,32,5,15,37
613,1,8,118,345,62,119,17,44,37,30,12,23,26,6,14,29
614,1,6,106,268,37,83,13,39,25,14,23,8,20,4,26,18
615,1,9,167,419,95,136,18,50,52,29,31,37,26,10,31,44
616,1,8,124,329,44,111,9,35,42,21,16,9,10,9,20,28
617,1,9,171,431,91,169,19,57,64,35,23,29,22,10,29,39
618,1,8,148,438,77,141,22,57,38,41,28,24,33,7,35,30
619,1,11,255,563,147,193,23,106,82,41,39,57,37,13,30,54
620,1,7,69,191,28,70,7,27,24,16,13,9,17,2,8,12
621,1,8,46,190,20,69,3,18,20,17,11,7,4,3,7,17
622,1,8,109,266,50,122,11,49,30,25,19,17,21,5,21,14
623,1,6,56,187,23,76,7,24,27,20,12,4,8,5,7,15
624,1,8,94,293,45,106,12,34,27,17,19,18,23,3,22,19
625,1,11,158,452,69,156,6,82,65,39,21,16,6,4,30,13
626,1,7,99,250,38,101,9,31,32,14,18,19,12,6,6,40
627,1,8,111,259,38,124,7,39,32,8,11,14,13,5,18,18
628,1,11,131,287,66,102,14,41,27,26,25,22,18,5,12,23
629,1,11,192,431,107,178,22,60,46,39,23,42,33,5,27,44
630,1,8,142,383,63,141,19,45,40,31,42,30,24,8,30,36
631,1,6,68,181,26,65,11,14,26,10,7,10,15,0,6,21
632,1,10,151,411,79,163,17,47,56,29,33,25,22,10,16,43
633,1,8,126,391,63,149,17,63,49,28,14,20,24,7,20,31
634,1,5,34,178,17,69,3,25,22,11,9,3,4,3,13,9
635,1,10,168,451,74,148,17,57,58,47,34,18,42,5,23,31
636,1,9,134,320,87,90,15,42,48,28,25,46,18,8,13,38
637,1,8,159,348,69,113,17,50,39,20,23,22,29,3,24,41
638,1,8,110,297,52,124,13,47,41,25,21,20,19,4,14,23
639,1,6,61,208,29,70,7,35,24,16,14,5,8,5,12,12
640,1,7,93,311,44,94,12,47,41,25,15,14,14,7,15,17
641,1,7,92,237,42,100,11,36,26,15,10,7,19,3,14,19
642,1,8,169,451,79,168,15,68,41,43,19,13,31,9,26,35
643,1,10,199,532,113,230,23,99,68,52,33,23,33,12,37,45
644,1,8,148,322,86,105,14,52,56,30,21,49,23,5,23,34
645,1,8,125,371,50,144,15,60,39,25,20,10,26,9,13,14
646,1,9,114,306,57,111,12,44,41,25,17,18,16,7,10,27
647,1,11,131,295,68,118,13,36,28,14,22,34,19,6,19,33
648,1,6,95,181,24,58,5,34,25,9,10,6,23,0,3,14
649,1,8,105,276,34,106,15,27,33,18,17,16,18,4,15,30
650,1,10,191,453,99,169,19,86,70,49,28,37,28,8,22,23
651,1,8,99,319,42,104,15,41,32,34,15,7,22,6,19,24
652,1,9,97,225,36,88,11,25,20,16,22,9,16,5,11,24
653,1,8,110,302,54,96,15,44,44,33,16,22,21,5,18,20
654,1,10,185,450,102,166,24,69,58,32,26,45,31,6,35,47
655,1,7,80,214,44,87,4,32,31,18,13,10,10,4,13,16
656,1,9,142,429,52,162,15,61,35,33,32,14,18,10,20,25
657,1,9,142,394,53,150,17,51,48,38,10,17,29,9,17,27
658,1,8,113,343,59,112,13,40,33,21,22,29,17,7,26,35
659,1,10,171,404,78,166,16,56,46,27,18,33,24,7,21,51
660,1,11,190,455,94,193,23,65,59,43,41,42,26,8,23,47
661,1,8,98,264,48,111,10,42,36,23,14,12,16,7,13,24
662,1,6,58,197,31,58,9,24,21,19,15,8,10,3,16,12
663,1,8,122,385,63,133,17,59,39,26,18,11,20,12,19,16
664,1,9,153,442,70,150,20,63,48,37,33,14,27,7,34,24
665,1,7,61,244,21,72,11,37,29,21,14,6,15,5,4,12
666,1,8,169,420,78,167,19,62,45,29,21,29,20,10,23,42
667,1,9,122,367,53,132,13,54,35,26,14,13,19,7,17,21
668,1,10,169,397,92,178,15,69,38,31,24,44,36,4,29,37
669,1,8,165,451,58,145,22,54,48,38,32,13,26,12,36,17
670,1,8,137,383,62,129,16,60,46,34,26,12,19,11,27,19
671,1,8,91,256,58,95,8,31,28,14,16,29,16,6,16,29
672,1,9,166,425,74,165,19,57,46,36,27,28,22,12,28,39
673,1,6,53,121,25,53,4,20,19,10,2,8,7,2,8,14
674,1,8,92,222,49,88,10,30,28,14,18,18,17,4,13,14
675,1,8,124,425,46,166,12,59,60,32,21,12,20,7,25,29
676,1,8,73,241,37,91,10,29,38,17,14,16,12,7,5,22
677,1,8,85,278,46,94,11,46,37,37,21,14,13,5,16,17
678,1,8,196,561,73,215,22,73,68,65,27,15,25,16,24,37
679,1,8,109,333,54,146,16,42,39,24,17,12,23,6,22,20
680,1,9,166,486,73,180,15,64,47,27,18,24,17,12,25,40
681,1,8,126,357,45,140,18,34,38,17,13,17,22,8,7,31
682,1,11,194,517,85,171,21,74,58,55,34,21,34,10,20,42
683,1,10,169,516,75,193,22,84,49,45,28,15,35,9,31,20
684,1,8,144,317,76,102,13,46,39,29,23,36,25,4,17,33
685,1,8,148,321,97,113,17,67,35,41,19,37,22,6,12,27
686,1,9,147,403,63,154,20,58,48,45,29,21,27,6,19,26
687,1,8,102,328,34,137,15,28,26,18,8,7,22,4,23,21
688,1,9,110,286,62,89,13,45,36,26,13,14,14,8,15,25
689,1,8,141,397,61,172,16,59,50,33,30,14,18,9,32,18
690,1,9,131,365,54,141,15,52,38,31,24,18,28,7,19,33
691,1,6,66,175,23,84,5,21,25,13,9,5,7,4,5,17
692,1,6,44,171,29,49,2,29,20,20,3,6,4,2,11,4
693,1,8,107,324,60,135,10,36,49,19,13,23,12,7,15,35
694,1,8,134,327,78,105,15,47,37,18,24,29,22,5,31,27
695,1,9,160,375,66,160,19,53,45,37,23,15,23,9,12,36
696,1,8,83,258,46,100,12,42,35,25,11,13,15,5,12,13
697,1,8,138,342,61,126,19,60,46,29,29,20,28,4,20,26
698,1,6,60,237,26,85,6,28,24,23,13,11,10,5,17,22
699,1,12,278,774,158,288,30,108,98,74,48,72,31,20,58,52
700,1,8,86,275,27,92,11,44,30,22,10,10,17,5,8,17
701,1,8,130,344,59,134,12,39,44,23,26,24,33,1,17,26
702,1,6,55,162,32,59,6,21,18,12,10,15,8,4,13,9
703,1,8,159,385,60,142,11,63,41,37,28,22,12,11,11,37
704,1,7,70,233,25,81,9,32,18,19,8,5,13,6,9,13
705,1,8,144,445,79,169,19,59,65,34,27,16,22,8,39,27
706,1,10,180,423,90,139,21,55,59,34,24,42,36,4,16,48
707,1,8,107,337,28,122,10,52,34,28,21,10,16,9,19,16
708,1,9,128,360,58,119,19,43,28,29,24,20,21,9,24,26
709,1,10,232,539,111,162,20,78,69,53,43,42,35,10,16,37
710,1,11,135,404,71,145,13,65,39,27,22,26,16,11,28,18
711,1,10,161,443,65,195,10,68,53,31,25,14,10,10,40,22
712,1,9,170,388,60,158,18,63,57,38,30,15,22,7,7,33
713,1,10,126,336,49,135,15,48,39,26,27,12,22,8,14,26
714,1,9,182,404,76,149,19,70,49,27,47,21,23,6,26,42
715,1,8,42,161,22,46,6,27,18,12,3,6,14,2,4,7
716,1,9,111,331,46,131,12,41,43,25,5,8,17,9,25,23
717,1,8,104,258,49,101,9,31,27,21,16,31,30,1,16,42
718,1,10,196,471,101,155,13,73,59,39,25,32,16,10,30,36
719,1,7,103,261,53,85,11,33,33,19,20,19,18,6,11,19
720,1,10,210,561,112,230,22,71,70,33,35,25,28,16,57,32
721,1,9,156,389,83,139,17,52,44,25,33,30,21,9,26,43
722,1,10,241,576,135,243,26,78,64,43,34,61,38,10,46,46
723,1,10,215,544,106,200,27,92,76,34,27,38,32,13,38,60
724,1,8,108,240,50,82,12,35,28,21,5,15,18,3,6,33
725,1,6,77,174,23,55,6,21,15,13,14,12,9,5,6,21
726,1,10,113,351,55,142,16,40,54,19,22,22,24,7,22,38
727,1,6,55,155,28,62,5,17,14,13,9,14,9,3,10,19
728,1,8,120,341,53,133,16,57,44,25,12,19,20,9,10,22
729,1,7,72,202,39,87,8,29,27,10,15,16,17,1,9,16
730,1,10,201,536,105,195,24,95,61,61,52,28,28,14,25,35
731,1,8,158,503,80,188,20,76,57,46,30,35,25,12,23,35
732,1,9,96,313,46,99,15,41,30,31,13,13,18,8,21,36
733,1,8,49,119,28,38,4,19,17,12,7,6,9,2,14,5
734,1,10,185,465,89,172,21,63,53,39,40,32,34,8,37,44
735,1,9,182,456,94,173,20,53,45,36,28,40,24,9,34,33
736,1,10,136,400,60,151,17,46,52,29,23,20,23,7,16,23
737,1,8,143,400,61,145,16,58,44,46,32,25,23,7,27,28
738,1,6,102,244,46,109,9,36,42,15,18,14,14,5,9,27
739,1,9,120,335,64,123,18,41,38,31,38,23,29,2,13,25
740,1,8,177,473,80,178,16,70,69,53,42,22,20,13,26,22
741,1,8,140,307,78,123,15,56,33,18,20,32,16,6,18,21
742,1,10,196,566,59,190,23,83,55,60,42,11,42,10,25,31
743,1,10,166,449,89,174,19,70,54,32,22,29,27,10,31,37
744,1,9,136,320,62,112,17,44,43,32,17,23,20,4,14,27
745,1,9,156,463,78,192,13,63,61,30,26,28,15,12,38,34
746,1,8,118,336,48,125,20,42,45,33,25,12,24,4,24,20
747,1,8,92,215,41,93,9,35,27,16,12,15,13,5,11,23
748,1,8,146,412,77,156,16,58,42,30,18,33,24,8,14,28
749,1,10,157,456,79,185,22,68,50,46,15,29,33,4,27,32
750,1,8,130,351,48,128,11,61,36,27,16,7,14,9,32,16
751,1,8,112,343,49,112,15,52,34,23,20,12,19,9,23,15
752,1,7,70,209,33,79,10,31,23,17,11,6,11,8,13,15
753,1,8,105,276,54,121,8,40,34,15,21,11,10,7,22,26
754,1,9,155,366,79,159,17,67,50,29,17,28,22,7,22,23
755,1,9,205,518,110,185,23,89,54,53,29,30,26,12,29,36
756,1,8,122,314,49,123,11,41,48,15,24,23,13,10,13,27
757,1,9,171,383,85,129,17,66,45,36,32,23,26,6,24,20
758,1,8,135,355,50,113,18,56,52,35,27,10,23,6,17,23
759,1,10,166,369,102,136,17,51,51,36,15,38,26,6,14,47
760,1,9,126,362,48,125,18,58,45,41,21,6,20,8,30,19
761,1,8,119,272,58,84,12,51,21,28,19,14,12,7,8,13
762,1,10,157,452,99,163,21,69,45,45,34,40,37,5,29,27
763,1,8,101,224,51,103,9,34,33,16,15,20,25,1,11,23
764,1,9,201,573,94,177,24,71,73,44,37,23,28,14,22,35
765,1,7,95,246,31,96,10,34,26,17,19,8,21,3,8,21
766,1,8,89,251,36,85,8,36,32,23,12,11,9,7,16,16
767,1,8,115,352,46,92,15,59,45,29,24,10,26,6,11,24
768,1,8,154,439,68,176,17,77,56,27,23,11,18,13,25,11
769,1,10,229,536,123,222,25,94,71,49,29,46,31,11,37,53
770,1,8,107,325,52,119,17,44,43,26,10,12,24,4,17,14
771,1,9,136,448,67,152,15,80,43,47,20,18,20,8,16,32
772,1,10,209,503,90,194,24,76,65,42,32,37,32,9,28,52
773,1,8,159,425,63,165,21,70,33,44,31,27,30,7,24,35
774,1,8,163,388,85,147,17,62,40,37,29,24,18,9,24,42
775,1,7,89,216,31,91,5,38,20,15,20,7,25,1,7,20
776,1,7,80,188,43,84,6,26,23,11,13,12,7,4,13,17
777,1,10,202,520,110,202,22,77,54,37,26,41,37,10,35,39
778,1,9,157,430,82,165,14,50,56,26,22,30,15,8,31,35
779,1,8,130,312,54,125,13,37,43,18,21,28,17,5,28,32
780,1,9,165,477,80,174,19,60,58,27,21,33,20,12,36,41
781,1,10,182,513,86,173,22,65,56,42,34,28,29,14,54,25
782,1,11,192,481,100,187,23,78,61,43,33,39,30,9,31,33
783,1,7,102,283,43,101,10,40,31,30,9,9,14,7,15,14
784,1,10,224,552,133,180,26,106,69,75,28,52,29,13,28,50
785,1,8,199,455,81,171,19,73,53,38,37,27,23,13,7,47
786,1,8,108,286,67,115,10,38,27,29,20,27,23,5,12,23
787,1,8,161,360,69,138,21,64,35,17,39,25,21,6,23,19
788,1,8,117,364,41,125,15,49,49,22,14,24,16,8,21,36
789,1,7,87,224,31,61,6,25,25,14,25,11,8,6,18,22
790,1,9,150,417,68,167,18,72,48,38,23,18,21,8,26,24
791,1,8,115,294,57,102,14,37,21,12,25,14,20,3,29,32
792,1,8,126,332,58,130,18,60,36,31,23,21,26,5,14,35
793,1,11,205,498,108,208,27,72,51,44,39,32,31,8,40,39
794,1,8,118,404,56,126,17,60,41,47,21,22,27,8,24,23
795,1,8,124,386,59,134,15,66,39,33,23,25,22,8,29,28
796,1,8,126,309,75,115,11,42,43,26,22,28,22,5,16,25
797,1,10,154,505,76,206,20,77,52,49,16,20,34,9,41,29
798,1,9,195,669,85,217,29,99,76,47,21,14,42,19,51,33
799,1,8,130,284,47,113,12,51,42,23,15,11,15,4,4,20
800,1,10,145,415,74,172,18,47,53,33,43,30,20,10,36,33
801,1,9,189,488,60,184,20,70,58,36,29,19,46,3,25,39
802,1,8,108,325,60,105,15,61,38,30,27,19,22,8,12,16
803,1,6,99,265,38,94,9,35,32,18,12,8,17,5,18,15
804,1,8,61,196,34,67,8,18,20,17,10,10,14,4,13,14
805,1,9,160,419,72,150,22,67,53,24,29,5,28,9,29,31
806,1,6,84,203,38,74,8,21,18,13,14,16,21,1,24,31
807,1,11,167,440,64,174,18,52,31,36,35,21,30,10,25,33
808,1,7,92,208,37,75,11,28,22,22,17,9,14,3,11,22
809,1,9,151,353,73,119,13,53,43,22,21,30,37,1,23,45
810,1,8,115,304,65,117,13,31,35,24,23,30,25,4,15,37
811,1,8,136,330,63,108,13,42,31,37,27,27,19,7,28,45
812,1,8,104,243,53,91,10,41,25,26,13,16,14,5,12,20
813,1,8,114,306,40,115,11,38,44,21,15,10,12,8,16,29
814,1,8,140,373,59,122,17,51,44,36,19,16,24,9,29,30
815,1,10,152,382,78,137,15,64,27,31,34,23,26,8,33,19
816,1,9,175,365,90,125,16,62,50,24,31,36,20,8,21,31
817,1,12,238,620,104,237,29,91,83,58,28,37,44,13,37,62
818,1,8,99,242,52,98,8,32,29,11,17,22,18,3,19,29
819,1,8,97,294,39,102,11,48,31,29,16,9,17,8,9,19
