id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4
9527,4,2,53,139,25,54,6,33,12
9528,4,0,10,23,4,9,1,4,2
9529,4,1,28,89,6,22,5,15,4
9530,4,2,51,153,20,57,5,29,14
9531,4,1,19,44,9,18,3,11,4
9532,4,1,12,37,5,15,1,5,3
9533,4,1,11,48,3,14,1,6,3
9534,4,3,42,111,17,52,4,28,11
9535,4,1,25,74,5,31,1,5,8
9536,4,0,53,141,17,59,3,29,22
9537,4,0,6,39,1,21,1,5,6
9538,4,2,43,113,18,46,2,13,11
9539,4,2,26,99,12,41,4,17,9
9540,4,0,21,46,4,18,2,8,9
9541,4,3,36,88,22,30,4,16,12
9542,4,1,6,22,0,10,1,2,4
9543,4,1,20,62,9,25,3,10,4
9544,4,0,5,21,3,8,1,5,2
9545,4,0,11,63,3,26,3,5,7
9546,4,1,14,39,4,16,2,9,5
9547,4,2,31,102,12,39,4,19,12
9548,4,1,26,77,11,24,4,7,7
9549,4,1,21,73,10,25,4,15,9
9550,4,3,49,152,22,43,6,32,20
9551,4,3,51,130,28,48,8,25,9
9552,4,2,43,108,28,41,5,23,11
9553,4,2,46,117,16,53,6,21,12
9554,4,1,24,69,8,33,2,11,5
9555,4,2,19,77,7,31,2,14,13
9556,4,2,60,143,22,58,7,31,16
9557,4,1,24,80,8,42,5,12,7
9558,4,3,83,220,41,88,6,36,18
9559,4,2,41,116,16,41,6,19,11
9560,4,1,32,94,9,38,3,12,7
9561,4,2,40,100,16,32,5,17,8
9562,4,3,49,136,23,51,6,26,17
9563,4,1,22,67,4,35,3,10,3
9564,4,0,32,83,14,33,3,21,9
9565,4,0,12,45,6,11,2,6,7
9566,4,1,27,64,7,24,1,15,8
9567,4,3,74,170,23,76,8,31,20
9568,4,0,8,29,4,10,1,4,3
9569,4,3,40,143,19,62,5,17,15
9570,4,2,32,116,7,52,4,20,17
9571,4,3,60,173,33,65,6,27,20
9572,4,1,27,70,13,32,4,16,7
9573,4,2,31,95,11,33,5,16,15
9574,4,2,60,164,29,65,6,34,21
9575,4,1,26,67,10,22,3,9,9
9576,4,2,38,94,21,31,4,17,11
9577,4,0,11,26,4,10,1,4,1
9578,4,2,50,132,25,49,6,27,16
9579,4,0,25,58,11,24,1,11,7
9580,4,1,20,56,8,23,3,13,6
9581,4,0,10,20,4,8,1,4,4
9582,4,0,13,34,6,15,1,8,4
9583,4,0,17,37,8,17,2,6,3
9584,4,2,19,56,10,24,3,10,3
9585,4,1,13,36,4,10,2,7,5
9586,4,1,13,22,4,12,1,3,2
9587,4,2,39,91,14,39,4,20,11
9588,4,2,42,110,18,51,6,16,11
9589,4,2,51,136,23,58,6,25,10
9590,4,2,37,90,21,32,5,21,13
9591,4,0,33,68,19,28,2,16,9
9592,4,0,27,73,6,29,2,17,8
9593,4,1,25,63,11,23,3,16,8
9594,4,3,89,228,43,85,11,54,28
9595,4,2,63,145,33,53,7,30,14
9596,4,1,43,103,15,49,6,21,9
9597,4,2,34,103,4,43,6,18,6
9598,4,2,32,102,8,42,4,17,13
9599,4,1,25,50,9,18,2,7,6
9600,4,2,44,106,25,31,5,25,15
9601,4,0,21,57,10,18,2,8,6
9602,4,1,20,50,5,19,3,12,7
9603,4,2,43,151,17,57,5,27,18
9604,4,1,28,85,12,34,3,13,8
9605,4,1,17,50,3,20,3,8,5
9606,4,2,59,143,27,71,7,29,18
9607,4,3,72,201,28,73,8,20,31
9608,4,3,64,155,26,56,4,21,15
9609,4,0,45,136,16,59,5,22,10
9610,4,2,44,124,23,42,5,22,11
9611,4,1,20,51,10,21,2,9,6
9612,4,0,11,29,5,10,2,5,3
9613,4,2,67,178,37,67,8,32,22
9614,4,1,6,18,4,11,1,2,2
9615,4,2,40,116,24,37,4,24,8
9616,4,1,31,87,11,40,4,15,7
9617,4,2,35,129,9,55,4,16,18
9618,4,3,87,237,34,89,8,41,33
9619,4,2,46,122,31,43,7,19,15
9620,4,1,13,39,6,14,2,5,5
9621,4,0,43,88,18,35,5,23,13
9622,4,2,45,111,23,34,5,18,13
9623,4,1,12,47,7,15,2,7,5
9624,4,3,69,173,37,61,9,36,20
9625,4,3,52,150,28,46,6,25,17
9626,4,0,10,35,2,14,2,6,4
9627,4,2,69,214,20,80,7,26,26
9628,4,2,48,124,20,55,5,23,13
9629,4,0,39,105,15,38,5,20,15
9630,4,2,52,123,18,43,7,22,14
9631,4,2,37,115,16,47,5,19,6
9632,4,0,28,65,9,26,2,15,8
9633,4,1,20,52,12,13,3,11,8
9634,4,1,16,42,7,20,1,4,5
9635,4,1,15,47,8,16,2,8,7
9636,4,2,35,92,15,26,5,9,11
9637,4,0,8,19,1,6,1,4,2
9638,4,2,26,84,11,32,5,10,11
9639,4,1,17,62,3,34,3,9,9
9640,4,2,21,74,6,32,3,11,8
9641,4,2,26,60,14,17,3,14,4
9642,4,2,35,94,13,40,5,17,9
9643,4,2,38,132,11,47,7,21,15
9644,4,0,51,113,16,34,6,23,14
9645,4,2,37,89,15,38,5,15,11
9646,4,0,13,39,6,17,2,10,6
9647,4,1,55,122,19,58,8,15,13
9648,4,3,60,158,30,59,8,28,17
9649,4,1,43,100,19,39,4,22,6
9650,4,2,40,105,17,46,3,15,12
9651,4,1,36,88,13,31,5,16,13
9652,4,0,53,172,25,75,6,22,16
9653,4,0,6,17,0,4,1,2,1
9654,4,1,23,72,8,31,4,10,10
9655,4,0,16,40,6,16,1,9,3
9656,4,1,20,87,6,30,1,15,11
9657,4,1,14,53,4,20,1,7,3
9658,4,2,41,109,20,44,5,18,10
9659,4,3,35,117,15,45,5,21,18
9660,4,2,62,185,24,77,8,35,14
9661,4,1,21,82,8,23,3,11,4
9662,4,1,13,53,3,23,1,10,6
9663,4,2,34,92,15,42,2,16,6
9664,4,0,6,20,3,6,1,4,2
9665,4,1,13,35,5,13,2,7,4
9666,4,1,28,81,12,27,3,17,12
9667,4,2,47,140,18,56,5,29,15
9668,4,1,12,31,4,17,1,4,1
9669,4,3,95,269,42,103,13,57,32
9670,4,3,64,191,21,80,7,27,23
9671,4,2,70,165,30,64,6,27,16
9672,4,1,25,79,10,32,3,16,15
9674,4,3,81,228,37,72,11,33,26
9675,4,1,28,73,10,29,3,14,6
9676,4,1,20,61,7,25,2,6,10
9677,4,1,18,57,6,24,2,11,5
9678,4,0,17,40,7,16,2,10,7
9679,4,0,18,38,8,14,2,5,5
9680,4,1,20,46,10,16,2,12,6
9681,4,1,13,41,6,14,2,7,6
9682,4,2,32,108,15,40,4,20,17
9683,4,2,48,128,20,43,5,22,9
9684,4,1,25,75,7,33,4,16,5
9685,4,1,23,64,7,23,2,13,4
9686,4,1,16,65,6,24,3,11,8
9687,4,1,30,77,16,30,5,13,12
9688,4,1,19,48,10,22,2,8,6
9689,4,2,30,86,11,34,2,17,9
9690,4,0,19,57,8,18,3,9,8
9691,4,0,11,37,3,11,1,9,2
9692,4,1,9,28,4,11,1,5,3
9693,4,1,8,23,3,9,1,1,2
9694,4,1,23,71,9,31,1,10,5
9695,4,0,21,60,10,29,3,11,10
9696,4,0,7,23,3,4,1,0,2
9697,4,1,8,16,5,4,1,5,3
9698,4,2,36,123,14,39,7,25,12
9699,4,2,52,130,24,44,7,21,9
9700,4,2,68,167,38,57,7,35,19
9701,4,1,20,57,4,19,4,8,8
9702,4,2,32,76,10,36,3,13,12
9703,4,0,6,24,0,9,1,1,2
9704,4,1,69,176,25,64,8,30,18
9705,4,2,74,172,31,68,9,24,18
9706,4,0,5,16,1,9,1,0,2
9707,4,2,53,138,26,56,5,30,21
9708,4,2,67,193,30,65,6,38,23
9709,4,3,61,182,24,77,8,39,16
9710,4,2,40,115,10,39,5,25,13
9711,4,2,35,124,15,39,6,20,10
9712,4,1,20,60,8,28,2,12,3
9713,4,1,26,90,13,33,4,16,3
9714,4,2,38,110,14,37,4,26,9
9715,4,3,60,128,25,47,5,31,14
9716,4,0,23,51,10,24,2,10,6
9717,4,2,66,161,39,47,6,34,18
9718,4,1,40,106,18,49,4,21,11
9719,4,1,39,104,15,43,3,16,7
9720,4,1,30,60,9,21,3,17,6
9721,4,1,11,46,8,12,3,4,7
9722,4,2,27,87,11,33,4,13,8
9723,4,3,40,94,21,40,4,15,11
9724,4,3,58,168,20,51,8,31,20
9725,4,1,33,103,10,36,4,18,15
9726,4,2,45,138,19,60,5,22,9
9727,4,3,82,238,37,97,11,47,27
9728,4,0,29,77,8,39,5,10,7
9729,4,1,34,92,15,38,3,23,8
9730,4,2,42,117,19,36,6,20,15
9731,4,2,27,75,8,28,2,15,13
9732,4,1,14,53,5,15,3,7,4
9733,4,2,35,111,14,42,3,22,10
9734,4,2,37,116,10,44,4,21,16
9735,4,1,11,37,2,14,1,6,5
9736,4,0,36,84,13,36,2,15,7
9737,4,1,17,71,1,34,3,14,8
9738,4,2,77,200,34,86,11,38,27
9739,4,2,68,152,27,58,4,31,24
9740,4,2,29,75,10,30,4,17,5
9741,4,3,57,164,21,71,7,31,19
9742,4,1,23,60,7,28,3,11,11
9743,4,3,51,134,18,49,6,19,18
9744,4,3,63,157,39,60,6,30,21
9745,4,1,30,81,12,36,3,14,6
9746,4,1,32,120,7,45,5,16,8
9747,4,0,10,35,6,11,2,6,5
9748,4,2,29,73,7,30,3,11,3
9749,4,1,17,50,5,25,2,14,6
9750,4,3,28,96,11,35,4,13,11
9751,4,1,44,107,11,45,4,19,11
9752,4,1,30,60,6,24,4,9,6
9753,4,2,33,100,21,32,4,15,7
9754,4,2,42,128,18,51,6,24,20
9755,4,1,98,240,47,92,12,37,28
9756,4,1,1,10,0,5,0,2,1
9757,4,1,20,63,6,19,1,12,6
9758,4,1,49,143,15,59,7,29,16
9759,4,2,19,55,8,20,2,12,7
9760,4,2,92,213,45,93,8,43,15
9761,4,2,36,100,11,34,4,16,11
9762,4,2,56,149,21,61,5,28,13
9763,4,0,22,68,9,30,4,13,9
9764,4,2,20,79,9,30,5,16,11
9765,4,1,14,59,8,21,2,8,3
9766,4,2,25,74,13,28,3,16,10
9767,4,2,56,158,22,57,9,42,19
9768,4,1,23,72,10,24,3,15,11
9769,4,0,5,15,2,5,1,2,1
9770,4,1,20,61,5,29,2,14,11
9771,4,2,36,105,20,38,7,18,12
9772,4,1,18,53,10,18,1,7,9
9773,4,1,23,62,8,25,4,10,6
9774,4,0,50,164,15,61,6,21,10
9775,4,1,9,23,3,6,1,2,3
9776,4,1,15,42,8,17,2,9,4
9777,4,2,26,85,12,38,5,14,7
9778,4,1,12,34,4,15,2,7,3
9779,4,1,16,47,3,20,3,10,6
9780,4,2,49,128,24,47,4,24,13
9781,4,2,30,91,10,34,4,14,6
9782,4,1,36,105,16,42,3,21,8
9783,4,3,45,144,22,50,6,26,16
9784,4,2,53,154,21,56,10,19,24
9785,4,1,20,55,9,20,3,12,6
9786,4,1,26,65,12,18,4,11,6
9787,4,2,28,85,14,30,3,16,6
9788,4,2,38,96,22,36,5,19,13
9789,4,2,47,133,18,45,5,18,20
9790,4,1,20,73,7,31,5,10,7
9791,4,3,54,162,27,52,7,32,19
9792,4,2,29,99,9,36,4,15,12
9793,4,1,16,48,8,19,2,10,6
9794,4,2,46,128,17,40,6,20,15
9795,4,2,27,85,17,37,4,16,6
9796,4,2,29,89,14,31,5,14,7
9797,4,1,27,76,10,31,2,14,7
9798,4,2,43,93,24,29,5,22,13
9799,4,2,35,109,14,41,5,13,5
9800,4,0,29,73,11,32,3,10,11
9801,4,2,39,112,23,40,6,13,12
9802,4,1,9,28,1,12,1,4,1
9803,4,1,34,90,14,40,5,18,13
9804,4,1,20,55,6,23,2,11,4
9805,4,2,35,83,13,39,4,22,7
9806,4,1,20,59,6,25,3,10,10
9807,4,0,10,25,5,10,1,6,4
9808,4,1,11,36,4,11,2,9,8
9809,4,1,36,105,12,42,4,11,8
9810,4,1,40,115,14,46,2,15,14
9811,4,3,54,163,25,70,6,30,12
9812,4,2,44,120,20,48,4,15,21
9813,4,2,42,132,11,64,5,24,12
9814,4,1,20,53,7,19,3,14,7
9815,4,1,22,45,12,10,2,9,2
9816,4,2,50,118,26,36,6,20,14
9817,4,1,30,72,18,29,3,14,7
9818,4,2,69,178,41,67,4,33,25
9819,4,2,23,100,8,31,5,10,10
9820,4,3,39,112,20,41,5,21,7
9821,4,3,76,202,33,79,8,35,20
9822,4,3,57,139,25,55,7,28,22
9823,4,1,23,73,13,26,4,13,8
9824,4,2,37,97,19,35,4,20,10
9825,4,0,11,19,6,8,1,4,2
9826,4,1,63,139,34,45,6,31,14
9827,4,1,55,129,20,55,7,28,17
9828,4,2,55,148,18,58,5,22,22
9829,4,3,115,253,60,77,10,45,28
9830,4,3,62,149,31,48,6,28,12
9831,4,2,33,94,17,31,2,21,10
9832,4,2,46,133,24,52,5,25,15
9833,4,3,66,184,27,75,8,32,19
9834,4,0,20,50,3,22,3,11,8
9835,4,1,29,71,12,33,4,16,5
9836,4,2,34,79,16,35,3,19,12
9837,4,0,6,10,4,4,0,1,2
9838,4,2,48,121,26,40,5,20,19
9839,4,1,28,59,10,21,4,10,8
9840,4,0,15,56,7,19,3,8,8
9841,4,3,46,143,19,53,4,29,19
9842,4,1,18,47,7,13,1,9,6
9843,4,2,40,117,19,37,5,24,18
9844,4,2,24,75,7,36,2,15,7
9845,4,1,20,63,8,21,4,10,5
9846,4,2,38,95,23,45,5,2,5
9847,4,3,66,162,30,72,8,33,23
9848,4,1,30,79,13,33,2,17,8
9849,4,1,28,86,15,30,3,14,8
9850,4,1,31,82,13,35,3,11,6
9851,4,1,16,59,6,19,1,8,4
9852,4,2,49,136,22,47,9,26,13
9853,4,1,27,61,9,30,3,13,5
9854,4,1,12,34,5,14,1,6,4
9855,4,2,25,107,11,38,5,15,7
9856,4,3,45,133,23,50,6,20,10
9857,4,0,14,43,5,16,2,5,6
9858,4,1,7,25,4,8,1,7,3
9859,4,2,50,120,25,49,5,18,11
9860,4,2,46,174,21,61,11,31,24
9861,4,3,38,113,19,37,5,25,10
9862,4,0,5,23,2,9,1,7,4
9863,4,1,11,51,5,22,3,8,5
9864,4,1,27,84,8,30,3,11,11
9865,4,2,48,135,20,54,5,17,14
9866,4,1,10,25,6,13,1,4,5
9867,4,0,19,52,4,23,2,10,7
9868,4,2,23,95,11,42,3,17,10
9869,4,1,19,56,4,20,2,7,6
9870,4,3,3,5,1,2,0,1,0
9871,4,0,13,34,4,12,1,9,5
9872,4,2,50,141,21,58,7,20,17
9873,4,3,51,144,20,61,4,23,15
9874,4,2,25,74,11,39,3,10,9
9875,4,2,79,186,43,56,8,42,26
9876,4,1,10,27,3,12,1,9,5
9877,4,1,14,39,6,18,2,7,6
9878,4,2,38,108,19,29,4,14,15
9879,4,1,11,29,4,8,1,5,6
9880,4,2,40,103,25,28,3,16,9
9881,4,1,44,113,17,52,4,20,11
9882,4,1,30,97,13,33,4,17,10
9883,4,1,24,70,12,34,2,12,12
9884,4,2,50,122,21,49,3,22,14
9885,4,0,25,47,6,16,2,11,9
9886,4,1,19,54,6,21,2,15,3
9887,4,0,26,66,7,30,3,15,6
9888,4,1,23,64,8,26,4,11,5
9889,4,1,21,73,12,27,5,9,10
9890,4,1,11,45,4,16,1,12,5
9891,4,1,39,107,15,34,4,22,9
9892,4,1,25,69,13,31,2,13,8
9893,4,2,41,112,18,45,3,25,16
9894,4,2,24,75,9,33,3,14,6
9895,4,1,13,44,2,16,2,6,4
9896,4,1,26,62,11,25,3,10,4
9897,4,1,18,42,9,16,2,9,3
9898,4,2,32,77,16,22,4,15,11
9899,4,2,28,84,14,28,4,15,8
9900,4,1,47,106,15,38,4,21,17
9901,4,2,36,125,19,48,5,30,17
9902,4,1,4,33,2,10,1,6,5
9903,4,2,54,154,23,54,3,29,23
9904,4,2,59,179,23,81,7,38,19
9905,4,1,7,34,3,13,2,4,5
9906,4,2,37,108,17,48,5,15,8
9907,4,2,35,103,13,46,4,18,11
9908,4,1,36,98,14,45,3,16,10
9909,4,2,45,141,16,63,4,14,15
9910,4,1,40,118,19,47,6,19,14
9911,4,3,61,174,24,65,6,30,18
9912,4,2,40,115,15,51,4,26,12
9913,4,0,12,24,4,9,1,5,3
9914,4,3,63,163,39,69,7,25,23
9915,4,0,20,53,8,16,3,9,7
9916,4,0,8,20,5,6,1,3,2
9917,4,3,62,170,30,69,10,32,17
9918,4,1,16,47,7,17,2,8,7
9919,4,3,41,106,23,40,6,21,11
9920,4,2,34,89,11,35,4,20,9
9921,4,1,22,56,4,23,2,12,7
9922,4,0,22,51,5,18,1,9,3
9923,4,1,17,39,7,18,2,9,4
9924,4,1,21,60,3,27,3,13,7
9925,4,2,56,182,16,72,4,26,31
9926,4,1,31,102,14,38,6,22,7
9927,4,3,45,144,18,35,5,30,14
9928,4,3,64,162,27,72,8,40,16
9929,4,1,25,83,6,19,4,8,9
9930,4,1,12,62,4,20,1,5,6
9931,4,1,8,24,5,5,1,7,4
9932,4,2,58,128,20,54,6,21,9
9933,4,1,36,95,15,34,5,17,10
9934,4,2,39,117,16,35,5,21,11
9935,4,2,55,142,23,56,6,28,12
9936,4,0,22,59,7,19,3,9,3
9937,4,3,60,167,31,69,8,27,20
9938,4,2,39,108,16,45,6,15,14
9939,4,2,37,112,19,34,4,22,16
9940,4,2,31,73,15,23,4,16,5
9941,4,1,14,56,1,20,2,9,3
9942,4,3,71,172,31,69,5,34,24
9943,4,0,23,93,6,34,2,15,14
9944,4,0,17,35,3,12,2,7,5
9945,4,1,29,71,20,28,3,16,5
9946,4,1,28,75,17,24,4,13,9
9947,4,1,29,69,12,28,3,14,9
9948,4,1,31,84,13,35,5,16,6
9949,4,2,26,77,12,26,3,8,8
9950,4,1,25,75,11,34,3,13,7
9951,4,1,40,98,8,36,2,18,12
9952,4,2,64,181,28,62,9,30,22
9953,4,2,51,133,25,51,7,31,11
9954,4,2,38,102,12,34,6,17,12
9955,4,0,28,63,8,22,3,12,4
9956,4,1,26,83,12,26,3,14,10
9957,4,2,62,139,34,45,7,24,15
9958,4,3,26,95,18,34,5,18,11
9959,4,1,12,47,6,19,1,11,5
9960,4,1,31,100,11,45,4,15,9
9961,4,2,32,89,16,39,3,15,6
9962,4,2,35,103,13,47,5,15,8
9963,4,2,59,150,34,51,5,30,10
9964,4,3,53,150,21,60,8,30,21
9965,4,1,33,90,15,30,4,18,8
9966,4,0,30,62,13,23,3,19,13
9967,4,3,87,234,36,93,9,38,26
9968,4,2,58,135,20,59,5,26,16
9969,4,2,51,117,22,49,4,28,8
9970,4,0,28,58,12,20,3,12,8
9971,4,1,14,44,5,11,1,8,7
9972,4,1,38,106,13,36,6,20,14
9973,4,0,16,71,2,32,1,7,6
9974,4,0,18,41,7,19,1,8,3
9975,4,2,45,132,16,48,6,24,10
9976,4,3,42,135,19,54,6,24,14
9977,4,0,5,12,2,5,1,4,2
9978,4,0,10,25,5,14,2,4,3
9979,4,2,29,82,14,36,4,16,13
9980,4,1,16,46,6,18,3,9,6
9981,4,3,69,176,30,57,6,29,26
9982,4,2,39,99,25,34,6,23,13
9983,4,2,60,182,32,87,7,31,21
9984,4,1,17,63,4,34,2,11,4
9985,4,0,13,32,7,11,1,5,5
9986,4,3,79,202,36,82,8,38,24
9987,4,1,9,28,5,11,2,4,2
9988,4,2,37,124,13,38,5,16,17
9989,4,1,12,35,4,14,2,8,3
9990,4,1,48,107,21,34,5,20,12
9991,4,3,37,123,18,40,5,17,7
9992,4,0,13,41,5,16,1,6,5
9993,4,1,38,101,11,44,5,21,8
9994,4,1,21,67,12,25,3,14,6
9995,4,2,46,144,15,55,7,22,17
9996,4,0,6,13,3,5,1,3,2
9997,4,1,16,48,4,20,1,8,6
9998,4,0,22,75,12,32,3,8,7
9999,4,3,51,140,26,50,5,28,10
10000,4,0,5,22,1,10,1,2,0
10002,4,2,47,137,25,49,6,26,18
10003,4,2,34,136,12,52,6,18,12
10004,4,3,71,214,29,77,9,33,28
10005,4,1,46,112,27,44,6,18,15
10006,4,2,28,82,14,32,2,12,11
10007,4,1,19,57,9,25,1,9,9
10008,4,1,21,72,6,26,1,16,11
10009,4,1,25,80,6,35,4,10,4
10010,4,1,20,60,9,23,3,11,4
10011,4,1,20,43,8,13,3,2,6
10012,4,2,32,95,13,28,4,20,11
10013,4,2,59,183,25,65,8,30,24
10014,4,0,20,45,4,13,1,12,10
10015,4,2,30,89,7,37,5,21,10
10016,4,2,42,123,19,42,7,23,14
10017,4,0,23,57,7,23,2,14,9
10018,4,0,26,66,8,27,2,13,6
10019,4,1,9,36,2,17,1,5,7
10020,4,2,45,98,21,31,3,16,14
10021,4,1,19,80,4,26,1,12,8
10022,4,1,4,24,1,11,1,4,3
10023,4,1,12,56,6,22,2,9,3
10024,4,1,13,68,4,32,2,6,10
10025,4,3,52,148,29,60,3,26,19
10026,4,2,31,82,13,33,2,15,4
10027,4,2,39,117,12,55,6,17,19
10028,4,1,26,81,10,34,4,12,15
10029,4,1,22,61,8,24,2,11,8
10030,4,0,6,13,3,1,1,3,1
10031,4,2,66,135,32,61,7,38,16
10032,4,3,54,139,24,52,4,20,18
10033,4,1,12,46,3,18,2,6,5
10034,4,2,45,141,20,54,7,22,19
10035,4,0,18,54,9,21,1,8,6
10036,4,1,20,46,9,14,2,12,6
10037,4,2,39,100,14,43,3,17,7
10038,4,1,19,64,9,21,3,5,2
10039,4,2,34,83,16,28,4,16,9
10040,4,3,53,158,20,62,7,31,17
10041,4,0,18,56,5,27,2,11,3
10042,4,0,28,68,10,16,3,10,10
10043,4,3,62,164,19,70,9,26,14
10044,4,1,6,17,2,6,1,3,1
10045,4,0,25,75,10,28,3,15,10
10046,4,1,20,72,11,31,4,14,14
10047,4,2,41,109,20,39,4,17,12
10048,4,2,37,107,12,48,3,19,10
10049,4,0,25,67,8,28,3,8,5
10050,4,2,44,120,22,41,6,27,14
10051,4,1,14,40,3,16,1,6,7
10052,4,1,33,116,10,38,5,20,10
10053,4,1,22,81,6,27,3,16,14
10054,4,3,59,130,38,40,6,21,11
10055,4,1,22,49,8,17,2,8,5
10056,4,1,15,49,6,23,2,7,5
10057,4,3,5,17,1,7,1,1,1
10058,4,1,69,191,34,72,4,23,34
10059,4,1,31,95,13,37,3,16,9
10060,4,2,45,127,15,45,6,27,12
10061,4,0,17,44,6,21,2,10,3
10062,4,0,1,14,0,5,1,2,1
10063,4,2,48,144,17,55,6,19,20
10064,4,1,14,35,9,10,2,9,5
10065,4,2,44,107,19,43,3,15,12
10066,4,3,91,243,42,90,10,38,33
10067,4,2,55,148,30,56,6,33,13
10068,4,3,52,178,16,61,6,23,22
10069,4,1,11,40,4,17,1,8,3
10070,4,1,10,25,4,11,1,4,3
10071,4,0,13,47,1,26,2,3,5
10072,4,2,36,105,16,46,6,20,13
10073,4,1,13,33,8,11,1,7,4
10074,4,1,25,62,11,30,2,12,2
10075,4,2,51,129,28,46,5,26,12
10076,4,1,25,66,10,29,2,13,6
10077,4,0,11,33,3,16,2,4,3
10078,4,2,44,102,21,29,4,21,15
10079,4,1,40,101,15,48,4,22,7
10080,4,1,30,79,16,29,4,15,10
10081,4,0,50,130,18,46,4,20,11
10082,4,2,40,94,16,39,5,13,11
10083,4,0,71,180,38,66,9,35,17
10084,4,3,71,164,54,55,9,35,20
10085,4,1,32,91,14,32,4,20,10
10086,4,1,20,60,9,22,2,13,9
10087,4,1,26,82,11,34,3,15,13
10088,4,2,55,156,24,60,6,26,13
10089,4,0,15,48,7,22,2,11,7
10090,4,3,71,168,44,56,5,42,16
10091,4,3,65,182,32,50,9,40,21
10092,4,3,96,205,47,73,10,40,29
10093,4,2,70,150,25,58,7,31,17
10094,4,0,16,49,11,19,4,11,3
10095,4,2,42,106,22,31,5,21,13
10096,4,1,29,92,13,37,3,13,7
10097,4,2,47,136,18,53,5,19,14
10098,4,2,44,111,17,39,4,16,16
10099,4,2,30,86,8,37,4,20,7
10100,4,1,28,87,12,27,3,13,12
10101,4,3,102,257,46,102,9,53,25
10102,4,1,41,112,17,42,4,27,8
10103,4,1,11,46,3,14,1,8,5
10104,4,1,32,93,16,35,3,14,10
10105,4,2,32,131,13,48,6,23,12
10106,4,0,13,39,1,19,1,5,7
10107,4,1,23,47,11,22,2,12,6
10108,4,3,68,182,36,64,6,35,20
10109,4,0,65,147,24,77,5,36,15
10110,4,1,27,77,11,36,3,14,3
10111,4,0,8,28,1,13,1,4,3
10112,4,1,20,74,8,25,4,15,10
10113,4,1,9,30,1,15,2,4,5
10114,4,1,19,54,5,30,2,13,7
10115,4,1,31,106,10,36,5,12,6
10116,4,0,19,54,4,25,3,6,8
10117,4,1,17,65,7,23,4,9,8
10118,4,2,36,85,16,30,4,21,13
10119,4,0,4,14,1,8,1,2,0
10120,4,2,39,95,16,43,6,3,6
10121,4,3,57,149,30,49,6,27,12
10122,4,2,28,93,9,34,4,18,8
10123,4,0,15,39,8,15,2,8,5
10124,4,1,20,48,6,22,2,7,5
10125,4,0,29,83,12,38,3,13,15
10126,4,0,14,27,5,12,1,4,3
10127,4,3,138,357,59,142,16,53,45
10128,4,1,37,137,13,55,6,21,20
10129,4,1,17,52,4,25,2,7,9
10130,4,1,55,125,23,42,5,21,14
10131,4,0,4,10,3,4,0,1,2
10132,4,3,77,207,47,61,8,44,26
10133,4,1,28,60,9,21,3,18,6
10134,4,3,50,132,17,48,7,29,18
10135,4,2,49,203,21,78,3,39,22
10136,4,3,45,117,20,52,6,20,14
10137,4,0,22,78,9,32,2,21,11
10138,4,0,9,23,4,8,1,3,3
10139,4,3,67,214,23,75,8,34,28
10140,4,1,10,27,2,11,1,6,2
10141,4,2,34,98,14,40,5,17,6
10142,4,3,40,112,15,47,3,17,19
10143,4,1,18,54,8,26,3,5,6
10144,4,2,25,69,9,31,2,14,4
10146,4,1,6,24,2,12,1,4,2
10147,4,1,69,164,28,72,9,31,21
10148,4,2,37,94,16,36,4,22,13
10149,4,1,14,31,4,11,2,6,2
10150,4,2,23,59,7,26,2,13,9
10151,4,2,64,150,28,60,6,21,18
10152,4,2,50,153,21,58,6,21,15
10154,4,2,37,98,10,43,5,17,14
10155,4,2,55,127,29,55,6,33,16
10156,4,1,39,106,15,40,5,22,13
10157,4,3,64,198,29,61,10,27,23
10158,4,3,42,107,20,43,6,22,11
10159,4,2,24,85,13,34,4,15,9
10160,4,3,61,196,29,64,9,37,19
10161,4,1,11,23,4,10,1,2,3
10162,4,2,44,116,20,47,7,21,8
10163,4,2,45,124,21,48,6,18,17
10164,4,0,28,59,11,21,1,12,5
10165,4,1,16,50,7,22,2,10,5
10166,4,2,41,104,17,42,4,23,9
10167,4,1,22,75,9,25,2,11,9
10168,4,0,11,28,3,13,1,5,2
10169,4,2,53,117,19,46,4,20,10
10170,4,2,19,52,13,25,2,11,6
10171,4,1,30,89,13,35,2,18,9
10172,4,2,42,120,16,38,4,17,13
10173,4,2,30,66,13,26,2,6,5
10174,4,1,17,55,7,20,3,7,6
10175,4,0,21,73,7,21,1,11,6
10176,4,1,15,41,6,17,3,7,4
10177,4,0,13,34,5,12,1,6,3
10178,4,2,44,155,16,59,6,18,21
10179,4,1,19,61,7,22,3,7,7
10180,4,0,24,64,9,26,2,11,7
10181,4,2,60,162,26,59,7,30,23
10182,4,0,16,45,5,22,1,7,9
10183,4,1,28,94,10,46,4,14,8
10184,4,3,64,207,34,79,8,40,25
10185,4,2,43,115,17,52,6,24,11
10186,4,0,42,126,14,59,7,18,11
10187,4,2,51,121,29,41,4,20,19
10188,4,2,36,109,18,34,4,19,12
10189,4,3,77,227,39,82,9,43,31
10190,4,1,34,101,15,35,4,16,11
10191,4,2,42,114,16,47,6,12,12
10192,4,1,30,79,9,34,3,13,9
10193,4,0,10,40,7,12,1,5,8
10194,4,1,51,125,23,56,5,22,12
