id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27
266,1,11,162,396,104,139,17,56,47,36,27,36,20,8,23,31,15,14,6,10,21,8,35,23,3
267,1,10,199,450,110,168,17,62,51,38,28,49,18,9,32,49,22,18,20,17,15,8,31,14,5
268,1,8,98,263,51,99,12,26,33,22,16,24,15,5,16,24,9,10,4,7,6,10,15,32,3
269,1,9,143,398,68,144,12,67,47,30,17,15,16,9,25,25,20,18,7,3,10,14,26,22,13
270,1,8,116,390,34,160,17,33,44,14,25,23,27,7,21,41,11,11,1,4,15,13,14,37,1
271,1,8,104,320,56,122,15,40,43,25,6,9,21,7,24,14,18,8,5,1,3,6,15,42,4
272,1,10,205,513,88,207,20,86,47,33,41,27,25,11,31,33,23,13,4,6,18,5,44,56,5
273,1,8,126,295,44,98,11,29,38,17,26,11,12,8,20,36,15,3,4,1,11,6,29,12,1
274,1,9,133,385,70,136,17,50,34,30,23,30,23,9,32,27,14,13,4,13,2,6,39,40,8
275,1,11,167,392,89,171,20,68,44,29,34,32,27,8,28,37,20,7,5,4,18,7,14,11,2
276,1,8,87,264,54,100,13,32,40,14,15,8,18,4,13,27,12,8,1,2,7,16,13,16,1
277,1,9,152,418,71,165,16,63,51,29,29,20,23,10,24,31,27,17,1,2,4,13,18,29,5
278,1,8,120,301,68,116,14,45,33,17,21,28,22,4,18,21,12,7,1,9,14,10,11,26,1
279,1,10,190,435,101,169,20,78,62,47,29,37,31,6,16,41,14,19,4,12,5,6,16,21,3
280,1,10,154,398,70,151,15,59,46,31,30,30,32,7,32,36,17,15,0,4,6,5,34,29,9
281,1,7,87,222,47,75,11,32,26,17,12,19,15,6,13,18,10,8,0,1,2,2,13,19,3
282,1,8,130,313,72,124,12,38,53,21,18,26,16,8,14,39,17,8,2,3,5,4,24,21,1
283,1,6,62,223,25,80,11,20,25,14,8,10,12,3,13,18,6,13,1,1,5,4,10,25,3
284,1,8,108,306,49,127,10,45,32,24,21,8,16,7,13,24,9,17,0,0,3,3,15,26,0
285,1,11,197,550,96,215,22,74,63,49,27,23,28,13,46,36,20,22,8,4,11,6,31,47,17
286,1,4,28,62,7,20,2,11,10,6,2,3,5,1,2,7,0,1,1,0,0,1,6,4,1
287,1,12,227,550,113,167,25,67,54,46,36,46,30,10,36,38,20,32,3,14,16,13,71,53,11
288,1,8,125,343,57,133,14,60,41,39,16,13,27,4,31,18,9,10,5,4,19,4,27,25,4
289,1,10,151,400,84,133,15,62,42,45,29,29,19,8,22,31,20,11,7,10,16,16,16,16,8
290,1,11,227,537,116,235,23,87,64,47,47,45,30,13,50,38,16,20,5,9,18,15,19,30,4
291,1,11,191,437,104,173,20,63,64,43,33,40,33,6,22,49,11,13,9,7,7,11,27,21,8
292,1,11,204,521,117,204,23,90,48,49,27,36,38,10,22,49,25,28,10,11,14,9,28,23,8
293,1,8,93,227,44,87,10,35,22,15,23,14,19,4,11,13,10,6,2,0,7,1,21,27,6
294,1,10,162,462,64,162,18,70,38,42,22,10,27,10,23,31,22,21,4,4,8,8,50,31,1
295,1,10,137,345,67,139,19,47,37,22,20,29,26,5,18,38,21,11,4,6,6,12,17,20,2
296,1,10,168,504,82,185,21,82,53,31,30,18,24,16,19,23,36,19,3,3,31,1,26,61,1
297,1,9,209,466,102,174,21,82,75,42,33,26,30,9,19,36,13,7,6,1,16,8,36,31,1
298,1,8,133,377,60,163,20,35,36,30,31,32,27,6,16,48,16,15,2,3,6,2,8,25,1
299,1,8,118,330,48,125,14,42,34,25,28,16,21,6,17,31,8,23,1,5,5,0,13,26,4
300,1,8,186,485,85,159,22,71,48,49,32,26,36,10,34,40,12,10,6,4,16,14,50,32,13
301,1,9,141,355,53,118,14,49,44,22,20,28,29,5,17,30,17,10,3,4,13,8,41,21,3
302,1,10,248,573,143,203,29,101,69,56,44,56,46,5,23,54,19,15,12,14,11,6,36,35,7
303,1,10,164,442,70,137,16,63,47,40,37,27,25,8,33,32,22,9,6,9,20,16,21,30,8
304,1,9,211,529,87,179,21,76,74,35,35,22,24,13,31,34,22,13,2,5,12,13,63,50,10
305,1,10,158,482,81,177,21,63,64,43,26,31,29,7,25,35,23,16,0,6,18,6,32,52,3
306,1,8,161,450,70,170,21,57,45,30,20,25,29,7,17,31,18,21,1,6,10,12,21,60,7
307,1,9,128,335,58,145,14,45,33,34,17,13,23,7,30,27,14,16,4,4,12,19,11,16,1
308,1,6,35,127,14,47,2,17,15,10,3,2,3,2,8,5,5,7,2,0,4,2,14,14,0
309,1,9,161,398,59,142,13,46,40,34,21,20,15,13,25,42,14,10,7,1,11,12,40,22,12
310,1,10,159,365,83,109,14,59,31,46,27,48,19,8,22,24,18,16,8,24,15,6,51,11,3
311,1,9,118,353,52,135,20,50,49,27,14,19,28,3,23,25,11,12,0,3,6,7,15,35,4
312,1,7,75,233,26,81,9,30,7,11,26,14,20,2,7,16,4,8,3,1,4,4,19,26,6
314,1,9,143,360,66,152,13,63,46,30,19,25,16,9,23,26,8,15,8,1,10,8,22,21,2
315,1,10,174,418,89,170,20,66,53,38,43,41,24,7,22,43,19,13,7,18,10,11,15,14,0
316,1,9,228,537,110,227,23,87,67,62,40,47,32,11,23,49,21,21,6,14,14,15,18,24,9
317,1,10,208,492,126,170,26,76,59,36,34,52,34,5,23,47,17,16,9,16,20,19,26,29,5
318,1,8,141,397,65,159,17,41,48,28,24,21,20,9,30,52,15,10,5,2,7,10,37,28,0
319,1,9,158,367,85,133,16,61,41,35,22,23,28,4,30,20,8,10,3,9,12,6,26,29,5
320,1,8,120,323,49,138,12,55,37,23,24,13,13,10,14,33,14,15,3,5,7,11,14,20,6
321,1,12,210,533,101,228,21,78,54,47,51,35,29,14,18,48,18,17,16,10,16,17,43,29,5
322,1,8,121,321,52,151,12,55,34,36,12,13,14,7,15,17,11,12,4,4,13,9,21,26,6
323,1,10,145,413,50,171,14,40,48,37,25,20,24,11,20,38,13,14,4,6,12,13,13,43,6
324,1,8,137,329,71,122,17,49,37,30,16,10,21,9,19,34,10,11,3,1,8,10,16,23,1
325,1,9,120,393,74,121,14,59,48,24,32,17,17,10,44,17,14,14,5,1,12,14,15,31,1
326,1,10,303,652,175,253,30,98,81,70,50,64,42,11,39,61,27,20,8,25,24,20,31,21,2
327,1,6,117,400,35,172,19,56,44,40,23,11,28,6,28,20,15,16,0,1,16,7,7,36,3
328,1,8,123,343,52,149,14,55,26,30,17,21,31,5,13,27,8,17,1,2,17,13,19,33,1
329,1,8,109,347,45,121,15,39,39,22,21,14,19,8,16,26,11,22,1,2,10,9,23,40,9
330,1,11,267,643,134,225,27,95,84,64,41,53,36,18,27,49,23,22,19,12,20,15,57,34,17
331,1,10,172,467,84,152,22,77,65,41,30,34,30,8,29,25,21,19,6,9,17,17,17,36,5
332,1,8,111,286,51,100,10,49,33,31,14,20,21,3,18,21,8,8,14,2,9,4,42,16,8
333,1,9,152,378,61,151,19,64,40,25,24,17,28,7,30,24,19,5,2,4,9,8,46,32,9
334,1,10,244,706,122,211,40,116,77,62,33,38,46,13,43,38,21,20,11,7,17,13,56,67,27
335,1,9,126,344,63,99,12,47,43,16,24,18,17,7,24,18,20,7,2,5,13,15,31,27,14
336,1,11,217,529,108,231,29,65,60,46,36,28,34,8,30,55,22,11,7,6,14,11,19,36,11
337,1,10,129,281,73,107,13,50,25,15,32,36,25,2,21,26,14,10,2,11,13,4,18,15,3
338,1,8,70,214,34,73,9,29,32,20,5,7,10,6,11,13,12,8,3,0,3,9,13,13,7
339,1,11,204,526,111,195,21,65,54,46,32,44,23,14,27,49,24,24,2,7,16,12,37,29,20
340,1,9,141,347,83,131,15,50,22,24,33,35,28,5,25,37,15,14,7,9,5,10,21,19,1
341,1,8,100,277,56,101,11,52,26,29,18,14,15,6,15,14,13,15,1,5,16,10,13,17,0
342,1,9,192,456,88,169,22,74,60,51,23,23,28,8,21,59,15,19,4,7,17,5,22,21,8
343,1,9,148,360,79,126,17,47,37,30,26,17,26,5,20,41,13,12,10,2,7,18,22,18,3
345,1,10,154,426,72,159,16,72,53,33,24,24,18,9,20,34,25,8,9,3,13,5,50,33,7
346,1,12,258,678,113,256,27,82,64,50,52,43,28,20,44,66,38,24,4,11,18,15,54,42,1
347,1,7,76,259,31,108,11,32,23,17,20,12,13,7,15,14,9,13,3,4,14,3,7,31,1
348,1,8,106,321,41,117,12,46,38,31,15,13,15,7,11,29,14,10,2,1,6,10,29,26,5
349,1,8,80,266,28,88,9,35,26,19,15,13,16,5,19,17,19,6,1,3,4,5,20,23,3
350,1,8,153,404,66,124,18,57,44,25,19,18,27,9,28,23,17,14,3,3,10,2,32,52,6
351,1,9,149,354,66,158,13,52,35,30,15,27,34,2,17,42,15,4,4,4,13,5,32,27,1
352,1,7,93,221,33,81,10,38,26,15,6,7,11,4,11,17,16,4,0,0,2,13,14,6,0
353,1,5,30,127,17,32,6,18,14,8,4,15,12,2,5,17,1,9,0,0,4,0,5,15,0
354,1,8,115,254,59,83,12,46,25,23,15,25,20,4,6,21,6,6,4,8,11,5,20,21,3
355,1,6,48,218,26,60,9,31,25,22,9,8,14,6,15,10,12,3,2,2,3,2,9,27,1
356,1,8,108,271,55,87,12,40,27,22,14,26,19,6,19,29,16,5,1,4,6,10,15,21,4
357,1,8,106,255,50,91,11,36,23,21,24,19,18,4,17,19,13,8,4,4,5,17,17,18,1
358,1,7,80,195,44,66,8,28,29,15,12,19,8,4,8,14,10,3,1,2,7,9,12,19,1
359,1,2,4,8,1,1,0,2,0,1,1,1,2,0,0,0,1,0,0,0,2,1,0,0,0
360,1,6,56,180,33,65,8,30,21,17,10,10,11,5,13,4,7,4,2,6,5,6,15,16,1
361,1,10,200,541,96,210,23,71,49,47,31,42,47,6,31,58,20,30,1,8,11,8,24,51,3
362,1,10,173,470,84,172,20,69,49,45,44,46,26,11,26,21,22,16,7,24,26,5,47,32,2
363,1,8,102,262,45,99,10,48,24,23,20,5,10,6,16,18,12,6,1,0,12,11,10,23,1
364,1,11,260,592,161,229,22,71,72,36,46,75,25,15,38,65,24,24,18,28,16,17,24,39,3
365,1,9,176,427,92,169,18,73,41,35,34,38,25,8,27,52,12,10,5,4,8,11,21,28,3
366,1,8,119,363,48,138,17,37,30,26,16,16,41,6,32,29,17,13,1,2,6,11,34,37,2
367,1,8,143,342,67,130,13,42,38,32,23,25,18,7,19,40,20,13,2,7,10,8,14,25,5
368,1,9,130,307,62,123,14,34,28,14,20,27,22,7,22,50,15,6,13,5,7,4,13,16,6
369,1,8,91,236,43,87,9,35,22,21,13,20,15,5,21,20,11,4,0,5,8,5,23,15,1
370,1,10,248,607,137,237,27,96,76,54,45,47,28,17,27,57,35,22,7,17,21,16,44,31,3
371,1,8,123,319,51,121,14,54,32,19,15,10,21,8,23,16,14,9,4,2,9,4,19,36,2
372,1,10,194,454,100,168,17,40,47,25,40,38,28,9,34,64,12,24,10,8,14,11,41,27,13
373,1,8,119,271,61,112,12,40,33,30,19,14,19,5,10,18,6,11,10,5,4,12,18,23,14
374,1,7,144,405,77,129,9,62,50,31,22,19,10,9,20,22,21,14,12,2,8,16,22,28,7
375,1,4,41,159,15,32,5,30,13,16,8,0,6,3,7,5,7,8,0,0,3,10,10,16,6
376,1,8,182,452,80,153,15,81,42,30,31,20,18,10,18,39,21,17,1,4,16,11,51,42,8
377,1,10,191,456,104,181,21,82,50,40,23,25,22,10,26,24,21,10,8,10,14,20,45,25,2
378,1,11,171,467,80,172,23,75,50,47,25,28,28,8,23,23,18,21,8,4,17,2,19,39,3
379,1,9,153,465,71,164,25,68,63,45,31,28,29,7,22,32,17,16,3,4,9,11,20,39,7
380,1,10,117,307,61,113,12,42,42,29,31,27,17,5,16,18,8,12,4,9,9,3,32,25,8
381,1,10,182,470,83,164,24,68,47,41,32,23,36,6,36,32,16,22,4,4,4,16,32,29,9
382,1,7,95,245,43,104,11,28,28,13,11,20,21,4,15,27,4,13,0,2,4,6,12,28,1
383,1,11,193,489,95,183,22,59,61,34,26,36,29,11,18,33,18,20,4,16,20,8,29,63,3
384,1,8,84,247,32,101,11,36,33,16,20,16,14,6,15,18,8,7,1,6,2,7,23,22,0
385,1,11,288,617,149,254,36,86,93,46,54,66,38,10,21,75,21,25,8,18,14,6,49,27,13
386,1,10,132,441,66,158,17,54,56,37,29,23,22,10,18,28,17,22,6,2,16,5,18,36,6
387,1,8,141,315,73,120,13,57,37,22,26,22,17,7,29,21,9,9,5,2,14,9,10,16,1
388,1,7,96,273,40,101,13,36,31,25,15,22,19,4,10,31,12,9,7,2,8,5,7,19,2
389,1,8,112,302,60,130,14,34,27,14,26,21,22,4,36,26,15,7,3,8,8,2,24,30,1
390,1,10,138,420,59,167,15,55,40,27,27,10,23,10,37,34,28,18,1,3,31,2,13,53,0
391,1,12,189,532,88,179,19,79,51,51,38,41,23,12,43,31,29,19,11,18,12,11,31,37,8
392,1,8,144,381,61,166,19,67,35,34,23,12,29,4,24,21,10,23,2,3,1,4,12,25,4
393,1,8,118,306,56,110,16,36,28,19,27,23,23,4,14,30,18,8,1,2,10,12,26,35,3
394,1,7,52,164,19,79,5,21,19,7,11,4,14,3,6,10,6,7,1,0,4,0,6,23,0
395,1,6,48,169,23,58,8,24,26,16,9,5,10,4,11,9,4,3,1,1,2,5,16,16,1
396,1,7,119,353,53,114,13,41,46,38,23,22,13,7,27,44,19,19,3,2,8,5,32,22,0
397,1,10,207,550,102,205,27,76,74,40,42,33,33,14,37,35,22,13,9,11,14,27,38,47,8
398,1,10,168,416,82,177,13,60,55,33,30,30,16,11,18,32,17,7,4,5,7,24,22,35,7
399,1,8,161,421,78,169,20,59,51,39,23,23,21,11,25,46,23,17,7,4,13,19,11,18,0
400,1,8,148,348,69,118,14,61,40,28,28,32,22,5,24,29,5,15,7,8,8,8,18,16,4
401,1,6,59,158,19,69,7,25,14,13,5,4,9,5,5,14,9,2,0,0,4,6,17,12,1
402,1,8,122,289,59,123,16,60,34,26,13,19,19,5,18,17,14,10,2,7,3,9,22,20,6
403,1,8,176,482,80,185,20,46,48,40,27,27,32,7,24,64,13,21,1,2,7,3,23,57,4
404,1,8,135,377,56,164,10,61,51,29,18,12,11,6,21,26,16,13,1,1,6,5,20,36,5
405,1,9,303,700,145,273,28,111,90,66,56,47,36,17,38,75,23,31,3,15,20,15,44,33,4
406,1,8,184,427,99,159,11,69,58,15,26,11,12,10,49,32,13,6,7,0,15,24,40,33,1
407,1,8,131,375,54,142,17,43,38,29,26,21,25,9,23,37,15,17,2,4,6,2,9,37,4
408,1,8,146,305,70,127,11,53,30,25,14,13,16,6,24,23,16,2,2,3,6,20,15,18,5
409,1,8,170,344,68,110,14,52,30,23,24,23,19,8,10,40,10,14,0,10,20,12,38,40,1
410,1,8,109,329,43,129,13,47,42,27,20,5,16,8,20,29,13,9,1,0,9,9,11,18,3
411,1,12,226,498,129,204,23,67,70,49,45,50,29,13,41,49,9,19,16,10,13,9,27,13,8
412,1,10,189,446,75,193,21,65,42,39,20,40,33,6,22,43,21,12,2,13,3,14,22,40,2
413,1,9,144,392,69,134,17,65,49,39,32,23,22,8,23,29,15,8,3,5,17,9,32,28,4
414,1,8,108,347,52,125,17,48,50,27,18,16,23,7,22,24,6,17,3,0,4,8,17,27,2
415,1,7,104,340,51,128,17,32,36,22,13,22,26,5,23,32,19,5,3,1,5,10,11,42,1
416,1,6,57,166,26,57,9,21,18,16,15,5,15,2,14,8,2,5,0,0,4,4,4,17,0
417,1,8,75,256,39,97,9,44,23,23,11,13,11,7,15,16,13,11,2,5,4,5,21,32,2
418,1,12,275,596,161,225,27,97,84,58,43,67,33,13,17,50,20,4,11,35,22,14,62,34,14
419,1,6,81,218,26,91,9,22,20,14,20,9,21,0,3,31,4,12,1,0,5,2,5,21,1
420,1,8,100,258,50,91,10,40,24,24,15,15,16,4,7,24,14,12,2,5,7,6,27,13,1
421,1,6,67,212,35,71,9,24,27,14,9,11,12,4,20,19,14,5,1,1,3,2,2,23,5
422,1,7,90,332,34,126,11,35,21,27,15,10,13,8,24,14,17,16,6,1,9,8,19,44,5
423,1,9,189,506,90,190,23,67,50,44,29,26,30,8,24,55,21,24,1,7,20,6,21,28,0
424,1,9,207,464,89,181,16,66,58,33,34,28,23,7,32,37,12,12,3,10,10,16,53,36,4
425,1,10,149,466,63,167,18,59,46,27,32,22,23,12,36,27,34,20,1,0,6,10,24,46,3
426,1,9,178,439,84,189,20,61,51,33,35,20,21,11,21,43,15,24,5,3,5,13,21,26,1
427,1,11,204,503,120,161,21,72,49,38,40,48,27,12,47,40,12,18,8,12,10,13,26,41,9
428,1,8,119,327,61,122,10,44,47,30,13,22,11,7,26,30,21,9,1,15,6,15,30,15,3
429,1,9,144,387,72,153,21,58,46,40,39,21,32,4,29,25,13,11,3,3,15,7,13,29,0
430,1,8,188,568,75,233,24,90,44,38,38,23,40,12,43,32,21,36,4,1,11,5,39,49,8
431,1,11,218,482,112,179,18,62,62,57,38,37,21,11,23,57,17,13,13,7,19,26,20,21,3
432,1,8,125,284,59,93,11,43,35,28,21,12,28,2,23,27,17,7,1,2,6,13,23,12,0
433,1,11,192,474,69,171,25,79,51,57,27,27,35,5,36,37,17,9,10,13,15,22,31,11,3
434,1,7,100,344,34,150,11,36,39,17,17,11,13,10,24,18,19,15,3,0,9,8,28,40,2
435,1,11,190,619,77,267,27,93,57,45,37,21,34,15,52,34,33,24,4,3,21,21,37,34,7
436,1,8,176,392,89,140,18,66,48,33,34,30,25,8,23,30,18,14,4,7,14,8,26,23,10
437,1,8,132,335,69,114,14,43,50,23,30,25,23,5,24,25,12,3,1,3,4,14,20,34,10
438,1,8,130,305,59,87,14,43,35,18,15,16,24,3,25,29,15,9,5,1,5,18,23,17,1
439,1,10,161,441,74,175,14,40,48,26,23,25,16,10,26,50,24,12,5,0,7,16,20,29,1
440,1,8,110,309,51,97,14,42,49,26,20,6,18,10,23,8,7,6,6,0,16,11,13,29,8
441,1,8,166,399,79,124,16,45,50,20,30,40,27,8,26,44,20,10,8,6,21,19,21,27,5
442,1,10,167,408,104,128,18,75,45,42,25,28,25,9,11,21,9,12,4,11,22,4,29,36,11
443,1,8,116,285,53,95,7,47,34,21,19,12,9,7,5,20,8,12,3,1,8,2,22,25,3
444,1,8,174,334,80,120,15,52,31,34,27,28,18,8,10,39,14,11,4,5,9,9,49,8,1
445,1,8,75,237,41,68,8,42,31,21,8,11,15,6,9,6,7,3,1,1,3,1,16,38,1
446,1,10,204,455,112,147,19,81,60,33,20,46,26,9,18,39,18,13,7,20,15,17,50,15,15
447,1,11,217,514,106,174,21,83,59,33,29,34,31,11,37,33,20,8,15,4,12,7,49,40,15
448,1,9,179,419,84,166,21,74,51,43,39,30,23,10,23,42,17,20,3,7,17,9,32,8,3
449,1,2,8,23,2,12,1,2,3,1,2,1,2,1,0,5,1,0,0,0,0,0,0,1,0
450,1,7,93,284,45,109,11,34,34,24,21,9,17,5,14,22,8,14,2,2,10,7,7,28,1
451,1,8,106,369,54,126,20,39,46,30,22,20,25,5,25,18,22,4,0,10,12,10,24,44,0
452,1,7,75,203,35,74,6,26,19,9,19,12,10,4,7,26,12,7,1,0,8,3,7,13,1
453,1,9,180,413,83,142,18,51,59,23,31,26,37,4,27,48,14,11,7,7,12,16,26,17,2
454,1,8,148,464,67,157,21,65,64,39,32,10,28,10,34,19,23,21,5,1,8,23,29,33,2
455,1,4,34,90,15,26,3,12,9,9,5,1,4,2,6,7,9,2,1,0,2,7,11,4,1
456,1,7,124,346,44,131,14,37,40,16,16,14,15,9,30,35,32,9,3,0,6,5,39,26,3
457,1,10,195,489,110,178,24,77,76,44,44,47,30,8,27,47,12,17,8,10,22,9,19,24,1
458,1,9,104,275,53,113,12,37,28,21,18,22,16,7,18,29,15,4,3,5,2,5,6,23,0
459,1,8,94,290,40,111,12,41,35,26,15,11,13,7,13,22,12,13,3,1,9,4,16,25,2
460,1,8,169,466,83,168,17,93,60,50,24,31,28,9,24,24,21,16,3,9,18,13,28,24,3
461,1,8,103,346,57,108,17,42,37,33,25,27,31,1,26,27,15,11,0,6,10,5,18,37,5
462,1,8,125,357,58,140,13,47,39,22,37,24,18,10,30,23,17,20,6,6,14,7,14,29,4
463,1,8,162,430,81,160,17,64,42,38,31,33,31,8,27,31,20,18,5,12,5,9,31,37,1
464,1,7,99,266,30,87,11,49,28,28,14,5,17,7,10,20,15,13,2,1,7,6,21,18,0
465,1,8,109,302,61,123,10,44,33,24,18,23,12,6,18,34,9,6,3,1,8,0,16,30,4
466,1,9,126,334,54,138,15,56,34,23,23,21,21,9,12,30,17,11,0,8,6,7,16,25,3
467,1,8,137,320,86,119,15,46,44,25,23,41,22,6,15,35,8,13,3,10,9,6,12,28,1
468,1,8,76,187,43,62,7,45,23,23,10,13,12,3,5,12,12,4,2,0,5,3,14,15,0
469,1,9,170,373,81,162,17,59,33,22,35,24,23,11,15,47,31,7,2,5,5,11,23,16,4
470,1,8,142,339,67,122,16,54,46,28,27,18,22,6,12,25,13,7,6,3,13,9,26,24,2
471,1,8,104,259,48,119,10,22,27,12,16,18,28,0,12,36,9,13,3,7,5,2,13,34,0
472,1,12,217,510,105,180,22,98,61,50,55,34,31,8,27,35,23,13,2,14,8,20,48,26,2
473,1,7,83,278,20,112,12,30,28,25,14,1,17,7,12,19,17,12,1,0,4,4,17,33,1
474,1,6,32,128,15,40,4,21,16,10,3,4,11,3,5,6,6,8,0,1,7,1,12,13,1
475,1,9,195,461,88,175,22,73,54,34,28,21,24,12,31,39,20,16,12,2,19,21,30,28,6
476,1,8,115,362,48,133,17,66,43,30,17,14,22,8,18,28,13,9,3,1,7,7,31,21,12
477,1,6,81,180,44,64,6,25,24,8,11,14,11,4,12,17,9,9,7,2,7,7,17,11,1
478,1,8,157,374,64,154,17,42,46,20,29,29,20,7,31,35,15,16,6,5,2,12,16,16,0
479,1,10,185,459,88,190,22,73,55,38,33,29,35,6,29,29,15,15,12,8,21,13,27,26,2
480,1,8,131,311,53,107,13,53,31,22,22,12,19,6,13,30,10,9,4,0,11,8,19,25,6
481,1,10,201,467,121,175,18,77,67,44,21,59,24,11,13,52,10,20,9,25,3,10,46,26,12
482,1,9,145,390,76,155,18,49,40,29,21,35,32,3,19,44,5,21,6,9,9,8,38,16,5
483,1,9,139,403,65,126,12,58,47,38,25,15,15,10,27,27,22,15,4,4,13,13,25,32,0
484,1,7,95,207,49,72,9,34,24,19,22,14,14,2,12,20,11,6,4,6,9,4,22,5,1
485,1,10,178,485,77,179,28,68,51,45,32,17,36,6,40,33,19,19,4,2,17,13,45,35,2
486,1,9,190,497,83,207,18,81,68,25,27,27,21,9,57,26,20,6,7,1,15,16,31,51,7
487,1,8,102,309,49,98,12,35,29,23,15,11,17,5,37,23,9,8,0,4,11,13,13,29,3
488,1,8,116,324,54,115,14,51,34,25,17,19,25,3,36,28,15,9,3,3,6,4,16,31,0
489,1,9,214,522,97,214,20,85,56,46,31,38,30,10,23,47,22,13,7,5,11,7,54,34,4
490,1,8,204,531,76,215,23,60,58,47,23,24,38,10,32,46,16,31,5,7,21,10,24,50,10
491,1,8,111,367,40,112,9,65,41,25,18,9,12,5,10,15,21,15,2,1,6,10,22,37,9
492,1,7,108,307,42,114,7,40,38,30,25,18,9,6,19,26,8,3,7,6,10,8,16,25,1
493,1,8,94,276,48,106,9,46,31,28,10,21,14,7,8,22,19,9,2,5,6,11,35,20,0
494,1,9,163,413,84,169,18,53,46,37,29,41,34,6,34,35,11,13,9,7,14,10,18,31,1
495,1,8,125,305,47,113,13,41,41,19,20,17,22,4,13,31,14,8,3,0,8,8,19,13,2
496,1,9,115,316,57,102,13,52,40,23,13,9,18,7,26,21,13,6,5,1,2,5,37,21,12
497,1,9,220,647,99,275,29,84,81,51,35,30,35,19,62,45,31,23,6,5,14,30,30,53,6
498,1,12,240,533,105,219,19,96,77,48,38,37,27,9,28,55,16,11,7,15,10,9,61,14,7
499,1,9,135,406,67,155,17,50,47,26,20,24,33,8,21,31,17,16,5,2,12,6,17,50,2
500,1,10,163,405,83,181,20,62,37,27,23,39,37,3,28,48,16,17,3,12,11,2,16,31,11
501,1,8,121,352,47,124,13,53,35,21,17,14,25,5,16,16,19,7,2,3,15,15,43,39,6
502,1,7,53,129,24,44,5,18,16,17,4,6,6,4,3,14,4,4,4,0,0,6,11,7,1
503,1,8,92,235,42,86,9,35,28,12,13,14,11,7,19,12,12,3,0,4,6,12,8,30,0
504,1,10,194,491,111,217,17,94,54,44,34,36,31,10,40,34,13,15,2,16,14,6,22,31,6
505,1,10,130,405,54,140,15,60,51,35,30,15,22,9,34,25,14,11,3,6,13,10,36,33,4
506,1,7,81,278,32,116,9,26,34,20,18,7,11,7,22,15,10,18,2,0,4,5,13,36,0
507,1,10,257,620,125,209,32,89,77,54,38,36,49,7,54,52,12,18,10,8,24,37,33,36,3
508,1,9,146,304,86,110,13,59,37,26,25,33,17,7,14,21,10,19,5,8,4,7,25,13,8
509,1,11,177,404,89,179,16,72,52,36,29,23,17,11,27,30,19,8,9,2,17,18,10,12,3
510,1,7,104,256,64,90,13,29,33,22,22,17,22,0,18,29,8,9,9,0,10,6,16,9,0
511,1,8,77,259,35,88,14,34,24,16,20,11,17,7,13,22,9,7,1,3,11,1,17,24,0
512,1,8,84,302,29,118,9,49,28,10,20,6,15,8,23,14,12,15,1,0,5,6,23,31,1
513,1,8,144,390,76,146,20,59,50,32,22,29,28,5,24,32,16,17,5,6,12,10,19,28,3
514,1,8,86,221,36,77,12,39,29,26,18,16,16,4,9,19,6,3,5,9,11,4,23,15,1
515,1,8,101,304,23,130,14,29,32,27,12,2,16,7,22,20,13,13,4,1,6,12,14,28,1
516,1,8,180,444,95,183,19,41,57,37,31,39,34,6,38,49,11,11,8,8,7,5,17,44,4
517,1,8,107,386,50,140,18,62,32,28,23,12,23,9,27,17,21,18,4,0,11,17,26,31,0
518,1,8,137,318,62,122,15,54,46,25,30,20,20,5,14,35,14,6,3,4,7,12,24,10,3
519,1,12,225,507,98,177,26,92,60,52,36,41,35,10,28,48,21,11,10,5,23,17,31,18,6
520,1,6,88,273,28,96,10,58,30,22,20,15,11,9,9,8,7,10,0,6,3,6,36,27,2
521,1,7,84,239,41,78,10,22,31,24,9,11,14,3,19,24,2,4,6,0,6,4,17,17,1
522,1,9,184,428,105,117,24,47,49,25,38,40,33,6,33,41,19,8,1,6,8,19,27,31,12
523,1,10,184,481,73,207,21,80,49,43,36,26,24,14,38,30,15,16,3,4,15,14,19,30,0
524,1,8,116,382,55,135,15,51,45,42,13,11,32,7,23,26,15,13,3,7,14,5,37,37,1
525,1,9,102,344,55,130,16,42,33,20,29,21,19,8,22,22,16,18,1,6,3,6,9,37,4
526,1,7,82,286,45,94,12,43,29,24,8,13,16,6,15,20,8,5,2,2,6,2,11,32,11
527,1,8,103,243,58,86,11,44,36,16,10,14,18,4,13,20,8,8,0,6,1,4,15,22,1
528,1,6,63,192,32,71,8,28,21,13,7,7,12,3,14,13,12,5,0,1,6,1,11,21,3
529,1,7,92,229,40,77,7,18,28,18,8,19,10,7,13,33,18,6,1,4,3,9,15,16,0
530,1,10,181,408,82,123,20,61,46,35,35,16,24,9,39,28,14,10,3,5,4,9,60,22,5
531,1,10,140,402,70,150,18,55,49,33,21,21,21,6,30,20,14,8,5,5,11,8,18,43,3
532,1,8,151,387,65,137,19,39,48,20,14,24,24,8,26,48,22,10,6,2,14,12,20,36,7
533,1,8,169,442,85,177,20,57,57,34,25,35,28,7,24,46,15,12,8,5,6,6,17,44,3
