id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32
3328,2,3,143,330,82,128,17,49,45,25,25,37,18,7,24,25,11,9,9,3,7,6,17,20,0,8,0,6.56636050678,2,19,21,0,2.59401114131,4.64242424242,46.4242424242,0
3329,2,3,56,179,17,77,8,24,23,12,14,2,10,6,8,10,5,8,1,0,3,7,9,17,2,2,1,3.2279780486,3,7,8,0,1.67264844154,4.0,40.0,1
3330,2,3,117,279,45,134,13,33,28,25,18,25,19,6,17,24,13,9,5,6,4,5,2,21,3,2,2,4.41100209078,1,13,15,0,2.35340415708,4.51254480287,45.1254480287,1
3331,2,4,285,677,135,290,30,93,71,71,53,44,40,13,42,57,20,18,19,19,15,17,21,40,19,13,7,12.6724644955,4,32,23,1,2.34425547335,4.51994091581,45.1994091581,6
3332,2,3,86,222,47,88,8,18,32,14,15,19,12,5,15,20,7,6,6,2,5,1,4,26,0,2,6,3.28948394916,3,16,8,1,2.33712428697,4.45945945946,44.5945945946,1
3333,2,3,92,204,45,73,9,33,28,23,12,11,17,1,15,18,1,5,8,2,14,0,12,11,1,2,2,4.42167822472,1,10,7,1,2.29684037485,4.48039215686,44.8039215686,3
3334,2,4,190,494,65,191,25,52,60,42,35,20,31,11,37,40,16,19,7,7,6,5,40,45,26,11,41,9.95114341117,2,18,13,2,2.11466783578,4.22672064777,42.2672064777,1
3335,2,4,108,290,47,93,13,32,23,22,33,24,16,7,16,22,21,15,1,1,9,4,9,26,5,3,4,4.32379696844,2,20,7,0,2.19863176205,4.26896551724,42.6896551724,4
3336,2,3,74,203,25,93,10,27,22,21,11,9,11,5,9,18,6,8,3,1,5,6,24,11,3,5,7,2.90001225079,2,14,6,0,1.95476324687,4.34482758621,43.4482758621,1
3337,2,4,181,443,73,200,20,50,50,48,35,22,25,13,25,41,13,19,11,7,13,8,13,23,5,5,13,8.08052862042,4,33,9,4,2.2693173718,4.3611738149,43.611738149,4
3338,2,3,104,299,62,124,15,34,41,24,8,23,19,7,36,23,7,10,3,8,8,4,6,34,3,1,1,4.41028912793,2,19,11,3,2.49653752279,4.43143812709,44.3143812709,0
3339,2,4,150,460,59,184,16,61,60,54,27,27,19,11,31,29,16,21,10,2,11,2,10,35,4,4,4,7.46743431426,9,39,6,0,2.10662990389,4.10434782609,41.0434782609,4
3340,2,4,214,593,84,246,28,72,44,52,34,28,34,13,45,59,31,25,9,0,15,4,26,47,3,3,10,11.1112019863,5,49,14,0,2.01665165955,4.18549747049,41.8549747049,14
3341,2,3,138,410,55,167,16,43,48,23,23,32,26,11,39,34,9,18,2,2,15,11,16,45,2,8,3,7.68496818564,2,28,16,1,2.16417797073,4.25365853659,42.5365853659,4
3342,2,4,202,486,84,208,26,53,46,34,39,36,33,11,49,52,18,17,10,8,13,10,12,29,4,5,5,8.47561698218,0,32,17,2,2.21401309235,4.51440329218,45.1440329218,7
3343,2,5,346,982,135,415,42,113,109,100,60,49,42,28,57,70,50,43,18,5,45,18,32,75,6,25,28,17.7459570358,19,64,25,2,2.08369108832,4.1649694501,41.649694501,5
3344,2,3,258,535,123,235,27,56,63,29,56,50,34,9,25,64,10,15,14,20,15,16,17,34,3,16,8,10.0201281433,3,27,26,14,2.59426503425,4.81121495327,48.1121495327,4
3345,2,3,98,287,42,104,8,33,33,26,21,16,9,8,15,19,14,12,2,1,9,0,6,27,2,4,1,5.54401684695,7,18,12,1,2.15031717217,4.1393728223,41.393728223,6
3346,2,2,57,149,27,55,7,26,20,15,10,10,10,3,10,7,8,5,3,0,6,1,5,13,7,1,0,2.03870460288,1,3,4,0,2.18475914035,4.36241610738,43.6241610738,2
3347,2,4,163,431,79,166,18,47,45,36,21,32,21,13,29,27,18,19,7,4,20,8,11,44,0,4,10,8.23821382546,6,37,13,1,2.32836212105,4.4222737819,44.222737819,7
3348,2,4,131,321,58,134,7,43,44,26,11,19,7,7,13,45,18,12,5,1,10,5,8,22,5,1,0,4.94832795326,6,16,9,0,2.1333102121,4.38940809969,43.8940809969,6
3349,2,3,135,287,60,136,17,27,27,24,17,20,20,4,12,35,11,11,10,2,7,9,6,14,0,2,5,3.73687429311,0,23,12,2,2.2026706513,4.62020905923,46.2020905923,5
3350,2,3,82,291,23,122,13,42,32,34,13,5,20,5,22,14,6,11,6,2,10,3,16,28,2,4,4,5.02865144658,1,18,10,0,1.79657479801,3.88316151203,38.8316151203,4
3351,2,4,143,375,73,154,18,41,45,25,27,18,18,10,34,18,16,13,11,2,22,6,8,39,3,8,3,7.39996450822,4,16,13,0,2.17790558273,4.376,43.76,5
3352,2,2,60,139,32,67,5,13,21,10,9,8,6,3,8,18,6,4,3,5,4,6,6,6,0,1,1,1.70513995535,2,5,8,0,2.43332526354,4.6618705036,46.618705036,3
3353,2,2,129,376,52,160,16,35,49,24,24,22,17,11,24,44,22,13,9,2,8,7,10,29,2,5,8,7.18072236178,6,16,13,0,2.10797708144,4.1835106383,41.835106383,1
3354,2,3,57,196,23,74,11,22,30,16,12,4,11,4,7,15,7,8,2,0,2,0,13,22,5,4,1,4.52037243451,1,15,5,0,1.93458565694,3.87244897959,38.7244897959,0
3355,2,3,129,348,53,133,19,41,38,43,26,27,22,6,23,32,15,8,12,2,12,6,28,26,7,1,11,6.19263772976,1,18,9,0,2.14066127322,4.29310344828,42.9310344828,4
3356,2,3,128,363,49,150,15,41,39,42,22,23,20,8,11,32,17,11,2,3,10,7,19,28,2,5,24,7.16595291429,4,30,9,1,2.17874315924,4.1349862259,41.349862259,3
3357,2,3,151,430,61,169,17,62,43,40,27,23,19,12,34,16,22,13,5,7,20,6,26,46,11,6,6,7.62345566604,6,22,12,2,2.16365825226,4.23953488372,42.3953488372,3
3358,2,3,147,391,50,152,13,50,42,37,32,27,14,12,29,27,17,11,11,7,11,4,29,26,0,10,11,8.1607446188,8,22,18,1,2.24336153903,4.22762148338,42.2762148338,2
3359,2,2,52,201,17,70,7,25,30,19,18,8,8,5,13,8,9,4,0,1,7,1,20,21,0,1,2,4.83511944543,4,18,7,0,1.84285631642,3.79104477612,37.9104477612,1
3360,2,4,103,267,35,115,11,37,21,28,6,15,13,6,11,35,16,18,3,0,2,3,13,12,3,7,1,4.00857864807,3,7,15,0,2.00753277162,4.3670411985,43.670411985,2
3361,2,4,199,437,108,153,19,53,61,30,34,40,25,11,30,22,4,15,13,4,8,17,27,43,8,10,12,9.62188455765,5,20,23,1,2.43795211645,4.61556064073,46.1556064073,2
3362,2,4,132,320,71,121,16,31,32,34,27,35,18,7,11,34,8,14,6,4,6,5,7,17,2,6,10,6.02153055013,2,21,12,0,2.47618753373,4.5125,45.125,6
3363,2,2,94,279,36,111,10,36,33,41,19,4,16,7,10,39,15,9,0,1,7,1,24,10,4,0,0,1.92927422096,5,17,11,0,1.7003481488,4.27598566308,42.7598566308,1
3364,2,4,143,347,73,137,15,26,37,37,21,33,16,10,22,54,20,13,6,1,10,13,6,23,1,0,4,5.54133376025,4,20,11,0,2.31411606908,4.5734870317,45.734870317,3
3365,2,3,118,343,56,133,13,45,41,32,18,18,14,9,29,25,13,13,6,4,11,4,17,28,3,5,2,5.18193728691,5,20,13,0,2.09379731083,4.26822157434,42.6822157434,4
3366,2,4,146,414,72,146,15,44,40,36,28,25,16,10,37,31,15,10,5,1,22,8,10,40,2,13,2,9.00865886498,6,23,13,0,2.17311322152,4.20048309179,42.0048309179,3
3367,2,4,256,616,141,242,21,75,88,58,51,62,21,15,55,46,29,18,18,19,30,11,7,33,4,6,6,13.1079810852,11,18,19,5,2.60410727944,4.63636363636,46.3636363636,3
3368,2,4,147,374,70,164,20,64,47,38,22,21,25,5,24,28,12,12,6,5,4,14,19,24,9,9,12,7.63922402894,2,15,12,2,2.25787320872,4.33689839572,43.3689839572,2
3369,2,3,115,275,37,112,6,35,22,22,24,16,6,5,15,31,11,10,3,1,5,3,17,17,5,5,18,6.34302026486,5,14,8,1,2.01258812202,4.32,43.2,3
3370,2,4,180,499,82,184,24,67,50,56,40,29,32,10,35,21,20,19,15,8,18,5,22,35,11,7,19,11.1526133481,2,23,13,2,2.34198752219,4.2124248497,42.124248497,0
3371,2,3,97,271,40,90,11,44,29,35,19,17,11,8,17,16,13,12,4,2,11,4,12,21,6,2,1,6.50187136477,5,9,7,0,2.23165688886,4.11070110701,41.1070110701,3
3372,2,3,130,301,51,149,11,28,26,15,15,16,27,2,18,45,15,13,5,2,3,9,15,26,0,4,3,3.9653231117,0,17,15,1,2.06909441943,4.55481727575,45.5481727575,1
3373,2,3,105,255,45,109,11,30,38,21,16,16,17,5,16,19,10,8,9,1,5,6,5,21,8,1,0,4.24763230918,2,10,10,1,2.26721877954,4.34509803922,43.4509803922,0
3374,2,4,142,324,75,133,14,40,38,26,27,23,18,8,17,42,7,10,14,0,11,7,1,14,3,5,0,4.39484445952,3,13,15,0,2.18282062533,4.61111111111,46.1111111111,1
3375,2,3,125,290,47,118,11,23,39,19,20,16,13,6,15,20,15,8,6,1,11,8,19,21,5,6,10,4.94104364331,3,13,17,0,2.05387699019,4.43103448276,44.3103448276,1
3376,2,4,191,453,83,162,16,52,42,38,20,28,19,11,41,36,21,16,18,4,15,6,17,19,1,3,3,8.08922431523,6,20,27,1,2.27612647364,4.44150110375,44.4150110375,2
3377,2,2,97,301,39,116,13,35,43,28,19,14,17,6,9,32,21,8,0,0,6,3,12,27,1,3,1,5.87050457905,4,26,8,0,1.97322610525,4.07973421927,40.7973421927,1
3378,2,3,80,244,34,101,10,25,33,16,14,8,12,6,13,18,14,11,5,2,8,3,13,27,1,0,0,4.42449096263,4,21,7,1,2.46681749595,4.18442622951,41.8442622951,3
3379,2,1,158,401,59,177,22,57,38,26,31,20,25,9,22,42,19,22,4,2,6,5,38,26,13,16,14,5.33184940739,2,24,8,1,2.09262748132,4.37157107232,43.7157107232,1
3380,2,3,144,377,68,147,16,46,37,30,20,26,19,12,26,21,27,22,5,3,17,12,22,36,0,4,2,5.31561369451,3,26,7,0,2.22892649602,4.37135278515,43.7135278515,4
3381,2,3,112,308,51,118,14,37,33,33,18,12,15,11,20,24,8,16,7,2,18,0,14,27,8,3,5,6.69689951503,3,14,9,0,2.07441206464,4.18831168831,41.8831168831,5
3382,2,4,79,195,28,72,12,24,25,18,8,11,15,3,24,12,5,2,3,1,4,2,10,27,2,2,0,4.22186517205,0,13,9,0,2.20783695338,4.33846153846,43.3846153846,0
3383,2,5,192,455,102,165,19,66,60,53,40,40,23,11,21,39,14,27,11,5,21,12,31,12,4,11,24,7.83896159064,4,16,2,2,2.43214940507,4.56923076923,45.6923076923,4
3384,2,4,190,518,89,212,25,58,63,49,29,24,27,15,34,42,23,24,10,0,10,8,19,37,7,9,5,9.78414161691,2,35,12,0,2.05316901725,4.30308880309,43.0308880309,3
3385,2,4,223,548,93,244,25,71,78,42,44,42,26,12,32,47,14,15,20,4,20,7,18,33,1,5,15,8.99421719957,7,34,17,0,2.22686474525,4.47080291971,44.7080291971,3
3386,2,4,202,497,96,194,18,47,61,50,31,38,26,11,35,41,21,17,22,3,11,9,22,28,2,3,24,8.49863923433,7,19,28,0,2.28910562085,4.45070422535,44.5070422535,4
3387,2,3,134,396,44,172,19,59,38,39,12,16,27,6,20,31,17,23,8,2,13,5,24,26,6,11,16,5.69798257433,3,21,9,0,1.94868316196,4.10101010101,41.0101010101,0
3388,2,3,81,195,26,79,8,25,21,15,10,10,10,7,4,15,13,10,4,2,5,3,10,17,1,5,5,3.40642985204,2,15,7,0,2.04454749632,4.21538461538,42.1538461538,0
3389,2,3,113,368,28,142,20,37,48,52,17,4,23,8,20,27,10,13,7,2,5,5,32,27,2,1,1,6.12731958299,2,14,19,1,1.71323309394,3.86413043478,38.6413043478,2
3390,2,3,130,412,46,163,10,48,54,45,15,16,11,10,25,33,19,14,4,4,9,13,26,28,7,7,24,8.76356561957,8,19,10,0,1.94061189712,4.07281553398,40.7281553398,4
3391,2,4,213,539,104,223,24,72,75,59,37,41,34,11,27,53,21,20,8,7,11,14,31,32,9,5,20,9.28868153057,3,29,14,0,2.35728074046,4.45269016698,44.5269016698,3
3392,2,3,87,220,35,78,11,24,22,20,15,20,15,3,12,29,18,6,2,3,8,2,16,19,0,2,6,7.04961418461,0,24,2,2,2.34168729282,4.47727272727,44.7727272727,0
3393,2,3,69,164,36,68,9,15,19,10,9,11,9,3,21,9,3,8,6,0,3,3,10,14,0,1,1,2.65667392121,1,12,9,0,2.21764818884,4.59146341463,45.9146341463,0
3394,2,3,201,448,107,192,23,66,56,54,50,50,29,10,17,45,19,11,11,7,12,5,11,17,2,5,13,7.37782065906,4,24,10,2,2.53319977708,4.73883928571,47.3883928571,1
3395,2,3,74,209,36,91,10,29,18,23,11,10,17,1,8,9,4,9,6,2,11,6,6,19,4,2,5,4.34472520196,0,12,7,2,2.25592704798,4.24401913876,42.4401913876,1
3396,2,3,163,409,43,181,12,56,61,43,29,13,14,10,24,21,16,9,2,0,6,15,18,25,1,7,5,5.78442059907,9,31,10,0,1.81262465248,4.25916870416,42.5916870416,3
3397,2,4,242,514,132,207,24,89,70,66,44,53,28,15,35,41,11,17,17,11,24,14,17,13,7,3,11,7.87200006942,2,14,5,9,2.62873504754,4.79766536965,47.9766536965,2
3398,2,4,202,586,106,227,25,95,77,62,34,32,25,17,42,41,14,27,10,3,10,10,10,27,7,7,5,11.5520398883,9,34,18,0,2.2231718166,4.22866894198,42.2866894198,3
3399,2,4,176,539,78,230,22,55,62,39,27,22,29,11,50,33,26,15,7,2,15,17,22,67,7,6,6,11.1022521093,7,31,20,0,2.0351841021,4.13358070501,41.3358070501,4
3400,2,3,192,549,87,189,25,67,68,54,36,35,27,13,46,34,20,18,1,4,20,10,33,51,7,10,5,10.8267525775,10,34,15,0,2.16304391798,4.20036429872,42.0036429872,4
3401,2,3,94,271,37,93,13,28,26,23,19,22,22,5,18,25,15,9,2,1,2,2,8,28,3,0,1,5.56592504641,1,23,9,0,2.14879086303,4.14022140221,41.4022140221,2
3402,2,4,153,401,74,158,18,71,42,37,23,23,21,12,19,39,18,20,3,9,13,1,13,13,3,21,11,7.60228695909,3,12,13,3,2.34282477582,4.39152119701,43.9152119701,2
3403,2,3,153,374,78,176,15,52,45,44,25,25,16,11,11,33,24,16,13,8,5,14,13,21,2,4,0,5.68756042266,6,18,11,2,2.36353696953,4.56951871658,45.6951871658,0
3404,2,4,117,343,55,123,18,34,40,39,18,25,21,7,22,42,18,11,6,1,5,6,9,31,4,4,2,18.7405632111,3,24,9,0,2.23774479053,4.11370262391,41.1370262391,6
3405,2,3,196,537,91,205,23,51,77,53,25,40,29,13,33,69,21,11,14,7,11,9,19,48,6,14,21,10.4536906884,5,37,8,1,2.27194328379,4.30912476723,43.0912476723,6
3406,2,4,173,454,85,202,24,60,39,32,38,35,32,9,27,32,16,22,17,4,15,12,9,21,5,6,6,6.04184569314,2,24,18,1,2.26259939688,4.46916299559,44.6916299559,1
3407,2,4,172,451,90,172,21,52,53,47,41,30,25,11,32,37,9,17,18,1,13,4,9,29,14,0,3,7.81258714982,2,22,16,1,2.28159295675,4.43015521064,44.3015521064,1
3408,2,3,157,415,52,203,13,46,48,32,14,9,16,10,32,44,19,16,4,0,13,7,7,30,7,13,0,6.67788227629,7,16,17,0,1.85862595093,4.22409638554,42.2409638554,1
3409,2,3,235,656,100,270,21,85,74,66,26,31,22,18,44,45,25,21,25,6,33,11,25,49,8,7,7,11.1761893912,17,41,13,2,2.07971826859,4.30487804878,43.0487804878,9
3410,2,3,94,224,45,83,10,25,30,16,9,17,12,6,11,19,6,11,9,5,7,5,18,23,2,3,14,3.7202986895,3,13,7,0,2.33129954301,4.50446428571,45.0446428571,1
3411,2,4,119,280,55,133,14,23,29,18,24,25,19,4,24,32,13,8,12,5,3,2,12,21,2,1,0,4.00757496273,3,17,12,3,2.39231734594,4.66071428571,46.6071428571,2
3412,2,4,179,483,73,211,25,66,56,34,29,21,27,12,16,32,21,22,10,4,4,15,37,37,13,9,32,10.3943716131,3,27,16,0,2.05887627219,4.25258799172,42.5258799172,0
3413,2,3,86,263,42,107,13,25,38,29,16,14,16,8,16,20,2,5,4,4,5,11,7,25,6,8,1,5.47736076677,3,12,9,1,2.18653789313,4.15589353612,41.5589353612,2
3414,2,4,161,429,72,155,19,46,47,36,23,32,21,11,30,33,13,18,10,2,15,11,17,30,2,6,11,7.58062848477,4,33,7,0,2.17064423692,4.30303030303,43.0303030303,4
3415,2,3,94,308,45,120,9,45,47,41,12,10,11,7,11,21,12,12,3,0,10,2,11,21,5,4,0,5.88990336113,6,16,7,0,1.92413705253,3.96428571429,39.6428571429,1
3416,2,3,95,268,31,122,8,34,28,22,21,17,10,7,27,34,11,8,3,3,10,5,13,11,0,6,1,4.14083855894,6,9,6,2,2.12574609657,4.30223880597,43.0223880597,3
3417,2,3,140,425,68,142,15,66,44,54,15,11,15,12,26,26,11,20,8,3,12,5,28,42,11,5,1,8.12236136241,7,24,13,2,2.1305296273,4.08941176471,40.8941176471,3
3418,2,5,331,757,116,328,31,101,85,64,62,40,40,16,53,43,30,22,6,9,22,25,110,45,12,28,89,15.8159198128,9,46,18,5,2.13723410045,4.49537648613,44.9537648613,8
3419,2,2,185,424,57,167,11,45,41,30,33,22,13,11,23,32,12,11,7,7,12,5,56,44,1,7,75,9.85889604357,9,45,6,6,2.26199958751,4.34905660377,43.4905660377,3
3420,2,4,202,532,90,202,23,62,78,48,44,50,28,15,17,65,17,23,7,10,11,2,20,26,1,13,4,9.93265777053,6,36,11,1,2.33838817831,4.38157894737,43.8157894737,5
3421,2,4,190,425,96,168,17,81,57,54,33,38,20,10,23,26,15,16,9,6,12,8,21,16,6,6,25,7.1469253482,9,18,5,0,2.43814033679,4.68,46.8,7
3422,2,2,62,225,19,83,13,30,25,20,15,9,14,4,13,15,11,7,2,0,5,5,18,24,0,3,3,7.01146170895,1,18,5,0,1.90501635205,3.83555555556,38.3555555556,0
3423,2,2,42,109,21,50,5,17,13,10,9,5,7,3,5,13,2,4,2,0,5,2,6,4,0,2,0,2.41826877343,1,7,3,0,2.15217059275,4.40366972477,44.0366972477,2
3424,2,4,224,534,97,198,19,62,62,49,21,30,22,15,33,45,32,18,16,11,6,16,16,35,4,23,24,9.62696578475,9,20,26,3,2.32706724657,4.36891385768,43.6891385768,0
3425,2,4,124,330,69,134,13,45,38,31,21,21,29,3,22,21,5,6,7,3,12,11,9,31,6,4,7,8.05000984699,2,13,15,2,2.33117243589,4.45757575758,44.5757575758,4
3426,2,1,24,67,7,29,4,9,8,8,6,3,7,0,1,5,2,3,2,2,0,1,6,8,0,1,0,1.14384764181,0,6,3,2,2.54378216044,4.20895522388,42.0895522388,1
3427,2,4,82,266,44,101,12,28,32,14,15,12,20,4,25,16,8,12,3,5,7,0,16,35,6,5,8,5.93265131676,1,18,8,3,2.29465198238,4.18045112782,41.8045112782,0
3428,2,6,206,508,104,221,21,81,61,60,31,60,37,8,30,31,9,13,17,17,27,7,21,28,4,11,17,7.79340008644,2,19,18,3,2.62853651523,4.72637795276,47.2637795276,2
3429,2,2,88,359,30,128,17,56,56,41,10,13,28,6,18,20,7,4,9,3,10,2,27,30,2,0,20,7.79780251504,0,19,13,3,1.95095958161,3.83008356546,38.3008356546,1
3430,2,3,102,289,47,113,11,42,26,31,18,10,13,7,25,20,19,8,5,0,7,5,14,20,1,5,0,4.21377641846,5,16,13,0,2.03672193863,4.16955017301,41.6955017301,4
3431,2,3,122,312,59,119,18,65,45,45,21,21,20,7,14,12,12,4,13,5,7,2,10,4,0,2,4,6.08092486824,0,7,18,4,2.43283933514,4.39743589744,43.9743589744,9
3432,2,4,124,403,23,162,16,58,36,30,27,6,32,8,32,22,17,5,6,0,21,5,32,49,7,4,19,10.047924712,3,21,15,0,1.58837377511,3.7841191067,37.841191067,2
3433,2,3,107,349,44,124,10,32,43,36,21,21,14,5,29,32,18,13,6,4,1,6,3,26,0,3,0,4.90460937734,5,22,13,3,2.14248102555,4.13753581662,41.3753581662,0
3434,2,2,54,156,27,54,5,26,13,27,13,9,7,4,12,10,5,3,0,5,1,2,14,10,4,5,13,3.41082579867,3,5,7,1,2.4947587739,4.26923076923,42.6923076923,0
3435,2,2,92,271,22,108,16,33,22,20,16,6,20,4,16,24,14,7,3,1,5,5,25,24,5,3,3,3.87323394278,1,14,13,1,1.77294597588,4.0332103321,40.332103321,5
3436,2,4,122,314,48,143,15,32,42,17,23,24,19,9,16,39,13,11,2,3,6,2,10,29,0,6,1,3.7170009031,2,28,8,1,2.14806699509,4.47133757962,44.7133757962,3
3437,2,3,62,148,34,58,7,19,18,9,11,11,12,3,15,10,9,4,7,2,4,5,19,11,0,3,3,3.49712255268,0,8,4,1,2.46977500272,4.5472972973,45.472972973,0
3438,2,3,116,330,35,143,7,16,37,25,20,16,7,7,34,28,26,9,10,0,5,4,15,32,7,1,0,4.9760297952,7,22,15,0,1.88546502354,4.19393939394,41.9393939394,5
3439,2,3,87,240,34,105,11,28,26,17,20,12,15,6,15,27,9,6,4,2,6,5,8,24,5,0,0,5.02238803999,2,19,5,1,2.11720718123,4.16666666667,41.6666666667,2
3440,2,4,225,534,96,196,27,64,73,54,27,46,27,12,42,56,23,26,8,15,18,16,24,27,10,9,14,9.74376492606,4,17,10,8,2.48419899935,4.52059925094,45.2059925094,1
3441,2,2,120,314,56,107,12,50,33,35,21,25,16,5,26,17,18,9,2,4,5,1,10,20,4,0,2,4.52085731632,4,12,19,1,2.28665489808,4.36305732484,43.6305732484,1
3442,2,4,121,337,38,153,17,1,6,8,0,9,23,5,5,0,2,0,1,0,0,1,13,11,0,0,282,5.92264640034,2,16,0,0,1.82132016678,4.14836795252,41.4836795252,1
3443,2,4,225,542,93,208,29,54,47,38,52,31,36,11,32,49,24,20,15,4,22,12,26,52,9,6,18,8.3744761712,0,37,13,3,2.20185518048,4.38929889299,43.8929889299,3
3444,2,4,142,359,53,153,13,58,44,27,21,13,16,11,20,27,13,20,7,2,13,2,4,20,1,9,2,4.54786110144,7,18,12,1,2.05208322924,4.33147632312,43.3147632312,3
3445,2,4,152,372,73,154,14,59,46,20,16,25,17,10,34,15,15,13,14,1,11,2,17,31,11,3,5,6.85177095132,6,22,16,0,2.21303979652,4.49462365591,44.9462365591,2
3446,2,4,163,437,86,166,16,63,55,38,39,29,18,11,29,21,25,13,7,6,16,9,9,39,7,10,3,8.55212032483,8,18,10,1,2.3230368756,4.36155606407,43.6155606407,3
3447,2,4,228,555,91,186,26,63,67,39,49,21,44,7,36,34,24,17,17,6,7,10,35,53,63,10,34,14.6743643835,2,11,8,0,2.21521803565,4.20540540541,42.0540540541,3
3448,2,3,169,382,90,167,17,43,50,31,24,31,22,10,23,39,15,8,11,7,11,8,8,30,1,9,10,8.37022735915,4,33,4,3,2.49150761074,4.60732984293,46.0732984293,4
3449,2,4,195,488,78,199,24,53,49,52,34,24,27,10,31,40,22,26,5,6,11,5,18,41,3,7,1,6.40690555954,5,25,15,1,2.13818003972,4.34631147541,43.4631147541,3
3450,2,3,116,302,44,110,12,33,30,37,26,9,13,9,13,30,11,12,10,3,7,4,31,9,10,4,22,4.64360877224,3,9,6,1,2.00844458233,4.27483443709,42.7483443709,4
3451,2,4,126,314,66,109,14,64,39,40,20,18,21,7,21,11,6,12,4,5,13,6,6,17,13,4,2,7.1540450836,2,6,9,3,2.37345955736,4.43630573248,44.3630573248,1
3452,2,3,151,427,45,202,17,63,44,37,31,19,21,11,20,28,22,21,23,2,15,6,13,24,4,6,8,7.64547131877,7,20,9,1,2.01584415758,4.15222482436,41.5222482436,4
3453,2,4,149,378,61,184,14,28,48,26,23,21,15,10,28,42,15,8,10,4,10,12,8,37,2,12,0,6.85215017086,8,31,13,2,2.1660423115,4.35714285714,43.5714285714,2
3454,2,2,57,127,25,56,7,12,15,10,10,7,9,4,5,17,5,3,5,0,1,0,6,11,1,0,2,1.54677798545,0,10,6,0,2.09366952227,4.6062992126,46.062992126,1
3455,2,3,156,353,79,110,17,44,35,36,26,30,22,6,26,22,8,23,6,2,12,11,32,19,3,3,13,5.59941645815,3,13,13,0,2.36307696831,4.58640226629,45.8640226629,2
3456,2,3,110,298,60,117,16,37,34,28,23,19,17,8,25,21,14,7,1,4,12,7,22,25,9,8,0,6.3403236399,1,12,12,1,2.59287084774,4.42281879195,44.2281879195,0
3457,2,3,126,266,60,119,11,42,25,15,17,22,13,6,25,15,19,13,6,4,12,10,23,17,3,7,12,3.37353120825,5,13,4,0,2.39174171464,4.77819548872,47.7819548872,1
3458,2,4,152,488,45,189,16,37,65,24,15,14,19,13,38,29,25,25,6,1,8,13,19,55,4,17,6,9.102213732,10,43,12,0,1.81873638364,4.0143442623,40.143442623,1
3459,2,3,116,373,47,141,18,39,46,40,13,21,22,9,30,27,6,14,9,3,8,1,13,41,2,5,0,7.28653789793,4,37,11,1,2.10988457107,4.0,40.0,1
3460,2,4,215,495,101,187,25,91,66,65,30,37,27,12,23,34,28,14,11,11,24,13,29,17,0,5,24,7.86251813041,3,18,6,4,2.46908667145,4.56565656566,45.6565656566,1
3461,2,3,75,190,29,70,9,35,21,16,18,14,16,2,17,14,3,4,2,2,9,0,10,17,2,4,1,2.8830237236,0,10,5,0,2.25018950902,4.44736842105,44.4736842105,1
3462,2,3,109,344,43,152,15,33,34,25,12,7,15,9,25,32,28,12,1,0,3,3,14,46,5,7,2,4.71840343715,5,25,12,0,1.8970177072,4.04360465116,40.4360465116,1
3463,2,3,83,177,44,74,10,28,20,17,14,18,14,1,6,19,4,1,2,3,8,3,11,14,1,2,0,2.37617934751,0,12,10,1,2.43850931588,4.90960451977,49.0960451977,3
3464,2,4,215,545,85,231,24,79,60,52,36,35,34,8,22,46,12,23,18,7,17,15,22,39,11,9,16,10.7219880587,6,33,17,3,2.26785355368,4.3376146789,43.376146789,1
3465,2,3,80,189,31,69,10,25,26,18,9,15,11,4,9,20,7,5,10,4,2,0,13,13,2,4,3,2.97127497102,2,9,11,1,2.34855363022,4.46031746032,44.6031746032,0
3466,2,3,97,246,47,90,10,36,26,23,19,29,14,8,13,14,11,7,4,6,11,7,21,14,3,3,21,3.44046757116,2,16,4,0,2.45953479989,4.61788617886,46.1788617886,3
3467,2,4,204,510,105,212,21,59,65,39,37,37,30,9,39,40,16,23,15,5,24,9,22,51,6,3,5,9.73770705679,6,33,11,2,2.27545672368,4.50980392157,45.0980392157,0
3468,2,4,160,369,83,130,15,45,39,40,42,36,19,12,18,42,15,14,3,3,14,11,7,10,6,4,10,5.81545172514,6,7,11,2,2.3426472947,4.61246612466,46.1246612466,3
3469,2,4,198,486,81,209,20,70,67,49,33,21,21,14,20,51,20,7,6,1,11,17,24,30,4,8,9,9.15641117751,8,35,11,0,2.09493005046,4.34979423868,43.4979423868,1
3470,2,4,207,563,77,243,26,80,65,56,36,23,34,13,35,47,22,11,8,2,19,18,30,47,6,8,17,8.39997402764,3,33,17,1,1.9772669322,4.2486678508,42.486678508,7
3471,2,3,123,354,44,149,11,27,54,38,32,19,14,5,21,39,6,9,2,1,6,9,15,31,3,6,8,5.98463264792,4,24,9,0,1.96693266853,4.18644067797,41.8644067797,1
3472,2,3,85,216,35,87,10,29,27,26,16,10,10,5,13,16,5,4,1,0,7,7,15,11,2,0,0,3.41197505801,2,11,9,0,2.05119657942,4.31481481481,43.1481481481,4
3473,2,2,22,37,9,16,3,3,3,5,2,3,4,0,3,9,0,1,0,0,1,1,6,1,0,0,0,0.816819837762,0,3,1,0,2.29112401438,4.97297297297,49.7297297297,0
