id,set,human_score,vocabulory_score
19544,7,9,32
19545,7,15,31
19546,7,16,34
19547,7,18,104
19548,7,18,44
19549,7,8,31
19550,7,8,13
19553,7,19,55
19554,7,14,66
19555,7,18,63
19556,7,19,109
19557,7,24,114
19558,7,12,13
19559,7,16,91
19561,7,19,58
19562,7,22,84
19563,7,15,47
