id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words
12108,5,3,51,135,22,48,7,24,18,18,9,8,15,1,5,8,5,3,3,2,5,0,4
12109,5,3,56,126,36,44,7,22,14,19,13,18,18,0,7,10,1,2,1,2,9,4,11
12110,5,4,80,188,35,79,8,28,19,23,15,13,10,5,9,9,9,6,1,4,1,2,9
12111,5,1,19,64,7,22,3,11,9,12,3,3,6,0,1,2,2,3,0,1,6,1,2
12112,5,4,41,114,13,51,4,12,12,9,11,5,8,2,10,9,4,3,4,0,5,2,9
12113,5,1,22,59,11,21,1,12,9,8,5,3,2,1,1,1,2,1,1,0,2,1,6
12114,5,2,31,85,20,20,4,19,11,11,7,8,9,0,0,4,3,0,3,2,4,1,11
12115,5,1,14,47,5,21,3,2,4,2,3,1,4,0,2,3,1,2,3,0,1,1,1
12116,5,3,61,133,37,51,8,17,16,8,6,17,11,2,8,9,8,5,2,4,5,1,16
12117,5,2,23,65,17,20,4,11,7,4,3,5,5,2,2,3,3,3,1,1,6,1,6
12118,5,2,28,86,5,26,4,13,8,13,3,0,4,3,5,5,4,1,1,0,10,2,1
12119,5,2,37,104,16,35,5,22,11,17,4,7,12,0,6,5,3,3,2,1,3,1,8
12120,5,3,64,146,32,61,9,28,24,12,6,12,10,2,4,9,5,3,2,3,7,5,8
12121,5,1,18,69,7,18,2,8,6,10,4,3,7,1,5,3,3,2,1,1,9,4,3
12122,5,2,38,81,18,33,5,9,16,6,6,9,12,0,3,4,2,0,3,1,9,0,14
12123,5,2,49,130,29,44,5,18,15,12,8,6,6,3,5,4,6,3,3,1,5,5,17
12124,5,2,50,113,24,41,5,20,11,12,14,9,9,2,3,6,6,2,0,1,9,9,5
12125,5,4,75,160,39,65,8,29,17,13,9,17,14,3,10,9,9,1,4,2,10,3,19
12126,5,4,96,206,60,82,12,23,26,18,15,26,15,3,9,23,9,4,4,4,12,7,14
12127,5,4,66,179,31,59,7,37,27,14,11,10,15,5,3,8,7,7,2,1,6,9,10
12128,5,4,65,169,25,77,8,29,21,21,7,8,13,2,8,16,10,2,2,3,7,0,8
12129,5,2,17,45,8,18,1,7,6,5,4,5,5,1,3,3,4,1,0,0,3,2,0
12130,5,2,23,52,13,20,1,14,5,9,5,5,4,1,1,2,3,1,0,3,2,1,2
12131,5,3,62,160,24,66,7,21,14,14,14,8,9,5,9,9,2,4,3,2,16,0,19
12132,5,3,59,153,38,49,8,33,21,18,6,18,9,2,4,9,5,4,4,3,7,2,9
12133,5,3,71,171,25,68,6,25,22,22,7,10,13,5,6,7,7,5,5,4,3,4,19
12134,5,2,49,130,24,48,4,24,23,19,9,13,5,4,2,5,2,3,2,6,7,2,4
12135,5,1,28,80,8,37,3,13,9,10,8,3,5,1,3,1,4,0,1,1,6,3,0
12136,5,1,19,44,7,16,1,10,6,4,4,5,5,1,3,1,2,1,0,3,7,1,9
12137,5,2,25,79,9,35,3,14,10,7,4,1,5,2,3,4,7,2,0,0,7,2,2
12138,5,2,13,34,6,10,2,5,4,4,5,2,3,1,1,1,2,1,0,0,3,1,2
12139,5,4,54,147,30,63,7,28,20,10,9,11,8,4,10,8,7,4,3,3,2,1,1
12140,5,2,46,112,25,47,4,14,8,10,11,10,9,2,7,11,6,3,1,0,4,1,9
12141,5,3,52,117,23,44,5,22,19,12,2,14,9,3,8,8,4,5,5,2,7,2,4
12142,5,3,50,137,19,49,8,31,16,21,11,5,12,1,10,2,7,3,4,2,9,2,6
12143,5,1,9,23,7,8,1,6,4,3,1,1,2,1,0,0,1,0,1,0,2,1,1
12144,5,4,75,199,41,83,7,34,20,23,14,13,12,5,15,8,11,3,2,4,17,1,5
12145,5,1,5,9,2,3,0,1,1,0,1,2,1,0,1,0,0,0,1,0,0,0,3
12146,5,2,33,80,20,30,2,13,10,11,2,8,5,2,5,5,4,1,3,3,5,4,8
12147,5,3,45,148,17,54,2,29,21,23,8,1,3,1,3,5,13,4,1,1,9,2,4
12148,5,3,88,201,51,73,9,35,26,20,17,16,15,3,7,10,10,7,2,1,6,5,10
12149,5,1,11,33,3,13,1,7,4,5,0,1,3,1,0,3,2,0,0,0,5,0,1
12150,5,3,39,143,25,53,8,25,16,16,3,10,9,3,4,12,6,7,2,4,1,0,13
12151,5,3,56,152,28,57,10,27,17,22,9,10,14,1,7,11,5,5,1,2,12,1,10
12152,5,3,54,154,27,64,10,31,17,15,4,9,12,0,5,7,9,4,3,2,4,1,5
12153,5,1,18,36,11,15,2,4,5,3,5,5,4,0,0,2,2,3,0,0,2,0,6
12154,5,4,87,191,42,87,7,25,27,25,19,16,8,6,8,16,6,5,4,2,10,6,7
12155,5,3,58,143,25,66,6,28,23,25,8,7,10,5,7,8,6,2,3,1,7,2,3
12156,5,4,101,194,49,79,10,29,21,16,17,21,20,3,3,14,8,6,0,3,10,14,10
12157,5,3,54,158,25,61,6,19,26,18,6,8,8,5,7,6,3,7,5,2,11,3,8
12158,5,3,43,129,27,45,6,18,11,7,7,9,9,2,9,6,8,9,4,2,7,1,18
12159,5,3,43,114,19,48,5,16,12,6,5,11,9,2,6,8,5,3,1,4,7,1,9
12160,5,3,53,127,24,49,5,20,25,19,6,5,6,5,3,11,5,1,1,1,8,4,9
12161,5,2,37,76,12,23,5,14,14,11,6,2,6,2,1,4,2,0,2,0,1,2,11
12162,5,4,106,224,50,83,12,43,28,29,18,14,16,4,8,21,13,6,6,1,12,2,14
12163,5,2,21,71,7,36,4,10,10,8,3,3,6,1,2,2,2,3,3,1,4,2,4
12164,5,3,49,132,23,45,8,26,15,19,14,8,10,2,6,4,7,2,0,2,7,1,12
12165,5,2,26,78,9,34,1,12,10,10,4,0,1,1,2,2,2,1,3,0,2,1,5
12166,5,2,47,111,15,47,5,19,15,12,8,3,8,2,3,5,2,2,0,0,3,3,10
12167,5,1,25,67,12,15,4,11,9,9,6,4,5,1,1,1,0,2,1,1,4,2,6
12168,5,2,70,173,29,75,9,31,22,20,9,13,10,7,15,6,6,5,1,2,9,5,9
12169,5,1,15,46,11,18,3,8,5,6,1,5,4,0,3,0,1,1,1,0,1,3,0
12170,5,4,89,205,47,79,10,41,32,20,6,23,11,5,16,18,7,3,4,5,6,4,14
12171,5,2,30,84,8,26,4,9,8,9,11,2,6,3,6,5,8,2,0,1,8,1,7
12172,5,1,20,44,13,13,2,10,8,5,5,5,5,0,1,1,1,0,0,1,2,0,7
12173,5,2,53,149,25,57,8,23,22,20,9,9,13,1,3,5,2,4,2,2,11,2,16
12174,5,2,60,158,22,61,7,35,20,14,3,10,8,5,9,7,12,4,2,4,9,1,7
12175,5,2,44,129,22,53,7,20,11,12,7,10,10,3,6,7,9,1,3,6,5,0,6
12176,5,1,23,52,11,20,2,9,4,5,4,3,3,2,4,4,4,0,1,1,0,1,11
12177,5,2,35,82,16,33,3,17,9,11,3,8,5,1,5,6,3,3,0,2,5,4,2
12178,5,2,37,109,20,35,4,26,14,12,2,7,5,3,5,0,6,3,3,2,6,2,4
12179,5,4,67,173,24,61,6,40,17,28,9,8,8,4,7,6,13,3,2,4,9,2,8
12180,5,2,37,84,13,38,5,10,8,3,3,2,6,1,3,6,3,2,1,0,1,6,4
12181,5,3,35,85,16,32,4,18,10,12,5,3,9,1,4,5,1,4,2,0,2,1,5
12182,5,2,18,54,7,15,2,9,9,2,5,2,3,1,0,4,2,1,2,0,3,1,3
12183,5,1,19,45,3,18,2,14,4,12,1,0,4,0,1,1,0,0,0,0,1,0,5
12184,5,3,68,159,34,61,6,29,23,20,12,19,8,5,6,8,8,3,1,7,9,1,9
12185,5,3,54,160,18,64,7,23,26,16,6,5,8,5,9,9,10,5,4,3,5,3,6
12186,5,2,40,111,16,42,4,21,20,15,3,6,6,3,4,5,8,2,2,1,7,1,8
12187,5,2,40,106,22,32,5,16,17,9,8,9,10,4,3,4,5,2,3,2,4,3,14
12188,5,4,83,196,47,75,11,29,23,16,17,21,12,6,7,13,10,3,2,3,9,2,7
12189,5,1,12,41,3,17,3,6,6,3,3,0,4,0,0,2,3,1,2,0,0,0,8
12190,5,1,43,106,23,28,4,12,13,10,6,2,5,3,3,5,6,3,3,2,5,0,11
12191,5,3,41,136,21,54,6,19,15,9,8,9,11,5,10,6,6,1,4,2,9,1,4
12192,5,1,15,51,9,14,3,7,7,5,4,3,4,1,2,1,3,1,1,0,3,1,8
12193,5,2,34,100,15,43,6,13,11,10,10,6,8,2,9,3,2,0,1,1,10,1,3
12194,5,2,41,97,13,41,3,17,14,11,6,4,5,3,4,5,3,1,1,1,4,2,10
12195,5,2,13,40,4,12,1,6,2,5,4,1,5,0,0,2,3,1,0,0,5,1,4
12196,5,2,52,129,25,54,8,17,12,19,8,12,12,0,5,9,4,5,2,2,4,3,5
12197,5,2,33,88,17,34,5,14,9,8,6,6,6,2,3,7,4,5,1,1,1,2,2
12198,5,2,30,88,14,32,5,18,15,16,4,5,7,1,3,5,1,0,2,0,4,3,6
12199,5,2,31,80,11,23,3,18,10,16,3,6,7,1,5,1,3,0,1,4,7,1,1
12200,5,4,120,281,65,109,12,60,37,27,14,32,13,8,9,13,14,9,5,7,18,2,10
12201,5,3,51,127,25,48,6,16,11,9,16,12,9,1,9,5,9,4,0,2,4,2,13
12202,5,1,19,47,9,21,3,12,6,7,4,2,3,1,1,2,0,1,0,0,2,1,5
12203,5,2,57,130,25,47,7,18,12,16,10,12,15,2,9,7,4,2,3,4,2,2,9
12204,5,3,74,160,19,84,7,26,11,21,18,7,13,1,5,9,5,3,0,0,4,4,5
12205,5,3,56,133,26,55,7,20,12,15,7,10,8,4,4,9,7,3,2,3,10,5,7
12206,5,3,77,163,41,52,7,25,26,17,14,14,8,5,8,5,4,2,7,2,9,5,9
12207,5,4,87,187,48,68,10,23,21,12,15,22,12,5,13,15,6,5,2,3,11,3,22
12208,5,2,28,70,12,25,3,11,6,7,5,7,5,2,3,7,4,2,2,2,2,2,4
12209,5,2,13,31,6,13,2,4,1,3,2,3,2,0,2,3,3,0,0,1,0,1,1
12210,5,3,65,181,16,73,9,41,20,21,7,4,10,5,4,8,14,2,3,0,12,1,19
12211,5,3,61,139,37,62,6,23,21,12,6,12,12,2,5,14,4,3,2,0,4,2,11
12212,5,4,91,207,54,72,9,46,22,23,16,27,20,4,10,13,14,4,0,7,11,1,12
12213,5,4,48,134,25,52,8,25,12,15,11,10,9,3,7,4,5,3,2,3,9,1,11
12214,5,1,14,38,6,12,2,11,4,6,3,1,6,0,2,0,1,0,1,0,4,1,2
12215,5,1,23,78,11,36,5,15,10,7,3,1,7,1,1,1,1,2,1,0,6,1,2
12216,5,4,63,170,30,80,9,24,18,18,10,9,12,3,11,12,3,5,6,1,2,2,6
12217,5,2,45,118,23,44,7,16,12,10,8,5,11,2,9,5,5,3,3,0,9,0,17
12218,5,2,12,38,4,12,1,5,3,5,6,2,4,1,2,0,2,3,1,0,2,3,2
12219,5,4,72,166,29,63,7,26,25,11,14,14,15,3,5,14,9,4,2,6,7,3,20
12220,5,2,41,116,18,46,6,22,16,8,4,9,8,2,6,5,6,3,3,0,6,2,11
12221,5,3,37,106,18,38,3,22,10,12,5,7,12,0,3,3,2,0,1,2,11,3,6
12222,5,1,19,59,6,29,2,9,5,7,4,1,4,1,5,0,2,3,1,0,2,3,1
12223,5,2,56,125,26,41,7,20,15,12,8,8,9,2,5,4,5,3,6,2,1,6,9
12224,5,3,58,137,30,53,7,23,17,20,19,13,9,4,7,5,5,2,0,4,11,2,13
12225,5,3,84,184,48,74,7,37,23,31,20,22,8,7,4,12,8,2,3,6,8,2,7
12226,5,4,103,257,49,106,8,40,27,19,14,21,12,7,13,14,16,8,3,4,12,9,10
12227,5,1,4,20,3,9,1,1,1,1,2,1,2,1,0,2,1,0,1,0,0,0,3
12228,5,3,61,129,21,57,6,32,15,24,1,3,8,3,4,7,5,2,2,0,7,4,4
12229,5,3,62,141,29,56,6,20,15,18,9,9,8,2,5,11,7,5,2,2,6,5,5
12230,5,3,50,116,19,46,5,21,15,11,9,5,9,2,8,2,4,3,2,0,2,2,8
12231,5,4,91,213,61,79,12,38,25,24,15,27,18,4,11,12,8,3,4,5,21,6,6
12232,5,3,53,130,33,39,5,29,16,16,9,16,8,2,5,5,7,3,2,4,6,3,13
12233,5,3,73,158,23,59,8,39,21,26,11,11,11,3,6,5,6,3,2,8,14,2,5
12234,5,1,21,71,3,21,2,17,10,8,0,1,4,2,0,1,4,0,1,0,11,0,4
12235,5,3,57,157,20,66,6,23,19,12,6,7,8,3,9,4,9,9,5,4,7,1,6
12236,5,3,56,117,23,56,5,23,15,18,10,12,9,3,4,8,5,3,0,3,8,0,4
12237,5,2,27,62,9,23,2,16,9,9,4,3,3,1,2,1,3,0,1,1,5,1,8
12238,5,1,22,66,8,20,3,10,12,7,7,2,5,2,2,1,2,2,0,0,6,0,6
12239,5,2,44,125,22,45,4,23,10,12,11,13,7,3,4,5,9,7,0,5,10,6,10
12240,5,4,80,179,43,78,9,22,15,17,16,18,15,2,7,14,6,5,3,2,16,3,14
12241,5,4,68,176,34,66,9,24,16,17,13,11,11,3,8,12,6,4,0,0,7,1,9
12242,5,4,107,241,71,103,9,45,30,25,5,28,10,6,11,12,2,7,5,12,18,3,19
12243,5,3,68,166,43,55,9,30,18,15,14,10,10,4,6,9,11,4,2,1,9,1,8
12244,5,4,80,201,27,85,10,35,28,28,21,14,13,5,15,9,2,1,2,4,13,1,15
12245,5,1,45,114,22,43,4,22,18,17,8,7,9,3,5,2,4,0,3,2,10,1,10
12246,5,2,47,122,22,42,7,28,17,13,3,3,9,2,5,2,4,2,4,0,12,1,6
12247,5,3,61,168,29,61,8,29,23,14,8,7,9,5,10,4,9,4,3,2,6,5,5
12248,5,3,80,218,43,95,9,42,27,33,17,14,14,5,9,13,9,4,2,5,10,3,9
12249,5,1,6,24,2,9,1,3,2,1,2,2,2,1,3,1,2,2,0,0,1,0,2
12250,5,2,31,76,10,16,3,7,12,6,13,3,4,3,3,3,3,2,2,2,4,0,13
12251,5,3,59,200,21,74,6,36,25,22,14,6,7,5,16,4,5,5,1,2,10,3,8
12252,5,3,70,157,34,64,8,27,22,23,15,13,12,5,7,6,8,3,3,2,2,7,9
12253,5,3,43,104,23,43,3,25,12,8,8,8,10,2,8,4,4,2,3,1,1,0,6
12254,5,1,19,49,9,18,0,9,5,5,4,5,7,0,2,4,2,1,0,1,3,4,5
12255,5,2,48,133,23,51,5,18,18,18,14,10,7,4,6,11,5,4,2,0,2,0,17
12256,5,4,86,199,48,76,5,35,24,22,8,26,6,4,11,10,13,3,4,4,8,3,11
12257,5,3,34,80,14,36,4,15,8,11,6,7,8,0,8,3,5,1,2,1,2,5,3
12258,5,1,8,34,3,11,1,9,4,6,3,2,3,1,2,1,1,0,0,0,4,0,0
12259,5,2,30,75,11,21,4,10,11,11,6,3,8,0,2,2,3,1,1,1,5,5,6
12260,5,2,30,81,17,23,2,12,10,7,7,7,3,2,5,2,5,0,1,0,9,0,7
12261,5,3,59,149,35,55,5,26,18,17,10,18,6,3,2,8,8,4,2,4,7,4,8
12262,5,2,32,95,19,30,4,11,16,5,6,5,6,3,5,3,4,3,2,1,6,1,8
12263,5,4,107,250,50,104,12,38,22,33,20,17,18,3,15,17,6,5,3,5,17,5,8
12264,5,2,49,137,18,40,4,17,15,17,12,6,5,3,9,8,3,1,2,3,6,1,16
12265,5,2,36,101,13,43,4,15,14,12,5,6,5,3,2,5,3,2,0,0,6,3,3
12266,5,2,51,124,27,42,6,29,17,22,10,6,7,3,5,5,3,2,2,2,5,2,5
12267,5,2,32,85,13,34,4,12,10,9,6,2,6,2,3,4,3,1,3,1,8,1,4
12268,5,2,37,96,20,39,5,11,14,11,10,7,6,2,2,4,2,1,1,0,5,1,12
12269,5,4,103,232,56,91,10,51,32,27,23,24,11,5,8,15,12,2,0,3,12,7,17
12270,5,4,135,307,65,104,14,57,31,30,22,29,15,9,16,17,18,6,1,6,19,1,31
12271,5,1,14,44,4,21,2,6,8,5,2,0,4,1,1,2,0,1,0,0,2,2,0
12272,5,3,75,191,42,71,9,34,21,27,14,17,12,4,9,8,3,8,6,2,9,6,8
12273,5,4,70,201,35,65,8,35,27,31,12,9,11,2,8,13,9,7,3,1,2,6,3
12274,5,1,31,81,13,20,5,10,8,9,5,2,6,1,2,3,5,1,0,0,9,5,7
12275,5,1,22,72,11,22,3,11,9,8,4,4,4,2,3,3,4,3,2,0,2,1,3
12276,5,4,72,166,42,69,9,32,20,24,10,14,11,3,8,11,8,1,5,3,11,2,13
12277,5,2,23,79,9,27,4,17,11,8,3,5,7,1,3,2,8,1,2,0,0,0,5
12278,5,3,56,182,20,84,9,22,19,14,9,8,10,3,13,6,9,2,3,3,7,4,4
12279,5,2,17,53,8,18,2,7,6,4,8,0,3,2,2,2,1,1,0,0,3,0,11
12280,5,2,45,121,13,48,6,17,15,14,3,5,7,5,7,6,2,2,3,1,4,0,13
12281,5,3,50,139,23,58,7,21,19,13,6,8,13,1,8,8,4,4,2,0,7,4,5
12282,5,3,70,171,28,60,6,29,19,14,8,11,8,5,14,6,15,4,1,3,2,2,8
12283,5,2,40,94,19,36,5,17,10,13,7,6,9,1,4,7,1,1,1,1,9,0,4
12284,5,2,47,112,21,54,6,24,11,13,6,6,9,2,7,8,6,4,3,2,4,0,3
12285,5,2,33,82,14,31,3,13,9,8,5,5,5,2,4,3,3,1,1,2,5,0,5
12286,5,1,11,29,3,10,1,6,3,3,2,1,1,1,1,0,2,0,0,0,1,0,4
12287,5,3,46,116,27,49,6,22,13,15,4,10,9,2,1,9,3,4,1,0,6,1,9
12288,5,2,29,74,16,23,5,13,8,7,9,4,6,0,5,4,4,2,1,0,3,0,7
12289,5,1,13,40,5,15,2,8,6,6,2,2,3,1,0,2,2,1,1,1,2,0,1
12290,5,3,56,159,26,71,7,35,18,20,7,13,9,5,6,6,8,4,2,1,10,4,11
12291,5,3,61,138,22,40,8,26,14,24,11,9,10,2,0,6,3,3,3,0,8,1,20
12292,5,2,25,71,8,28,2,12,8,13,4,2,5,2,4,3,2,1,0,1,4,1,1
12293,5,3,56,169,24,72,6,29,12,23,11,8,9,6,9,5,9,7,2,1,6,1,10
12294,5,0,23,87,7,34,3,13,9,5,1,0,5,3,9,1,6,1,1,0,4,0,3
12295,5,3,59,154,20,60,7,37,15,21,7,9,9,3,9,2,8,4,1,2,0,3,4
12296,5,4,70,193,33,73,7,28,27,29,11,9,12,6,7,13,10,5,1,4,9,6,3
12297,5,3,101,218,61,91,8,38,25,18,17,28,17,5,13,19,8,8,2,8,8,2,19
12298,5,2,38,92,13,43,2,16,14,13,3,4,4,2,5,5,3,2,3,1,4,2,2
12299,5,4,114,263,62,109,12,64,36,30,14,31,17,5,10,14,14,7,4,5,17,5,5
12300,5,2,41,103,20,38,5,19,12,13,1,3,6,3,5,1,4,2,3,1,12,5,4
12301,5,1,36,94,17,37,5,17,15,10,8,5,7,2,2,3,2,2,4,0,0,2,12
12302,5,2,49,117,31,37,4,20,16,11,8,13,7,3,6,6,9,1,1,4,6,1,12
12303,5,3,45,116,26,45,5,20,20,17,8,8,7,3,1,5,3,1,5,1,3,1,5
12304,5,1,16,69,11,23,3,11,4,10,10,0,8,0,1,2,3,0,1,0,7,2,0
12305,5,3,53,147,28,50,7,20,15,12,10,20,8,4,9,4,6,3,4,7,10,4,12
12306,5,2,20,51,9,20,2,7,6,9,3,0,4,1,1,3,3,2,1,0,5,0,4
12307,5,1,76,211,20,71,11,31,25,22,11,5,18,3,9,5,13,15,0,1,12,7,11
12308,5,2,36,94,21,43,5,16,8,10,5,5,7,2,4,5,6,2,0,1,8,4,5
12309,5,3,89,198,42,75,10,31,29,24,22,13,13,4,9,15,7,2,3,4,10,4,9
12310,5,3,69,195,27,82,10,37,17,27,16,15,15,4,11,6,8,6,1,3,10,4,3
12311,5,2,9,28,6,8,1,5,3,3,2,1,2,1,2,1,1,1,0,0,0,0,2
12312,5,3,68,180,25,56,6,28,21,21,7,13,6,5,11,4,7,6,3,2,3,7,20
12313,5,3,63,173,31,74,10,21,18,17,12,10,12,3,8,10,5,3,4,1,11,3,14
12314,5,2,33,78,22,34,3,9,9,3,5,10,8,1,1,6,6,2,0,3,1,0,4
12315,5,3,49,126,17,53,6,17,11,15,15,5,13,1,6,11,6,3,4,1,1,2,6
12316,5,2,28,80,14,36,4,6,7,4,5,6,5,2,6,7,4,4,1,1,0,2,7
12317,5,1,46,125,18,47,5,24,18,14,11,11,8,2,2,2,5,1,1,1,7,0,10
12318,5,4,51,154,19,58,8,30,23,19,6,4,9,4,6,3,2,3,1,1,8,7,4
12319,5,2,33,81,10,30,3,19,12,11,3,3,6,1,4,2,6,0,0,2,5,1,6
12320,5,2,26,85,11,34,4,10,9,9,4,5,5,2,5,5,3,2,2,2,9,0,4
12321,5,3,79,179,37,62,10,24,18,11,21,16,15,4,13,7,14,1,4,3,9,3,14
12322,5,1,24,69,12,23,2,15,11,15,4,6,4,2,1,1,1,3,2,2,2,0,3
12323,5,3,42,103,18,34,6,21,8,14,7,3,9,1,6,5,6,2,2,0,10,3,3
12324,5,3,50,124,26,46,5,15,14,17,9,7,6,3,7,6,3,6,1,1,8,0,7
12325,5,1,22,55,9,21,4,10,9,7,3,1,5,0,1,2,0,2,2,0,3,3,4
12326,5,3,59,173,28,63,3,22,25,11,8,13,3,2,5,7,13,5,0,3,8,4,14
12327,5,3,54,149,27,40,5,25,19,17,9,11,6,5,5,3,9,5,2,1,12,2,14
12328,5,2,52,119,30,42,5,18,15,18,9,13,9,2,10,6,7,2,0,4,4,6,4
12329,5,2,37,99,18,47,5,18,13,11,8,9,7,3,7,3,3,1,3,2,6,3,7
12330,5,2,38,105,22,49,4,15,12,14,7,9,7,4,4,5,1,6,1,2,1,3,3
12331,5,1,23,64,9,21,2,12,8,8,4,3,6,1,2,2,4,0,0,2,0,1,6
12332,5,1,29,122,12,43,5,17,15,20,8,1,7,3,8,3,4,3,2,0,3,1,2
12333,5,2,23,61,11,21,4,14,8,10,5,5,5,1,3,2,4,0,1,0,3,1,1
12334,5,3,73,177,34,77,7,25,19,16,14,9,9,3,13,8,10,4,3,2,9,1,12
12335,5,2,38,116,16,33,4,19,14,9,11,5,7,3,7,2,7,7,2,1,3,2,5
12336,5,1,15,47,6,17,2,4,3,6,4,2,5,1,0,1,5,5,1,0,1,0,0
12337,5,2,27,96,12,38,2,12,9,8,8,6,4,2,6,4,4,2,1,0,0,1,5
12338,5,2,40,101,18,35,6,15,12,11,7,8,8,2,3,7,4,1,2,0,1,1,5
12339,5,3,34,91,13,38,5,11,7,7,6,4,9,2,6,5,1,2,0,0,7,3,5
12340,5,4,114,294,51,121,13,53,31,31,22,24,19,9,18,17,16,6,3,6,1,2,11
12341,5,2,26,75,7,30,2,14,9,10,6,1,9,0,4,4,4,1,0,0,9,0,1
12342,5,1,25,71,12,29,3,9,10,9,4,2,4,2,3,5,3,2,2,0,4,2,7
12343,5,4,118,262,66,111,15,46,36,36,19,19,18,5,10,18,8,6,3,5,7,4,7
12344,5,1,14,41,6,17,1,9,7,8,2,1,2,1,1,1,1,0,1,0,3,0,1
12345,5,0,13,38,3,12,2,5,1,7,3,0,4,0,2,2,1,2,1,0,4,1,3
12346,5,2,20,52,5,21,2,8,5,10,3,1,5,1,0,3,3,0,1,0,4,3,0
12347,5,4,81,177,39,70,7,33,26,12,18,18,9,5,11,7,9,3,3,3,7,2,17
12348,5,3,69,172,41,57,7,29,22,18,17,17,8,4,9,7,12,3,3,3,7,3,6
12349,5,2,38,113,14,42,6,11,17,8,5,0,7,4,6,4,3,4,1,0,8,3,7
12350,5,3,80,176,55,64,6,39,20,20,14,29,9,5,6,8,9,4,3,6,10,3,18
12351,5,3,42,120,22,55,5,23,18,19,7,13,6,3,1,7,6,2,1,5,6,2,5
12352,5,3,92,233,54,91,9,45,29,29,20,23,14,5,18,8,5,8,4,8,21,2,7
12353,5,3,58,142,35,47,7,26,18,10,13,14,15,3,7,4,6,4,1,0,8,3,15
12354,5,2,31,89,14,36,3,20,15,13,4,7,4,2,3,4,5,1,1,2,3,2,5
12355,5,4,92,219,47,98,10,32,20,23,14,18,12,7,10,12,9,6,6,2,13,4,9
12356,5,1,5,12,3,4,1,3,2,2,1,1,2,0,0,1,0,0,0,0,1,0,2
12357,5,3,54,128,31,52,6,19,16,11,7,10,12,0,5,12,4,3,5,1,3,1,7
12358,5,1,18,53,11,16,3,11,11,8,5,4,5,0,2,1,0,1,1,1,0,1,4
12359,5,3,77,192,36,61,9,34,24,24,13,13,10,5,8,4,10,2,4,1,10,3,13
12360,5,4,62,149,35,65,8,27,20,16,13,13,10,3,4,7,7,6,1,3,8,4,6
12361,5,2,32,86,20,25,3,18,12,11,5,10,7,1,1,2,5,2,3,1,7,0,5
12362,5,0,14,48,3,20,3,7,3,3,1,0,3,1,5,2,4,6,0,0,2,0,3
12363,5,3,43,129,19,52,6,22,18,18,9,7,7,3,11,7,10,1,4,1,0,1,1
12364,5,4,79,227,34,91,11,29,33,25,19,8,17,5,12,8,11,4,3,1,14,0,20
12365,5,4,79,198,44,81,8,39,29,26,15,17,12,5,13,11,8,2,3,4,12,5,10
12366,5,3,102,231,43,88,12,47,29,32,22,9,21,4,9,6,9,3,5,3,8,5,10
12367,5,4,75,178,32,63,9,31,27,14,12,8,11,5,10,6,8,5,2,0,13,3,21
12368,5,3,75,204,30,82,12,39,23,21,8,12,14,3,8,13,10,4,3,3,12,1,7
12369,5,2,35,106,13,42,5,18,17,14,10,3,6,2,4,4,6,0,0,0,5,0,1
12370,5,3,60,141,24,54,7,27,15,22,9,8,10,3,9,8,3,2,0,2,9,1,11
12371,5,3,81,172,32,67,6,41,24,28,18,14,10,5,6,6,8,1,0,3,14,5,11
12372,5,3,69,142,30,60,4,20,13,11,21,15,11,3,7,10,7,2,0,3,10,5,7
12373,5,4,72,194,41,73,10,35,27,19,7,23,18,3,2,15,7,3,6,5,13,3,11
12374,5,3,55,147,23,66,7,17,18,18,9,6,14,3,7,8,7,5,5,1,1,1,8
12375,5,2,25,64,10,25,4,11,9,9,3,5,5,1,1,0,2,4,2,1,2,0,9
12376,5,3,63,177,24,79,9,30,21,21,8,8,10,2,7,11,7,7,4,3,6,1,8
12377,5,2,22,69,6,38,2,9,5,7,7,1,5,2,1,2,3,1,1,0,4,2,1
12378,5,1,29,83,13,30,5,18,7,8,3,4,7,1,1,4,8,0,0,0,6,0,3
12379,5,2,38,96,15,27,4,11,12,9,6,7,15,1,3,4,3,1,2,1,5,0,15
12380,5,1,19,63,11,21,4,15,12,10,1,6,5,1,7,1,2,0,1,1,2,0,6
12381,5,2,44,100,21,45,6,7,12,11,10,7,7,1,6,8,4,1,1,1,6,3,8
12382,5,2,22,67,9,19,1,12,13,7,3,3,3,1,0,1,2,2,3,1,3,3,5
12383,5,3,50,137,24,61,5,16,15,16,12,6,9,3,13,8,8,3,5,1,6,3,12
12384,5,3,56,145,26,58,4,19,14,17,13,9,9,4,10,11,6,5,1,1,6,3,4
12385,5,2,18,57,8,22,2,9,7,3,4,4,3,1,3,4,3,0,0,1,1,1,2
12386,5,2,25,84,13,40,4,8,17,8,4,3,6,2,3,6,3,2,1,1,7,1,2
12387,5,4,75,178,35,65,7,26,17,23,17,11,8,4,7,7,6,7,4,1,13,2,7
12388,5,4,93,229,53,93,8,49,33,27,12,27,10,7,9,9,11,3,3,7,12,3,20
12389,5,2,28,81,11,34,4,11,10,9,5,2,8,0,5,4,2,2,0,0,11,0,4
12390,5,2,54,119,33,45,5,25,18,12,7,15,7,3,2,6,7,2,2,3,8,1,10
