id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32,pos_35,maturity_score,pos_11,pos_33,pos_9,pos_16,pos_13,pos_25,pos_3,pos_26,pos_8,bag_of_words_score,mean_word,pos_7,pos_10
12100,5,4,73,180,37,72,9,30,20,20,8,10,13,3,13,9,9,6,3,1,2,3,15,9,21,5,12,4.7053956208,0,1,1,0,2.09929638533,4.52777777778,45.2777777778,2,0,5.43236111111,3,2,3,0,0,0,0,0,0,3.97947581715,13.8461538462,0,0
12101,5,4,67,167,32,57,7,34,28,23,6,12,8,4,7,4,5,1,4,5,8,4,9,10,5,5,4,4.39379116235,3,2,4,4,2.51431225315,4.45508982036,44.5508982036,0,4,5.82666666667,0,2,0,0,3,0,0,0,0,0.404687806533,21.0,0,0
12102,5,4,57,179,26,74,7,27,26,20,19,8,8,4,3,6,8,4,3,4,8,7,4,14,15,3,2,2.98648764013,2,1,1,1,2.18799745727,4.23463687151,42.3463687151,0,1,6.02432432432,0,5,0,1,1,0,0,0,1,0,22.375,0,0
12103,5,3,46,112,22,39,6,21,12,11,8,11,9,1,4,11,7,1,0,1,1,0,14,6,4,5,5,1.80046027248,0,7,1,1,2.35463821145,4.65178571429,46.5178571429,0,2,5.32615384615,1,3,1,1,0,0,0,0,0,0,12.4444444444,0,0
12104,5,2,48,116,23,44,5,21,13,17,6,8,9,2,7,6,2,5,3,2,10,3,5,5,1,4,0,2.45237445797,0,1,2,1,2.43697160113,4.51724137931,45.1724137931,0,2,6.17045454545,0,0,0,1,0,0,2,0,0,0.3035158549,12.8888888889,0,0
12105,5,3,59,138,28,73,5,37,14,28,8,10,8,2,6,8,6,2,2,2,7,3,4,2,4,4,4,2.32058301328,2,1,0,0,2.30086521701,4.59420289855,45.9420289855,1,1,5.74328767123,0,0,0,0,0,0,0,0,0,0,17.25,0,0
12106,5,3,60,158,21,65,6,24,18,22,8,5,7,4,12,8,5,5,4,1,9,5,4,13,6,3,1,3.16936326744,3,4,1,0,2.03363041497,4.27215189873,42.7215189873,0,1,5.69230769231,0,0,2,2,1,0,0,0,0,0.607031709799,22.5714285714,0,0
12107,5,2,30,92,17,37,5,14,12,9,6,7,7,2,7,2,3,2,6,1,2,0,10,9,5,4,5,2.32468116314,0,3,2,0,2.34607356156,4.34782608696,43.4782608696,0,1,5.77135135135,0,1,0,1,0,1,0,0,0,0.202343903266,13.1428571429,0,0
12108,5,3,51,135,22,48,7,24,18,18,9,8,15,1,5,8,5,3,3,2,5,0,4,10,2,2,2,2.91486877319,0,7,4,0,2.30820393756,4.25925925926,42.5925925926,1,3,5.81708333333,0,0,0,0,0,0,1,0,1,0.505859758166,9.0,0,0
12109,5,3,56,126,36,44,7,22,14,19,13,18,18,0,7,10,1,2,1,2,9,4,11,5,5,2,9,2.56544275803,0,2,0,0,2.69538111685,4.84920634921,48.4920634921,1,0,6.1675,0,1,0,1,0,0,0,0,0,0.3035158549,7.05555555556,0,0
12110,5,4,80,188,35,79,8,28,19,23,15,13,10,5,9,9,9,6,1,4,1,2,9,15,17,9,8,3.70905720499,3,1,2,0,2.34795951192,4.47872340426,44.7872340426,0,6,5.25962025316,0,0,0,1,0,0,1,0,0,0,18.8,0,0
12111,5,1,19,64,7,22,3,11,9,12,3,3,6,0,1,2,2,3,0,1,6,1,2,6,1,0,2,1.77572622157,0,2,0,1,2.17489280889,4.0,40.0,0,1,5.16,0,1,0,1,0,0,0,0,0,0.202343903266,10.6666666667,0,0
12112,5,4,41,114,13,51,4,12,12,9,11,5,8,2,10,9,4,3,4,0,5,2,9,11,3,6,10,2.26623289979,1,4,2,0,1.92470032872,4.23684210526,42.3684210526,1,1,5.70039215686,0,1,0,0,0,1,0,0,0,0,14.25,0,0
12113,5,1,22,59,11,21,1,12,9,8,5,3,2,1,1,1,2,1,1,0,2,1,6,4,2,0,6,1.56451894155,1,1,1,0,2.1977088117,4.22033898305,42.2033898305,1,0,5.86904761905,0,0,0,0,0,0,0,0,0,0,29.5,0,0
12114,5,2,31,85,20,20,4,19,11,11,7,8,9,0,0,4,3,0,3,2,4,1,11,0,5,5,13,2.7106017822,0,0,0,1,2.55241962427,4.49411764706,44.9411764706,0,1,5.7025,1,0,2,1,0,0,0,0,0,2.98460686286,9.44444444444,0,0
12115,5,1,14,47,5,21,3,2,4,2,3,1,4,0,2,3,1,2,3,0,1,1,1,10,6,2,0,0.641494653936,0,0,1,0,1.8822900218,3.97872340426,39.7872340426,0,0,4.89952380952,0,0,0,1,0,0,0,0,0,0,11.75,0,0
12116,5,3,61,133,37,51,8,17,16,8,6,17,11,2,8,9,8,5,2,4,5,1,16,6,8,5,22,2.72549204373,0,1,2,2,2.62695424115,4.90977443609,49.0977443609,0,0,5.83333333333,3,0,1,0,1,0,2,0,0,3.97947581715,12.0909090909,0,0
12117,5,2,23,65,17,20,4,11,7,4,3,5,5,2,2,3,3,3,1,1,6,1,6,5,2,6,4,1.61968297189,0,1,1,1,2.7450129606,4.49230769231,44.9230769231,0,1,5.6245,0,0,0,0,0,0,1,0,0,2.98460686286,13.2,0,0
12118,5,2,28,86,5,26,4,13,8,13,3,0,4,3,5,5,4,1,1,0,10,2,1,8,1,1,0,2.69579105385,1,3,2,0,1.74346542341,3.74418604651,37.4418604651,0,3,5.71615384615,1,0,0,1,0,0,0,0,1,0,21.5,0,0
12119,5,2,37,104,16,35,5,22,11,17,4,7,12,0,6,5,3,3,2,1,3,1,8,7,6,2,4,2.7341893002,0,2,0,0,2.21307135887,4.26923076923,42.6923076923,1,2,6.00685714286,0,0,0,0,0,1,1,0,0,0.3035158549,8.83333333333,0,0
12120,5,3,64,146,32,61,9,28,24,12,6,12,10,2,4,9,5,3,2,3,7,5,8,11,6,9,5,3.3334454759,2,0,0,0,2.35843394554,4.61643835616,46.1643835616,1,3,5.67754098361,2,0,0,0,1,0,0,0,0,5.96921372572,14.6,0,0
12121,5,1,18,69,7,18,2,8,6,10,4,3,7,1,5,3,3,2,1,1,9,4,3,8,0,0,6,1.52273503631,0,1,0,0,1.99562607824,3.75362318841,37.5362318841,0,3,6.26222222222,0,0,0,0,0,0,0,0,0,0,9.85714285714,0,0
12122,5,2,38,81,18,33,5,9,16,6,6,9,12,0,3,4,2,0,3,1,9,0,14,6,3,2,13,1.73496174783,0,0,0,0,2.42269363405,4.74074074074,47.4074074074,0,2,5.8896969697,0,1,0,0,0,0,0,0,0,0,6.91666666667,0,0
12123,5,2,49,130,29,44,5,18,15,12,8,6,6,3,5,4,6,3,3,1,5,5,17,10,8,4,9,2.55355599815,2,3,1,0,2.15106302852,4.29230769231,42.9230769231,0,4,5.45704545455,0,0,1,0,2,0,0,1,1,2.98460686286,21.6666666667,0,0
12124,5,2,50,113,24,41,5,20,11,12,14,9,9,2,3,6,6,2,0,1,9,9,5,6,3,7,3,1.77126503411,0,0,0,0,2.32578847607,4.64601769912,46.4601769912,1,2,5.38024390244,0,0,0,0,0,0,0,0,0,0.3035158549,12.5555555556,0,0
12125,5,4,75,160,39,65,8,29,17,13,9,17,14,3,10,9,9,1,4,2,10,3,19,8,2,11,17,2.57512583081,2,1,4,0,2.37849378902,4.875,48.75,0,3,5.89476923077,0,0,0,0,1,0,1,1,0,3.97947581715,11.4285714286,0,0
12126,5,4,96,206,60,82,12,23,26,18,15,26,15,3,9,23,9,4,4,4,12,7,14,16,8,11,15,3.0169117101,0,4,1,0,2.54994625546,4.9854368932,49.854368932,2,0,5.93926829268,0,0,0,0,0,0,0,0,1,6.96408268,13.7333333333,0,0
12127,5,4,66,179,31,59,7,37,27,14,11,10,15,5,3,8,7,7,2,1,6,9,10,11,8,15,3,4.51879673352,4,3,1,1,2.32259576126,4.34078212291,43.4078212291,3,4,5.50440677966,0,0,0,0,0,0,0,0,0,13.92816536,12.0666666667,0,0
12128,5,4,65,169,25,77,8,29,21,21,7,8,13,2,8,16,10,2,2,3,7,0,8,10,8,6,5,3.12140218966,1,2,4,0,2.11826310982,4.44970414201,44.4970414201,0,1,5.34064935065,0,1,0,1,0,0,1,0,0,0,13.0,0,0
12129,5,2,17,45,8,18,1,7,6,5,4,5,5,1,3,3,4,1,0,0,3,2,0,2,1,1,0,0.711599483499,0,0,0,0,2.385139176,4.35555555556,43.5555555556,0,0,5.32722222222,0,0,0,1,1,0,0,0,0,0,9.0,0,0
12130,5,2,23,52,13,20,1,14,5,9,5,5,4,1,1,2,3,1,0,3,2,1,2,2,4,1,1,0.83811988275,1,0,0,0,2.65229915345,4.84615384615,48.4615384615,1,0,6.699,0,0,0,0,0,0,0,0,0,0,13.0,0,0
12131,5,3,62,160,24,66,7,21,14,14,14,8,9,5,9,9,2,4,3,2,16,0,19,9,4,11,19,2.97794196171,1,4,6,0,2.08675819117,4.3125,43.125,1,2,5.52833333333,1,5,0,0,1,0,0,0,0,0,18.0,0,0
12132,5,3,59,153,38,49,8,33,21,18,6,18,9,2,4,9,5,4,4,3,7,2,9,10,8,7,2,3.00330495894,1,3,2,1,2.56652124553,4.64052287582,46.4052287582,0,2,6.21142857143,0,2,1,1,1,0,1,0,1,3.97947581715,17.3333333333,0,0
12133,5,3,71,171,25,68,6,25,22,22,7,10,13,5,6,7,7,5,5,4,3,4,19,9,9,5,19,2.75098921809,1,1,3,0,2.13709678362,4.54385964912,45.4385964912,1,1,6.01867647059,1,0,0,3,0,0,0,0,1,0,13.1538461538,0,0
12134,5,2,49,130,24,48,4,24,23,19,9,13,5,4,2,5,2,3,2,6,7,2,4,9,6,3,5,2.92759273993,2,1,1,0,2.56392336881,4.36153846154,43.6153846154,1,1,5.9275,1,0,0,0,1,0,0,0,0,0,26.0,0,0
12135,5,1,28,80,8,37,3,13,9,10,8,3,5,1,3,1,4,0,1,1,6,3,0,9,0,3,0,1.54835189972,1,2,1,1,2.05232193295,4.125,41.25,0,3,5.70459459459,0,0,0,0,0,0,0,0,0,0.202343903266,16.0,0,0
12136,5,1,19,44,7,16,1,10,6,4,4,5,5,1,3,1,2,1,0,3,7,1,9,0,0,2,5,0.719344377146,0,0,0,1,2.99047112468,4.81818181818,48.1818181818,0,1,5.16875,0,1,0,0,0,0,0,0,0,0,9.4,0,0
12137,5,2,25,79,9,35,3,14,10,7,4,1,5,2,3,4,7,2,0,0,7,2,2,5,3,4,2,0.563142206437,1,0,0,0,1.60603778022,4.10126582278,41.0126582278,0,2,5.01142857143,0,2,0,0,0,0,0,0,0,2.98460686286,15.8,0,0
12138,5,2,13,34,6,10,2,5,4,4,5,2,3,1,1,1,2,1,0,0,3,1,2,1,0,2,4,1.00909735495,0,0,1,0,2.31113710621,4.14705882353,41.4705882353,0,0,7.488,0,0,0,0,0,0,0,0,0,0,11.3333333333,0,0
12139,5,4,54,147,30,63,7,28,20,10,9,11,8,4,10,8,7,4,3,3,2,1,1,11,12,6,0,1.66772162986,1,2,3,0,2.30471554136,4.59183673469,45.9183673469,1,4,5.51968253968,0,1,0,0,1,0,0,0,0,3.97947581715,18.375,0,0
12140,5,2,46,112,25,47,4,14,8,10,11,10,9,2,7,11,6,3,1,0,4,1,9,3,4,7,8,2.03261059663,1,0,1,0,2.12539268837,4.65178571429,46.5178571429,2,1,5.60808510638,1,0,0,0,0,0,0,0,1,3.97947581715,12.4444444444,0,0
12141,5,3,52,117,23,44,5,22,19,12,2,14,9,3,8,8,4,5,5,2,7,2,4,5,3,6,5,1.30693244725,1,1,0,0,2.4721257726,4.69230769231,46.9230769231,0,2,5.75840909091,0,0,0,1,0,0,0,0,0,2.98460686286,13.1111111111,0,0
12142,5,3,50,137,19,49,8,31,16,21,11,5,12,1,10,2,7,3,4,2,9,2,6,4,2,6,5,4.62769781188,0,0,2,1,2.23224832604,4.19708029197,41.9708029197,0,2,6.35428571429,0,0,0,0,0,0,1,0,0,0.404687806533,11.75,0,0
12143,5,1,9,23,7,8,1,6,4,3,1,1,2,1,0,0,1,0,1,0,2,1,1,2,1,1,0,0.551388126875,0,0,0,0,2.1705903461,4.4347826087,44.347826087,0,1,5.4275,0,0,0,0,0,0,0,0,0,0.101171951633,11.5,0,0
12144,5,4,75,199,41,83,7,34,20,23,14,13,12,5,15,8,11,3,2,4,17,1,5,18,8,9,4,3.34687892464,2,2,2,0,2.38867138324,4.49246231156,44.9246231156,1,7,6.14204819277,0,0,0,0,0,1,1,0,0,0,16.5833333333,0,0
12145,5,1,5,9,2,3,0,1,1,0,1,2,1,0,1,0,0,0,1,0,0,0,3,2,0,0,0,0.324849222482,0,0,2,0,2.34520787991,5.33333333333,53.3333333333,0,0,7.51666666667,0,1,0,0,0,0,0,0,0,0,9.0,0,0
12146,5,2,33,80,20,30,2,13,10,11,2,8,5,2,5,5,4,1,3,3,5,4,8,3,4,3,4,3.03419472247,1,2,1,0,2.63493448625,4.6375,46.375,0,3,5.85566666667,0,0,0,0,0,0,0,0,0,3.28812271776,16.0,0,0
12147,5,3,45,148,17,54,2,29,21,23,8,1,3,1,3,5,13,4,1,1,9,2,4,10,6,3,0,3.09671170926,1,2,0,1,1.94513597523,3.92567567568,39.2567567568,0,3,6.35925925926,0,0,0,0,1,1,0,1,2,0.910547564699,49.3333333333,0,0
12148,5,3,88,201,51,73,9,35,26,20,17,16,15,3,7,10,10,7,2,1,6,5,10,10,16,9,14,3.25318107372,3,1,1,0,2.27074187364,4.68656716418,46.8656716418,0,3,6.05589041096,0,2,1,0,0,0,0,0,0,6.37390153225,13.4,0,0
12149,5,1,11,33,3,13,1,7,4,5,0,1,3,1,0,3,2,0,0,0,5,0,1,5,0,1,0,0.561740330888,0,0,0,0,1.93551339991,3.93939393939,39.3939393939,0,0,6.26846153846,0,1,0,0,0,0,0,0,0,0.101171951633,11.0,0,0
12150,5,3,39,143,25,53,8,25,16,16,3,10,9,3,4,12,6,7,2,4,1,0,13,9,8,6,5,5.18562075808,1,5,2,3,2.37932424998,4.33566433566,43.3566433566,2,1,4.96452830189,0,0,0,1,1,0,0,0,0,0,15.8888888889,0,0
12151,5,3,56,152,28,57,10,27,17,22,9,10,14,1,7,11,5,5,1,2,12,1,10,12,6,3,6,1.99327356969,0,0,2,0,2.19127201799,4.42105263158,44.2105263158,0,0,5.71649122807,1,0,0,2,1,0,0,0,0,0,11.0,0,0
12152,5,3,54,154,27,64,10,31,17,15,4,9,12,0,5,7,9,4,3,2,4,1,5,15,16,11,3,2.17623304745,0,2,0,0,2.20850959749,4.2987012987,42.987012987,0,3,5.35546875,0,0,0,0,0,0,0,1,0,8.95382058858,12.8333333333,0,0
12153,5,1,18,36,11,15,2,4,5,3,5,5,4,0,0,2,2,3,0,0,2,0,6,2,1,0,5,0.398641426001,0,0,0,0,2.58321812339,4.88888888889,48.8888888889,0,0,5.87866666667,0,0,0,0,0,0,0,0,0,0,9.0,0,0
12154,5,4,87,191,42,87,7,25,27,25,19,16,8,6,8,16,6,5,4,2,10,6,7,12,6,4,7,2.34139033389,5,3,0,0,2.29440956204,4.67015706806,46.7015706806,0,4,5.4616091954,1,0,1,1,0,0,0,0,0,0.505859758166,23.875,0,0
12155,5,3,58,143,25,66,6,28,23,25,8,7,10,5,7,8,6,2,3,1,7,2,3,3,5,3,3,1.6169895204,1,1,2,0,2.00255918211,4.54545454545,45.4545454545,2,1,6.02636363636,1,0,1,1,0,0,0,0,0,0,14.4,0,0
12156,5,4,101,194,49,79,10,29,21,16,17,21,20,3,3,14,8,6,0,3,10,14,10,11,13,17,8,3.57088400431,2,0,2,0,2.35421582281,4.9587628866,49.587628866,0,2,5.73848101266,0,0,0,0,0,0,0,0,0,0.708203661432,9.7,0,0
12157,5,3,54,158,25,61,6,19,26,18,6,8,8,5,7,6,3,7,5,2,11,3,8,11,8,9,6,2.94883077627,3,1,2,1,2.13896784066,4.18987341772,41.8987341772,0,1,5.70655737705,1,1,0,1,0,0,0,0,0,4.97434477143,19.75,0,0
12158,5,3,43,129,27,45,6,18,11,7,7,9,9,2,9,6,8,9,4,2,7,1,18,16,3,10,1,2.27275151103,2,4,2,1,2.43985301851,4.31782945736,43.1782945736,0,1,5.23733333333,0,1,0,0,0,0,0,0,0,0,14.3333333333,0,0
12159,5,3,43,114,19,48,5,16,12,6,5,11,9,2,6,8,5,3,1,4,7,1,9,7,8,6,7,2.30134348917,0,3,0,1,2.47910065778,4.49122807018,44.9122807018,2,3,5.24916666667,1,3,0,1,2,0,1,0,0,6.47507348388,12.6666666667,0,0
12160,5,3,53,127,24,49,5,20,25,19,6,5,6,5,3,11,5,1,1,1,8,4,9,6,4,5,7,2.34635946819,3,0,1,1,2.22808874432,4.45669291339,44.5669291339,0,0,5.86571428571,0,0,0,0,0,0,0,0,1,0.3035158549,21.1666666667,0,0
12161,5,2,37,76,12,23,5,14,14,11,6,2,6,2,1,4,2,0,2,0,1,2,11,1,7,3,14,1.927481452,0,0,0,0,1.85661453831,4.42105263158,44.2105263158,0,0,5.90173913043,1,0,0,0,0,0,0,0,0,2.98460686286,12.6666666667,0,0
12162,5,4,106,224,50,83,12,43,28,29,18,14,16,4,8,21,13,6,6,1,12,2,14,2,5,13,15,3.17120480258,0,5,1,0,2.25160985899,4.70535714286,47.0535714286,1,1,5.65301204819,0,1,1,1,0,0,0,0,1,7.95895163429,14.0625,0,0
12163,5,2,21,71,7,36,4,10,10,8,3,3,6,1,2,2,2,3,3,1,4,2,4,8,1,1,2,2.44375968734,0,1,2,1,1.99496347727,4.14084507042,41.4084507042,0,0,5.18527777778,0,0,0,0,1,0,0,1,0,0,11.8333333333,0,1
12164,5,3,49,132,23,45,8,26,15,19,14,8,10,2,6,4,7,2,0,2,7,1,12,6,4,4,13,2.35823247171,0,0,2,0,2.29059366506,4.33333333333,43.3333333333,0,2,5.70288888889,2,0,0,0,0,0,0,0,0,0,13.2,0,0
12165,5,2,26,78,9,34,1,12,10,10,4,0,1,1,2,2,2,1,3,0,2,1,5,10,10,0,1,1.93389646688,1,1,0,0,1.78986862748,4.0641025641,40.641025641,2,0,5.38823529412,0,0,0,1,0,1,2,0,0,0,78.0,0,0
12166,5,2,47,111,15,47,5,19,15,12,8,3,8,2,3,5,2,2,0,0,3,3,10,5,9,6,12,2.39428833552,0,0,4,0,1.9715835481,4.36036036036,43.6036036036,0,1,5.55255319149,1,0,0,0,2,0,0,0,0,0,13.875,0,1
12167,5,1,25,67,12,15,4,11,9,9,6,4,5,1,1,1,0,2,1,1,4,2,6,4,3,1,6,1.59735347203,0,3,1,0,2.22196591315,4.17910447761,41.7910447761,0,0,5.31,2,0,0,0,1,0,0,0,0,0.202343903266,13.4,0,0
12168,5,2,70,173,29,75,9,31,22,20,9,13,10,7,15,6,6,5,1,2,9,5,9,9,10,6,12,2.98409152494,1,1,1,0,2.16640382935,4.49710982659,44.9710982659,0,1,5.7468,0,1,0,0,1,0,1,0,0,0,17.5,0,0
12169,5,1,15,46,11,18,3,8,5,6,1,5,4,0,3,0,1,1,1,0,1,3,0,5,8,0,0,0.664617432175,0,0,0,0,2.24576896872,4.39130434783,43.9130434783,0,0,5.71,0,2,1,0,0,0,0,0,0,0.202343903266,11.5,0,0
12170,5,4,89,205,47,79,10,41,32,20,6,23,11,5,16,18,7,3,4,5,6,4,14,7,9,10,8,2.99620347388,3,0,3,0,2.50171629274,4.67804878049,46.7804878049,0,2,5.87924050633,1,2,3,0,0,0,1,0,0,4.97434477143,18.6363636364,0,0
12171,5,2,30,84,8,26,4,9,8,9,11,2,6,3,6,5,8,2,0,1,8,1,7,5,1,1,6,1.1914173456,1,0,0,0,1.881912578,4.02380952381,40.2380952381,0,3,5.60923076923,0,0,0,0,0,0,0,0,1,0,14.0,0,0
12172,5,1,20,44,13,13,2,10,8,5,5,5,5,0,1,1,1,0,0,1,2,0,7,2,3,1,5,0.538594892715,0,1,0,0,2.73213977275,4.97727272727,49.7727272727,0,0,6.07615384615,0,0,1,0,0,0,0,0,0,0.202343903266,8.8,0,0
12173,5,2,53,149,25,57,8,23,22,20,9,9,13,1,3,5,2,4,2,2,11,2,16,14,8,2,9,2.48215754288,1,4,0,0,2.15222013619,4.34228187919,43.4228187919,2,1,5.57561403509,2,4,0,1,0,0,1,0,0,0.505859758166,11.6153846154,0,0
12174,5,2,60,158,22,61,7,35,20,14,3,10,8,5,9,7,12,4,2,4,9,1,7,12,1,5,3,2.78083508842,2,5,3,1,2.30780621446,4.3164556962,43.164556962,0,3,5.76573770492,2,1,0,1,0,0,1,0,0,0,19.75,0,0
12175,5,2,44,129,22,53,7,20,11,12,7,10,10,3,6,7,9,1,3,6,5,0,6,15,12,10,2,1.71479933224,0,4,1,0,2.43065153004,4.51162790698,45.1162790698,2,3,5.59528301887,0,1,0,0,0,1,0,0,0,4.97434477143,13.0,0,0
12176,5,1,23,52,11,20,2,9,4,5,4,3,3,2,4,4,4,0,1,1,0,1,11,1,4,1,8,1.02459267859,0,3,0,0,2.2188007849,4.69230769231,46.9230769231,0,0,6.1625,0,0,0,1,0,0,0,0,0,0,17.3333333333,0,0
12177,5,2,35,82,16,33,3,17,9,11,3,8,5,1,5,6,3,3,0,2,5,4,2,3,3,3,0,1.29288538225,1,1,1,0,2.53399054852,4.67073170732,46.7073170732,0,1,5.99121212121,0,0,1,0,0,0,1,0,1,0.3035158549,16.4,0,0
12178,5,2,37,109,20,35,4,26,14,12,2,7,5,3,5,0,6,3,3,2,6,2,4,9,0,3,0,2.39989866149,2,2,2,0,2.34669249824,4.34862385321,43.4862385321,0,0,5.75142857143,2,2,0,0,0,1,0,0,0,0.3035158549,21.8,0,0
12179,5,4,67,173,24,61,6,40,17,28,9,8,8,4,7,6,13,3,2,4,9,2,8,7,6,7,3,3.22968094195,3,1,3,0,2.18179972353,4.3063583815,43.063583815,1,7,5.99114754098,0,0,1,0,1,0,0,0,0,0,21.75,0,0
12180,5,2,37,84,13,38,5,10,8,3,3,2,6,1,3,6,3,2,1,0,1,6,4,7,11,5,2,1.43674619036,0,1,0,0,1.9178480482,4.35714285714,43.5714285714,0,4,5.27789473684,1,2,0,1,2,0,0,0,0,4.97434477143,14.0,0,0
12181,5,3,35,85,16,32,4,18,10,12,5,3,9,1,4,5,1,4,2,0,2,1,5,3,5,5,4,1.95494671476,0,1,1,0,2.0176393006,4.37647058824,43.7647058824,0,0,5.9540625,0,0,0,0,0,0,0,0,0,0.202343903266,9.44444444444,0,0
12182,5,2,18,54,7,15,2,9,9,2,5,2,3,1,0,4,2,1,2,0,3,1,3,2,1,6,3,2.71654209336,1,1,0,0,1.90332380572,4.0,40.0,0,3,5.34533333333,0,0,0,0,0,0,0,0,0,4.97434477143,18.0,0,0
12183,5,1,19,45,3,18,2,14,4,12,1,0,4,0,1,1,0,0,0,0,1,0,5,0,4,1,9,0.960980417659,0,0,0,0,1.66454410296,4.15555555556,41.5555555556,0,0,7.21833333333,0,0,0,0,0,1,0,0,0,0.3035158549,11.25,0,0
12184,5,3,68,159,34,61,6,29,23,20,12,19,8,5,6,8,8,3,1,7,9,1,9,9,6,3,10,3.7989441848,2,1,1,1,2.67355908096,4.72955974843,47.2955974843,1,2,6.36213114754,0,2,1,0,0,0,0,0,0,0,19.875,0,0
12185,5,3,54,160,18,64,7,23,26,16,6,5,8,5,9,9,10,5,4,3,5,3,6,12,12,5,6,2.71361327872,2,1,0,0,2.09446710474,4.125,41.25,1,2,5.65890625,1,0,0,0,1,1,0,0,0,0,20.0,0,0
12186,5,2,40,111,16,42,4,21,20,15,3,6,6,3,4,5,8,2,2,1,7,1,8,5,2,2,10,2.77827684876,1,2,1,0,2.18958146555,4.22522522523,42.2522522523,0,1,5.54952380952,0,0,0,0,0,0,1,0,0,0,18.5,0,0
12187,5,2,40,106,22,32,5,16,17,9,8,9,10,4,3,4,5,2,3,2,4,3,14,5,4,6,13,2.36216825524,1,2,0,0,2.4094192222,4.40566037736,44.0566037736,1,2,6.338125,1,1,0,0,1,0,0,0,1,3.97947581715,10.6,0,0
12188,5,4,83,196,47,75,11,29,23,16,17,21,12,6,7,13,10,3,2,3,9,2,7,14,14,8,9,3.14590587727,0,0,2,0,2.3614900528,4.66836734694,46.6836734694,1,7,5.52853333333,6,1,0,0,1,0,1,0,1,5.96921372572,16.3333333333,0,0
12189,5,1,12,41,3,17,3,6,6,3,3,0,4,0,0,2,3,1,2,0,0,0,8,6,5,0,1,0.448750502056,0,1,0,0,1.58883298175,4.0243902439,40.243902439,0,0,5.48647058824,0,0,0,0,0,0,0,0,0,0,10.25,0,0
12190,5,1,43,106,23,28,4,12,13,10,6,2,5,3,3,5,6,3,3,2,5,0,11,7,6,5,8,1.86073583853,3,1,3,0,2.1983617195,4.33018867925,43.3018867925,1,1,5.69321428571,0,1,0,1,0,1,0,0,0,4.97434477143,21.2,0,0
12191,5,3,41,136,21,54,6,19,15,9,8,9,11,5,10,6,6,1,4,2,9,1,4,19,7,7,5,3.05363247483,0,4,4,0,2.35642171768,4.13235294118,41.3235294118,0,2,5.58555555556,0,1,0,0,0,1,1,0,0,4.97434477143,12.3636363636,0,0
12192,5,1,15,51,9,14,3,7,7,5,4,3,4,1,2,1,3,1,1,0,3,1,8,4,1,2,10,1.61875458525,0,2,1,0,2.18766596009,4.11764705882,41.1764705882,0,0,5.91642857143,0,1,1,0,0,0,0,0,0,0,12.75,0,0
12193,5,2,34,100,15,43,6,13,11,10,10,6,8,2,9,3,2,0,1,1,10,1,3,11,3,3,2,1.49702809124,0,1,2,1,2.14513779548,4.38,43.8,1,2,5.76534883721,0,1,0,0,1,0,0,0,1,0,12.5,0,0
12194,5,2,41,97,13,41,3,17,14,11,6,4,5,3,4,5,3,1,1,1,4,2,10,8,5,5,8,2.07673110407,2,2,1,0,1.97992502201,4.29896907216,42.9896907216,2,1,5.50365853659,0,0,0,0,0,0,0,0,0,0,19.4,0,0
12195,5,2,13,40,4,12,1,6,2,5,4,1,5,0,0,2,3,1,0,0,5,1,4,4,2,2,1,0.399223987772,0,0,0,0,1.66332999332,4.05,40.5,0,1,4.57166666667,0,0,0,0,0,0,0,0,0,0,8.0,0,0
12196,5,2,52,129,25,54,8,17,12,19,8,12,12,0,5,9,4,5,2,2,4,3,5,9,12,7,2,2.56896042802,0,0,2,0,2.36383032353,4.58914728682,45.8914728682,1,0,6.28814814815,0,1,0,1,0,0,0,1,0,0.3035158549,10.9166666667,0,0
12197,5,2,33,88,17,34,5,14,9,8,6,6,6,2,3,7,4,5,1,1,1,2,2,4,5,9,0,1.64779427683,0,0,2,0,2.27015528448,4.36363636364,43.6363636364,0,0,5.41470588235,0,0,0,2,0,0,1,0,0,2.98460686286,14.6666666667,0,0
12198,5,2,30,88,14,32,5,18,15,16,4,5,7,1,3,5,1,0,2,0,4,3,6,4,6,1,1,2.74025274065,0,0,1,0,1.97198243743,4.29545454545,42.9545454545,0,0,6.0678125,0,0,0,1,1,0,1,0,0,0.3035158549,12.5714285714,0,0
12199,5,2,31,80,11,23,3,18,10,16,3,6,7,1,5,1,3,0,1,4,7,1,1,6,3,1,0,1.81384836912,0,1,0,0,2.52703734074,4.3625,43.625,0,3,6.18782608696,1,0,0,0,0,0,0,0,0,0.3035158549,11.4285714286,0,0
12200,5,4,120,281,65,109,12,60,37,27,14,32,13,8,9,13,14,9,5,7,18,2,10,13,4,23,8,2.94290718546,5,5,1,0,2.51030413355,4.8256227758,48.256227758,0,2,6.22880733945,0,2,2,0,1,0,2,0,0,20.89224804,21.6153846154,0,0
