id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29
6316,3,1,45,128,18,47,4,18,15,17,10,2,5,3,5,9,4,3,1
6317,3,2,71,205,40,71,10,43,26,30,12,8,14,3,13,1,5,6,0
6318,3,1,27,68,13,23,4,15,7,13,3,2,5,2,4,4,0,2,0
6319,3,1,36,125,11,43,7,15,19,17,5,1,10,2,5,10,4,3,1
6320,3,1,28,64,12,23,4,16,5,9,4,3,5,1,5,0,1,2,3
6321,3,1,24,63,10,21,3,13,10,9,5,1,6,1,4,4,2,1,1
6322,3,2,31,71,17,23,4,11,10,10,4,4,8,0,8,2,2,1,0
6323,3,1,24,60,19,10,3,7,10,5,4,5,5,1,3,4,0,0,2
6324,3,1,8,23,3,13,0,5,1,3,2,0,4,0,1,2,1,0,0
6325,3,2,30,77,9,29,3,19,11,12,9,0,5,2,2,2,2,3,0
6326,3,1,13,38,10,12,1,6,4,5,3,3,2,1,1,2,2,1,0
6327,3,2,45,176,17,68,6,31,29,22,7,8,7,5,7,4,4,4,1
6328,3,2,47,114,26,38,6,19,16,19,7,11,8,3,9,4,2,3,3
6329,3,2,34,113,18,37,4,15,8,12,6,4,6,3,5,3,5,7,2
6330,3,3,65,148,35,61,8,31,16,14,8,11,9,2,9,2,2,2,2
6331,3,3,75,184,41,68,5,33,23,27,10,11,5,4,8,9,5,8,6
6332,3,3,7,21,5,5,1,4,3,3,2,1,3,0,0,2,1,0,0
6333,3,3,40,121,15,58,8,23,11,15,10,3,9,1,11,4,3,3,3
6334,3,2,41,112,14,52,5,17,17,13,4,4,6,2,5,3,2,1,4
6335,3,3,67,128,47,43,6,20,20,15,9,26,7,2,9,11,6,2,5
6336,3,3,70,166,32,66,7,34,23,19,9,10,10,3,7,3,4,5,7
6337,3,2,41,95,32,27,5,19,16,10,7,12,9,0,7,5,3,0,3
6338,3,2,79,180,45,75,9,40,24,30,20,14,10,2,8,11,4,3,1
6339,3,2,33,93,15,33,5,21,10,11,7,4,6,2,5,6,3,4,1
6340,3,3,65,153,37,54,7,29,23,17,14,15,10,4,11,5,1,5,4
6341,3,2,41,111,18,49,2,16,11,11,5,2,9,1,6,5,2,5,4
6342,3,1,22,54,13,26,4,9,6,7,4,4,5,0,4,2,0,2,1
6343,3,1,67,142,26,46,6,18,20,19,8,9,11,3,10,12,2,3,1
6344,3,2,39,95,26,33,4,19,10,16,6,6,8,1,4,4,3,1,2
6345,3,2,38,107,19,30,5,18,11,11,8,6,6,3,9,4,4,4,2
6346,3,2,38,93,23,36,5,13,11,16,4,2,7,1,6,8,1,1,2
6347,3,3,39,87,21,29,5,16,14,15,5,6,6,2,2,6,0,2,0
6348,3,1,40,85,15,39,4,17,16,11,7,3,5,3,2,4,2,2,0
6349,3,3,60,151,32,50,8,24,15,18,12,10,10,3,10,4,4,7,3
6350,3,2,45,131,25,38,7,25,13,20,8,8,11,1,8,4,6,3,1
6351,3,3,57,119,29,44,4,20,15,17,12,11,6,4,4,6,2,3,1
6352,3,2,60,143,34,48,6,31,15,18,5,11,10,3,6,4,2,2,4
6353,3,3,51,163,27,59,9,27,18,19,11,7,10,2,14,8,6,5,4
6354,3,1,22,63,11,24,3,11,10,11,1,1,4,1,2,2,1,2,3
6355,3,2,43,120,20,36,5,19,14,12,7,2,6,3,8,3,5,4,2
6356,3,1,15,48,6,18,2,1,1,3,0,2,5,0,0,0,1,0,0
6357,3,2,14,30,8,12,2,7,5,5,3,1,3,0,1,2,0,0,0
6358,3,2,24,58,16,20,2,11,4,14,2,4,6,0,0,5,1,6,3
6359,3,1,12,24,7,10,1,5,3,5,1,0,3,0,1,3,1,0,0
6360,3,2,49,143,23,56,5,23,26,18,11,11,5,5,4,5,6,0,4
6361,3,2,43,123,28,33,8,19,15,14,6,4,9,2,7,2,5,2,2
6362,3,1,35,99,14,42,4,16,10,11,12,3,6,4,12,3,0,2,0
6363,3,3,77,196,41,75,9,35,29,21,12,15,13,4,11,3,4,2,8
6364,3,3,47,147,27,59,6,33,16,25,6,3,7,3,7,9,2,3,1
6365,3,2,25,78,10,26,4,13,10,10,0,2,5,3,4,3,1,2,4
6366,3,3,104,254,58,86,13,46,32,32,16,12,21,4,15,12,14,6,5
6367,3,2,34,83,18,24,3,13,10,13,10,2,4,3,6,2,2,0,0
6368,3,1,16,67,4,35,3,8,9,8,4,0,5,1,2,6,1,1,1
6369,3,1,25,64,6,25,4,12,4,7,5,0,6,0,4,1,3,3,0
6370,3,0,13,33,6,14,2,6,5,4,5,0,3,1,0,2,2,0,0
6371,3,3,58,188,28,77,8,35,18,29,9,11,12,3,9,9,12,2,4
6372,3,2,27,75,10,34,2,12,9,6,5,2,3,1,6,7,5,0,2
6373,3,2,26,58,18,24,3,18,8,10,3,8,5,0,1,1,2,1,0
6374,3,2,42,155,20,61,6,23,17,13,12,5,7,4,6,5,4,5,5
6375,3,1,24,65,14,20,1,14,4,11,1,4,5,1,2,3,3,1,1
6376,3,2,40,104,18,35,5,21,14,17,7,6,9,1,3,2,4,4,1
6377,3,3,92,218,38,78,11,41,25,23,14,13,13,6,17,6,10,6,3
6378,3,3,68,177,28,58,8,41,22,27,10,9,12,5,5,3,4,5,3
6379,3,3,78,166,37,61,7,34,22,21,14,14,8,5,19,8,4,5,2
6380,3,1,32,88,11,30,4,19,10,11,9,1,5,3,4,5,6,2,0
6381,3,3,57,162,24,61,8,27,22,22,10,7,10,3,9,4,6,4,4
6382,3,1,18,43,8,17,1,10,4,8,1,0,5,0,1,4,1,0,1
6383,3,2,36,101,20,41,6,22,12,14,9,3,7,1,8,2,4,3,0
6384,3,3,59,159,25,64,6,36,21,22,8,4,11,3,9,6,3,5,1
6385,3,2,33,93,13,33,3,19,10,12,9,6,9,1,1,4,4,1,2
6386,3,2,62,184,31,59,8,33,19,19,11,8,13,5,17,4,6,5,2
6387,3,3,64,151,33,56,8,29,18,17,7,6,9,5,8,7,4,10,2
6388,3,3,69,174,36,56,8,28,29,19,10,11,9,3,9,8,3,4,4
6389,3,2,62,132,28,53,6,26,17,19,7,5,9,3,4,4,4,2,0
6390,3,2,37,90,17,36,4,14,10,9,6,4,8,1,11,1,4,0,2
6391,3,1,24,59,11,24,3,16,8,14,3,1,5,1,2,2,1,0,2
6392,3,3,68,187,40,62,9,40,17,26,12,7,12,3,9,6,9,5,2
6393,3,1,21,65,11,22,4,12,10,8,2,0,5,0,6,1,3,2,0
6394,3,1,4,10,2,4,0,4,1,1,0,1,1,0,0,0,0,1,0
6395,3,2,28,87,12,31,4,15,8,10,4,0,5,3,3,3,7,4,0
6396,3,3,77,184,46,84,10,28,20,21,14,15,11,5,11,13,9,5,2
6397,3,2,42,92,25,39,5,18,14,17,3,5,8,0,3,6,0,0,0
6398,3,2,34,93,18,29,4,21,11,12,8,5,9,1,5,5,6,3,3
6399,3,2,28,59,17,27,4,9,8,9,4,4,5,1,0,6,2,0,2
6400,3,2,30,89,14,27,4,18,11,12,2,3,5,2,6,4,2,4,0
6401,3,2,24,63,10,21,3,8,10,4,2,2,5,1,4,2,1,1,2
6402,3,2,28,70,14,26,3,13,7,13,7,4,8,0,3,2,0,3,0
6403,3,0,9,28,3,12,1,4,2,1,4,0,2,1,1,0,3,1,0
6404,3,1,48,102,24,32,5,17,14,14,6,5,6,3,4,4,3,4,1
6405,3,3,26,102,5,43,5,16,16,12,4,1,7,2,5,3,2,3,1
6406,3,2,64,141,26,57,7,33,14,21,11,10,14,1,4,10,2,4,3
6407,3,2,35,76,17,33,4,17,12,8,7,1,5,1,3,5,0,3,0
6408,3,3,76,219,44,61,9,50,23,33,15,13,14,5,11,4,4,5,4
6409,3,2,29,66,18,26,3,13,5,7,9,7,6,0,3,5,4,1,1
6410,3,3,87,233,41,81,8,38,32,27,18,15,9,6,10,12,7,7,5
6411,3,1,7,31,4,13,1,4,4,5,2,0,3,1,1,1,1,0,0
6412,3,1,41,188,11,80,5,25,21,26,1,0,6,3,6,7,6,2,4
6413,3,2,30,74,20,26,4,16,8,15,4,4,5,3,3,7,3,3,1
6414,3,1,21,68,11,21,3,10,10,8,8,4,7,1,1,6,2,0,1
6415,3,2,45,100,23,44,4,18,13,11,9,6,8,2,4,6,2,1,2
6416,3,1,11,36,6,12,2,5,8,6,2,0,2,1,0,2,1,0,0
6417,3,3,101,272,55,92,8,65,32,51,17,13,9,6,14,14,7,7,0
6418,3,2,66,137,32,53,9,24,15,18,13,9,12,1,7,13,5,2,10
6419,3,3,86,207,47,84,9,41,25,22,10,11,10,9,11,5,7,10,5
6420,3,1,13,56,5,19,2,8,7,5,3,2,5,1,4,1,2,2,1
6421,3,1,18,57,8,18,1,8,12,7,1,1,2,1,2,3,4,1,0
6422,3,1,8,20,4,6,1,3,5,2,0,1,2,1,1,1,1,0,1
6423,3,3,37,115,20,35,4,21,12,17,3,3,5,2,1,4,5,3,2
6424,3,2,59,129,29,47,6,26,22,21,6,8,10,3,8,5,1,0,6
6425,3,2,20,59,7,21,1,10,5,7,3,2,6,1,3,1,0,3,2
6426,3,2,35,89,21,35,6,17,9,13,8,5,9,0,3,5,2,2,2
6427,3,1,38,88,15,34,5,25,12,14,4,7,5,3,4,3,5,0,0
6428,3,2,28,62,13,26,2,8,8,7,4,4,3,2,1,7,5,4,0
6429,3,1,33,79,13,30,3,17,9,4,3,1,8,0,0,9,4,5,1
6430,3,1,28,65,20,18,3,18,11,11,5,3,5,1,0,6,1,1,2
6431,3,1,22,60,10,21,3,11,6,10,2,1,7,0,4,0,0,0,0
6432,3,3,53,173,25,61,8,26,16,14,13,10,20,0,5,1,5,8,1
6433,3,2,50,130,21,50,8,21,14,18,9,9,9,3,8,10,8,2,3
6434,3,2,53,122,29,43,6,23,15,18,6,8,7,3,12,3,3,3,4
6435,3,1,15,43,9,16,1,12,8,7,2,3,3,1,1,2,0,1,0
6436,3,2,29,78,11,31,5,14,11,15,7,0,6,1,4,4,3,1,1
6437,3,2,24,67,15,21,3,11,9,8,3,2,3,2,4,5,2,0,2
6438,3,1,35,81,12,29,3,12,9,9,5,3,4,2,3,5,2,2,0
6439,3,1,36,101,24,37,5,11,11,11,1,7,6,4,2,4,7,7,2
6440,3,1,19,67,8,13,4,10,5,7,8,2,6,1,4,1,3,3,1
6441,3,3,76,171,23,70,6,28,22,23,9,3,8,5,8,6,7,1,0
6442,3,1,20,56,7,21,2,9,8,5,5,1,5,1,3,1,1,2,0
6443,3,2,54,148,33,49,4,32,26,23,15,8,6,2,4,8,4,3,2
6444,3,3,56,140,26,52,6,28,15,23,15,15,10,2,8,3,5,1,7
6445,3,3,74,165,41,64,6,34,21,22,10,13,7,4,12,4,5,1,2
6446,3,3,35,135,15,47,6,23,19,16,6,2,10,3,5,3,4,7,2
6447,3,2,39,103,18,45,6,2,6,3,0,4,8,2,0,0,0,0,0
6448,3,2,45,116,31,41,4,23,17,19,5,7,6,1,4,3,6,1,1
6449,3,0,2,10,0,2,0,0,0,1,0,0,2,0,0,0,0,1,0
6450,3,2,39,112,12,38,4,18,9,16,11,3,6,3,9,2,3,2,1
6451,3,1,17,47,11,10,2,8,4,7,2,3,4,2,2,2,3,5,1
6452,3,1,24,65,8,30,3,18,12,9,2,3,4,3,1,1,1,2,0
6453,3,1,33,117,17,41,2,15,13,16,7,3,4,2,5,4,5,4,0
6454,3,2,10,27,5,7,2,5,5,5,1,0,3,0,0,0,0,1,2
6455,3,3,84,193,53,69,9,35,25,28,12,21,11,6,8,6,6,9,1
6456,3,1,10,41,6,13,1,8,5,6,1,1,4,1,2,1,0,0,0
6457,3,2,54,137,24,46,5,18,23,14,6,5,6,3,10,9,4,4,2
6458,3,1,24,76,8,18,4,9,10,8,3,2,7,0,6,2,5,2,3
6459,3,2,26,71,12,30,4,13,10,8,4,4,5,1,2,0,3,2,2
6460,3,2,55,168,25,58,10,34,20,23,11,5,14,2,8,6,4,3,0
6461,3,2,24,66,9,20,4,10,7,10,7,2,6,0,5,3,3,1,0
6462,3,3,24,73,12,20,4,15,12,11,5,1,5,2,2,3,1,1,1
6463,3,3,40,104,17,40,4,18,15,9,8,10,9,2,4,1,5,1,8
6464,3,1,12,64,8,25,3,14,4,11,4,1,5,2,4,3,2,3,2
6465,3,2,32,80,21,30,4,12,7,14,3,4,6,3,7,9,6,0,1
6466,3,2,34,126,16,35,6,13,15,14,9,4,7,4,12,2,9,3,2
6467,3,1,24,81,9,27,2,13,17,10,2,4,6,2,2,5,1,0,2
6468,3,2,28,76,18,29,5,13,10,10,8,9,6,1,3,4,2,1,5
6469,3,1,29,81,14,22,3,11,13,9,4,2,4,2,3,2,2,1,2
6470,3,2,45,112,27,36,6,25,16,14,4,6,7,3,6,4,3,1,4
6471,3,1,24,74,11,24,4,13,8,10,4,0,5,1,3,1,3,2,0
6472,3,3,96,188,57,68,9,37,15,24,15,17,15,5,12,13,12,2,6
6473,3,2,23,60,14,19,3,13,12,10,2,3,4,1,1,2,1,0,0
6474,3,2,75,177,36,60,9,30,21,21,14,11,16,2,10,7,5,3,3
6475,3,1,13,51,3,18,2,6,4,3,4,1,6,0,6,1,1,2,1
6476,3,3,57,176,25,73,7,25,18,22,12,3,13,3,8,10,9,3,3
6477,3,2,32,83,17,29,3,18,10,8,6,6,5,2,2,3,5,4,1
6478,3,3,81,198,34,67,9,28,20,21,11,17,13,4,14,9,9,9,2
6479,3,0,13,28,6,6,1,4,1,4,2,0,1,1,3,1,0,0,0
6480,3,2,61,177,29,64,10,30,23,22,10,5,12,3,12,6,7,3,1
6481,3,1,8,34,4,10,1,3,4,3,0,2,4,1,2,0,2,2,0
6482,3,1,13,37,5,14,1,6,3,8,1,4,1,1,0,5,4,0,1
6483,3,3,105,275,56,96,13,57,36,44,20,22,18,6,18,12,3,3,5
6484,3,3,59,179,36,60,8,35,18,31,12,11,10,3,8,8,4,8,8
6485,3,3,96,253,57,96,11,47,36,39,19,18,12,6,9,6,3,9,7
6486,3,2,32,87,17,36,4,13,18,7,2,3,5,2,4,1,2,3,4
6487,3,3,61,148,34,61,5,20,19,13,10,13,7,4,10,7,4,3,8
6488,3,1,26,75,19,24,4,15,11,12,8,3,5,2,3,3,3,1,1
6489,3,2,34,101,13,26,4,11,8,10,5,5,5,2,9,1,8,5,1
6490,3,1,19,45,5,21,3,6,2,4,4,0,4,0,6,2,3,0,1
6491,3,3,82,194,47,71,9,45,24,35,16,12,10,5,9,5,4,1,3
6492,3,2,38,85,25,30,5,18,13,12,6,6,7,0,4,4,2,1,2
6493,3,2,41,102,23,41,6,18,11,11,8,5,7,2,2,4,5,1,1
6494,3,3,26,64,11,26,2,9,8,10,5,4,3,2,3,7,3,0,0
6495,3,2,32,69,13,21,2,20,6,14,4,9,6,1,0,3,2,1,1
6496,3,1,30,71,21,31,4,14,13,7,7,9,6,1,2,3,0,1,1
6497,3,2,39,101,20,32,6,28,17,19,4,4,8,1,1,1,0,3,2
6498,3,2,28,77,13,19,4,11,11,12,4,3,6,1,1,4,2,0,1
6499,3,1,22,59,11,25,2,10,5,8,0,1,3,2,2,3,1,3,1
6500,3,2,26,74,9,15,3,13,13,10,3,2,5,1,4,3,5,0,3
6501,3,1,19,64,10,18,4,13,11,8,5,3,5,1,3,2,0,0,1
6502,3,2,43,107,19,43,5,17,7,16,6,4,10,0,4,6,6,4,0
6503,3,2,27,70,16,23,3,17,10,14,3,2,5,2,0,1,1,1,0
6504,3,1,31,104,15,39,6,15,11,17,11,6,9,2,6,6,4,2,1
6505,3,3,52,133,25,55,7,27,12,13,10,10,10,3,8,4,5,4,2
6506,3,1,12,44,6,9,3,10,6,9,1,1,5,0,3,0,3,0,2
6507,3,3,69,191,44,67,9,42,29,31,16,9,11,7,8,6,2,7,3
6508,3,2,40,106,19,36,5,16,12,14,9,6,7,3,8,6,5,2,3
6509,3,1,22,69,15,26,3,16,8,14,6,2,4,2,1,0,2,1,1
6510,3,2,26,66,14,35,3,12,7,13,1,0,6,1,4,7,1,1,0
6511,3,2,34,97,22,42,5,21,13,16,4,4,9,0,1,5,1,3,1
6512,3,3,71,194,30,78,10,35,21,23,7,6,16,2,8,4,5,7,2
6513,3,2,31,72,21,21,3,17,11,9,5,8,5,2,3,3,2,1,1
6514,3,1,20,57,10,13,2,12,9,10,4,1,7,0,3,2,2,1,0
6515,3,1,27,81,15,29,4,16,10,9,8,4,8,0,5,2,1,5,0
6516,3,3,94,248,51,92,7,41,29,34,20,9,7,7,15,7,6,13,3
6517,3,1,18,57,8,24,2,8,3,9,5,0,6,1,5,5,1,1,1
6518,3,1,20,58,15,11,3,11,9,7,5,3,5,1,1,2,1,1,1
6519,3,2,53,181,19,75,9,27,15,19,14,2,12,3,17,6,9,11,0
6520,3,2,69,159,30,58,7,31,16,19,8,7,8,5,14,5,2,5,4
6521,3,2,33,96,17,29,4,18,10,17,4,2,6,3,0,6,3,2,1
6522,3,2,24,86,10,32,3,11,9,8,2,0,5,2,4,2,0,2,2
6523,3,2,40,95,27,32,5,18,12,18,4,9,8,2,8,10,4,2,0
6524,3,2,37,77,22,29,4,18,9,15,3,2,6,1,5,2,2,3,2
6525,3,2,27,66,11,22,2,8,8,8,2,3,6,1,4,2,2,2,1
6526,3,1,18,49,6,16,2,8,6,5,4,0,5,0,1,1,1,1,0
6527,3,2,34,97,19,31,6,18,13,17,4,4,7,2,7,2,3,3,1
6528,3,2,23,65,10,23,2,13,7,11,3,4,6,2,6,1,1,0,2
6529,3,2,43,151,17,39,7,16,8,12,20,1,9,4,4,4,10,4,3
6530,3,3,94,299,37,98,14,48,39,37,13,13,23,6,15,15,11,4,8
6531,3,1,22,41,11,13,1,5,7,5,1,4,1,1,1,4,0,0,1
6532,3,3,66,160,31,58,7,31,18,23,15,5,12,3,8,10,3,3,1
6533,3,2,33,96,25,28,4,16,17,12,6,10,6,2,6,5,3,2,1
6534,3,1,27,65,10,22,4,12,5,12,6,2,5,1,5,3,2,2,3
6535,3,2,57,174,21,57,7,27,17,19,6,8,12,4,10,8,5,5,1
6536,3,2,60,150,32,49,8,29,21,8,11,12,14,1,5,4,3,4,1
6537,3,1,18,52,7,17,3,8,5,8,3,1,5,0,1,3,4,3,1
6538,3,0,19,74,8,29,4,11,7,6,6,2,5,2,6,2,2,2,1
6539,3,1,11,35,5,11,1,5,4,5,4,0,2,1,1,2,2,1,0
6540,3,2,19,54,9,17,3,7,7,6,4,2,4,1,6,2,4,2,0
6541,3,2,50,135,26,49,6,24,23,15,12,7,7,4,2,6,3,2,1
6542,3,2,66,143,38,51,6,32,20,26,7,6,8,5,2,7,3,7,0
6543,3,3,53,157,20,51,7,25,14,16,9,6,9,2,5,5,9,7,1
6544,3,2,34,78,13,36,4,11,5,7,2,2,10,0,5,7,3,4,0
6545,3,1,19,42,6,16,3,8,6,6,0,1,3,0,2,2,0,0,0
6546,3,1,32,57,15,18,2,11,5,8,3,4,3,2,4,2,4,0,1
6547,3,2,17,38,5,14,1,4,5,4,2,1,4,1,2,3,1,0,1
6548,3,1,15,57,7,13,3,9,7,8,3,0,4,1,3,2,1,4,0
6549,3,1,80,195,51,65,9,54,27,32,11,22,15,3,10,2,5,4,5
6550,3,1,9,34,6,6,2,4,3,3,2,0,3,0,1,0,2,1,1
6551,3,2,53,122,28,39,5,13,17,12,7,9,6,4,6,6,2,1,2
6552,3,1,28,53,7,25,2,14,6,5,4,3,5,1,5,5,2,0,2
6553,3,2,61,147,35,52,8,23,19,20,7,13,9,3,9,8,6,4,4
6554,3,3,66,148,39,56,7,26,20,16,13,5,9,4,3,6,4,8,1
6555,3,1,21,54,10,20,3,9,5,8,4,1,6,1,2,3,1,0,0
6556,3,1,17,70,6,22,3,8,7,9,5,0,5,2,3,4,2,2,0
6557,3,1,33,96,14,39,5,15,8,13,8,2,7,1,5,5,4,5,0
6558,3,1,23,64,15,23,2,11,9,9,2,5,3,1,1,4,3,1,0
6559,3,2,25,71,7,31,4,17,6,8,6,2,5,2,3,3,1,2,0
6560,3,1,35,70,13,28,4,13,15,5,3,3,5,1,3,6,1,0,3
6561,3,2,69,184,36,63,8,30,22,20,11,8,9,7,12,9,7,8,0
6562,3,1,28,81,12,23,3,13,9,9,1,2,5,1,4,0,3,2,1
6563,3,3,70,184,40,63,10,37,28,25,15,7,15,3,0,8,4,2,4
6564,3,3,79,196,40,80,10,34,27,20,8,9,12,5,13,10,6,5,3
6565,3,1,62,149,31,62,8,25,20,19,8,3,9,3,4,12,6,4,0
6566,3,3,52,128,34,51,7,24,11,16,12,6,13,1,9,3,3,6,2
6567,3,1,48,116,16,43,4,21,13,16,11,7,8,4,8,4,3,0,3
6568,3,1,18,52,8,24,3,9,8,4,5,0,3,1,3,0,1,1,1
6569,3,1,26,76,14,32,4,14,11,6,8,7,5,2,7,4,1,1,0
6570,3,2,39,109,22,31,7,18,9,16,7,7,9,1,2,5,5,5,2
6571,3,2,63,163,34,65,8,32,14,25,12,6,13,2,15,4,2,2,0
6572,3,3,51,143,30,43,6,25,19,16,10,13,8,3,6,4,4,3,1
6573,3,1,17,56,7,22,2,6,7,4,6,0,4,1,7,3,0,2,0
6575,3,3,84,204,41,63,11,33,29,23,18,6,12,4,14,12,10,3,3
6576,3,2,32,99,17,31,5,16,14,12,7,7,7,2,5,3,4,7,1
6577,3,1,24,70,10,28,4,11,11,10,5,1,4,2,6,1,1,1,1
6578,3,3,45,92,25,29,4,20,10,11,8,11,8,1,6,4,0,0,2
6579,3,2,58,145,30,60,5,27,17,22,6,10,7,3,2,9,4,5,1
6580,3,2,56,147,30,51,7,21,22,17,8,9,8,6,9,5,2,4,4
6581,3,1,32,64,19,21,3,10,11,11,2,6,4,1,4,6,2,0,2
6582,3,2,53,145,24,52,6,24,17,19,8,2,7,3,7,5,2,3,3
6583,3,2,41,77,21,31,3,13,5,11,7,5,6,1,5,5,4,1,0
6584,3,3,64,154,38,59,6,26,22,22,11,7,9,3,8,4,4,1,2
6585,3,0,13,31,6,10,1,2,4,2,3,1,3,1,6,1,1,1,0
6586,3,2,36,132,18,41,6,21,7,17,7,6,12,2,14,5,5,4,1
6587,3,1,36,91,17,38,4,20,9,11,2,5,7,3,3,2,3,2,2
6588,3,0,11,32,7,10,1,3,4,4,2,2,3,1,3,4,2,1,0
6589,3,1,35,77,15,32,3,13,11,11,7,5,9,1,3,7,2,1,0
6590,3,2,31,75,11,27,3,16,9,13,1,4,6,0,1,2,2,1,1
6591,3,1,35,96,14,45,4,20,17,8,5,4,8,1,1,5,1,0,0
6592,3,3,56,139,30,41,6,35,16,23,11,7,10,3,8,5,7,1,0
6593,3,2,35,96,12,39,3,14,11,12,4,2,5,2,7,4,3,1,0
6594,3,1,36,80,25,33,4,16,10,14,4,4,5,3,4,4,1,1,1
6595,3,1,23,76,16,21,3,14,10,13,4,3,5,2,3,3,4,1,0
6596,3,2,48,131,24,46,6,17,14,12,5,3,7,5,8,3,5,3,0
6597,3,3,74,157,46,53,5,35,18,25,11,14,8,4,5,6,8,1,1
6598,3,1,10,28,8,8,2,7,5,6,0,1,3,0,0,3,1,0,0
6599,3,3,47,110,32,43,7,26,13,11,7,9,8,1,8,2,2,3,1
6600,3,3,42,125,16,46,6,17,14,17,11,5,8,2,7,4,5,3,2
6601,3,2,43,113,21,36,6,20,12,12,7,3,8,2,6,3,3,5,3
6602,3,1,24,71,10,29,3,7,10,8,3,0,4,2,3,4,3,1,0
6603,3,1,19,65,9,16,3,11,7,8,3,1,5,2,4,1,2,2,1
6604,3,2,15,41,9,12,2,7,6,8,6,2,3,1,0,3,3,1,0
6605,3,1,18,38,7,18,1,4,1,3,0,1,4,1,1,2,1,3,2
6606,3,2,25,69,11,23,4,11,13,5,1,6,6,0,4,4,3,1,0
6607,3,2,30,82,15,31,3,10,9,10,4,4,5,2,5,2,4,7,0
6608,3,2,26,69,12,32,4,8,6,7,3,3,6,0,6,5,1,3,1
6609,3,2,35,75,24,32,3,19,7,8,2,5,6,1,2,3,4,1,1
6610,3,1,18,46,8,14,3,10,7,7,3,1,4,1,1,3,3,0,0
6611,3,1,20,56,5,22,3,9,7,9,2,1,6,0,1,5,1,0,1
6612,3,1,15,37,10,14,3,8,5,10,4,0,4,0,0,3,0,1,1
6613,3,1,18,53,7,20,3,9,7,7,3,3,5,1,4,2,3,0,2
6614,3,1,8,29,4,13,1,2,4,2,1,0,2,1,2,0,1,0,1
6615,3,3,39,98,21,36,4,18,14,14,4,3,7,3,5,3,1,2,2
6616,3,0,9,28,5,9,1,4,5,2,0,2,2,1,1,3,1,2,0
6617,3,2,34,114,13,28,6,14,14,14,5,4,7,2,6,3,3,6,0
6618,3,2,31,63,17,28,2,10,8,10,7,6,7,0,2,4,4,0,1
6619,3,3,58,167,20,68,8,25,25,17,16,7,13,1,10,8,4,6,2
6620,3,1,22,58,13,26,2,7,10,9,3,0,4,2,2,4,1,0,1
6621,3,1,22,65,13,23,1,13,9,6,3,5,2,1,4,4,1,2,1
6622,3,1,26,56,18,22,3,13,6,10,3,4,5,0,0,3,4,0,1
6623,3,2,59,157,29,63,7,27,13,23,13,4,11,3,10,8,7,8,2
6624,3,1,28,94,13,44,3,14,12,13,5,3,5,3,2,5,1,1,2
6625,3,2,26,79,10,30,4,16,7,7,5,2,6,2,3,3,1,4,0
6626,3,2,30,77,19,19,4,18,12,11,4,4,7,1,4,7,4,2,1
6627,3,2,48,126,27,42,5,25,21,19,8,12,20,3,6,4,5,4,2
6628,3,1,14,41,9,15,3,10,3,8,6,3,4,0,0,1,2,1,0
6629,3,1,24,61,9,29,3,11,6,9,5,2,6,0,5,3,4,1,1
6630,3,1,17,36,4,19,3,3,4,2,1,1,4,0,2,5,3,1,0
6631,3,2,49,123,23,51,5,18,10,14,4,3,6,3,3,7,5,6,2
6632,3,2,24,76,11,26,2,7,4,7,6,1,9,1,3,5,5,1,0
6633,3,3,75,178,39,58,10,36,20,31,4,13,13,3,8,11,5,6,2
6634,3,1,19,64,9,20,3,9,8,10,2,1,6,1,5,4,2,1,1
6635,3,2,29,90,15,37,4,11,10,11,3,2,7,2,5,3,2,3,2
6636,3,3,72,152,39,51,7,33,21,24,10,16,8,4,2,7,6,8,3
6637,3,3,68,164,30,60,8,31,19,23,8,10,9,5,8,4,5,4,3
6638,3,2,39,98,18,36,5,20,11,17,6,5,9,3,4,3,5,0,3
6639,3,2,38,98,15,31,4,16,12,10,2,2,7,3,3,2,4,2,2
6640,3,1,22,68,6,22,4,7,4,8,4,0,6,0,4,2,2,3,0
6641,3,1,16,68,5,29,3,6,7,7,3,2,5,1,7,1,3,3,1
6642,3,1,23,77,7,28,3,8,4,5,3,1,6,1,9,1,1,2,1
6643,3,2,51,144,25,53,7,27,18,20,7,5,9,5,5,5,5,2,4
6644,3,1,37,81,24,17,3,18,9,10,4,5,6,3,3,3,2,2,4
6645,3,3,64,157,37,55,7,30,17,26,8,8,10,2,11,4,4,5,1
6646,3,3,61,155,31,64,7,16,19,11,14,12,11,3,12,9,2,5,1
6647,3,1,10,54,7,13,1,7,5,1,3,0,2,1,5,0,5,3,0
6648,3,2,47,109,23,47,4,22,9,18,11,9,7,3,2,3,6,2,2
6649,3,1,8,30,4,12,2,7,4,5,1,0,2,1,0,2,1,1,0
6650,3,1,24,76,11,24,4,13,6,9,6,3,6,1,6,1,4,3,1
6651,3,3,58,172,33,65,5,28,22,22,9,8,9,2,18,2,4,5,1
6652,3,1,48,129,18,55,6,28,6,17,12,3,11,1,5,5,8,5,2
6653,3,1,47,121,33,37,8,22,16,23,4,5,9,2,2,9,3,0,1
6654,3,1,52,146,29,49,8,31,24,22,10,4,10,2,5,4,3,4,3
6655,3,3,54,174,22,66,8,23,19,20,18,6,11,3,17,3,6,2,6
