id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32,pos_35,maturity_score,pos_11,pos_33,pos_9,pos_16,pos_13,pos_25,pos_3,pos_26,pos_8,bag_of_words_score,mean_word
289,1,10,151,400,84,133,15,62,42,45,29,29,19,8,22,31,20,11,7,10,16,16,16,16,8,5,11,8.2006095299,5,15,10,1,2.43980026094,4.4525,44.525,2,5,5.75721804511,1,3,2,1,1,2,1,0,0,17.0551606116,21.0526315789
290,1,11,227,537,116,235,23,87,64,47,47,45,30,13,50,38,16,20,5,9,18,15,19,30,4,7,8,8.48037856562,7,27,11,2,2.34706041053,4.67039106145,46.7039106145,3,4,5.54727659574,4,1,0,2,4,2,3,0,0,8.77878850711,17.9333333333
291,1,11,191,437,104,173,20,63,64,43,33,40,33,6,22,49,11,13,9,7,7,11,27,21,8,6,14,7.1686469442,3,22,12,1,2.46652264655,4.70709382151,47.0709382151,1,4,5.77728323699,2,2,0,1,0,0,0,0,1,11.5170068582,13.303030303
292,1,11,204,521,117,204,23,90,48,49,27,36,38,10,22,49,25,28,10,11,14,9,28,23,8,9,25,8.29515667417,4,20,13,5,2.43969492445,4.54702495202,45.4702495202,1,2,5.73308823529,8,2,2,3,4,2,2,0,2,8.77878850711,13.7631578947
293,1,8,93,227,44,87,10,35,22,15,23,14,19,4,11,13,10,6,2,0,7,1,21,27,6,0,12,3.69632858869,1,12,12,0,2.17402953721,4.44933920705,44.4933920705,2,0,5.89873563218,2,5,12,0,2,0,2,0,0,2.20349675736,12.0
294,1,10,162,462,64,162,18,70,38,42,22,10,27,10,23,31,22,21,4,4,8,8,50,31,1,18,28,7.14966689493,5,27,21,2,2.01172250779,4.19913419913,41.9913419913,5,5,4.90858024691,0,5,0,3,6,1,0,0,1,14.6313141785,17.1111111111
295,1,10,137,345,67,139,19,47,37,22,20,29,26,5,18,38,21,11,4,6,6,12,17,20,2,12,3,4.5037563724,0,26,9,1,2.23083154221,4.65507246377,46.5507246377,3,2,5.83071942446,0,3,0,6,2,2,0,0,0,12.2720781277,13.2692307692
296,1,10,168,504,82,185,21,82,53,31,30,18,24,16,19,23,36,19,3,3,31,1,26,61,1,17,16,10.0021365941,6,37,6,1,2.08781067684,4.1130952381,41.130952381,2,5,5.07335135135,4,3,0,0,1,0,0,1,0,10.7296303976,21.0
297,1,9,209,466,102,174,21,82,75,42,33,26,30,9,19,36,13,7,6,1,16,8,36,31,1,14,9,8.19414142774,4,20,20,0,2.18181920444,4.60300429185,46.0300429185,0,6,6.17959770115,1,1,1,0,0,0,2,0,0,11.7050513428,15.5333333333
298,1,8,133,377,60,163,20,35,36,30,31,32,27,6,16,48,16,15,2,3,6,2,8,25,1,13,6,4.89202213262,0,25,20,0,2.15861128654,4.37135278515,43.7135278515,0,15,5.53993865031,1,1,0,0,0,0,1,0,2,12.9331271549,13.962962963
299,1,8,118,330,48,125,14,42,34,25,28,16,21,6,17,31,8,23,1,5,5,0,13,26,4,3,8,9.64030536465,3,24,11,0,2.11596431079,4.23333333333,42.3333333333,2,2,5.45072,2,1,1,5,0,1,1,0,0,12.4924278035,15.7142857143
300,1,8,186,485,85,159,22,71,48,49,32,26,36,10,34,40,12,10,6,4,16,14,50,32,13,15,51,7.71008492814,1,25,12,1,2.13155753638,4.43298969072,44.3298969072,0,3,5.53050314465,3,5,2,1,8,0,1,0,0,11.7050513428,13.5
301,1,9,141,355,53,118,14,49,44,22,20,28,29,5,17,30,17,10,3,4,13,8,41,21,3,3,54,6.66655180891,2,30,5,2,2.21080846457,4.46197183099,44.6197183099,1,4,5.65974576271,4,0,1,4,2,0,2,0,0,7.80336756188,12.2413793103
302,1,10,248,573,143,203,29,101,69,56,44,56,46,5,23,54,19,15,12,14,11,6,36,35,7,9,26,7.72009191414,2,27,19,7,2.57744375206,4.79930191972,47.9930191972,2,4,6.25147783251,3,1,0,3,0,0,5,0,0,16.582156069,12.5217391304
303,1,10,164,442,70,137,16,63,47,40,37,27,25,8,33,32,22,9,6,9,20,16,21,30,8,13,15,8.92790400798,7,20,5,1,2.28756299582,4.34389140271,43.4389140271,1,5,5.92408759124,1,4,0,5,1,0,0,0,1,11.2026349402,17.68
304,1,9,211,529,87,179,21,76,74,35,35,22,24,13,31,34,22,13,2,5,12,13,63,50,10,6,54,9.41584144568,6,36,6,0,2.09322250486,4.3572778828,43.572778828,1,9,5.44810055866,0,0,0,9,7,1,0,0,1,14.6313141785,22.0416666667
305,1,10,158,482,81,177,21,63,64,43,26,31,29,7,25,35,23,16,0,6,18,6,32,52,3,6,37,10.348883857,6,30,14,4,2.31150533407,4.17634854772,41.7634854772,6,2,5.6409039548,4,0,1,1,1,0,3,0,0,12.6804722881,16.7586206897
306,1,8,161,450,70,170,21,57,45,30,20,25,29,7,17,31,18,21,1,6,10,12,21,60,7,11,9,6.01613173253,2,43,6,1,2.15800163271,4.34,43.4,2,5,5.06476470588,2,2,0,3,9,0,2,0,1,12.4924278035,15.5172413793
307,1,9,128,335,58,145,14,45,33,34,17,13,23,7,30,27,14,16,4,4,12,19,11,16,1,11,5,7.19574475903,1,22,2,1,2.07752594221,4.4776119403,44.776119403,0,2,5.44393103448,2,3,0,2,6,3,0,0,0,7.80336756188,14.6086956522
308,1,6,35,127,14,47,2,17,15,10,3,2,3,2,8,5,5,7,2,0,4,2,14,14,0,1,2,3.18958251794,2,9,6,0,1.78654024143,3.85039370079,38.5039370079,1,0,5.33468085106,0,1,0,0,1,0,0,0,0,0,42.3333333333
309,1,9,161,398,59,142,13,46,40,34,21,20,15,13,25,42,14,10,7,1,11,12,40,22,12,10,27,7.01716780425,8,26,5,0,1.99934801975,4.37185929648,43.7185929648,2,6,5.36985915493,1,3,0,5,6,2,5,0,1,13.6881984244,26.5333333333
310,1,10,159,365,83,109,14,59,31,46,27,48,19,8,22,24,18,16,8,24,15,6,51,11,3,0,43,5.15442351277,4,17,7,20,2.97126080769,4.91780821918,49.1780821918,2,0,5.8976146789,2,1,2,6,0,5,1,2,1,0,19.2105263158
311,1,9,118,353,52,135,20,50,49,27,14,19,28,3,23,25,11,12,0,3,6,7,15,35,4,10,15,6.41590564806,0,17,17,2,2.19875763858,4.17847025496,41.7847025496,1,2,5.44155555556,0,0,0,3,3,1,1,0,0,9.75420945235,12.6071428571
312,1,7,75,233,26,81,9,30,7,11,26,14,20,2,7,16,4,8,3,1,4,4,19,26,6,14,13,7.21270210136,0,11,19,0,2.03324449415,4.09012875536,40.9012875536,1,3,5.86925925926,0,0,0,0,3,0,1,0,0,0,11.65
314,1,9,143,360,66,152,13,63,46,30,19,25,16,9,23,26,8,15,8,1,10,8,22,21,2,6,5,5.35757777589,6,26,8,0,2.18755377526,4.48888888889,44.8888888889,3,5,5.68460526316,0,0,0,7,3,1,2,1,2,10.7296303976,22.5
315,1,10,174,418,89,170,20,66,53,38,43,41,24,7,22,43,19,13,7,18,10,11,15,14,0,6,12,5.7424466267,6,26,6,9,2.58896969942,4.73684210526,47.3684210526,1,2,6.36411764706,0,4,0,2,0,2,4,0,1,11.2966571825,17.4583333333
316,1,9,228,537,110,227,23,87,67,62,40,47,32,11,23,49,21,21,6,14,14,15,18,24,9,4,15,6.45667950375,6,26,11,2,2.4068718384,4.68901303538,46.8901303538,2,6,5.81246696035,1,4,1,1,4,4,0,0,0,14.7899468031,16.84375
317,1,10,208,492,126,170,26,76,59,36,34,52,34,5,23,47,17,16,9,16,20,19,26,29,5,9,17,8.86198382308,2,29,12,4,2.6360077925,4.74390243902,47.4390243902,1,3,5.50994117647,2,1,0,2,2,2,2,0,0,25.3609445761,14.4705882353
318,1,8,141,397,65,159,17,41,48,28,24,21,20,9,30,52,15,10,5,2,7,10,37,28,0,3,14,5.34152212267,5,33,11,0,1.99551694589,4.42317380353,44.2317380353,2,4,5.31691823899,0,1,0,1,8,0,1,0,1,11.7050513428,19.85
319,1,9,158,367,85,133,16,61,41,35,22,23,28,4,30,20,8,10,3,9,12,6,26,29,5,8,35,5.15633988566,2,21,8,2,2.43751898177,4.689373297,46.89373297,5,6,6.35180451128,0,0,1,2,1,0,0,0,0,7.80336756188,13.1428571429
320,1,8,120,323,49,138,12,55,37,23,24,13,13,10,14,33,14,15,3,5,7,11,14,20,6,8,6,5.48621882366,4,18,4,1,2.18278538686,4.24767801858,42.4767801858,1,2,5.58739130435,2,2,0,0,2,0,2,0,0,7.39497340156,24.8461538462
321,1,12,210,533,101,228,21,78,54,47,51,35,29,14,18,48,18,17,16,10,16,17,43,29,5,14,56,11.5460181638,6,34,4,0,2.30191030836,4.4765478424,44.765478424,3,2,5.5823245614,4,3,0,8,2,1,2,0,3,11.7050513428,18.4482758621
322,1,8,121,321,52,151,12,55,34,36,12,13,14,7,15,17,11,12,4,4,13,9,21,26,6,2,11,4.75371964022,4,13,9,0,2.05313945458,4.34890965732,43.4890965732,1,2,5.29761589404,0,3,0,2,6,1,1,0,0,8.77878850711,23.0
323,1,10,145,413,50,171,14,40,48,37,25,20,24,11,20,38,13,14,4,6,12,13,13,43,6,5,13,9.83558981556,6,29,9,1,2.12903303936,4.22276029056,42.2276029056,2,9,5.50210526316,4,1,0,4,1,4,2,0,0,14.5695971274,17.2083333333
324,1,8,137,329,71,122,17,49,37,30,16,10,21,9,19,34,10,11,3,1,8,10,16,23,1,6,4,5.95934491246,2,19,14,0,2.04966957769,4.47112462006,44.7112462006,1,3,5.40786885246,2,1,0,3,2,0,0,0,0,11.7050513428,15.6666666667
325,1,9,120,393,74,121,14,59,48,24,32,17,17,10,44,17,14,14,5,1,12,14,15,31,1,9,6,6.75563002877,9,20,8,0,2.10520661584,4.19338422392,41.9338422392,1,3,5.24644628099,5,0,0,4,1,0,0,1,0,11.7050513428,23.1764705882
326,1,10,303,652,175,253,30,98,81,70,50,64,42,11,39,61,27,20,8,25,24,20,31,21,2,11,41,10.1827131621,4,36,11,10,2.63744571339,4.8726993865,48.726993865,2,2,5.65608695652,5,1,4,6,1,2,1,3,2,10.7296303976,15.5238095238
327,1,6,117,400,35,172,19,56,44,40,23,11,28,6,28,20,15,16,0,1,16,7,7,36,3,4,11,8.54901716491,2,23,13,0,1.88557211623,3.9225,39.225,2,3,5.51319767442,0,3,1,4,0,2,0,0,2,2.20349675736,14.2857142857
328,1,8,123,343,52,149,14,55,26,30,17,21,31,5,13,27,8,17,1,2,17,13,19,33,1,8,4,8.17603552509,0,26,6,0,2.11333040804,4.24489795918,42.4489795918,0,3,5.25818791946,0,5,0,4,0,1,3,1,1,8.77878850711,11.064516129
329,1,8,109,347,45,121,15,39,39,22,21,14,19,8,16,26,11,22,1,2,10,9,23,40,9,4,2,7.87518204461,4,16,15,0,2.00691363885,3.96541786744,39.6541786744,0,4,5.14702479339,2,6,1,0,1,0,1,0,0,12.6804722881,18.2631578947
330,1,11,267,643,134,225,27,95,84,64,41,53,36,18,27,49,23,22,19,12,20,15,57,34,17,13,79,9.03715173401,4,40,6,10,2.43046941591,4.65940902022,46.5940902022,0,3,5.25422222222,1,3,2,5,2,0,1,0,3,26.3363655213,17.8611111111
331,1,10,172,467,84,152,22,77,65,41,30,34,30,8,29,25,21,19,6,9,17,17,17,36,5,13,7,8.56666931009,3,24,5,3,2.38246034685,4.38972162741,43.8972162741,0,6,5.52243421053,2,0,1,0,3,2,1,1,1,13.6558932333,15.5666666667
332,1,8,111,286,51,100,10,49,33,31,14,20,21,3,18,21,8,8,14,2,9,4,42,16,8,5,24,5.88496708421,2,11,8,1,2.20641651359,4.38111888112,43.8111888112,0,1,5.2201,1,3,0,0,4,1,0,0,2,6.82794661664,13.619047619
333,1,9,152,378,61,151,19,64,40,25,24,17,28,7,30,24,19,5,2,4,9,8,46,32,9,25,30,5.5074573666,3,31,2,0,2.02235829057,4.46031746032,44.6031746032,0,0,5.2680794702,1,3,0,1,2,0,1,0,0,6.82794661664,13.5
334,1,10,244,706,122,211,40,116,77,62,33,38,46,13,43,38,21,20,11,7,17,13,56,67,27,15,34,17.8145396254,3,38,19,2,2.28746750456,4.17280453258,41.7280453258,1,11,5.35549763033,1,1,0,8,4,4,5,0,1,26.3363655213,15.347826087
335,1,9,126,344,63,99,12,47,43,16,24,18,17,7,24,18,20,7,2,5,13,15,31,27,14,3,28,7.0741714344,4,11,6,1,2.23019112584,4.24709302326,42.4709302326,2,3,5.24141414141,1,3,0,0,5,0,3,1,0,7.80336756188,20.2352941176
336,1,11,217,529,108,231,29,65,60,46,36,28,34,8,30,55,22,11,7,6,14,11,19,36,11,13,18,8.30526279514,2,30,15,3,2.2022803333,4.55198487713,45.5198487713,4,11,5.73350649351,7,3,3,6,3,1,4,0,0,10.7296303976,15.5588235294
337,1,10,129,281,73,107,13,50,25,15,32,36,25,2,21,26,14,10,2,11,13,4,18,15,3,2,21,4.11741196756,1,16,1,10,2.73599405096,4.99288256228,49.9288256228,0,3,6.21990654206,0,2,0,0,1,3,0,0,0,0,11.28
338,1,8,70,214,34,73,9,29,32,20,5,7,10,6,11,13,12,8,3,0,3,9,13,13,7,5,13,3.89996747602,4,14,3,0,2.02894676706,4.1214953271,41.214953271,0,1,5.05164383562,0,5,1,1,1,0,0,0,0,8.77878850711,21.4
339,1,11,204,526,111,195,21,65,54,46,32,44,23,14,27,49,24,24,2,7,16,12,37,29,20,6,46,9.20624563875,10,35,5,6,2.39853597691,4.54752851711,45.4752851711,2,8,5.43958974359,4,5,0,3,4,1,0,1,2,21.7119156621,22.8695652174
340,1,9,141,347,83,131,15,50,22,24,33,35,28,5,25,37,15,14,7,9,5,10,21,19,1,10,11,3.77907052968,3,20,13,4,2.48572744527,4.79827089337,47.9827089337,2,2,5.80984732824,1,1,0,3,3,0,0,1,1,11.7050513428,12.3928571429
341,1,8,100,277,56,101,11,52,26,29,18,14,15,6,15,14,13,15,1,5,16,10,13,17,0,4,3,6.19980906424,4,7,6,0,2.33905353808,4.31768953069,43.1768953069,2,0,5.03158415842,2,3,0,1,3,0,0,0,0,8.77878850711,18.4666666667
342,1,9,192,456,88,169,22,74,60,51,23,23,28,8,21,59,15,19,4,7,17,5,22,21,8,8,17,10.1799425202,4,20,4,3,2.23800273816,4.54824561404,45.4824561404,1,1,5.48905325444,2,0,0,5,0,1,0,0,1,18.6916305841,16.2857142857
343,1,9,148,360,79,126,17,47,37,30,26,17,26,5,20,41,13,12,10,2,7,18,22,18,3,5,17,6.0760999802,1,34,4,1,2.25776112525,4.50277777778,45.0277777778,1,4,5.70873015873,1,4,0,1,0,1,1,0,1,12.6804722881,13.8461538462
345,1,10,154,426,72,159,16,72,53,33,24,24,18,9,20,34,25,8,9,3,13,5,50,33,7,9,26,9.27125752864,5,28,7,2,2.20403586531,4.26291079812,42.6291079812,1,2,5.36113207547,7,0,1,2,4,0,0,0,1,0,23.6666666667
346,1,12,258,678,113,256,27,82,64,50,52,43,28,20,44,66,38,24,4,11,18,15,54,42,1,19,53,8.78138320972,9,39,22,5,2.23579466717,4.45575221239,44.5575221239,2,6,5.49484375,1,9,3,13,1,4,3,0,0,14.6313141785,24.2142857143
347,1,7,76,259,31,108,11,32,23,17,20,12,13,7,15,14,9,13,3,4,14,3,7,31,1,4,4,5.86686739603,2,20,9,1,2.11669098192,3.98455598456,39.8455598456,0,3,5.25666666667,1,1,0,0,0,0,2,1,0,0,19.9230769231
348,1,8,106,321,41,117,12,46,38,31,15,13,15,7,11,29,14,10,2,1,6,10,29,26,5,5,23,6.11748288659,4,20,10,0,1.96977749111,4.10280373832,41.0280373832,1,3,5.07418803419,3,0,0,0,1,1,2,0,1,0,21.4
349,1,8,80,266,28,88,9,35,26,19,15,13,16,5,19,17,19,6,1,3,4,5,20,23,3,9,11,5.90430316483,3,16,9,1,2.0651194638,4.12030075188,41.2030075188,1,1,5.36159090909,1,1,0,4,2,0,0,0,0,1.32209805442,16.625
350,1,8,153,404,66,124,18,57,44,25,19,18,27,9,28,23,17,14,3,3,10,2,32,52,6,6,24,8.468664718,4,53,1,0,2.19424255511,4.19059405941,41.9059405941,0,7,5.40919354839,3,2,0,1,3,0,0,0,1,15.6067351238,14.962962963
351,1,9,149,354,66,158,13,52,35,30,15,27,34,2,17,42,15,4,4,4,13,5,32,27,1,5,3,4.40811287487,0,28,16,0,2.17169467061,4.60169491525,46.0169491525,5,0,5.64367088608,1,2,0,4,0,1,2,0,1,10.541585913,10.4117647059
352,1,7,93,221,33,81,10,38,26,15,6,7,11,4,11,17,16,4,0,0,2,13,14,6,0,7,7,2.71165389183,2,17,10,0,1.92966621011,4.51583710407,45.1583710407,0,1,5.33444444444,1,4,0,0,2,1,4,0,0,7.39497340156,20.0909090909
353,1,5,30,127,17,32,6,18,14,8,4,15,12,2,5,17,1,9,0,0,4,0,5,15,0,1,0,3.90703219881,0,11,4,0,2.41682019863,4.0157480315,40.157480315,2,2,4.5746875,0,0,0,0,1,0,0,0,0,5.75850342912,10.6666666667
354,1,8,115,254,59,83,12,46,25,23,15,25,20,4,6,21,6,6,4,8,11,5,20,21,3,12,29,5.90971162764,0,7,6,0,2.51678563907,4.66535433071,46.6535433071,0,3,6.57301204819,0,0,0,3,2,1,0,0,0,10.7296303976,12.75
355,1,6,48,218,26,60,9,31,25,22,9,8,14,6,15,10,12,3,2,2,3,2,9,27,1,0,4,7.17323962779,3,16,11,1,2.05833827075,3.82568807339,38.2568807339,1,1,5.1905,0,1,0,2,1,1,0,0,0,13.6558932333,15.5714285714
356,1,8,108,271,55,87,12,40,27,22,14,26,19,6,19,29,16,5,1,4,6,10,15,21,4,6,12,6.89178058787,2,13,7,1,2.44753615656,4.46494464945,44.6494464945,0,0,6.19620689655,4,1,0,2,1,0,1,1,0,7.80336756188,14.2631578947
357,1,8,106,255,50,91,11,36,23,21,24,19,18,4,17,19,13,8,4,4,5,17,17,18,1,1,10,3.35796016011,1,19,6,0,2.24655226214,4.58431372549,45.8431372549,0,2,6.03626373626,0,1,0,4,1,1,2,1,0,7.92969499533,14.2222222222
358,1,7,80,195,44,66,8,28,29,15,12,19,8,4,8,14,10,3,1,2,7,9,12,19,1,4,9,3.14384705199,3,16,3,1,2.42897523616,4.64615384615,46.4615384615,1,1,5.84121212121,0,1,1,1,1,1,1,1,0,9.88053688579,24.375
359,1,2,4,8,1,1,0,2,0,1,1,1,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0.124302582566,0,0,0,0,2.49284690952,4.75,47.5,0,0,6.3,0,0,0,0,0,0,0,0,0,0,4.0
360,1,6,56,180,33,65,8,30,21,17,10,10,11,5,13,4,7,4,2,6,5,6,15,16,1,3,15,2.46154802068,1,9,9,5,2.47081035016,4.38888888889,43.8888888889,0,0,5.51138461538,0,0,0,0,2,0,1,0,0,0,16.3636363636
361,1,10,200,541,96,210,23,71,49,47,31,42,47,6,31,58,20,30,1,8,11,8,24,51,3,3,12,7.92293707058,1,36,22,0,2.26871773631,4.41589648799,44.1589648799,3,3,5.81819047619,3,2,0,3,2,1,3,0,0,0,11.5531914894
362,1,10,173,470,84,172,20,69,49,45,44,46,26,11,26,21,22,16,7,24,26,5,47,32,2,6,45,10.3915669402,5,29,6,18,2.80146574425,4.53829787234,45.3829787234,1,5,6.22395348837,1,1,0,8,3,2,2,1,0,0,18.0769230769
363,1,8,102,262,45,99,10,48,24,23,20,5,10,6,16,18,12,6,1,0,12,11,10,23,1,5,0,4.14194668885,3,10,8,0,1.9872255895,4.31679389313,43.1679389313,0,0,5.37181818182,3,1,0,1,2,2,0,0,0,8.77878850711,26.2
364,1,11,260,592,161,229,22,71,72,36,46,75,25,15,38,65,24,24,18,28,16,17,24,39,3,9,21,8.28317711757,8,26,14,7,2.66817339933,4.88682432432,48.8682432432,5,3,5.86231441048,1,4,1,4,2,6,3,1,0,19.5084189047,23.68
365,1,9,176,427,92,169,18,73,41,35,34,38,25,8,27,52,12,10,5,4,8,11,21,28,3,13,5,7.00993739154,4,30,12,0,2.3179122454,4.61826697892,46.1826697892,1,4,5.76076923077,1,1,1,0,4,1,0,1,0,12.6804722881,17.08
366,1,8,119,363,48,138,17,37,30,26,16,16,41,6,32,29,17,13,1,2,6,11,34,37,2,8,35,6.39271379235,2,31,10,2,2.35005564141,4.21487603306,42.1487603306,0,2,5.34,1,4,0,3,4,0,0,1,0,0,8.9512195122
367,1,8,143,342,67,130,13,42,38,32,23,25,18,7,19,40,20,13,2,7,10,8,14,25,5,12,8,6.55165259927,6,17,8,2,2.38975507683,4.48538011696,44.8538011696,1,1,5.481,1,1,0,2,0,0,0,0,0,1.32209805442,19.0
368,1,9,130,307,62,123,14,34,28,14,20,27,22,7,22,50,15,6,13,5,7,4,13,16,6,5,10,8.44364279966,0,28,5,0,2.2561576128,4.70684039088,47.0684039088,4,2,4.9756097561,1,0,1,1,2,2,0,0,0,8.77878850711,13.9545454545
369,1,8,91,236,43,87,9,35,22,21,13,20,15,5,21,20,11,4,0,5,8,5,23,15,1,8,12,4.23358478093,2,19,4,0,2.32840609364,4.56355932203,45.6355932203,2,3,5.1724137931,2,0,0,2,2,1,0,0,0,9.75420945235,15.7333333333
370,1,10,248,607,137,237,27,96,76,54,45,47,28,17,27,57,35,22,7,17,21,16,44,31,3,18,36,9.62241691063,8,33,9,5,2.45113842039,4.60626029654,46.0626029654,2,5,5.95523206751,1,1,1,3,2,0,1,0,1,0,21.6785714286
371,1,8,123,319,51,121,14,54,32,19,15,10,21,8,23,16,14,9,4,2,9,4,19,36,2,11,7,5.21557207508,0,22,15,0,2.03718802582,4.32288401254,43.2288401254,0,2,5.49008264463,0,0,0,1,1,0,3,0,0,6.82794661664,15.1904761905
372,1,10,194,454,100,168,17,40,47,25,40,38,28,9,34,64,12,24,10,8,14,11,41,27,13,0,46,6.69834221826,5,17,14,3,2.37360105545,4.64317180617,46.4317180617,0,1,5.39791666667,1,2,1,4,2,0,0,0,0,12.0840336432,16.2142857143
373,1,8,119,271,61,112,12,40,33,30,19,14,19,5,10,18,6,11,10,5,4,12,18,23,14,4,17,3.56208301015,2,20,2,0,2.31186161214,4.67896678967,46.7896678967,1,1,6.13196428571,0,1,0,1,1,0,0,0,0,7.92969499533,14.2631578947
374,1,7,144,405,77,129,9,62,50,31,22,19,10,9,20,22,21,14,12,2,8,16,22,28,7,12,6,13.7620763358,8,21,16,0,2.2283057543,4.22222222222,42.2222222222,2,3,5.52240310078,1,4,1,0,2,1,2,0,0,10.7296303976,40.5
375,1,4,41,159,15,32,5,30,13,16,8,0,6,3,7,5,7,8,0,0,3,10,10,16,6,8,1,4.9809808667,3,7,0,0,1.75131735875,3.58490566038,35.8490566038,0,1,4.7775,0,0,0,1,3,0,0,0,0,3.90168378094,26.5
376,1,8,182,452,80,153,15,81,42,30,31,20,18,10,18,39,21,17,1,4,16,11,51,42,8,0,24,8.5648032487,9,36,9,4,2.26805211509,4.41814159292,44.1814159292,0,4,5.63960784314,2,2,0,2,2,1,0,0,1,19.1323299355,25.1111111111
377,1,10,191,456,104,181,21,82,50,40,23,25,22,10,26,24,21,10,8,10,14,20,45,25,2,16,31,6.24028287736,5,20,10,5,2.35774773014,4.66666666667,46.6666666667,1,2,5.69370165746,3,2,1,9,6,1,0,0,1,13.6558932333,20.7272727273
378,1,11,171,467,80,172,23,75,50,47,25,28,28,8,23,23,18,21,8,4,17,2,19,39,3,16,10,10.695381492,5,31,8,0,2.24592464674,4.21413276231,42.1413276231,2,5,5.56104651163,3,3,1,0,3,0,1,0,1,14.6313141785,16.6785714286
379,1,9,153,465,71,164,25,68,63,45,31,28,29,7,22,32,17,16,3,4,9,11,20,39,7,15,10,14.8277092946,4,24,13,3,2.22027599857,4.18924731183,41.8924731183,0,4,5.44597560976,4,5,2,0,2,0,0,0,0,10.7296303976,16.0344827586
380,1,10,117,307,61,113,12,42,42,29,31,27,17,5,16,18,8,12,4,9,9,3,32,25,8,6,32,5.16675790093,5,15,6,3,2.46830842174,4.53745928339,45.3745928339,1,1,5.59946902655,2,3,0,0,1,0,0,0,0,4.87710472617,18.1176470588
381,1,10,182,470,83,164,24,68,47,41,32,23,36,6,36,32,16,22,4,4,4,16,32,29,9,18,38,9.15263363438,1,27,5,2,2.20329974872,4.34893617021,43.4893617021,0,4,5.43469512195,0,0,3,10,3,2,1,0,1,15.6067351238,13.0555555556
382,1,7,95,245,43,104,11,28,28,13,11,20,21,4,15,27,4,13,0,2,4,6,12,28,1,4,9,4.97819866107,1,21,8,1,2.21951109666,4.42857142857,44.2857142857,0,3,5.28538461538,0,1,1,2,0,0,0,0,0,5.85252567141,11.6666666667
383,1,11,193,489,95,183,22,59,61,34,26,36,29,11,18,33,18,20,4,16,20,8,29,63,3,7,23,10.8309547212,5,45,8,5,2.44032674232,4.48466257669,44.8466257669,3,10,5.77256830601,2,1,0,1,1,1,1,0,0,11.7050513428,16.8620689655
384,1,8,84,247,32,101,11,36,33,16,20,16,14,6,15,18,8,7,1,6,2,7,23,22,0,3,13,3.73119509535,3,21,9,1,2.18328404147,4.30769230769,43.0769230769,0,3,5.20178217822,0,1,0,2,3,0,0,0,0,0,17.6428571429
385,1,11,288,617,149,254,36,86,93,46,54,66,38,10,21,75,21,25,8,18,14,6,49,27,13,10,63,8.46761338803,1,26,15,7,2.51582166455,4.87196110211,48.7196110211,3,1,5.92503937008,3,2,0,3,0,0,0,1,0,14.3492474517,16.2368421053
386,1,10,132,441,66,158,17,54,56,37,29,23,22,10,18,28,17,22,6,2,16,5,18,36,6,11,20,9.58489168347,7,14,21,0,2.10031360853,4.00680272109,40.0680272109,1,3,6.04905063291,5,4,0,0,1,0,1,1,0,1.98314708163,20.0454545455
387,1,8,141,315,73,120,13,57,37,22,26,22,17,7,29,21,9,9,5,2,14,9,10,16,1,4,7,5.16294974288,2,20,7,0,2.38752444499,4.68571428571,46.8571428571,7,1,6.00741666667,1,2,0,1,0,0,0,0,0,5.85252567141,18.5294117647
388,1,7,96,273,40,101,13,36,31,25,15,22,19,4,10,31,12,9,7,2,8,5,7,19,2,7,4,5.97961078169,1,14,11,0,2.19293983787,4.24175824176,42.4175824176,0,6,5.56465346535,1,0,1,0,4,0,0,0,0,14.9779912877,14.3684210526
389,1,8,112,302,60,130,14,34,27,14,26,21,22,4,36,26,15,7,3,8,8,2,24,30,1,6,5,3.49033948104,1,22,8,1,2.29113540532,4.56953642384,45.6953642384,1,6,5.581,0,1,0,1,4,1,2,0,1,4.87710472617,13.7727272727
390,1,10,138,420,59,167,15,55,40,27,27,10,23,10,37,34,28,18,1,3,31,2,13,53,0,5,0,8.12580376898,6,17,5,0,1.97247798321,4.2380952381,42.380952381,1,3,5.44904191617,0,4,1,2,1,0,0,0,0,14.6313141785,18.2608695652
391,1,12,189,532,88,179,19,79,51,51,38,41,23,12,43,31,29,19,11,18,12,11,31,37,8,8,14,11.3121583381,8,32,12,1,2.4123829197,4.31203007519,43.1203007519,1,2,5.66072625698,0,2,0,6,9,2,0,0,0,16.582156069,23.1739130435
392,1,8,144,381,61,166,19,67,35,34,23,12,29,4,24,21,10,23,2,3,1,4,12,25,4,2,1,3.97668022533,2,32,14,0,1.97728850801,4.43569553806,44.3569553806,8,5,5.32156626506,3,1,0,4,1,0,4,0,0,21.1771940683,13.1379310345
393,1,8,118,306,56,110,16,36,28,19,27,23,23,4,14,30,18,8,1,2,10,12,26,35,3,0,7,3.61030275437,2,34,2,2,2.18076293765,4.50326797386,45.0326797386,1,7,5.13954545455,1,1,0,4,3,0,2,0,0,9.34581529203,13.3043478261
