id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8
18411,7,10,29,100,19,34,6,16,13,6,4,7
18412,7,14,35,136,19,48,4,18,14,7,8,4
18413,7,18,48,191,15,65,8,29,17,12,12,4
18414,7,8,13,42,9,14,1,10,4,4,4,2
18415,7,14,35,163,14,44,3,20,18,11,9,1
18416,7,19,33,127,13,45,5,28,6,13,2,1
18417,7,10,44,143,19,49,7,25,20,14,8,7
18418,7,18,24,102,9,29,5,15,10,8,5,4
18419,7,23,126,313,44,120,9,58,33,23,29,11
18421,7,14,44,152,20,49,5,28,14,16,10,8
18422,7,23,60,238,24,75,12,20,18,11,12,5
18423,7,18,35,168,9,49,9,21,20,24,10,0
18424,7,17,29,92,16,34,2,18,7,11,9,8
18426,7,10,12,42,7,18,2,9,7,5,0,1
18427,7,16,34,120,11,47,4,13,16,9,8,1
18428,7,14,42,220,18,59,10,28,14,10,10,4
18429,7,15,53,166,21,65,9,25,18,15,11,3
18430,7,19,38,181,8,47,8,15,15,10,7,2
18432,7,15,28,124,7,42,5,26,14,6,4,0
18433,7,19,53,193,15,55,10,20,8,11,19,2
18434,7,17,65,196,32,71,8,35,13,10,9,5
18435,7,18,55,194,21,44,10,28,4,21,22,2
18436,7,8,17,89,7,20,3,11,10,6,5,1
18438,7,22,87,266,35,99,10,35,11,19,13,13
18441,7,8,19,44,7,17,3,10,6,4,1,1
18442,7,23,68,192,34,78,6,35,17,12,7,5
18444,7,12,16,71,5,19,3,12,5,6,3,1
18445,7,9,40,145,20,47,7,23,21,9,11,5
18446,7,7,42,138,16,41,1,16,10,6,5,11
18448,7,19,100,344,41,108,16,54,44,36,18,10
18449,7,16,37,160,10,50,8,30,16,15,6,0
18450,7,20,44,151,22,51,7,19,14,14,13,5
18451,7,18,67,197,21,67,5,27,18,13,13,5
18453,7,16,39,127,17,41,7,19,8,7,5,5
18454,7,24,99,270,41,100,13,40,34,31,19,13
18455,7,7,13,46,9,23,1,10,4,6,1,0
18456,7,11,76,225,40,82,8,16,20,13,11,7
18458,7,21,37,148,20,42,8,8,9,6,17,0
18459,7,18,100,309,35,98,10,52,22,19,19,7
18460,7,15,18,79,5,23,3,10,3,3,5,2
18461,7,12,24,100,14,27,5,22,8,4,1,2
18463,7,6,17,102,9,23,3,15,15,7,6,2
18464,7,16,59,174,31,65,5,22,3,6,6,3
18465,7,18,74,243,27,80,9,38,17,16,12,3
18466,7,12,34,102,20,33,1,17,11,6,8,3
18467,7,21,99,283,30,97,11,46,31,20,17,2
18468,7,10,36,87,18,24,4,11,8,3,11,4
18471,7,20,48,232,8,91,8,26,30,13,13,0
18472,7,14,48,145,15,43,7,17,15,7,10,3
18473,7,24,74,225,28,62,10,30,22,11,14,5
18474,7,22,94,316,34,113,16,52,24,19,12,7
18475,7,18,49,185,20,75,8,26,23,17,3,7
18476,7,20,131,342,61,126,16,48,28,26,23,27
18477,7,22,64,247,35,77,12,31,31,18,15,4
18478,7,14,16,93,9,30,4,15,8,8,4,1
18479,7,23,75,226,20,82,7,35,27,22,16,1
18480,7,17,26,97,11,35,6,16,11,7,4,3
18481,7,9,7,43,4,16,2,9,3,4,1,0
18482,7,24,83,252,45,80,10,40,19,17,14,9
18484,7,12,24,82,13,27,4,15,5,10,8,1
18485,7,16,42,118,12,35,5,17,10,12,8,2
18488,7,9,24,75,11,17,3,12,5,4,7,2
18489,7,21,106,291,44,111,8,52,23,26,15,5
18490,7,14,23,82,7,31,4,14,8,7,0,0
18491,7,16,44,177,19,65,9,22,17,20,14,7
18492,7,17,22,87,9,38,5,8,14,6,5,1
18494,7,18,73,224,24,86,6,33,25,17,20,4
18495,7,16,40,146,15,46,5,18,19,9,11,3
18496,7,6,18,55,5,14,1,9,5,3,4,2
18497,7,18,86,255,35,105,11,38,26,23,13,6
18498,7,18,78,281,21,85,11,36,19,20,10,4
18499,7,24,110,344,49,127,18,50,38,27,27,8
18500,7,20,39,117,23,29,6,23,10,3,8,2
18501,7,9,23,110,14,29,2,15,6,10,4,2
18502,7,17,49,212,13,78,8,18,21,19,11,1
18503,7,16,32,121,16,51,6,16,12,9,4,2
18504,7,5,11,35,9,9,2,5,5,2,1,2
18505,7,13,19,102,5,33,4,11,7,4,8,0
18506,7,12,12,63,5,26,2,8,3,4,4,2
18507,7,22,67,191,23,89,5,30,17,11,4,4
18508,7,18,32,96,10,30,4,16,5,11,9,2
18509,7,11,20,71,6,25,3,14,5,5,6,1
18510,7,16,65,226,23,57,7,27,19,16,11,4
18511,7,7,22,82,12,26,2,10,7,2,8,1
18512,7,12,30,116,15,37,5,15,10,3,5,2
18513,7,17,23,84,11,26,5,12,5,6,3,0
18514,7,13,24,99,10,28,5,10,10,12,4,0
18515,7,24,94,289,32,119,10,54,21,25,19,5
18516,7,14,16,80,5,20,2,13,9,6,4,2
18517,7,14,84,288,41,108,10,28,25,8,13,15
18518,7,12,41,146,25,46,3,26,18,7,6,1
18519,7,16,27,127,13,45,8,21,12,12,4,4
18520,7,19,17,72,7,27,3,9,5,5,9,0
18521,7,20,37,140,17,52,3,20,13,10,8,6
18522,7,8,31,96,10,28,4,14,10,9,2,0
18523,7,21,76,221,33,68,10,16,21,9,13,10
18524,7,16,67,224,24,101,7,34,24,21,17,3
18525,7,21,68,229,24,90,12,27,16,20,11,4
18526,7,16,53,225,11,77,11,32,21,14,4,0
18527,7,14,26,54,9,22,3,11,7,4,7,0
18528,7,23,107,249,57,78,11,34,21,18,21,13
18529,7,10,57,192,28,68,9,29,21,14,8,8
18530,7,16,26,131,8,40,6,13,10,8,2,4
18531,7,9,34,125,10,49,4,21,9,8,6,0
18533,7,9,13,47,4,20,2,9,5,3,1,1
18534,7,20,68,179,40,65,9,25,22,18,13,7
18535,7,10,8,46,4,14,2,8,1,2,2,0
18536,7,24,116,327,36,111,14,58,28,24,19,5
18537,7,10,23,111,8,40,1,17,18,9,6,2
18538,7,18,61,175,31,57,8,28,20,10,11,8
18539,7,10,18,79,9,22,3,12,10,4,2,0
18540,7,16,23,84,9,28,4,12,3,5,7,0
18541,7,23,41,129,14,49,6,27,17,14,5,1
18542,7,23,80,169,45,56,8,21,19,6,17,24
18544,7,16,19,72,4,26,4,14,6,9,5,0
18545,7,12,41,162,20,54,5,26,16,15,3,0
18546,7,15,21,89,5,21,1,14,10,8,6,2
18547,7,9,11,36,4,13,1,4,4,4,5,0
18548,7,10,34,78,19,33,3,18,10,7,2,5
18549,7,20,66,230,31,53,10,42,30,17,8,7
18550,7,13,29,106,17,29,4,13,7,6,7,3
18551,7,9,20,54,10,15,3,10,5,4,5,2
18552,7,11,70,234,36,76,10,37,22,16,17,3
18553,7,11,53,130,31,59,6,15,24,10,5,10
18554,7,16,72,212,42,84,11,29,22,23,13,16
18556,7,20,159,479,47,168,20,67,40,38,39,14
18557,7,17,51,161,17,59,6,21,19,16,16,3
18558,7,23,75,243,30,81,12,41,28,24,17,6
18559,7,19,41,131,17,58,6,23,10,16,13,4
18560,7,23,113,332,46,120,15,48,36,28,21,13
18561,7,19,43,195,27,63,8,41,15,16,10,10
18562,7,19,66,295,19,96,11,35,25,25,23,7
18563,7,16,55,202,21,55,9,35,19,23,16,2
18564,7,15,38,143,10,50,6,19,8,13,11,3
18565,7,13,52,116,32,46,5,19,12,9,9,12
18566,7,24,175,348,91,93,15,33,13,14,35,51
18567,7,24,98,307,45,107,13,30,22,20,19,8
18569,7,22,46,168,24,61,5,19,17,13,11,4
18570,7,24,176,400,69,158,20,75,31,26,40,16
18571,7,13,48,160,21,78,4,39,18,18,2,5
18572,7,13,39,116,17,44,3,24,9,5,9,2
18573,7,22,61,171,23,60,8,18,12,5,12,8
18574,7,12,27,72,11,22,1,13,3,1,4,2
18575,7,15,22,97,11,28,4,19,3,16,9,4
18576,7,16,79,239,38,86,9,29,15,10,18,3
18577,7,18,82,225,28,65,10,42,16,24,8,4
18578,7,16,37,82,20,27,1,11,6,3,5,8
18579,7,18,55,160,17,71,9,24,16,11,8,1
18580,7,22,50,153,21,61,5,22,11,8,13,5
18581,7,19,66,209,31,73,9,21,14,13,18,6
18582,7,19,28,192,10,51,6,24,15,12,14,0
18583,7,17,38,91,8,33,3,13,4,9,6,1
18584,7,21,62,302,34,101,10,23,22,16,18,7
18586,7,11,41,102,20,34,3,16,11,7,5,5
18587,7,16,30,142,14,40,4,30,15,22,11,3
18588,7,23,120,327,64,116,14,49,26,18,23,12
18590,7,15,64,223,24,69,13,32,22,10,17,3
18591,7,24,127,446,41,158,17,72,38,35,27,8
18592,7,8,10,63,3,11,1,13,3,4,2,0
18593,7,22,95,303,52,94,15,48,26,26,27,11
18594,7,17,45,155,15,53,8,27,11,14,12,1
18595,7,11,13,62,9,20,3,8,5,7,1,4
18596,7,23,55,174,19,68,7,30,16,22,11,5
18597,7,18,74,320,36,96,19,46,29,32,10,4
18598,7,17,31,96,12,32,4,14,5,9,6,3
18599,7,20,86,275,32,103,12,36,29,19,16,15
18600,7,24,59,185,27,59,8,38,18,21,13,5
18601,7,17,74,234,29,84,11,25,26,13,8,4
18602,7,17,89,328,33,103,11,46,30,23,23,8
18603,7,16,15,70,7,26,2,11,4,2,2,0
18604,7,21,63,199,23,71,10,17,15,12,16,6
18605,7,22,47,151,24,53,6,18,12,9,5,3
18606,7,16,58,172,20,58,7,16,18,10,7,3
18607,7,17,39,136,15,49,5,24,16,16,6,5
18608,7,16,116,360,34,117,13,33,32,15,37,5
18609,7,11,34,127,24,45,6,13,15,7,10,9
18610,7,10,22,83,5,29,2,14,8,9,4,0
18611,7,14,20,114,9,36,4,15,13,8,4,1
18612,7,12,15,66,5,19,2,14,7,1,3,2
18613,7,16,32,124,9,47,5,19,15,9,6,1
18614,7,18,66,188,32,73,8,14,16,10,9,4
18615,7,17,38,170,12,64,8,14,10,10,11,3
18616,7,24,136,473,51,152,19,62,32,14,39,8
18617,7,21,64,228,17,92,10,34,27,15,7,2
18618,7,19,42,178,14,54,10,28,18,11,6,4
18619,7,18,45,146,24,39,8,18,13,11,11,2
18620,7,15,29,105,13,31,5,9,11,7,4,2
18621,7,12,22,82,12,29,4,14,7,6,7,3
18622,7,11,31,122,12,46,5,17,10,8,3,1
18624,7,17,44,142,18,58,7,19,9,17,9,5
18626,7,14,67,180,36,62,8,40,22,13,15,4
18627,7,17,28,122,14,37,6,15,7,7,8,3
18628,7,19,46,175,23,50,7,28,14,12,13,1
18629,7,16,30,106,11,34,7,17,14,10,8,5
18630,7,16,43,142,19,43,7,22,7,12,9,2
18631,7,24,91,239,43,81,10,44,26,33,18,12
18632,7,17,42,143,18,40,3,16,14,6,10,2
18633,7,11,25,117,9,43,6,17,9,10,8,1
18634,7,9,28,71,14,23,2,14,9,9,1,2
18635,7,14,17,83,5,26,5,17,10,7,2,0
18636,7,24,112,302,44,120,16,41,36,25,26,15
18637,7,21,55,207,20,75,7,40,8,12,16,2
18638,7,13,42,142,26,41,7,20,13,11,6,5
18639,7,14,47,137,12,38,5,15,6,9,9,0
18640,7,18,52,157,18,58,6,30,10,15,14,7
18641,7,17,68,222,18,85,10,29,24,12,15,5
18642,7,16,32,118,20,31,5,19,15,5,7,7
18643,7,15,45,173,7,51,5,24,13,16,9,3
18644,7,17,48,203,30,62,12,31,17,17,7,7
18645,7,9,28,92,13,33,4,7,2,2,11,3
18646,7,20,45,153,14,55,6,22,10,8,13,3
18647,7,18,41,128,21,51,5,27,17,11,4,4
18648,7,18,43,175,11,50,7,30,20,14,5,2
18649,7,18,77,311,21,90,7,47,37,37,13,0
18650,7,22,76,182,25,67,10,37,14,18,14,6
18651,7,21,66,202,35,46,9,29,13,11,14,10
18652,7,23,113,425,50,127,19,78,45,38,14,11
18653,7,23,57,204,17,77,7,26,16,18,14,2
18654,7,16,31,101,21,36,4,14,3,6,9,3
18655,7,21,35,169,12,54,4,27,7,3,13,3
18656,7,24,97,272,40,106,13,38,29,19,17,11
18657,7,23,204,528,88,183,23,77,24,21,41,24
18658,7,7,12,55,3,19,1,13,6,5,0,0
18659,7,14,42,146,15,53,6,29,17,12,10,2
18660,7,16,50,146,27,52,4,26,11,8,13,10
18661,7,17,33,123,12,47,5,21,12,8,5,2
18662,7,18,35,131,14,51,6,17,14,12,14,3
18663,7,16,28,119,16,31,5,17,11,5,3,4
18664,7,19,93,256,48,77,10,37,19,23,27,10
18666,7,14,75,202,30,82,9,24,22,11,12,12
18667,7,21,79,193,30,70,10,32,17,19,21,9
18668,7,20,100,294,53,120,14,31,31,30,24,14
18669,7,16,24,106,15,25,4,14,10,8,5,2
18670,7,13,40,99,18,38,4,16,14,7,5,2
18671,7,20,51,178,24,63,6,31,14,20,7,10
18672,7,17,81,246,23,72,9,30,16,17,18,5
18674,7,18,40,126,21,36,5,17,8,10,6,7
18675,7,14,94,288,38,107,10,45,40,21,17,8
18676,7,24,61,242,26,74,13,32,16,27,20,5
18677,7,17,42,210,22,59,4,27,15,24,8,4
18678,7,11,61,178,38,60,6,28,22,17,6,8
18680,7,8,14,42,10,14,1,8,4,3,3,1
18681,7,23,62,197,23,53,7,25,13,12,11,8
18682,7,22,142,347,61,110,12,53,29,22,38,16
18683,7,15,44,113,13,35,6,16,12,6,7,1
18684,7,17,20,121,8,30,5,26,15,13,8,1
18685,7,20,36,148,16,55,4,29,15,12,5,3
18686,7,18,77,235,38,89,11,34,17,18,15,5
18688,7,8,14,70,4,22,3,11,3,6,5,0
18689,7,8,33,99,23,39,6,22,13,9,4,6
18690,7,11,46,116,34,36,6,20,11,5,9,6
18691,7,22,68,282,26,83,14,31,35,13,18,6
18693,7,12,31,128,15,43,6,17,14,11,9,2
18694,7,20,100,263,38,81,13,38,16,13,15,8
18695,7,17,50,168,21,53,6,15,20,6,14,6
18696,7,20,83,186,35,67,8,32,9,11,21,6
18697,7,20,71,256,28,83,10,35,27,12,17,7
18698,7,13,43,164,23,66,8,30,15,14,10,6
18700,7,14,18,87,10,25,4,13,8,11,4,3
18701,7,24,71,188,26,81,7,29,20,20,16,6
18702,7,23,79,222,39,77,11,39,23,24,16,9
18703,7,14,26,151,11,56,6,24,15,15,10,3
18704,7,16,34,116,21,31,2,18,8,7,11,10
18705,7,20,57,220,22,83,9,38,17,21,10,3
18706,7,8,60,214,31,72,7,30,24,11,8,6
18707,7,20,54,193,32,63,5,32,24,13,14,9
18708,7,18,50,172,20,58,9,21,18,16,5,7
18709,7,19,113,326,26,101,16,46,22,29,36,3
18710,7,13,17,87,11,22,4,17,15,11,4,0
18711,7,10,27,86,7,29,3,13,12,10,9,2
18712,7,14,57,286,24,77,9,38,19,11,6,2
18713,7,12,48,138,24,48,6,27,15,7,6,2
18714,7,14,70,249,26,77,13,34,28,12,9,9
18715,7,20,62,194,32,81,7,23,14,12,5,15
18716,7,18,133,301,69,94,12,38,27,14,38,23
18717,7,12,65,223,34,75,9,25,25,7,22,9
18718,7,7,10,26,2,10,1,3,2,0,0,0
18719,7,8,12,58,8,14,3,11,9,3,2,0
18720,7,10,51,143,28,71,6,17,13,9,9,6
18721,7,15,56,239,20,72,11,32,25,24,15,6
18722,7,24,87,189,34,59,9,26,21,14,20,8
18723,7,16,42,150,16,58,7,17,16,16,14,2
18724,7,24,111,307,41,95,12,40,23,22,27,9
18725,7,20,68,191,33,82,6,38,22,16,6,5
18726,7,20,131,342,53,138,17,36,35,15,19,12
18727,7,9,52,144,27,44,6,19,22,8,14,8
18729,7,16,36,142,14,45,4,24,16,16,9,5
18730,7,18,91,311,49,99,13,49,23,33,26,18
18731,7,15,11,53,4,14,2,15,3,7,1,0
18732,7,16,69,185,24,66,8,30,15,10,13,7
18733,7,22,87,189,37,63,5,27,19,13,23,14
18734,7,4,18,72,5,28,2,6,7,7,3,1
18736,7,16,48,170,23,53,4,12,6,6,4,0
18737,7,15,14,40,8,10,2,10,2,4,3,3
18738,7,16,25,90,7,33,4,12,4,5,5,0
18739,7,8,22,99,11,40,5,9,4,4,10,0
18740,7,20,96,226,34,70,13,33,25,18,20,7
18741,7,24,102,298,49,122,15,37,33,20,17,9
18742,7,12,31,105,11,33,6,9,17,4,4,1
18743,7,9,48,119,19,44,5,21,12,4,7,3
18744,7,12,40,158,8,54,7,24,20,7,8,1
18745,7,18,55,150,21,54,7,17,7,9,10,2
18747,7,7,22,82,18,25,3,8,6,3,10,6
18748,7,16,113,240,56,94,9,32,23,14,22,19
18749,7,13,48,115,26,39,5,14,8,7,11,3
18750,7,6,9,29,2,9,1,3,0,1,3,0
18751,7,23,83,221,36,74,9,35,18,25,19,8
18752,7,14,18,96,8,34,4,9,3,7,7,0
18753,7,10,37,108,19,33,3,20,10,9,5,7
18754,7,18,52,154,28,53,7,29,18,20,16,13
18756,7,21,81,288,32,101,13,26,17,14,19,8
18757,7,17,37,111,11,42,3,20,11,10,4,0
18758,7,13,25,90,11,23,4,18,8,6,3,0
18759,7,23,134,322,38,125,11,38,31,27,34,10
18760,7,16,31,132,10,51,5,23,16,11,3,1
18761,7,20,132,354,67,113,17,48,26,16,34,17
18762,7,17,47,121,28,49,6,17,12,7,6,10
18763,7,16,22,90,13,32,5,15,6,7,6,2
18764,7,9,15,64,7,15,5,14,3,10,4,3
18765,7,18,91,296,35,92,14,32,33,22,23,11
18766,7,9,27,87,16,35,4,12,7,3,5,3
18767,7,13,48,195,15,57,6,31,21,16,19,4
18768,7,11,41,148,7,45,2,26,14,2,7,0
18769,7,12,25,80,15,34,2,7,6,3,3,5
18770,7,22,21,95,7,30,3,14,7,7,7,0
18771,7,21,67,193,25,73,9,23,25,17,13,3
18772,7,17,42,121,20,39,4,26,14,16,7,6
18773,7,14,69,184,33,61,9,22,20,7,21,14
18774,7,16,21,100,11,28,3,14,7,6,5,2
18775,7,24,71,233,32,72,10,45,24,30,13,7
18776,7,23,85,262,40,96,11,38,20,11,8,12
18777,7,13,37,125,12,34,6,23,8,11,9,3
18778,7,24,95,286,50,101,15,41,23,21,23,9
18779,7,18,55,171,17,60,7,30,10,14,18,6
18780,7,15,75,239,26,74,10,38,19,14,14,7
18781,7,12,38,152,18,46,5,19,16,13,11,2
18782,7,14,40,170,17,38,6,28,15,11,9,3
18783,7,9,40,109,19,30,6,12,13,9,7,1
18784,7,16,20,64,4,22,2,10,3,6,5,2
18785,7,8,11,43,2,11,2,2,5,4,2,0
18786,7,23,72,182,30,71,4,20,11,15,13,8
18787,7,16,50,231,19,72,11,38,22,16,14,4
18788,7,24,162,378,77,147,15,67,40,33,42,24
18789,7,19,48,178,26,65,8,21,12,8,10,5
18790,7,16,56,205,21,64,5,28,18,15,9,3
18791,7,23,65,180,33,56,9,23,14,10,10,10
18792,7,16,61,167,24,81,7,21,17,9,11,5
18793,7,24,77,231,21,69,9,23,16,19,13,7
18794,7,7,24,58,16,23,2,7,4,5,2,1
18795,7,10,51,114,21,34,4,35,6,12,5,8
18796,7,17,49,193,18,69,6,27,26,16,11,1
18797,7,10,10,50,3,19,3,7,5,4,4,0
18798,7,19,73,135,21,43,4,14,8,14,24,4
18799,7,20,81,191,36,58,9,37,14,13,12,5
18800,7,17,34,165,10,46,8,18,19,11,8,3
18801,7,17,33,89,20,33,3,11,8,4,9,9
18802,7,11,28,119,12,37,5,18,9,4,9,0
18803,7,15,23,72,12,22,3,11,3,2,2,1
18804,7,9,38,125,11,49,8,12,16,8,3,1
18805,7,19,70,268,29,97,4,12,9,7,6,8
18806,7,20,43,135,16,53,8,19,16,15,6,4
18807,7,7,9,37,6,14,2,8,4,3,2,0
18808,7,12,48,156,28,51,8,17,14,6,15,8
18809,7,24,73,204,24,56,9,49,21,17,16,7
18810,7,20,57,208,23,65,6,18,25,13,14,8
18811,7,19,54,207,15,83,11,29,16,13,9,2
18812,7,14,24,89,7,27,4,18,11,6,1,0
18813,7,10,46,191,18,57,1,32,19,11,8,4
18814,7,20,42,128,23,39,8,18,13,3,4,5
18815,7,17,69,188,34,62,9,33,17,10,17,10
18816,7,17,46,159,17,64,8,31,15,22,13,4
18817,7,20,73,195,36,73,6,26,16,14,9,8
18818,7,24,115,364,42,137,13,47,44,34,19,8
18819,7,16,42,134,19,52,7,22,13,8,9,4
18820,7,19,41,207,14,60,11,27,15,6,10,4
18821,7,23,73,235,35,74,9,26,22,16,18,9
18822,7,6,11,40,5,15,2,5,8,1,1,0
18823,7,16,30,100,18,36,0,19,8,8,4,3
18824,7,14,28,145,7,50,5,11,12,9,8,1
18825,7,21,121,384,44,130,17,56,32,35,29,6
18826,7,24,92,223,39,80,11,34,22,24,18,10
18827,7,16,92,278,57,92,7,39,38,19,13,11
18829,7,16,53,207,24,70,10,24,17,11,5,6
18830,7,13,31,112,11,32,5,16,4,5,4,4
18831,7,18,51,183,23,52,7,22,23,12,15,8
18832,7,24,63,167,27,69,7,27,18,12,16,5
18833,7,19,86,241,34,66,10,32,20,14,22,12
18834,7,17,49,148,13,52,8,29,10,21,10,3
18835,7,22,85,267,34,98,14,26,33,17,12,6
18836,7,17,36,116,20,43,6,29,8,10,5,5
18837,7,19,40,96,22,27,4,20,7,7,8,4
18839,7,22,82,214,33,76,10,27,17,19,24,10
18840,7,12,22,71,5,20,2,10,3,6,4,0
18841,7,15,27,115,12,34,3,16,5,3,8,2
18842,7,22,145,367,42,126,16,68,30,25,31,17
18843,7,17,61,217,24,79,9,34,20,13,19,3
18844,7,10,21,112,8,29,3,15,13,4,8,0
18845,7,16,28,93,13,36,4,20,10,5,1,4
18847,7,18,42,144,11,50,6,16,18,13,10,3
18848,7,24,37,173,19,55,7,24,17,12,9,3
18849,7,18,45,161,24,66,6,17,10,7,4,5
18851,7,21,112,319,35,95,10,46,39,25,26,7
18852,7,10,60,179,24,59,8,22,17,15,15,4
18853,7,23,104,322,44,114,15,60,30,23,23,10
18854,7,17,36,142,17,38,2,29,12,8,8,5
18855,7,14,35,137,14,51,8,17,11,8,13,2
18856,7,11,34,72,18,30,2,9,13,4,4,0
18857,7,24,176,446,68,164,22,73,52,43,44,19
18858,7,10,28,113,14,40,5,12,7,8,5,1
18859,7,6,18,49,16,15,1,13,7,1,1,3
18860,7,20,62,184,34,54,10,31,19,16,13,8
18861,7,17,55,171,25,60,6,23,15,8,12,10
18862,7,14,44,131,18,51,5,23,14,10,12,7
18863,7,16,52,226,22,67,12,47,25,21,11,5
18864,7,21,60,158,24,58,6,26,15,13,16,2
18865,7,13,25,98,8,39,5,17,4,6,4,3
18868,7,24,142,351,72,124,15,50,30,17,28,17
18870,7,17,56,198,24,69,6,30,23,17,4,2
18871,7,15,25,123,10,42,6,22,13,12,7,4
18872,7,19,39,150,20,45,7,14,13,7,5,9
18873,7,15,41,136,16,47,4,24,10,10,11,2
18874,7,20,54,132,25,44,8,20,18,15,14,2
18875,7,17,34,118,10,48,4,19,13,14,7,0
18876,7,4,7,30,2,11,2,5,1,3,2,0
18877,7,17,37,122,12,41,4,18,18,14,2,5
18878,7,15,44,137,15,47,3,17,20,7,6,3
18879,7,17,94,275,50,102,13,44,30,25,17,6
18880,7,18,87,282,42,97,10,54,22,25,18,3
18881,7,17,36,85,16,26,4,11,8,4,2,5
18882,7,14,47,179,14,66,6,22,17,16,5,4
18883,7,15,21,85,12,27,3,17,4,8,3,0
18884,7,20,35,167,17,48,2,23,18,14,9,4
18885,7,9,6,31,2,12,1,6,3,3,1,0
18886,7,20,66,182,25,61,6,15,10,9,11,6
18887,7,17,35,100,9,27,3,12,7,7,8,2
18888,7,16,29,132,13,50,6,21,8,10,4,2
18889,7,24,114,330,43,115,16,61,44,32,27,8
18890,7,20,106,364,22,124,15,48,29,24,25,2
18891,7,12,21,86,10,29,3,16,9,9,4,1
18892,7,17,63,169,37,66,7,15,17,13,17,17
18894,7,14,42,156,15,48,5,24,13,14,12,3
18895,7,13,60,178,26,56,10,31,18,11,8,8
18896,7,16,48,148,20,33,5,18,13,4,6,5
18897,7,22,95,229,53,83,9,44,27,19,26,20
18898,7,19,42,171,10,67,6,29,13,22,7,0
18899,7,15,36,103,14,27,3,7,6,4,5,0
18900,7,16,66,228,23,72,11,28,21,16,14,11
18901,7,17,55,263,21,106,12,33,28,19,13,4
18902,7,9,13,58,7,15,2,9,3,6,3,1
18903,7,10,11,77,3,23,1,13,9,5,4,0
18904,7,14,112,278,52,98,13,52,26,14,14,17
18905,7,14,32,130,15,49,4,22,13,10,6,2
18906,7,15,23,89,9,35,4,16,7,6,8,6
18907,7,23,95,271,42,108,10,48,19,19,26,6
18908,7,18,67,270,19,82,13,39,16,25,11,1
18909,7,18,29,87,12,28,4,13,8,6,1,6
18910,7,20,68,211,25,86,10,31,19,15,14,5
18911,7,7,17,71,11,30,2,10,5,3,4,0
18912,7,20,40,131,10,55,6,17,8,11,10,1
18913,7,12,17,61,5,21,2,13,4,6,1,0
18914,7,16,70,213,29,71,8,31,13,17,14,5
18915,7,19,54,212,17,88,11,26,13,15,12,1
18916,7,10,30,63,12,15,3,17,4,7,2,3
18917,7,21,43,165,10,56,5,16,15,14,11,5
18919,7,13,59,172,25,54,5,18,25,12,16,8
18920,7,10,21,62,12,22,4,13,10,6,4,3
18921,7,17,31,92,13,30,3,13,6,4,9,2
18922,7,13,33,96,13,41,3,8,8,4,11,0
18923,7,19,60,230,25,92,9,17,22,15,12,4
18924,7,10,33,120,14,42,6,16,14,7,4,3
18925,7,17,25,92,16,35,4,14,12,10,2,3
18926,7,18,97,297,28,100,9,45,33,22,20,4
18927,7,13,46,157,23,51,3,21,17,9,6,4
18928,7,19,50,140,16,51,8,22,15,11,14,3
18929,7,14,48,199,15,70,6,35,19,17,13,1
18930,7,11,17,52,5,13,2,7,3,2,6,2
18931,7,13,13,50,5,17,3,8,3,5,4,1
18932,7,16,36,126,16,45,7,17,10,12,9,1
18933,7,16,63,235,21,83,3,44,30,28,17,6
18934,7,17,38,104,19,38,3,21,15,5,3,4
18935,7,15,15,99,3,38,3,17,7,8,3,0
18936,7,15,40,152,21,52,6,21,11,17,13,5
18937,7,10,11,52,4,12,2,7,5,1,4,1
18938,7,17,67,259,25,82,4,35,19,26,11,3
18939,7,10,42,110,23,39,6,10,13,7,11,9
18940,7,18,52,182,21,69,8,28,14,18,7,6
18941,7,19,95,266,43,84,12,35,16,23,11,9
18942,7,20,30,158,16,45,7,20,18,8,4,3
18943,7,24,52,154,16,60,3,30,14,17,11,2
18944,7,12,20,77,6,28,2,15,3,8,4,2
18945,7,24,110,307,53,96,16,45,29,21,23,11
18946,7,24,66,232,25,76,8,22,19,16,15,3
18947,7,22,65,206,21,63,11,34,19,25,7,3
18949,7,16,45,161,15,53,7,22,10,13,6,5
18950,7,17,60,178,27,61,8,21,23,7,10,7
18951,7,17,36,160,19,53,7,25,12,11,6,7
18952,7,10,27,90,6,15,4,13,10,12,6,1
18954,7,22,64,189,24,72,10,14,12,12,19,2
18955,7,17,39,145,13,54,4,25,18,18,5,2
18956,7,8,17,51,8,12,3,10,4,5,3,0
18957,7,17,44,148,20,46,6,14,10,7,13,6
18958,7,2,3,15,2,4,1,3,2,2,0,0
18959,7,21,54,228,17,74,10,33,12,20,7,3
18960,7,24,147,345,78,109,19,48,22,36,45,34
18961,7,9,17,52,10,17,2,7,4,1,0,4
18962,7,20,36,147,11,48,7,26,16,16,2,0
18963,7,22,78,254,26,86,6,19,8,14,8,7
18964,7,23,115,356,54,144,16,34,38,22,21,15
18965,7,12,31,121,15,29,5,16,13,11,3,5
18967,7,15,37,140,12,50,4,11,15,7,6,2
18968,7,16,61,136,31,42,6,10,7,3,10,5
18969,7,22,106,313,45,110,8,53,41,21,14,11
18970,7,11,22,89,11,27,3,12,7,6,9,1
18971,7,14,65,143,41,55,7,21,20,8,12,12
18972,7,17,38,174,17,60,10,22,14,8,9,1
18973,7,12,43,167,20,58,9,22,16,9,5,3
