id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5
12022,5,2,43,110,16,49,6,16,15,13,9,1,7,2,2,6,0,3,3,0,3,1,3,7,7,5,3,2.15931055835,1,3,2
12023,5,1,20,61,5,27,2,6,7,9,2,1,6,1,1,1,2,4,1,0,1,0,3,5,3,1,6,2.79947160808,0,4,0
12024,5,3,76,141,46,45,5,28,18,19,16,11,9,4,2,8,4,3,1,2,8,3,12,2,10,6,14,2.5103696297,1,0,0
12025,5,2,38,109,14,46,5,16,12,15,4,5,6,2,5,5,0,1,1,0,5,1,4,9,7,2,3,2.54212016736,1,7,1
12026,5,2,65,149,44,55,5,29,19,13,8,18,8,4,7,6,8,1,4,5,11,1,12,2,10,4,12,3.80297138237,2,1,0
12027,5,2,35,102,15,35,4,19,14,9,12,4,6,3,5,4,2,3,0,1,7,1,10,9,6,4,5,2.28355371316,2,1,1
12028,5,4,86,212,50,76,8,32,29,24,20,20,10,6,8,17,5,2,2,9,10,2,12,11,9,13,12,4.97803972601,2,4,1
12029,5,2,39,117,15,48,4,15,13,7,7,7,6,3,5,7,7,5,2,0,10,0,2,11,1,13,4,1.20754752313,3,0,1
12030,5,3,51,119,29,51,5,24,18,10,6,16,11,1,5,7,5,0,0,1,10,2,6,8,3,6,6,1.30198265065,0,1,2
12031,5,4,60,158,36,64,8,26,22,14,15,10,10,4,6,8,5,5,1,2,10,7,15,10,8,6,8,2.90038234468,1,1,0
12032,5,1,38,88,12,38,3,15,14,8,7,6,7,2,2,3,4,1,0,2,1,1,6,4,7,5,6,1.27785143057,1,1,3
12033,5,3,69,148,34,67,8,29,15,22,11,14,16,2,5,14,6,5,3,6,6,3,4,3,5,11,3,2.03003257273,1,1,1
12034,5,3,54,164,21,60,5,33,18,20,9,7,7,3,9,4,10,2,2,2,10,2,8,12,6,5,6,3.41456329345,1,1,2
12035,5,2,30,68,16,22,5,12,12,11,5,6,6,1,2,2,3,0,1,1,4,0,5,3,3,1,5,1.38907615849,0,3,0
12036,5,1,41,98,18,41,4,17,17,13,8,10,5,2,3,3,2,1,2,1,2,3,9,2,3,1,9,3.74866831727,1,0,2
12037,5,3,51,120,23,54,5,22,16,13,8,4,8,3,7,2,2,3,0,1,7,2,5,10,8,2,3,2.16783523098,2,1,3
12038,5,2,48,120,27,45,4,24,15,16,10,15,5,3,8,3,5,2,0,7,6,4,7,9,6,4,0,2.02015286219,3,2,2
12039,5,2,36,88,16,26,4,20,11,13,6,3,6,2,1,2,3,4,2,1,4,3,6,3,5,2,0,2.16883528625,0,3,0
12040,5,1,30,85,10,27,4,10,11,7,7,2,5,3,3,5,4,0,1,1,9,4,2,12,0,4,4,2.47019985856,0,2,0
12041,5,1,26,58,14,12,1,15,9,6,4,5,2,1,2,1,2,2,1,1,0,2,6,2,4,1,4,1.08266990386,1,0,0
12042,5,3,41,96,14,37,4,13,14,12,7,2,5,3,4,7,5,2,3,0,2,2,9,4,7,3,8,1.88097328347,1,3,0
12043,5,1,24,56,12,17,1,11,6,8,3,6,7,0,0,4,1,1,1,0,6,1,4,3,3,3,4,1.18374435085,0,0,0
12044,5,3,56,149,23,58,7,20,18,17,8,3,8,5,14,11,4,4,1,2,7,3,6,11,8,8,2,2.70154578881,2,1,4
12045,5,2,38,86,13,36,4,15,8,11,8,2,6,3,6,1,0,1,1,0,7,4,3,9,4,2,1,2.40319215051,0,1,1
12046,5,1,18,58,9,22,2,9,9,8,2,3,3,1,1,2,1,3,3,1,1,0,5,1,5,3,4,1.36847804256,1,0,0
12047,5,2,102,244,62,92,12,52,34,38,16,21,13,7,11,17,14,7,4,2,11,3,6,6,4,3,3,4.39341950683,1,7,2
12048,5,2,35,74,17,30,3,15,9,6,5,6,5,3,2,6,4,2,0,1,3,1,4,3,4,4,4,0.900212820564,0,1,0
12049,5,4,88,193,50,83,9,41,31,16,10,26,10,4,6,13,9,3,8,8,8,2,6,10,9,11,4,3.51063537802,2,1,1
12050,5,0,6,20,1,7,1,5,2,4,1,1,2,1,1,0,1,1,0,0,0,0,0,2,1,0,0,0.518954265993,0,1,0
12051,5,2,43,106,27,39,5,15,11,13,9,9,7,3,6,6,5,4,1,1,8,1,6,5,2,6,5,2.43969498509,1,2,1
12052,5,4,52,147,23,57,6,23,20,13,6,8,9,2,10,6,3,2,2,0,11,6,5,17,5,7,4,3.10058244671,2,1,4
12053,5,0,3,19,0,5,1,1,1,1,2,0,2,1,1,0,1,1,0,0,3,0,3,3,0,0,1,0.468931478526,0,2,0
12054,5,3,68,158,42,51,7,26,21,13,13,16,8,4,6,4,8,3,3,2,14,6,11,16,4,4,5,3.4192445862,2,3,2
12055,5,2,31,77,14,21,5,15,11,9,6,3,6,1,2,2,1,2,4,2,1,4,6,3,5,1,2,1.72701851097,0,1,3
12056,5,3,60,163,21,56,7,36,19,23,14,12,8,4,5,4,7,3,1,3,3,4,3,8,17,3,3,2.93640111254,3,3,0
12057,5,1,32,78,15,31,3,14,10,15,2,5,4,2,5,6,2,2,4,1,5,1,2,2,1,3,2,1.7465458292,2,1,0
12058,5,3,62,181,38,70,8,33,27,19,10,15,9,6,8,8,10,4,7,2,5,1,5,17,7,8,1,3.19677422328,3,5,3
12059,5,2,32,101,13,36,5,10,14,12,8,3,6,2,4,4,3,4,1,0,3,0,3,10,4,3,4,2.26628803725,1,4,1
12060,5,3,59,162,26,51,7,30,26,27,10,7,9,4,4,10,7,2,3,3,6,1,5,8,5,5,7,2.96093455376,2,7,2
12061,5,2,40,89,17,33,3,19,8,15,6,7,8,2,3,2,4,1,1,3,3,6,4,3,8,1,3,1.80726797023,0,1,0
12062,5,3,49,133,22,42,5,22,16,14,3,4,7,2,6,3,6,2,1,1,2,3,6,15,12,10,6,2.69321391972,2,2,2
12063,5,2,61,127,21,51,7,16,12,12,14,5,9,3,11,7,3,2,0,0,8,2,15,4,5,7,21,2.08093272451,0,1,2
12064,5,3,66,164,16,65,4,30,19,16,13,3,5,3,7,1,4,6,4,0,6,2,16,7,11,7,21,3.10550626267,3,3,2
12065,5,2,52,120,18,35,5,25,14,19,7,5,8,2,6,2,4,2,1,0,9,2,13,5,7,4,13,1.53299418073,1,0,1
12066,5,0,2,8,1,2,0,2,2,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.343949455637,0,0,0
12067,5,2,34,77,18,21,4,13,7,5,7,7,7,1,2,5,6,1,0,1,1,3,10,7,8,7,6,1.20243328355,0,0,0
12068,5,3,67,157,46,60,6,19,18,9,18,15,10,3,8,7,6,5,2,0,8,3,21,11,6,9,18,2.8811128742,2,1,3
12069,5,4,108,275,62,104,10,40,33,33,24,24,12,8,6,22,14,8,2,6,15,5,19,13,9,11,17,5.82826526099,5,4,4
12070,5,2,39,97,21,34,4,18,12,13,8,8,9,1,4,5,3,1,1,0,6,1,9,5,2,4,7,2.26830700285,1,2,1
12071,5,3,63,159,43,68,8,28,22,13,7,15,11,3,10,13,5,4,3,1,7,1,9,11,6,13,10,2.59586217858,2,3,2
12072,5,4,93,217,46,85,10,42,26,25,13,20,25,5,14,17,10,3,3,4,8,5,8,8,9,18,12,4.7088748305,1,0,1
12073,5,2,11,42,2,15,1,7,4,5,3,0,5,0,3,1,2,0,0,0,6,0,2,4,0,2,0,0.438357071639,0,1,0
12074,5,2,18,54,8,23,3,11,7,5,2,3,4,1,4,1,3,3,2,0,1,1,1,3,4,2,0,0.924975539827,1,0,0
12075,5,3,51,126,16,46,6,18,8,11,10,3,11,1,7,5,2,6,0,0,10,2,3,16,2,5,3,2.24880881958,1,8,0
12076,5,2,33,100,18,43,5,12,11,9,5,3,8,2,4,4,6,2,1,0,0,3,3,11,16,2,2,1.49794229789,0,0,2
12077,5,3,55,141,25,52,6,30,13,16,9,12,13,3,10,8,3,4,2,8,5,1,7,4,6,10,8,3.15539550162,0,2,1
12078,5,1,19,54,5,20,2,7,7,8,4,0,3,1,3,2,1,1,0,0,5,1,2,6,2,1,0,1.29438778169,1,1,1
12079,5,3,65,163,41,72,7,19,18,13,10,11,9,4,10,9,5,2,2,2,15,3,10,18,6,7,6,2.50991698757,2,3,3
12080,5,4,66,155,24,53,6,32,15,20,9,7,9,4,10,5,8,5,3,0,8,3,5,10,7,5,3,3.02146479633,3,1,0
12081,5,4,105,240,49,83,11,54,27,29,18,20,15,7,7,16,10,7,2,3,10,4,15,8,8,11,7,4.62802132671,2,2,2
12082,5,3,73,183,45,83,5,19,13,13,10,20,21,1,12,15,7,2,5,3,7,6,10,22,16,7,7,2.55647073648,0,9,3
12083,5,1,16,39,7,12,2,6,4,5,6,3,3,1,2,1,2,2,0,2,4,0,5,1,1,0,4,0.580796541149,0,2,0
12084,5,3,65,135,24,56,5,25,15,18,13,12,6,3,6,9,3,5,0,1,6,1,11,2,6,8,13,2.30544121128,3,4,0
12085,5,3,64,149,34,60,6,23,19,14,12,7,7,4,12,4,6,3,3,0,8,3,5,12,8,5,1,3.06640034955,3,1,2
12086,5,3,94,184,46,75,8,34,22,27,23,14,9,4,7,13,6,1,10,5,14,2,11,3,6,3,4,3.88186160015,3,5,0
12087,5,1,15,47,9,19,1,10,5,9,4,3,5,0,0,3,2,0,0,1,4,2,1,3,1,1,0,0.492103486315,0,1,0
12088,5,2,52,121,20,42,5,16,17,11,13,3,8,3,11,3,6,1,3,2,2,3,11,6,8,6,10,2.07180614199,0,2,2
12089,5,1,19,61,3,24,3,9,6,8,1,0,4,2,5,0,8,0,3,0,3,0,9,5,4,2,3,0.783033063369,0,1,0
12090,5,4,83,174,38,61,10,34,18,12,9,14,12,3,14,11,9,2,1,1,16,5,10,10,0,4,8,1.96539874337,0,4,1
12091,5,3,56,137,30,52,6,20,18,12,7,8,9,3,4,10,5,5,2,0,9,2,13,10,7,10,5,3.23341093842,1,1,1
12092,5,1,44,117,11,37,1,23,8,13,18,4,16,0,5,0,4,3,0,2,8,5,21,5,5,3,21,3.54417591273,0,1,0
12093,5,2,35,102,16,45,4,11,12,9,2,4,6,2,8,7,2,2,2,0,8,2,0,12,8,5,0,1.85120571726,2,3,0
12094,5,2,26,84,10,32,3,14,12,10,5,2,5,2,8,5,6,2,1,0,3,1,12,2,2,2,6,1.46939409347,2,0,0
12095,5,1,19,53,5,22,3,11,8,2,2,1,5,0,4,0,3,1,0,0,7,0,2,7,1,2,2,0.506978245987,0,0,0
12096,5,1,16,44,4,12,3,7,6,9,4,1,4,0,1,2,4,0,0,1,5,0,3,3,1,0,0,0.533775121204,0,1,0
12097,5,1,23,70,9,24,4,11,6,7,8,2,6,1,4,2,5,0,0,1,3,2,4,2,5,6,1,1.36867341936,0,1,0
12098,5,1,20,61,9,23,3,11,8,10,3,1,6,1,2,2,0,1,2,1,6,1,2,2,3,4,1,1.09215188818,0,0,1
12099,5,3,53,137,23,64,6,23,15,20,8,7,8,5,11,8,6,4,0,2,5,0,5,6,13,8,0,1.912747811,1,1,1
12100,5,4,73,180,37,72,9,30,20,20,8,10,13,3,13,9,9,6,3,1,2,3,15,9,21,5,12,4.7053956208,0,1,1
12101,5,4,67,167,32,57,7,34,28,23,6,12,8,4,7,4,5,1,4,5,8,4,9,10,5,5,4,4.39379116235,3,2,4
12102,5,4,57,179,26,74,7,27,26,20,19,8,8,4,3,6,8,4,3,4,8,7,4,14,15,3,2,2.98648764013,2,1,1
12103,5,3,46,112,22,39,6,21,12,11,8,11,9,1,4,11,7,1,0,1,1,0,14,6,4,5,5,1.80046027248,0,7,1
12104,5,2,48,116,23,44,5,21,13,17,6,8,9,2,7,6,2,5,3,2,10,3,5,5,1,4,0,2.45237445797,0,1,2
12105,5,3,59,138,28,73,5,37,14,28,8,10,8,2,6,8,6,2,2,2,7,3,4,2,4,4,4,2.32058301328,2,1,0
12106,5,3,60,158,21,65,6,24,18,22,8,5,7,4,12,8,5,5,4,1,9,5,4,13,6,3,1,3.16936326744,3,4,1
12107,5,2,30,92,17,37,5,14,12,9,6,7,7,2,7,2,3,2,6,1,2,0,10,9,5,4,5,2.32468116314,0,3,2
12108,5,3,51,135,22,48,7,24,18,18,9,8,15,1,5,8,5,3,3,2,5,0,4,10,2,2,2,2.91486877319,0,7,4
12109,5,3,56,126,36,44,7,22,14,19,13,18,18,0,7,10,1,2,1,2,9,4,11,5,5,2,9,2.56544275803,0,2,0
12110,5,4,80,188,35,79,8,28,19,23,15,13,10,5,9,9,9,6,1,4,1,2,9,15,17,9,8,3.70905720499,3,1,2
12111,5,1,19,64,7,22,3,11,9,12,3,3,6,0,1,2,2,3,0,1,6,1,2,6,1,0,2,1.77572622157,0,2,0
12112,5,4,41,114,13,51,4,12,12,9,11,5,8,2,10,9,4,3,4,0,5,2,9,11,3,6,10,2.26623289979,1,4,2
12113,5,1,22,59,11,21,1,12,9,8,5,3,2,1,1,1,2,1,1,0,2,1,6,4,2,0,6,1.56451894155,1,1,1
12114,5,2,31,85,20,20,4,19,11,11,7,8,9,0,0,4,3,0,3,2,4,1,11,0,5,5,13,2.7106017822,0,0,0
12115,5,1,14,47,5,21,3,2,4,2,3,1,4,0,2,3,1,2,3,0,1,1,1,10,6,2,0,0.641494653936,0,0,1
12116,5,3,61,133,37,51,8,17,16,8,6,17,11,2,8,9,8,5,2,4,5,1,16,6,8,5,22,2.72549204373,0,1,2
12117,5,2,23,65,17,20,4,11,7,4,3,5,5,2,2,3,3,3,1,1,6,1,6,5,2,6,4,1.61968297189,0,1,1
12118,5,2,28,86,5,26,4,13,8,13,3,0,4,3,5,5,4,1,1,0,10,2,1,8,1,1,0,2.69579105385,1,3,2
12119,5,2,37,104,16,35,5,22,11,17,4,7,12,0,6,5,3,3,2,1,3,1,8,7,6,2,4,2.7341893002,0,2,0
12120,5,3,64,146,32,61,9,28,24,12,6,12,10,2,4,9,5,3,2,3,7,5,8,11,6,9,5,3.3334454759,2,0,0
12121,5,1,18,69,7,18,2,8,6,10,4,3,7,1,5,3,3,2,1,1,9,4,3,8,0,0,6,1.52273503631,0,1,0
12122,5,2,38,81,18,33,5,9,16,6,6,9,12,0,3,4,2,0,3,1,9,0,14,6,3,2,13,1.73496174783,0,0,0
12123,5,2,49,130,29,44,5,18,15,12,8,6,6,3,5,4,6,3,3,1,5,5,17,10,8,4,9,2.55355599815,2,3,1
12124,5,2,50,113,24,41,5,20,11,12,14,9,9,2,3,6,6,2,0,1,9,9,5,6,3,7,3,1.77126503411,0,0,0
12125,5,4,75,160,39,65,8,29,17,13,9,17,14,3,10,9,9,1,4,2,10,3,19,8,2,11,17,2.57512583081,2,1,4
12126,5,4,96,206,60,82,12,23,26,18,15,26,15,3,9,23,9,4,4,4,12,7,14,16,8,11,15,3.0169117101,0,4,1
12127,5,4,66,179,31,59,7,37,27,14,11,10,15,5,3,8,7,7,2,1,6,9,10,11,8,15,3,4.51879673352,4,3,1
12128,5,4,65,169,25,77,8,29,21,21,7,8,13,2,8,16,10,2,2,3,7,0,8,10,8,6,5,3.12140218966,1,2,4
12129,5,2,17,45,8,18,1,7,6,5,4,5,5,1,3,3,4,1,0,0,3,2,0,2,1,1,0,0.711599483499,0,0,0
12130,5,2,23,52,13,20,1,14,5,9,5,5,4,1,1,2,3,1,0,3,2,1,2,2,4,1,1,0.83811988275,1,0,0
12131,5,3,62,160,24,66,7,21,14,14,14,8,9,5,9,9,2,4,3,2,16,0,19,9,4,11,19,2.97794196171,1,4,6
12132,5,3,59,153,38,49,8,33,21,18,6,18,9,2,4,9,5,4,4,3,7,2,9,10,8,7,2,3.00330495894,1,3,2
12133,5,3,71,171,25,68,6,25,22,22,7,10,13,5,6,7,7,5,5,4,3,4,19,9,9,5,19,2.75098921809,1,1,3
12134,5,2,49,130,24,48,4,24,23,19,9,13,5,4,2,5,2,3,2,6,7,2,4,9,6,3,5,2.92759273993,2,1,1
12135,5,1,28,80,8,37,3,13,9,10,8,3,5,1,3,1,4,0,1,1,6,3,0,9,0,3,0,1.54835189972,1,2,1
12136,5,1,19,44,7,16,1,10,6,4,4,5,5,1,3,1,2,1,0,3,7,1,9,0,0,2,5,0.719344377146,0,0,0
12137,5,2,25,79,9,35,3,14,10,7,4,1,5,2,3,4,7,2,0,0,7,2,2,5,3,4,2,0.563142206437,1,0,0
12138,5,2,13,34,6,10,2,5,4,4,5,2,3,1,1,1,2,1,0,0,3,1,2,1,0,2,4,1.00909735495,0,0,1
12139,5,4,54,147,30,63,7,28,20,10,9,11,8,4,10,8,7,4,3,3,2,1,1,11,12,6,0,1.66772162986,1,2,3
12140,5,2,46,112,25,47,4,14,8,10,11,10,9,2,7,11,6,3,1,0,4,1,9,3,4,7,8,2.03261059663,1,0,1
12141,5,3,52,117,23,44,5,22,19,12,2,14,9,3,8,8,4,5,5,2,7,2,4,5,3,6,5,1.30693244725,1,1,0
12142,5,3,50,137,19,49,8,31,16,21,11,5,12,1,10,2,7,3,4,2,9,2,6,4,2,6,5,4.62769781188,0,0,2
12143,5,1,9,23,7,8,1,6,4,3,1,1,2,1,0,0,1,0,1,0,2,1,1,2,1,1,0,0.551388126875,0,0,0
12144,5,4,75,199,41,83,7,34,20,23,14,13,12,5,15,8,11,3,2,4,17,1,5,18,8,9,4,3.34687892464,2,2,2
12145,5,1,5,9,2,3,0,1,1,0,1,2,1,0,1,0,0,0,1,0,0,0,3,2,0,0,0,0.324849222482,0,0,2
12146,5,2,33,80,20,30,2,13,10,11,2,8,5,2,5,5,4,1,3,3,5,4,8,3,4,3,4,3.03419472247,1,2,1
12147,5,3,45,148,17,54,2,29,21,23,8,1,3,1,3,5,13,4,1,1,9,2,4,10,6,3,0,3.09671170926,1,2,0
12148,5,3,88,201,51,73,9,35,26,20,17,16,15,3,7,10,10,7,2,1,6,5,10,10,16,9,14,3.25318107372,3,1,1
12149,5,1,11,33,3,13,1,7,4,5,0,1,3,1,0,3,2,0,0,0,5,0,1,5,0,1,0,0.561740330888,0,0,0
12150,5,3,39,143,25,53,8,25,16,16,3,10,9,3,4,12,6,7,2,4,1,0,13,9,8,6,5,5.18562075808,1,5,2
12151,5,3,56,152,28,57,10,27,17,22,9,10,14,1,7,11,5,5,1,2,12,1,10,12,6,3,6,1.99327356969,0,0,2
12152,5,3,54,154,27,64,10,31,17,15,4,9,12,0,5,7,9,4,3,2,4,1,5,15,16,11,3,2.17623304745,0,2,0
12153,5,1,18,36,11,15,2,4,5,3,5,5,4,0,0,2,2,3,0,0,2,0,6,2,1,0,5,0.398641426001,0,0,0
12154,5,4,87,191,42,87,7,25,27,25,19,16,8,6,8,16,6,5,4,2,10,6,7,12,6,4,7,2.34139033389,5,3,0
12155,5,3,58,143,25,66,6,28,23,25,8,7,10,5,7,8,6,2,3,1,7,2,3,3,5,3,3,1.6169895204,1,1,2
12156,5,4,101,194,49,79,10,29,21,16,17,21,20,3,3,14,8,6,0,3,10,14,10,11,13,17,8,3.57088400431,2,0,2
12157,5,3,54,158,25,61,6,19,26,18,6,8,8,5,7,6,3,7,5,2,11,3,8,11,8,9,6,2.94883077627,3,1,2
12158,5,3,43,129,27,45,6,18,11,7,7,9,9,2,9,6,8,9,4,2,7,1,18,16,3,10,1,2.27275151103,2,4,2
12159,5,3,43,114,19,48,5,16,12,6,5,11,9,2,6,8,5,3,1,4,7,1,9,7,8,6,7,2.30134348917,0,3,0
12160,5,3,53,127,24,49,5,20,25,19,6,5,6,5,3,11,5,1,1,1,8,4,9,6,4,5,7,2.34635946819,3,0,1
12161,5,2,37,76,12,23,5,14,14,11,6,2,6,2,1,4,2,0,2,0,1,2,11,1,7,3,14,1.927481452,0,0,0
12162,5,4,106,224,50,83,12,43,28,29,18,14,16,4,8,21,13,6,6,1,12,2,14,2,5,13,15,3.17120480258,0,5,1
12163,5,2,21,71,7,36,4,10,10,8,3,3,6,1,2,2,2,3,3,1,4,2,4,8,1,1,2,2.44375968734,0,1,2
12164,5,3,49,132,23,45,8,26,15,19,14,8,10,2,6,4,7,2,0,2,7,1,12,6,4,4,13,2.35823247171,0,0,2
12165,5,2,26,78,9,34,1,12,10,10,4,0,1,1,2,2,2,1,3,0,2,1,5,10,10,0,1,1.93389646688,1,1,0
12166,5,2,47,111,15,47,5,19,15,12,8,3,8,2,3,5,2,2,0,0,3,3,10,5,9,6,12,2.39428833552,0,0,4
12167,5,1,25,67,12,15,4,11,9,9,6,4,5,1,1,1,0,2,1,1,4,2,6,4,3,1,6,1.59735347203,0,3,1
12168,5,2,70,173,29,75,9,31,22,20,9,13,10,7,15,6,6,5,1,2,9,5,9,9,10,6,12,2.98409152494,1,1,1
12169,5,1,15,46,11,18,3,8,5,6,1,5,4,0,3,0,1,1,1,0,1,3,0,5,8,0,0,0.664617432175,0,0,0
12170,5,4,89,205,47,79,10,41,32,20,6,23,11,5,16,18,7,3,4,5,6,4,14,7,9,10,8,2.99620347388,3,0,3
12171,5,2,30,84,8,26,4,9,8,9,11,2,6,3,6,5,8,2,0,1,8,1,7,5,1,1,6,1.1914173456,1,0,0
12172,5,1,20,44,13,13,2,10,8,5,5,5,5,0,1,1,1,0,0,1,2,0,7,2,3,1,5,0.538594892715,0,1,0
12173,5,2,53,149,25,57,8,23,22,20,9,9,13,1,3,5,2,4,2,2,11,2,16,14,8,2,9,2.48215754288,1,4,0
12174,5,2,60,158,22,61,7,35,20,14,3,10,8,5,9,7,12,4,2,4,9,1,7,12,1,5,3,2.78083508842,2,5,3
12175,5,2,44,129,22,53,7,20,11,12,7,10,10,3,6,7,9,1,3,6,5,0,6,15,12,10,2,1.71479933224,0,4,1
12176,5,1,23,52,11,20,2,9,4,5,4,3,3,2,4,4,4,0,1,1,0,1,11,1,4,1,8,1.02459267859,0,3,0
12177,5,2,35,82,16,33,3,17,9,11,3,8,5,1,5,6,3,3,0,2,5,4,2,3,3,3,0,1.29288538225,1,1,1
12178,5,2,37,109,20,35,4,26,14,12,2,7,5,3,5,0,6,3,3,2,6,2,4,9,0,3,0,2.39989866149,2,2,2
12179,5,4,67,173,24,61,6,40,17,28,9,8,8,4,7,6,13,3,2,4,9,2,8,7,6,7,3,3.22968094195,3,1,3
12180,5,2,37,84,13,38,5,10,8,3,3,2,6,1,3,6,3,2,1,0,1,6,4,7,11,5,2,1.43674619036,0,1,0
12181,5,3,35,85,16,32,4,18,10,12,5,3,9,1,4,5,1,4,2,0,2,1,5,3,5,5,4,1.95494671476,0,1,1
12182,5,2,18,54,7,15,2,9,9,2,5,2,3,1,0,4,2,1,2,0,3,1,3,2,1,6,3,2.71654209336,1,1,0
12183,5,1,19,45,3,18,2,14,4,12,1,0,4,0,1,1,0,0,0,0,1,0,5,0,4,1,9,0.960980417659,0,0,0
12184,5,3,68,159,34,61,6,29,23,20,12,19,8,5,6,8,8,3,1,7,9,1,9,9,6,3,10,3.7989441848,2,1,1
12185,5,3,54,160,18,64,7,23,26,16,6,5,8,5,9,9,10,5,4,3,5,3,6,12,12,5,6,2.71361327872,2,1,0
12186,5,2,40,111,16,42,4,21,20,15,3,6,6,3,4,5,8,2,2,1,7,1,8,5,2,2,10,2.77827684876,1,2,1
12187,5,2,40,106,22,32,5,16,17,9,8,9,10,4,3,4,5,2,3,2,4,3,14,5,4,6,13,2.36216825524,1,2,0
12188,5,4,83,196,47,75,11,29,23,16,17,21,12,6,7,13,10,3,2,3,9,2,7,14,14,8,9,3.14590587727,0,0,2
12189,5,1,12,41,3,17,3,6,6,3,3,0,4,0,0,2,3,1,2,0,0,0,8,6,5,0,1,0.448750502056,0,1,0
12190,5,1,43,106,23,28,4,12,13,10,6,2,5,3,3,5,6,3,3,2,5,0,11,7,6,5,8,1.86073583853,3,1,3
12191,5,3,41,136,21,54,6,19,15,9,8,9,11,5,10,6,6,1,4,2,9,1,4,19,7,7,5,3.05363247483,0,4,4
12192,5,1,15,51,9,14,3,7,7,5,4,3,4,1,2,1,3,1,1,0,3,1,8,4,1,2,10,1.61875458525,0,2,1
12193,5,2,34,100,15,43,6,13,11,10,10,6,8,2,9,3,2,0,1,1,10,1,3,11,3,3,2,1.49702809124,0,1,2
12194,5,2,41,97,13,41,3,17,14,11,6,4,5,3,4,5,3,1,1,1,4,2,10,8,5,5,8,2.07673110407,2,2,1
12195,5,2,13,40,4,12,1,6,2,5,4,1,5,0,0,2,3,1,0,0,5,1,4,4,2,2,1,0.399223987772,0,0,0
12196,5,2,52,129,25,54,8,17,12,19,8,12,12,0,5,9,4,5,2,2,4,3,5,9,12,7,2,2.56896042802,0,0,2
12197,5,2,33,88,17,34,5,14,9,8,6,6,6,2,3,7,4,5,1,1,1,2,2,4,5,9,0,1.64779427683,0,0,2
12198,5,2,30,88,14,32,5,18,15,16,4,5,7,1,3,5,1,0,2,0,4,3,6,4,6,1,1,2.74025274065,0,0,1
12199,5,2,31,80,11,23,3,18,10,16,3,6,7,1,5,1,3,0,1,4,7,1,1,6,3,1,0,1.81384836912,0,1,0
12200,5,4,120,281,65,109,12,60,37,27,14,32,13,8,9,13,14,9,5,7,18,2,10,13,4,23,8,2.94290718546,5,5,1
12201,5,3,51,127,25,48,6,16,11,9,16,12,9,1,9,5,9,4,0,2,4,2,13,9,3,5,11,2.37632607354,1,5,2
12202,5,1,19,47,9,21,3,12,6,7,4,2,3,1,1,2,0,1,0,0,2,1,5,1,3,3,1,0.681797138769,0,0,0
12203,5,2,57,130,25,47,7,18,12,16,10,12,15,2,9,7,4,2,3,4,2,2,9,9,7,7,9,2.73492703707,0,0,4
12204,5,3,74,160,19,84,7,26,11,21,18,7,13,1,5,9,5,3,0,0,4,4,5,8,10,3,3,1.42411832491,1,1,3
12205,5,3,56,133,26,55,7,20,12,15,7,10,8,4,4,9,7,3,2,3,10,5,7,13,4,5,6,2.27557637726,1,3,3
12206,5,3,77,163,41,52,7,25,26,17,14,14,8,5,8,5,4,2,7,2,9,5,9,14,6,5,6,3.80558552267,2,4,0
12207,5,4,87,187,48,68,10,23,21,12,15,22,12,5,13,15,6,5,2,3,11,3,22,7,11,12,21,3.42392249628,1,1,1
12208,5,2,28,70,12,25,3,11,6,7,5,7,5,2,3,7,4,2,2,2,2,2,4,1,4,3,5,1.25407801183,1,2,0
12209,5,2,13,31,6,13,2,4,1,3,2,3,2,0,2,3,3,0,0,1,0,1,1,2,2,0,0,0.458823147156,0,2,1
12210,5,3,65,181,16,73,9,41,20,21,7,4,10,5,4,8,14,2,3,0,12,1,19,5,4,2,19,3.54754170617,2,6,3
12211,5,3,61,139,37,62,6,23,21,12,6,12,12,2,5,14,4,3,2,0,4,2,11,7,12,6,13,1.90235155756,1,2,0
12212,5,4,91,207,54,72,9,46,22,23,16,27,20,4,10,13,14,4,0,7,11,1,12,8,11,13,14,4.1507969338,3,2,2
12213,5,4,48,134,25,52,8,25,12,15,11,10,9,3,7,4,5,3,2,3,9,1,11,9,6,6,4,2.87721114977,1,3,2
12214,5,1,14,38,6,12,2,11,4,6,3,1,6,0,2,0,1,0,1,0,4,1,2,1,1,2,0,0.75740297281,0,0,0
12215,5,1,23,78,11,36,5,15,10,7,3,1,7,1,1,1,1,2,1,0,6,1,2,8,8,5,2,1.65182801664,0,0,0
12216,5,4,63,170,30,80,9,24,18,18,10,9,12,3,11,12,3,5,6,1,2,2,6,13,8,10,2,3.60124479616,1,3,7
12217,5,2,45,118,23,44,7,16,12,10,8,5,11,2,9,5,5,3,3,0,9,0,17,13,5,3,9,2.27782006214,0,3,3
12218,5,2,12,38,4,12,1,5,3,5,6,2,4,1,2,0,2,3,1,0,2,3,2,2,0,0,1,1.04474640674,0,1,0
