id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char
15276,6,3,99,228,43,100,12,20,34,23,21,13,17,5,18,17,3,6,7,0,0,4,8,12,20,1,13,2.97579253139,1,1,9,0,2.08722759922
15277,6,4,82,195,51,95,9,26,26,28,20,12,14,7,10,15,5,7,2,3,1,6,2,3,10,0,10,2.5015120305,2,1,7,1,2.38244083228
15278,6,2,32,71,16,26,5,9,6,11,8,9,6,0,6,6,0,4,0,0,2,5,0,1,3,0,0,0.889283560798,0,0,2,0,2.47823523891
15279,6,2,63,135,38,53,5,16,21,18,3,17,8,5,4,15,5,9,1,1,0,6,2,1,7,1,16,2.08012486176,2,0,1,0,2.58348712964
15280,6,2,53,151,25,57,7,30,19,17,7,11,9,4,9,9,1,8,1,2,0,1,12,14,13,0,11,5.37151240653,1,2,3,2,2.40822725234
15281,6,3,61,144,31,51,7,18,18,23,12,14,10,3,3,12,3,7,4,3,0,7,0,2,8,1,8,1.55045620448,1,1,3,0,2.40183132345
15282,6,4,83,185,41,69,10,33,28,27,12,14,13,3,7,14,2,6,7,0,4,3,3,4,14,1,7,2.7542748941,1,1,3,0,2.33702634279
15283,6,2,56,132,35,46,5,26,17,26,6,11,6,5,4,11,3,6,1,2,0,6,8,1,6,0,6,1.94914027476,1,1,3,2,2.62149824814
15284,6,3,87,178,46,85,7,27,22,29,11,13,9,5,12,15,3,8,9,3,1,7,5,1,8,0,0,4.20241459498,3,1,4,1,2.40008887032
15285,6,3,115,237,57,97,10,34,24,39,13,21,12,6,12,13,3,9,3,5,2,11,17,2,20,0,30,2.36907887271,2,0,4,2,2.48949735533
15286,6,3,54,112,23,46,6,18,15,14,11,7,7,3,4,10,2,3,5,1,1,4,0,4,8,0,4,1.60169943498,0,0,2,0,2.28756360195
15287,6,3,60,136,29,47,7,28,15,15,9,8,10,4,6,10,3,6,1,0,1,4,16,2,8,0,25,1.94115333475,1,0,2,0,2.27552096073
15288,6,1,26,62,14,24,2,9,11,14,4,5,6,2,1,6,1,1,0,0,0,1,6,0,7,0,6,0.86082095814,0,0,1,0,2.18214716764
15289,6,4,74,157,42,66,9,23,22,20,10,14,10,2,5,13,1,6,3,0,1,2,5,1,10,1,22,3.78842994663,0,1,1,0,2.41778077796
15290,6,2,37,93,20,34,4,11,14,15,1,11,5,4,0,8,1,7,0,2,1,2,1,4,9,0,10,1.10835847309,1,0,1,0,2.61232021846
15291,6,3,97,207,50,81,7,31,33,27,17,20,8,6,8,9,3,6,10,2,2,9,10,6,8,0,14,3.21477369938,5,2,6,0,2.39774216451
15292,6,1,35,76,10,25,4,5,9,14,3,6,5,2,2,5,1,3,0,0,3,1,13,3,4,0,22,1.39894837028,1,0,3,0,2.17848329663
15293,6,2,59,125,29,52,5,18,15,24,7,9,9,3,2,12,3,5,1,1,1,2,5,0,11,0,13,1.75131906325,2,1,2,1,2.39421345425
15294,6,3,53,137,28,51,5,17,22,17,11,13,6,4,11,11,2,5,3,2,0,2,3,3,11,0,5,2.41353793708,2,0,5,1,2.47651051615
15295,6,3,69,162,40,64,7,28,23,23,11,17,8,6,5,12,0,8,2,1,3,5,3,4,8,2,14,2.10855087442,2,1,2,0,2.48294543236
15296,6,3,98,206,49,80,10,27,28,27,15,14,12,6,9,22,7,7,2,1,4,6,3,4,10,0,10,2.9727844335,1,1,7,0,2.27577717129
15297,6,2,37,90,23,27,6,10,13,14,7,10,7,1,8,10,1,1,1,1,1,1,3,2,5,0,9,1.03831905907,0,0,3,0,2.54948527277
15298,6,2,47,115,25,51,5,17,9,16,5,10,8,3,2,8,2,9,0,0,0,1,2,7,10,0,9,0.929992678183,0,3,1,0,2.28916460735
15299,6,1,30,91,15,33,4,11,12,11,3,5,7,2,5,1,2,6,1,4,3,3,5,5,6,1,8,1.28381136819,1,0,1,1,2.45884315195
15300,6,4,126,237,82,99,10,46,32,32,23,41,13,9,8,23,11,6,6,5,0,7,7,2,9,0,16,2.65837770924,3,0,4,2,2.71850319127
15301,6,4,78,175,41,78,4,27,23,25,11,17,5,3,7,12,4,6,8,3,1,1,4,3,13,0,9,2.3663009391,2,1,5,0,2.38553385157
15302,6,4,88,191,49,79,8,31,29,25,17,23,10,5,9,11,3,4,7,4,2,2,5,3,12,0,14,4.31951657753,1,0,3,1,2.5799425594
15303,6,4,88,177,54,73,7,24,12,26,15,23,9,5,7,12,4,11,3,3,2,8,11,4,13,1,9,1.64552077999,4,5,3,0,2.60404943239
15304,6,1,45,121,27,53,7,9,10,22,3,8,8,3,5,7,2,10,3,1,1,1,1,5,9,0,15,1.00828513248,1,0,2,0,2.24393888241
15305,6,3,68,160,31,74,7,23,16,18,13,12,14,2,10,13,6,4,2,2,2,4,7,4,12,0,16,1.60015460021,0,0,3,0,2.20005717479
15306,6,3,78,183,39,77,10,23,21,21,11,13,12,3,11,13,5,7,7,2,2,7,6,4,11,1,14,4.33900397789,1,2,5,0,2.32274062299
15307,6,3,49,134,20,58,6,27,14,21,12,7,8,3,4,7,1,10,2,1,2,2,2,5,7,0,5,1.86015468577,1,0,2,0,2.17850312916
15308,6,3,119,270,72,87,12,46,35,38,22,36,14,6,10,24,1,12,5,9,2,11,16,1,12,0,21,4.00153320635,2,3,7,4,2.77436386662
15309,6,4,64,134,34,57,7,15,13,17,17,18,10,3,9,12,1,8,4,1,1,2,1,5,9,1,8,1.51859704613,1,1,2,0,2.55071992715
15310,6,3,73,190,42,76,9,26,26,28,13,14,22,6,7,13,3,7,5,2,1,7,5,7,10,0,12,2.88775981745,2,2,4,1,2.40697144908
15311,6,3,52,117,22,50,6,17,10,17,5,8,9,2,7,6,3,6,2,0,1,2,2,2,8,0,9,2.31157723434,0,1,5,0,2.19841729635
15312,6,3,72,164,42,63,7,25,20,26,15,19,11,4,9,12,3,6,4,3,2,6,2,1,10,1,15,2.22988286281,2,1,1,1,2.6296901126
15313,6,4,68,160,40,67,8,30,17,26,27,19,16,4,4,9,4,5,2,4,3,1,4,1,7,1,9,3.99806301898,2,0,4,0,2.57887371204
15314,6,3,52,128,17,52,8,9,14,16,15,9,9,1,10,12,2,6,4,1,2,3,3,2,5,0,6,3.10960356979,0,1,4,1,2.31350398508
15315,6,4,91,221,47,103,10,37,26,33,12,23,15,6,14,17,6,10,7,4,1,2,6,4,12,0,11,2.51283983701,2,0,8,2,2.45990471802
15316,6,3,53,129,35,50,6,17,17,18,13,11,11,2,5,10,2,5,3,1,1,2,3,4,9,1,10,1.59011741541,1,0,2,0,2.46364063812
15317,6,1,62,144,29,55,8,17,16,20,13,9,14,2,10,10,5,2,1,2,3,3,17,10,6,0,21,2.84266209235,1,8,3,1,2.31443185125
15318,6,4,141,321,72,119,12,47,40,43,21,22,13,10,14,23,6,11,7,2,2,7,18,9,22,1,41,4.58722187291,6,2,6,1,2.30435808836
15319,6,1,13,37,5,14,2,7,3,7,0,0,3,1,2,2,0,4,2,0,2,0,1,1,3,0,1,0.517687831324,0,0,0,0,1.83762805727
15320,6,4,95,224,44,98,10,41,29,39,19,16,11,8,7,11,3,10,6,5,3,4,7,7,7,0,14,3.37999419182,3,4,7,1,2.40444798557
15321,6,4,103,241,48,113,10,38,33,32,13,17,12,8,9,16,8,7,7,1,2,3,4,7,17,0,12,5.45783162877,2,0,8,0,2.25249976398
15322,6,2,81,187,52,72,8,33,28,31,7,20,10,5,12,14,5,8,4,7,2,2,8,1,13,4,10,3.7266033751,2,0,2,1,2.80568846418
15323,6,3,76,162,37,71,7,31,18,28,11,21,10,3,9,10,1,8,3,4,1,4,9,3,5,0,13,2.19418805084,3,0,6,1,2.56737298292
15324,6,2,46,106,20,43,5,20,11,16,9,10,6,4,3,7,1,7,1,3,0,5,6,4,7,0,2,1.11731725475,1,2,2,0,2.39190383445
15325,6,2,48,111,24,49,5,17,14,18,7,11,6,5,3,7,1,6,0,3,0,1,1,3,4,1,8,1.22601399303,1,0,5,1,2.58173512688
15326,6,3,80,198,37,85,8,35,23,27,17,13,12,7,15,15,4,8,6,1,2,5,9,1,11,1,4,3.13122022605,1,1,8,0,2.25000640926
15327,6,4,80,212,40,86,9,30,25,29,13,16,10,6,10,11,5,14,5,1,1,3,2,5,10,0,14,3.21562400706,3,1,5,1,2.32841369352
15328,6,2,51,139,25,58,4,26,10,19,7,6,13,1,6,7,1,3,1,0,1,3,11,8,13,0,17,5.37301045587,1,2,2,0,2.14921429681
15329,6,4,74,170,37,68,6,29,16,29,14,15,8,6,13,12,0,9,2,5,3,3,3,3,7,0,6,1.98462870064,3,2,4,1,2.49786543053
15330,6,4,92,213,43,102,9,35,25,31,18,18,10,5,13,13,4,7,6,0,0,4,7,3,9,0,13,3.16958666139,3,1,10,0,2.19199778351
15331,6,4,91,217,46,83,10,26,30,30,20,14,15,3,15,13,6,5,0,1,17,4,7,8,6,0,21,5.02178788851,2,0,4,0,2.23279295875
15332,6,3,57,135,32,59,5,19,18,17,12,14,6,3,6,10,2,7,4,1,1,4,3,4,9,0,11,2.09172367524,2,2,0,1,2.5110700183
15333,6,3,85,192,49,73,8,35,24,35,8,17,10,5,6,16,2,11,2,2,0,3,4,0,11,1,13,2.86745892337,3,0,5,1,2.47500594954
15334,6,3,90,203,58,88,10,22,28,24,15,20,15,5,16,18,2,12,7,7,3,8,6,8,9,2,8,2.28616991388,2,2,2,3,2.70041661872
15335,6,4,72,153,38,71,7,19,16,24,13,16,8,5,6,14,0,6,6,0,1,5,2,1,13,0,9,1.77340399153,2,2,2,0,2.43418705071
15336,6,4,60,148,32,65,5,17,21,23,8,8,10,4,3,13,4,6,2,2,1,4,5,7,6,0,15,1.99400835626,3,3,6,1,2.30729037943
15337,6,3,87,185,46,69,9,15,24,21,14,22,11,2,16,14,4,7,7,5,1,3,15,2,12,0,25,2.39923932561,1,2,7,3,2.63732139866
15338,6,2,30,86,14,34,4,13,11,14,8,3,6,2,6,5,1,1,0,1,0,2,0,5,7,0,2,1.51667114673,1,0,3,0,2.12057860622
15339,6,3,52,114,26,49,7,15,9,18,16,11,9,0,7,8,1,6,1,5,0,4,5,1,7,0,9,1.79163121975,0,0,3,1,2.57639072409
15340,6,3,64,135,31,56,4,16,9,19,11,11,10,3,9,9,3,8,4,1,2,2,4,3,11,0,13,1.88583721477,2,0,4,1,2.42344363442
15341,6,4,84,173,47,72,7,39,21,34,19,20,9,7,6,8,2,5,4,4,0,2,7,1,3,0,8,2.45486582063,2,0,8,0,2.57405441862
15342,6,3,55,154,32,68,8,30,18,24,9,6,10,4,5,6,3,8,3,0,1,5,2,7,12,2,6,2.64103762592,0,1,2,0,2.14938456359
15343,6,1,25,54,11,22,2,10,6,5,4,3,3,2,5,1,2,1,3,1,1,1,1,1,4,1,4,0.510716379594,2,0,1,0,2.16670698237
15344,6,3,91,200,49,77,7,28,21,28,16,24,8,7,10,17,2,11,5,3,0,4,7,5,7,0,24,3.96981314934,5,1,8,0,2.56407339244
15345,6,3,67,157,33,71,8,23,20,17,15,14,8,4,8,13,3,4,6,2,3,3,3,4,8,0,13,2.26470505575,1,0,5,0,2.38912214462
15346,6,3,64,136,41,54,6,21,19,23,8,13,7,5,6,10,3,6,4,2,0,6,4,1,6,1,11,1.19302397774,2,0,3,1,2.58619386219
15347,6,2,52,141,29,71,6,28,18,15,9,15,7,5,11,8,6,8,3,2,2,6,2,2,1,6,2,2.20238960293,2,2,2,1,2.35731631796
15348,6,3,71,176,32,76,9,29,21,24,15,15,12,2,9,9,7,9,1,0,0,4,2,1,15,0,8,1.84634168107,2,0,4,0,2.13413049906
15349,6,3,66,147,30,72,8,23,15,21,7,13,8,2,13,10,2,7,3,1,0,3,2,4,14,1,4,1.63076058512,1,0,3,1,2.29750708656
15350,6,3,44,95,22,40,5,18,6,18,4,11,8,1,7,8,1,4,3,1,2,1,7,1,4,0,3,1.18073874242,0,0,6,0,2.37144264142
15351,6,3,87,183,52,72,9,21,25,22,13,17,11,4,14,20,4,7,4,2,3,6,5,0,12,0,17,2.27695755341,1,1,3,1,2.51449888005
15352,6,3,63,130,38,54,5,17,17,20,13,15,9,2,7,17,2,4,3,4,1,9,8,0,9,0,5,1.57281470393,2,1,0,2,2.71997623547
15353,6,3,88,197,50,91,10,25,22,32,15,22,13,4,14,12,1,11,6,5,0,3,6,6,18,0,12,2.06488851974,1,0,4,4,2.6524872077
15354,6,4,81,208,44,75,8,32,27,29,16,19,11,8,18,15,6,10,2,5,0,5,7,4,10,1,20,3.25100311614,3,1,2,0,2.47198630184
15355,6,3,48,127,29,57,4,15,16,15,9,14,5,3,10,9,2,9,2,1,2,2,4,5,9,0,3,2.05044009987,3,0,3,0,2.54063341467
15356,6,3,62,150,30,66,8,22,15,24,13,8,9,4,7,7,0,8,4,1,0,3,3,4,11,0,7,2.5545492908,1,0,4,0,2.25756496088
15357,6,2,58,139,34,61,7,27,20,19,9,10,8,3,2,12,4,7,4,0,0,3,1,0,9,1,6,1.87464674821,1,0,3,0,2.34832901235
15358,6,4,71,165,37,65,7,27,22,26,14,18,8,5,7,9,2,7,7,2,1,5,4,2,10,0,6,3.94901661077,3,0,4,0,2.52328403197
15359,6,2,60,131,32,61,6,19,16,16,6,13,7,3,5,12,5,5,4,1,1,3,5,3,8,0,13,2.20973860505,2,1,3,1,2.53302323204
15360,6,3,83,192,45,78,9,26,22,32,9,16,17,4,10,13,0,10,5,3,2,8,5,3,10,0,18,2.75606146423,1,0,4,0,2.4340729141
15361,6,3,61,132,34,50,7,21,17,24,12,11,11,1,4,8,1,3,1,3,1,8,3,2,9,0,9,1.81093386012,0,0,3,1,2.53619416124
15362,6,2,37,80,19,36,4,15,7,12,3,11,5,1,3,6,2,7,3,4,1,1,3,1,3,0,0,0.786785894174,1,0,5,0,2.76960788707
15363,6,0,25,59,12,29,3,9,7,8,3,3,4,1,6,3,1,2,1,1,0,1,4,3,5,0,3,0.732641147713,1,0,1,0,2.19024989968
15364,6,3,63,130,33,47,7,24,8,12,12,15,10,2,6,14,3,9,4,4,2,3,20,2,10,0,16,1.40498201123,1,3,2,1,2.55365791635
15365,6,3,72,162,47,69,7,23,15,21,13,22,10,3,6,12,1,13,7,3,0,7,3,0,7,0,12,2.37267255618,1,0,5,2,2.73847978416
15366,6,2,65,132,30,59,7,24,13,18,11,14,10,1,6,11,2,6,3,4,0,4,4,2,9,0,5,2.32470179309,1,0,3,0,2.55174304182
15367,6,3,60,160,31,69,7,30,22,28,7,10,9,4,3,10,4,7,3,1,2,7,3,5,10,1,6,2.0218015311,3,1,3,0,2.25340413346
15368,6,2,69,169,36,60,6,21,25,22,4,14,7,5,2,12,5,10,2,1,4,4,12,6,9,2,17,2.9294814381,3,1,2,0,2.41045611362
15369,6,3,78,164,51,63,7,30,20,28,10,25,9,2,4,7,3,6,3,11,4,5,8,1,8,0,22,1.64005166514,2,0,4,5,3.09795079321
15370,6,3,54,133,28,54,7,16,13,18,9,13,8,2,5,12,3,9,5,3,0,3,2,4,11,0,9,1.61484682156,1,0,2,1,2.44825696735
15371,6,2,15,41,9,20,2,2,7,3,4,4,5,0,3,3,1,1,0,1,0,0,3,3,4,0,7,0.350965699148,0,1,1,1,2.57402598202
15372,6,4,92,213,56,80,11,41,26,29,16,26,12,4,8,12,7,7,6,4,3,2,2,4,12,0,17,2.08722704819,2,1,4,1,2.65358259261
15373,6,4,108,240,63,104,8,38,32,32,18,26,9,7,12,13,6,12,10,3,3,7,3,5,13,0,10,2.9794740344,3,1,4,1,2.5238575719
15374,6,1,60,141,36,56,6,20,19,22,10,13,7,5,3,8,1,8,2,1,1,4,12,5,12,0,19,1.90570735261,2,0,1,0,2.46143507206
15375,6,4,68,151,41,57,7,18,22,16,10,12,9,3,8,10,2,8,1,0,4,7,3,7,9,0,11,1.66598857062,1,0,3,0,2.43083575595
15376,6,4,78,185,42,71,8,27,26,27,14,16,9,5,7,16,2,6,4,1,4,4,6,4,11,0,15,4.05527947688,1,2,2,0,2.34779942971
15377,6,2,37,83,17,36,4,15,7,12,9,9,5,2,1,4,2,7,4,1,0,2,0,0,4,0,3,0.975132945494,1,0,2,0,2.41706393389
15378,6,2,53,121,30,55,7,23,14,16,11,14,8,2,1,10,3,6,2,4,2,4,7,4,8,1,7,1.5607887001,1,1,2,0,2.63944438598
15379,6,3,83,187,45,80,9,30,19,29,14,19,11,5,12,11,1,8,7,1,4,7,3,2,6,0,11,2.64947671504,2,0,6,0,2.41805496677
15380,6,3,60,133,32,61,7,23,21,15,12,10,12,2,6,8,3,3,2,0,2,4,3,4,11,0,7,1.79814049607,0,0,3,0,2.27598536118
15381,6,0,43,113,21,50,4,10,15,7,10,9,11,1,6,9,3,7,6,1,3,5,3,9,4,1,2,1.80549839928,0,5,1,0,2.34497202655
15382,6,4,104,240,60,101,12,33,40,33,27,19,13,5,8,19,2,9,7,1,4,11,5,7,9,0,5,2.75701775129,3,0,7,0,2.30190025194
15383,6,3,87,176,52,70,8,19,23,27,12,19,10,5,12,15,4,9,10,5,2,3,4,2,10,0,15,2.13750845265,1,0,3,0,2.55982319803
15384,6,3,69,173,36,78,9,28,17,29,16,16,11,3,11,5,5,3,4,3,4,9,8,4,9,0,16,2.09010115683,2,1,5,0,2.39129858288
15385,6,3,74,185,35,75,8,26,22,28,14,13,11,6,8,10,1,9,3,3,7,2,11,8,9,1,13,3.37093137675,1,0,4,0,2.43308810852
15386,6,1,9,16,3,6,1,3,4,1,0,1,1,0,0,1,0,0,0,1,0,0,6,1,0,0,9,0.207804320795,0,2,0,1,2.65832027165
15387,6,3,57,132,32,48,5,16,13,15,12,12,7,4,7,7,4,6,2,0,2,7,8,7,8,0,8,2.43024917683,2,1,4,0,2.39054880134
15388,6,3,61,137,26,63,6,27,12,20,9,11,7,2,4,8,2,8,0,3,1,4,6,7,7,0,9,1.79207493933,2,1,4,1,2.40584839162
15389,6,4,93,253,39,109,9,45,29,37,18,8,12,6,14,14,3,15,5,1,7,4,10,7,13,0,15,4.01889592328,4,3,5,0,2.03521602601
15390,6,2,25,59,16,23,2,11,5,7,2,8,4,1,0,6,1,5,3,2,0,0,2,1,4,0,2,0.451285101892,1,0,2,1,2.77839203547
15391,6,2,66,177,37,57,5,26,23,28,6,12,5,5,13,12,4,14,5,0,0,3,4,4,9,0,6,4.58385989316,3,1,4,0,2.39514306954
15392,6,3,61,141,37,51,5,17,19,18,9,13,6,4,11,6,3,5,4,3,4,4,10,6,7,2,21,2.00090432012,4,3,2,3,2.75478767177
15393,6,3,58,132,35,50,6,16,17,21,11,13,10,2,8,13,2,6,3,1,1,5,5,2,12,1,8,2.185771046,1,0,0,1,2.51328876226
15394,6,3,84,204,36,83,9,29,21,27,15,14,14,5,11,12,7,9,4,2,0,2,13,2,16,1,23,6.65660039821,2,0,5,1,2.24911307202
15395,6,3,52,125,31,46,6,22,11,19,15,9,7,3,6,8,1,5,4,0,1,3,10,4,7,0,2,1.42383809018,2,0,3,0,2.33522810932
15396,6,3,93,214,53,79,10,33,25,32,16,25,15,4,13,12,5,9,8,8,5,3,10,6,14,1,16,6.30535911586,1,0,4,4,2.75608070811
15397,6,4,75,192,38,81,9,38,25,33,19,16,12,5,10,11,6,4,5,3,1,4,11,0,8,0,11,2.2916940748,2,1,6,2,2.39513372819
15398,6,4,79,202,39,83,9,24,27,24,16,19,12,4,9,14,2,9,10,8,2,4,15,6,8,0,23,2.58059724184,4,0,9,5,2.59489615113
15399,6,2,54,140,30,65,7,29,17,22,9,9,11,2,7,5,2,5,2,2,3,1,2,7,8,0,6,1.99072886582,0,0,6,1,2.31189559752
15400,6,3,61,138,31,56,7,21,14,24,13,9,10,2,7,11,1,6,3,0,1,2,0,2,10,0,5,1.64103292275,0,1,3,0,2.3004168991
15401,6,3,41,103,20,38,4,15,15,18,10,5,6,3,5,6,2,3,2,0,0,3,4,1,8,1,8,1.06087201405,2,0,2,0,2.07608008261
15402,6,1,47,113,23,44,5,12,13,16,9,10,6,4,9,6,1,8,0,1,1,2,4,3,5,0,13,1.84688634993,1,1,3,0,2.44994130325
15403,6,1,36,118,22,41,5,15,14,14,7,8,6,4,6,7,7,9,1,3,2,4,7,6,6,0,3,1.67793910237,2,0,2,0,2.46142188808
15404,6,3,86,190,39,71,9,24,20,30,17,11,14,3,9,15,2,8,3,1,2,5,13,7,17,2,20,3.6386708561,2,1,2,1,2.30414371322
15405,6,2,40,87,19,33,3,15,9,14,6,8,5,1,5,5,2,2,0,1,2,2,10,2,1,0,7,1.08092878131,1,1,4,0,2.38546789897
15406,6,1,37,82,20,26,5,7,9,10,3,10,7,1,1,3,4,4,4,4,2,4,6,1,7,1,18,1.09590587498,0,0,0,1,2.79598369844
15407,6,2,48,113,26,47,6,25,20,18,6,9,8,3,3,6,0,3,4,0,0,2,2,1,7,0,9,2.18570391953,0,0,2,0,2.37666702424
15408,6,4,128,278,72,114,8,43,37,47,20,29,11,8,9,22,5,14,6,6,1,7,4,3,14,0,15,4.50109557488,4,0,7,1,2.55673487658
15409,6,3,71,171,43,59,8,26,18,32,14,19,10,5,6,7,6,8,3,6,0,6,6,4,10,0,16,2.62600839414,1,0,4,2,2.70398297106
15410,6,3,38,83,19,38,5,12,11,12,7,5,7,1,5,6,0,5,3,0,1,0,0,1,7,0,3,0.803810145023,0,0,2,0,2.1475132377
15411,6,4,92,193,53,76,9,31,20,35,16,22,16,4,3,15,3,11,6,2,0,2,5,4,15,0,13,12.3773170472,1,0,3,0,2.4332185839
15412,6,3,54,110,27,48,5,15,14,15,6,13,7,3,9,9,3,3,1,1,1,3,1,5,4,0,5,1.23824261508,1,1,4,0,2.46491646464
15413,6,3,49,110,27,42,2,14,13,18,8,9,4,2,5,8,1,4,1,1,1,4,8,6,6,0,9,1.22042272414,2,3,3,0,2.37122027052
15414,6,2,26,63,15,23,3,11,9,11,2,7,4,2,0,6,0,5,0,0,0,1,0,2,4,0,2,1.44171585024,1,0,2,0,2.47486080334
15415,6,2,78,185,42,70,9,25,24,26,9,17,11,4,6,16,2,8,3,4,0,1,9,7,15,2,18,3.84494516405,3,0,2,3,2.59615326028
15416,6,4,117,260,57,104,11,54,32,41,27,26,16,4,12,11,1,11,4,6,2,6,12,4,15,1,22,5.63440027521,2,3,2,3,2.59696139636
15417,6,3,88,200,46,85,11,36,22,31,15,18,12,4,12,12,5,10,5,4,4,3,0,2,13,1,8,2.26964892459,1,0,2,0,2.45128927209
15418,6,3,66,160,42,64,7,23,19,24,13,16,9,5,11,13,4,4,3,1,0,6,2,0,16,0,10,1.77423839635,3,0,0,0,2.45048448553
15419,6,4,89,226,50,85,10,31,34,38,16,19,15,6,9,10,3,8,6,3,4,9,7,4,12,0,16,3.97137701012,3,0,8,0,2.42257897475
15420,6,2,70,155,37,73,3,33,16,22,8,18,5,3,7,9,5,8,6,8,0,0,5,2,4,1,9,1.87064689082,2,2,7,2,2.67828081093
15421,6,3,63,144,38,57,6,25,12,23,9,13,9,5,8,7,5,6,1,1,1,5,1,7,11,1,4,1.66978903262,2,1,3,0,2.32945898792
15422,6,2,55,129,31,48,5,26,13,24,7,13,6,4,4,6,5,7,6,2,1,2,3,0,6,0,8,1.44043019459,2,0,4,1,2.48361881196
15423,6,3,74,160,33,66,7,27,22,21,8,9,10,5,4,11,4,7,6,1,2,2,7,3,9,0,16,2.36890451122,3,1,5,0,2.24165117715
15424,6,2,37,95,17,36,5,11,7,12,9,7,8,0,5,9,3,5,0,0,1,4,6,1,8,2,5,0.797259950415,0,1,2,0,2.16549340847
15425,6,3,58,128,27,61,8,22,14,17,6,7,10,1,12,9,2,6,3,1,2,1,4,3,8,1,7,1.54574673294,0,0,4,1,2.23528378564
15426,6,1,21,54,9,21,1,6,7,8,3,2,2,1,1,1,1,5,0,0,1,1,2,4,1,0,6,0.875889037297,1,2,3,0,2.19490547926
15427,6,3,62,155,37,57,8,21,21,28,9,15,9,5,13,7,2,8,4,0,1,1,3,5,8,0,10,1.83575068194,1,1,4,0,2.38470197699
15428,6,3,59,160,33,63,9,21,16,20,14,9,12,2,9,14,7,9,1,0,1,5,7,7,10,0,7,1.7587791282,0,4,4,0,2.26796635417
15429,6,3,51,125,25,54,5,14,13,19,9,6,9,2,7,6,2,5,2,0,0,1,3,8,10,0,15,1.99570205507,2,0,3,0,2.23078172325
15430,6,4,122,256,62,103,12,42,29,32,21,31,14,8,11,26,7,12,6,6,1,9,3,3,15,0,10,3.37455251974,2,1,6,2,2.64258813643
15431,6,0,58,115,35,53,5,15,13,12,7,10,7,3,4,10,1,5,2,2,0,4,10,3,9,0,20,2.48603716969,1,0,2,2,2.575688721
15432,6,2,89,232,48,83,10,38,24,33,15,22,11,7,8,13,10,12,3,8,4,4,8,6,12,0,20,7.73610760181,4,1,6,1,2.59173750581
15433,6,3,78,178,45,78,9,32,17,25,11,16,10,6,13,13,5,7,4,2,3,4,5,6,18,0,11,1.42389940466,1,0,0,1,2.38880166385
15434,6,2,24,84,13,33,4,13,12,14,5,5,5,3,6,4,1,2,2,1,2,2,3,4,9,0,0,1.49151399304,1,0,1,0,2.30427152054
15435,6,4,85,208,46,89,10,29,27,36,13,12,14,6,9,13,3,8,6,4,1,1,10,8,13,0,19,2.70014024564,2,1,8,0,2.3012960254
15436,6,4,105,243,60,92,11,55,31,32,21,24,13,8,6,12,6,11,6,5,2,5,11,5,13,2,13,4.71143748596,3,2,5,1,2.57046396025
15437,6,2,69,180,32,82,6,36,23,29,14,11,7,6,5,11,5,10,7,3,0,2,3,3,14,0,2,2.80439453809,4,0,3,0,2.2716985991
15438,6,3,87,179,44,76,9,23,17,31,12,14,12,4,4,16,3,9,3,5,0,4,4,4,12,0,13,3.6906246816,1,0,5,1,2.49515254103
15439,6,2,37,88,27,31,4,14,7,11,6,11,6,2,7,5,0,5,2,0,1,2,7,6,7,0,7,1.11455219257,0,0,2,0,2.60695957861
15440,6,2,73,160,43,57,6,25,23,29,16,10,9,3,6,10,1,3,1,2,0,3,10,3,9,0,11,2.53861844658,2,3,4,2,2.48200283044
15441,6,1,23,67,14,22,3,15,8,10,6,4,6,1,0,2,1,3,0,0,0,1,2,3,5,0,7,0.986615872151,0,1,0,0,2.34814707015
15442,6,2,90,204,56,71,7,31,27,36,11,21,14,6,8,15,4,5,5,2,5,15,4,2,12,1,19,2.7423728594,3,1,1,0,2.48497367704
15443,6,3,60,152,29,63,6,19,20,19,17,13,8,4,9,10,3,8,2,1,5,4,4,7,2,0,6,2.16510647784,2,4,3,0,2.30427641297
15444,6,3,70,141,40,57,7,20,19,19,15,13,10,3,5,12,2,5,0,3,1,9,4,1,7,0,15,2.03228520671,1,0,3,0,2.51530270949
15445,6,2,46,92,26,35,5,15,12,13,11,7,7,2,5,8,0,3,3,0,0,4,4,0,7,0,7,1.10982798891,0,0,1,0,2.39990742774
15446,6,4,83,195,52,74,7,27,31,36,11,16,10,7,7,15,0,5,3,1,1,3,2,2,13,0,24,3.45899409069,4,1,2,1,2.47736781857
15447,6,4,84,211,49,89,9,29,27,31,18,13,14,6,16,9,3,5,4,1,4,5,6,5,9,0,16,3.20664825808,2,2,6,0,2.31196001399
15448,6,3,90,222,48,91,10,33,25,34,14,12,12,5,11,12,7,6,11,2,1,7,4,6,21,2,13,4.20738608471,3,3,4,1,2.2460134128
15449,6,1,51,107,26,46,6,14,8,14,6,7,9,2,5,8,1,4,4,1,0,2,6,2,9,2,18,1.34474762226,1,1,1,0,2.24142402528
15450,6,4,131,286,75,110,12,41,40,40,24,32,14,6,11,19,4,8,14,8,0,2,11,3,19,0,34,5.60813586781,2,0,6,0,2.57091543682
