id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32,pos_35,maturity_score,pos_11,pos_33,pos_9,pos_16,pos_13,pos_25,pos_3,pos_26,pos_8,bag_of_words_score,mean_word,pos_7,pos_10,std_word,pos_34
9360,4,1,16,58,6,23,3,5,6,7,3,0,4,1,5,0,2,4,0,0,2,2,4,8,3,1,0,0.578066443329,0,1,2,0,1.52137423152,4.03448275862,40.3448275862,0,0,5.49173913043,0,1,0,0,0,0,0,0,0,2.0,14.5,0,0,4.60977222865,0
9361,4,2,35,111,16,35,3,21,12,18,7,8,5,3,3,3,3,6,1,1,6,2,5,8,2,3,0,2.66439788622,3,4,3,0,2.2164599055,4.18018018018,41.8018018018,1,1,5.66,0,0,0,0,0,0,0,0,0,3.0,22.2,0,0,17.4859943955,0
9362,4,3,52,130,27,42,6,28,14,18,13,9,7,3,5,1,6,9,1,3,10,5,7,3,0,4,4,1.96004625509,1,0,1,1,2.42802166525,4.49230769231,44.9230769231,1,1,6.1580952381,0,0,0,0,0,0,0,0,0,0,18.5714285714,0,0,10.5945692673,0
9363,4,2,25,74,12,35,3,11,5,13,6,4,6,2,5,1,2,2,0,1,4,2,0,5,3,1,0,0.76322969685,1,0,4,0,2.09745001295,4.36486486486,43.6486486486,0,2,5.61914285714,0,0,0,0,0,0,0,2,0,0,12.3333333333,0,0,8.63455589799,0
9364,4,2,39,95,23,30,3,23,6,15,8,6,5,2,3,1,5,1,0,1,3,5,11,9,4,1,2,1.51269941007,1,2,1,1,2.45076947032,4.61052631579,46.1052631579,0,2,5.96066666667,0,0,0,0,0,0,0,0,0,2.0,19.0,0,0,21.9727103472,0
9365,4,3,42,100,22,33,6,18,13,12,3,9,7,2,5,1,2,5,1,1,8,2,6,7,2,3,4,0.67831546078,0,2,3,0,2.26746866382,4.7,47.0,0,2,5.93363636364,0,0,0,0,0,0,0,0,0,0,14.2857142857,0,0,7.02473763037,0
9366,4,2,31,86,17,32,4,22,11,17,5,9,5,3,3,0,0,5,0,1,6,0,4,2,2,1,4,1.39976376794,1,0,2,0,2.38396949089,4.43023255814,44.3023255814,0,2,5.3396875,0,0,0,0,0,0,0,0,0,0,17.2,0,0,9.57914401186,0
9367,4,3,46,129,24,47,4,27,12,19,13,8,5,4,6,1,6,6,0,2,5,5,11,3,4,1,1,2.59901460985,3,2,4,0,2.30475473312,4.4496124031,44.496124031,0,1,5.68531914894,0,1,0,0,0,0,1,0,0,0,25.8,0,0,14.2182980697,0
9368,4,1,36,99,17,38,3,19,13,16,1,10,5,3,9,1,3,4,3,0,5,2,0,8,6,0,0,0.600523337107,2,1,1,0,2.17299632021,4.50505050505,45.0505050505,0,1,5.86289473684,0,0,0,0,0,0,0,0,0,3.0,19.8,0,0,13.227244611,0
9369,4,1,14,50,7,19,2,10,8,7,1,5,2,2,0,0,2,2,0,2,2,1,3,5,4,1,2,0.591125213783,1,0,1,0,2.34355390336,4.24,42.4,0,1,5.91105263158,0,0,0,0,0,0,0,0,0,0,25.0,0,0,1.0,0
9370,4,0,27,65,10,27,2,11,7,9,2,4,5,1,5,2,3,1,0,2,4,1,6,5,1,0,5,1.13238051147,1,3,2,0,2.21576519167,4.52307692308,45.2307692308,0,2,5.38777777778,0,1,0,0,0,0,0,0,0,2.0,13.2,0,0,10.9981816679,0
9371,4,2,22,90,5,40,4,19,11,14,5,1,9,0,2,1,2,4,1,0,3,1,2,6,8,3,1,1.14325988665,0,0,1,0,1.58787540903,3.86666666667,38.6666666667,0,1,4.678,0,1,0,0,0,1,0,0,0,0,10.0,0,0,4.136557882,0
9372,4,1,17,56,5,21,4,8,9,5,1,1,5,0,3,1,3,1,0,0,1,1,4,6,4,3,2,0.597651090431,0,2,1,0,1.62358829789,4.01785714286,40.1785714286,1,0,5.04857142857,0,0,0,0,0,0,0,0,0,0,11.2,0,0,5.84465567848,0
9373,4,1,12,29,6,13,1,9,2,8,0,5,3,1,0,0,0,2,0,0,3,0,1,1,0,0,1,0.210879370234,0,1,0,0,2.37131877009,4.86206896552,48.6206896552,0,0,5.77615384615,0,0,0,0,0,0,0,0,0,2.0,9.66666666667,0,0,8.65383665716,0
9374,4,1,32,74,8,30,5,14,7,14,4,5,5,0,2,1,3,3,2,0,10,2,3,5,0,1,1,1.0860159636,0,1,0,0,2.07022222639,4.35135135135,43.5135135135,0,0,5.65333333333,0,2,0,0,1,0,0,0,0,3.0,14.8,0,0,2.13541565041,0
9375,4,2,35,126,14,50,6,23,16,14,6,6,7,4,6,0,7,6,2,0,8,0,3,10,2,4,3,1.77722334853,2,0,6,0,1.80637319704,3.96825396825,39.6825396825,0,0,5.5658,0,1,0,0,0,0,0,0,0,0,18.0,0,0,9.69535971483,0
9376,4,2,27,71,9,24,3,7,8,5,1,3,6,1,3,4,2,7,0,0,5,4,9,7,1,1,7,1.25746849312,0,4,1,0,1.85316087574,4.22535211268,42.2535211268,0,0,5.945,0,0,0,0,1,0,0,0,0,0,11.8333333333,0,0,7.47031161034,0
9377,4,1,10,39,3,14,2,5,5,4,2,1,3,1,4,0,1,1,0,0,2,0,3,5,1,1,2,0.599666878545,1,1,1,0,1.64984765992,3.74358974359,37.4358974359,0,1,5.14214285714,0,0,0,0,0,0,0,0,0,0,13.0,0,0,11.5181016954,0
9378,4,1,25,69,9,26,4,11,10,12,4,5,6,1,3,1,3,2,1,0,7,0,2,3,1,1,2,0.830911528904,0,0,3,0,2.044684123,4.23188405797,42.3188405797,0,1,5.58076923077,0,0,0,0,1,0,0,0,0,3.0,11.5,0,0,6.34428877022,0
9379,4,2,23,78,6,31,4,11,7,10,4,3,5,2,7,1,2,5,1,0,4,1,2,9,0,0,0,1.35246494404,0,2,5,0,1.75734034502,4.05128205128,40.5128205128,1,1,5.83935483871,0,0,0,0,0,0,0,0,0,0,15.6,0,0,8.49941174435,0
9380,4,2,41,121,21,58,7,17,13,13,3,3,10,1,6,8,2,2,0,0,10,4,6,12,1,2,3,1.80703614584,0,7,3,0,1.85091742571,4.33884297521,43.3884297521,2,2,5.37689655172,0,1,0,0,0,1,1,0,0,0,12.1,0,0,5.73498038358,0
9381,4,0,32,89,11,35,2,17,13,15,1,5,3,2,4,0,2,3,3,2,2,3,7,5,6,0,3,1.18927547996,2,1,2,2,2.16115298551,4.38202247191,43.8202247191,0,3,5.182,0,2,0,0,0,0,0,0,0,4.0,29.6666666667,0,0,24.4994331,0
9382,4,2,38,87,18,35,3,14,9,15,10,8,4,3,3,5,3,3,0,4,3,0,11,2,2,5,4,0.673329381346,1,5,1,1,2.52985382679,4.8275862069,48.275862069,1,2,5.75714285714,0,0,0,1,0,1,0,0,0,0,22.25,0,0,16.0526477567,0
9383,4,1,38,93,16,38,4,21,14,10,2,4,5,2,3,2,2,4,0,0,8,2,4,9,5,4,0,1.27702680332,1,1,0,0,2.01211849822,4.40860215054,44.0860215054,0,1,5.47868421053,0,0,0,0,1,0,1,0,0,0,18.8,0,0,12.5123938557,0
9384,4,1,32,100,6,42,6,15,10,10,4,6,7,3,8,1,5,8,0,0,3,3,5,11,6,3,5,1.09604686816,0,0,1,0,1.75798323385,3.98,39.8,0,5,5.15095238095,0,0,0,0,0,0,0,0,0,0,14.2857142857,0,0,7.40104791256,0
9385,4,1,24,64,8,21,2,12,7,12,1,1,3,2,4,1,2,2,1,0,4,1,5,4,1,1,3,0.790753487929,2,3,1,0,1.85056833827,4.1875,41.875,0,0,5.34952380952,0,0,0,1,0,0,0,0,0,2.0,21.3333333333,0,0,15.8605030045,0
9386,4,2,39,131,17,56,8,17,11,16,11,6,9,2,9,7,4,4,0,1,4,1,2,7,1,5,2,1.82930312895,1,0,10,0,1.99264649323,4.24427480916,42.4427480916,2,1,6.25178571429,2,0,0,2,0,2,0,0,0,0,14.5555555556,0,0,7.52936637604,0
9387,4,2,55,161,25,69,7,34,14,24,4,9,13,2,4,5,3,6,0,1,11,3,8,9,7,9,5,1.38450072674,0,2,4,0,1.99887390658,4.42236024845,44.2236024845,2,4,5.22115942029,0,1,0,0,0,0,0,0,1,0,12.3846153846,0,0,6.48712881302,0
9388,4,1,36,77,11,28,3,10,8,8,6,3,4,3,5,2,4,0,0,0,1,5,2,7,5,3,1,1.38841189905,1,3,3,0,2.09171133826,4.4025974026,44.025974026,0,1,5.62821428571,1,0,0,0,1,0,0,0,0,0,19.25,0,0,13.1029576814,0
9389,4,3,77,205,38,84,7,29,19,24,21,16,11,5,6,3,8,7,3,3,10,3,13,17,12,2,7,4.90354898609,5,9,4,0,2.23465595361,4.4487804878,44.487804878,4,4,5.31833333333,0,2,0,0,1,3,0,0,0,0,18.8181818182,0,0,12.2609370976,0
9390,4,1,18,58,8,19,3,12,5,6,3,2,4,1,2,1,1,3,1,0,3,1,4,4,2,2,2,0.629770279832,1,0,2,0,1.82847345743,4.08620689655,40.8620689655,0,2,4.97894736842,0,0,0,0,1,0,0,0,0,0,14.5,0,0,10.5475115549,0
9391,4,2,50,152,24,58,5,37,19,17,7,8,7,5,12,2,9,3,1,0,5,2,4,14,11,5,0,2.28220978974,3,2,1,0,2.08246467309,4.28289473684,42.8289473684,0,3,5.35482758621,0,0,1,0,0,0,0,0,0,0,21.8571428571,0,0,12.287375303,0
9392,4,2,40,125,16,57,5,24,14,18,7,4,6,4,10,1,3,3,0,0,8,2,1,8,6,4,2,1.64257191922,2,2,5,0,1.75976538026,4.2,42.0,1,2,5.74035087719,0,0,0,0,0,0,0,0,0,0,20.8333333333,0,0,11.6392535079,0
9393,4,0,21,52,6,23,1,11,8,11,4,3,2,1,0,3,2,0,0,0,2,0,4,2,1,0,0,1.4733278318,1,2,1,0,1.97905701451,4.25,42.5,0,1,5.50565217391,1,0,0,0,0,0,0,2,0,0,26.0,0,0,26.0,0
9394,4,1,18,50,4,22,3,8,6,9,0,2,3,1,0,3,3,2,0,0,6,1,3,2,1,0,3,0.560438729731,0,0,0,0,1.77281052086,4.2,42.0,0,2,5.35136363636,0,0,0,1,0,0,0,0,0,0,16.6666666667,0,0,3.09120616517,0
9395,4,1,17,53,7,21,2,9,9,10,2,1,5,1,2,2,1,1,0,0,4,0,2,4,0,0,1,0.79743421439,0,2,1,0,1.8505481085,4.1320754717,41.320754717,0,2,5.71142857143,0,0,0,0,0,0,0,0,0,0,10.6,0,0,6.88767014309,0
9396,4,0,13,39,4,16,1,7,3,6,1,3,3,1,1,0,0,1,1,2,3,0,3,3,0,0,3,0.712473084879,1,1,4,0,2.27940376227,4.25641025641,42.5641025641,0,0,5.464375,0,1,0,1,0,0,0,0,0,0,13.0,0,0,12.56980509,0
9397,4,2,27,77,13,30,3,14,13,13,6,4,4,3,2,1,1,2,1,0,3,2,7,3,1,1,4,2.12959405578,1,1,2,0,2.1189829774,4.22077922078,42.2077922078,0,1,5.34933333333,0,0,0,0,0,1,0,0,0,0,19.25,0,0,11.143944544,0
9398,4,1,42,108,24,46,6,16,21,10,0,10,7,3,5,0,2,3,3,2,8,9,1,11,5,3,1,1.11289889386,0,2,2,0,2.40060278573,4.64814814815,46.4814814815,1,1,5.6502173913,0,0,0,0,1,0,0,0,0,0,15.4285714286,0,0,7.40380486849,0
9399,4,2,35,74,19,25,4,11,8,12,2,9,5,2,4,3,2,3,2,4,6,2,5,4,1,1,4,1.22908473238,0,2,2,0,2.71191783319,4.95945945946,49.5945945946,1,0,6.1944,0,0,0,0,0,0,0,0,0,0,14.8,0,0,8.42377587546,0
9400,4,1,12,29,5,15,2,4,3,4,1,2,3,0,1,0,0,1,0,0,1,0,2,4,0,0,2,0.169540227271,0,1,3,0,1.95074824598,4.65517241379,46.5517241379,0,0,4.83466666667,0,0,0,0,0,0,0,0,0,0,9.66666666667,0,0,6.84754619472,0
9401,4,3,66,193,37,68,12,30,21,30,15,18,14,1,9,4,4,7,6,2,6,5,8,16,15,3,2,3.21440664001,1,0,5,2,2.41833365174,4.36787564767,43.6787564767,0,3,5.76720588235,0,2,0,0,0,0,0,0,0,5.0,13.8571428571,0,0,5.55308335016,0
9402,4,3,52,121,23,48,6,25,10,18,6,11,10,1,13,1,6,4,0,3,5,7,11,3,0,2,3,1.81181706646,0,2,5,1,2.40485619806,4.72727272727,47.2727272727,0,1,5.84791666667,0,0,0,0,0,0,0,0,0,0,12.1,0,0,6.42572953057,0
9403,4,2,47,113,19,48,3,22,14,18,3,3,5,2,5,0,3,2,2,0,5,1,11,5,8,2,11,5.83177301424,2,2,2,0,1.93436877397,4.3982300885,43.982300885,0,2,5.59416666667,0,1,0,0,1,0,0,0,0,0,22.6,0,0,19.6631635298,0
9404,4,0,12,43,5,15,2,7,5,7,1,0,3,1,1,1,3,1,0,0,1,0,0,4,3,2,1,0.5602688716,0,1,1,0,1.74320385782,3.90697674419,39.0697674419,0,0,4.91933333333,0,0,0,0,1,0,1,0,0,0,14.3333333333,0,0,10.5303793326,0
9405,4,2,43,111,24,36,6,13,11,9,5,10,9,2,7,4,7,7,2,0,7,7,6,11,3,4,3,1.4024572955,0,1,0,0,2.34180047912,4.43243243243,44.3243243243,0,0,6.47805555556,0,0,0,0,0,1,0,0,0,0,12.4444444444,0,0,6.63511050081,0
9406,4,0,34,93,14,33,5,20,10,10,1,7,6,2,9,2,3,4,0,0,7,2,3,8,4,0,1,2.18110811598,2,3,2,0,2.19252203528,4.22580645161,42.2580645161,0,2,5.2803030303,1,0,0,0,0,0,0,0,0,3.0,15.6666666667,0,0,9.30352382464,0
9407,4,2,56,170,26,74,5,28,27,16,10,10,9,2,6,3,8,9,5,4,2,3,3,19,12,3,1,2.0529472635,2,1,3,1,2.23533625182,4.28235294118,42.8235294118,2,2,5.48621621622,0,1,0,0,0,1,0,0,0,0,18.8888888889,0,0,19.8351228573,0
9408,4,0,26,56,12,18,2,9,9,7,4,5,3,2,2,1,3,1,1,1,3,1,5,7,2,0,2,0.249459759176,1,1,1,0,2.264849985,4.875,48.75,0,0,5.29388888889,0,0,0,0,0,0,0,0,0,0,18.6666666667,0,0,14.079141388,0
9409,4,1,32,85,11,29,2,15,10,15,1,4,3,1,6,1,2,1,0,1,8,4,6,5,3,0,4,1.47780359737,1,0,3,0,2.03126818027,4.41176470588,44.1176470588,0,2,5.85413793103,0,0,0,0,1,0,0,0,1,3.0,28.3333333333,0,0,28.8944439104,0
9410,4,1,20,65,9,27,3,11,9,7,3,2,4,2,2,0,1,2,1,0,3,2,1,5,2,3,0,0.877698987835,0,1,4,0,1.9180318438,4.09230769231,40.9230769231,1,1,5.05592592593,0,0,0,1,0,0,0,0,0,0,16.25,0,0,9.80752262297,0
9411,4,0,19,35,14,10,1,11,3,7,3,7,4,1,0,1,1,0,0,1,4,2,1,1,0,0,1,0.428756953043,0,0,0,1,3.09730161769,5.62857142857,56.2857142857,0,1,6.866,0,0,0,0,0,0,0,0,0,0,8.75,0,0,8.16624148553,0
9412,4,1,16,34,3,16,1,7,5,3,1,1,2,1,2,0,1,2,1,0,0,2,3,1,1,1,1,0.225463595548,1,2,0,0,1.58085696203,4.47058823529,44.7058823529,0,2,5.238125,0,0,0,0,0,0,0,0,0,0,17.0,0,0,17.0,0
9413,4,0,11,16,4,9,0,2,3,2,2,1,4,0,0,1,0,0,0,0,2,1,1,2,0,0,1,0.0429116148784,0,0,0,0,1.85180092523,5.3125,53.125,0,0,4.64333333333,0,0,0,0,0,0,0,0,0,0,4.0,0,0,2.34520787991,0
9414,4,0,16,64,4,24,2,10,11,7,2,1,4,2,6,1,3,0,0,0,2,1,5,7,5,0,1,1.00103806447,2,2,0,0,1.60232965318,3.8125,38.125,0,2,5.1075,1,0,0,0,1,0,0,0,0,2.0,16.0,0,0,14.8828760661,0
9415,4,0,13,35,5,10,2,8,4,7,1,3,3,1,2,0,2,0,0,0,3,1,0,1,1,0,0,0.307030439696,0,0,1,0,2.0341620206,4.45714285714,44.5714285714,1,2,5.591,0,0,0,0,0,0,0,0,0,3.0,11.6666666667,0,0,8.73053390247,0
9416,4,3,49,141,19,45,6,27,15,16,3,4,7,3,6,2,6,8,6,2,4,3,9,10,11,5,3,2.5047037196,2,1,3,1,1.92309063981,4.2695035461,42.695035461,1,0,4.89177777778,0,0,0,0,1,0,0,0,0,4.0,20.1428571429,0,0,14.8365241542,0
9417,4,1,27,88,8,30,3,14,10,10,7,0,5,1,6,0,3,1,0,0,5,1,9,13,6,0,2,3.50452820118,1,4,2,0,1.6771483361,3.94318181818,39.4318181818,0,2,5.22633333333,0,1,0,0,1,0,0,0,0,0,17.6,0,0,16.0573970493,0
9418,4,1,36,97,14,40,2,27,12,17,2,2,4,2,5,1,5,2,0,0,3,2,4,6,4,0,1,1.2139740432,2,3,1,0,1.85809966478,4.32989690722,43.2989690722,0,3,5.25175,0,0,0,0,0,0,1,0,0,0,24.5,0,0,21.982947937,0
9419,4,2,32,101,15,44,4,17,7,14,3,4,6,2,7,5,4,1,0,0,7,1,7,11,3,0,3,0.891371910576,1,4,3,0,1.74418411236,4.32673267327,43.2673267327,0,4,5.69227272727,0,0,0,0,1,0,1,0,1,0,16.8333333333,0,0,14.0998423947,0
9420,4,3,54,139,24,51,6,25,20,18,11,13,8,4,6,6,4,5,2,5,10,1,5,8,3,6,2,1.69470983391,1,1,4,1,2.41454944126,4.62589928058,46.2589928058,1,0,5.68607843137,1,0,0,0,0,0,0,0,0,0,17.75,0,0,8.98262211161,0
9421,4,1,33,110,10,45,2,17,12,9,5,4,12,1,9,0,1,3,2,1,0,3,4,15,15,4,4,1.66662338704,1,0,3,1,1.84216665415,4.1,41.0,0,1,5.09044444444,2,0,0,0,1,0,0,0,0,0,9.16666666667,0,0,5.99768473848,0
9422,4,3,55,151,27,69,7,30,17,22,9,15,8,7,3,5,3,5,3,1,9,5,6,11,3,1,3,3.92598868747,0,5,3,1,2.25736958412,4.59602649007,45.9602649007,1,3,5.62420289855,0,1,0,1,1,0,0,0,0,0,18.875,0,0,7.38981562693,0
9423,4,3,102,231,43,84,7,36,40,25,20,15,10,7,14,9,10,6,3,7,1,5,25,6,16,11,16,3.4153589624,3,2,3,0,2.22002589248,4.68831168831,46.8831168831,0,1,5.53714285714,2,0,0,0,0,0,0,0,0,0,23.3,0,0,15.9815518646,0
9424,4,0,17,72,3,32,4,12,8,10,2,2,5,1,5,2,2,3,0,0,5,0,2,8,3,0,0,1.29002437734,1,3,1,0,1.57046288642,3.88888888889,38.8888888889,1,3,5.72375,0,0,0,0,1,0,0,0,0,2.0,14.4,0,0,9.22171350672,0
9425,4,2,55,145,31,49,4,25,13,17,7,12,5,4,6,4,7,7,4,1,2,7,9,10,14,2,5,1.53379648342,3,0,3,1,2.2640578293,4.62068965517,46.2068965517,0,3,5.88775510204,0,1,0,0,0,0,0,0,1,0,29.0,0,0,18.2537667346,0
9426,4,2,48,125,20,43,4,26,20,12,6,8,5,3,7,1,3,4,3,2,6,3,4,8,2,1,4,1.70695558555,3,3,4,0,2.32101201509,4.4,44.0,2,0,5.74860465116,2,0,1,0,0,0,1,0,0,0,25.0,0,0,15.7733953225,0
9427,4,1,24,64,11,28,3,12,7,12,2,7,6,1,1,2,2,2,0,0,5,0,2,3,1,1,2,0.466457778343,0,1,2,0,2.18893093788,4.546875,45.46875,0,3,5.42178571429,0,0,0,2,0,0,0,0,0,0,10.6666666667,0,0,6.79869268479,0
9428,4,2,55,149,25,49,4,23,20,20,7,8,8,3,7,3,6,4,1,1,11,6,8,17,4,2,2,2.62042802737,1,6,3,0,2.25601559944,4.26845637584,42.6845637584,0,2,5.67142857143,0,0,0,0,0,0,0,0,0,5.0,18.625,0,0,20.0557815854,0
9429,4,2,29,93,12,33,3,16,9,12,1,3,6,2,6,0,4,7,1,0,8,4,2,12,1,0,0,7.32808773156,2,1,1,0,1.85281207249,4.04301075269,40.4301075269,0,1,5.74848484848,0,0,0,0,0,0,0,0,0,0,15.5,0,0,11.8988794991,0
9430,4,3,70,156,26,61,7,30,17,23,11,10,9,4,7,8,4,7,1,1,9,2,13,7,4,3,7,2.33708014163,2,2,1,0,2.09773598861,4.57692307692,45.7692307692,0,3,5.46344262295,1,1,0,0,0,0,0,0,0,0,17.3333333333,0,0,11.6332855777,0
9431,4,1,23,89,11,29,4,18,13,19,4,4,6,2,2,2,2,3,3,2,6,0,3,3,0,1,3,2.0191220196,1,3,0,0,2.12252379311,3.92134831461,39.2134831461,0,1,5.19724137931,1,1,0,1,1,0,0,0,0,3.0,14.8333333333,0,0,10.0733421575,0
9432,4,2,24,99,7,33,4,13,13,14,5,2,5,4,4,3,4,5,1,0,9,2,0,10,1,2,0,1.56555643983,1,0,2,0,1.6205111796,3.80808080808,38.0808080808,0,0,5.93363636364,0,0,0,0,1,0,0,0,0,0,19.8,0,0,10.0279609094,0
9434,4,0,19,48,3,24,2,5,7,5,2,1,3,1,4,2,1,3,0,0,0,0,2,6,3,1,1,0.574616789657,1,2,2,0,1.66098321732,4.08333333333,40.8333333333,0,0,5.17416666667,0,0,0,0,0,0,0,0,0,0,16.0,0,0,12.6754355612,0
9435,4,1,8,23,3,11,1,6,4,6,0,2,2,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0.0535061451978,0,0,1,0,1.87978638093,4.52173913043,45.2173913043,0,0,5.96454545455,0,0,0,0,0,0,0,0,0,0,11.5,0,0,11.5,0
9436,4,2,48,130,24,50,5,22,16,18,2,8,6,3,6,2,7,6,2,1,10,2,5,12,3,1,3,1.18255101638,2,4,2,0,2.07275249895,4.45384615385,44.5384615385,0,2,5.5774,0,2,0,0,2,0,0,0,1,3.0,21.6666666667,0,0,14.9740516301,0
9437,4,1,20,58,5,27,2,10,4,3,3,0,4,2,2,0,3,3,0,0,4,2,5,9,4,3,3,0.658248387734,1,0,1,0,1.62965559996,4.10344827586,41.0344827586,0,0,5.08518518519,0,0,1,0,0,0,0,0,0,0,14.5,0,0,10.5475115549,0
9438,4,3,62,162,20,63,6,27,18,20,12,6,7,5,11,7,6,6,1,2,4,3,11,11,8,6,8,1.75806440049,3,4,1,0,1.93138173632,4.30864197531,43.0864197531,0,2,5.61365079365,0,0,0,0,0,0,0,0,0,3.0,23.1428571429,0,0,12.8444381674,0
9439,4,2,40,132,19,40,2,21,16,13,7,4,4,2,5,0,8,6,1,0,14,3,5,11,2,8,3,3.10787483246,2,1,2,0,1.92014714815,4.00757575758,40.0757575758,1,0,5.34975,1,0,0,1,1,0,0,0,0,0,33.0,0,0,30.6757233004,0
9440,4,1,36,95,14,38,3,16,8,14,5,3,7,1,4,3,2,3,0,1,9,3,6,11,4,0,4,1.88311906001,1,2,1,0,2.07404911495,4.22105263158,42.2105263158,0,2,5.40605263158,0,0,0,0,1,0,0,0,0,0,13.7142857143,0,0,11.584648533,0
9441,4,3,67,170,34,59,8,28,19,25,9,14,10,3,4,2,12,10,3,1,12,6,6,10,4,3,6,1.97525556674,2,1,6,0,2.25358128569,4.53529411765,45.3529411765,0,0,5.80491525424,0,0,0,1,0,0,0,0,0,0,17.0,0,0,9.70566844684,0
9442,4,3,114,287,49,120,13,50,32,34,20,17,17,7,14,3,14,10,4,4,21,5,13,28,6,10,9,2.91077707361,4,2,5,1,2.20552831699,4.45644599303,44.5644599303,0,4,5.89991666667,1,0,0,0,0,0,0,0,0,0,16.9411764706,0,0,8.53002026227,0
9443,4,1,31,79,11,44,2,16,6,13,1,2,3,1,7,4,4,3,1,0,3,4,1,2,1,0,1,0.748119532746,1,1,2,0,1.78910838013,4.46835443038,44.6835443038,1,3,5.56795454545,0,0,0,1,0,0,0,0,0,0,26.3333333333,0,0,25.5907969569,0
9444,4,2,28,84,12,28,5,16,10,11,5,3,6,1,5,1,5,1,1,0,2,1,6,8,10,2,4,1.38270553553,1,1,0,0,1.96118385454,4.09523809524,40.9523809524,0,0,5.08785714286,0,1,0,0,0,0,0,0,0,0,14.1666666667,0,0,7.84042232423,0
9445,4,1,21,63,8,22,3,18,8,14,5,4,4,1,0,0,2,0,0,0,4,1,1,3,0,3,0,0.656270278402,1,0,2,0,1.90896234242,4.25396825397,42.5396825397,0,1,5.77818181818,0,0,0,0,0,0,0,0,0,2.0,15.75,0,0,11.3660679217,0
9446,4,1,17,37,10,18,2,12,6,7,3,3,3,1,0,1,0,1,0,1,4,1,1,1,0,0,0,0.391781772368,0,0,0,0,2.46628923336,4.97297297297,49.7297297297,0,0,6.53055555556,0,0,0,0,0,0,0,0,0,0,12.3333333333,0,0,8.73053390247,0
9447,4,0,8,34,2,19,1,4,5,3,0,1,2,1,4,0,2,2,1,0,0,1,0,5,4,0,0,0.572788137482,1,0,1,0,1.53305817883,3.79411764706,37.9411764706,0,0,5.34736842105,0,0,0,0,0,0,0,0,0,0,17.0,0,0,17.0,0
9448,4,2,28,88,9,44,4,9,4,10,7,3,6,3,10,1,4,3,1,0,8,1,5,8,1,0,3,1.05123505749,0,0,5,0,1.65425103883,4.10227272727,41.0227272727,0,4,5.53863636364,0,0,0,0,0,0,0,0,0,0,14.6666666667,0,0,8.76863095864,0
9449,4,2,46,136,25,43,8,20,13,15,3,9,11,2,9,2,7,7,2,1,11,6,9,14,8,3,5,2.34616679313,0,1,3,1,2.20945679895,4.30882352941,43.0882352941,0,0,5.99720930233,0,0,1,0,0,0,0,0,0,0,12.5454545455,0,0,5.95992123749,0
9450,4,1,13,44,6,16,3,10,2,6,4,3,4,1,2,0,1,4,0,2,4,0,2,2,0,4,0,0.357020221736,0,1,1,2,2.46326070016,4.45454545455,44.5454545455,0,0,6.26,0,0,0,0,0,0,0,0,0,0,11.0,0,0,7.1763500472,0
9451,4,1,17,45,6,22,2,5,6,4,0,2,3,0,1,3,1,0,2,0,4,0,0,8,4,1,0,0.486293289107,0,3,1,0,1.72093467674,4.35555555556,43.5555555556,0,1,5.39181818182,0,0,0,0,0,0,0,0,0,0,15.0,0,0,3.55902608401,0
9452,4,2,30,69,13,27,3,11,10,9,1,5,4,2,5,2,2,0,1,1,2,3,6,6,3,0,6,1.50597733427,1,2,1,0,2.13394199544,4.65217391304,46.5217391304,0,0,5.56407407407,0,0,0,0,2,0,0,0,0,2.0,17.25,0,0,10.7092249953,0
9453,4,2,29,90,15,40,4,17,14,12,5,8,7,1,5,1,3,3,0,0,8,3,3,8,1,0,3,1.71391528165,1,1,1,0,2.17662648872,4.32222222222,43.2222222222,0,0,5.5115,0,1,0,0,1,0,0,0,0,0,12.8571428571,0,0,8.50929863533,0
9454,4,0,18,59,8,27,2,11,5,10,1,2,3,2,3,1,2,2,0,0,4,1,2,6,1,0,0,0.939282184645,2,2,2,0,1.91612554724,4.18644067797,41.8644067797,0,3,5.34333333333,0,1,0,0,1,0,0,0,0,0,20.0,0,0,13.4907375632,0
9455,4,0,11,28,4,8,1,5,2,6,1,2,2,1,2,1,1,1,0,0,2,1,1,1,0,0,0,0.411066338479,1,0,1,0,2.14395915226,4.17857142857,41.7857142857,0,1,5.55875,0,0,0,0,0,0,0,0,0,3.0,14.0,0,0,14.0,0
9456,4,0,12,29,6,18,1,8,5,5,0,2,2,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0.154621998104,1,0,2,0,1.97022166241,4.89655172414,48.9655172414,0,0,6.15333333333,0,0,0,0,0,0,0,0,0,0,14.5,0,0,14.5,0
9457,4,3,44,124,21,54,6,27,14,15,4,9,8,2,4,2,4,5,2,3,7,7,5,9,5,2,3,1.38303452807,1,0,4,1,2.34517992266,4.43548387097,44.3548387097,1,2,5.84074074074,0,0,0,2,0,0,0,0,0,0,15.5,0,0,11.9582607431,0
