id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32,pos_35,maturity_score,pos_11,pos_33,pos_9
18271,7,20,64,238,20,72,12,41,31,33,12,6,18,3,7,4,9,5,0,1,8,4,16,23,22,7,22,6.44603780966,1,4,1,0,1.83045985241,3.67647058824,36.7647058824,0,4,5.12138888889,1,1,0
18272,7,11,35,169,15,51,9,26,12,11,7,5,14,2,12,3,11,11,0,1,2,2,15,20,23,9,9,5.58861866188,1,3,1,0,1.9518001459,3.61538461538,36.1538461538,0,2,4.96117647059,1,1,0
18273,7,18,49,171,21,56,8,21,15,11,5,5,13,3,12,12,10,7,1,0,4,5,2,21,17,5,3,6.27755089395,1,3,3,0,2.10612813328,3.72514619883,37.2514619883,1,0,4.70303571429,3,2,0
18275,7,20,147,333,59,103,11,44,17,17,19,26,17,6,13,2,5,0,1,16,2,6,75,27,32,15,43,5.01371187537,3,4,7,8,3.07286948376,4.8018018018,48.018018018,0,1,5.12970873786,0,4,0
18276,7,18,38,144,17,43,8,19,9,13,14,2,11,1,4,1,6,7,0,0,1,6,7,22,19,5,0,5.78502061922,0,3,0,0,1.94763169793,3.60416666667,36.0416666667,0,2,5.32139534884,2,0,0
18277,7,18,45,190,26,63,9,27,15,18,11,9,12,5,10,7,8,10,2,6,3,5,9,18,21,7,12,5.59473774467,1,4,0,4,2.4005766039,3.85789473684,38.5789473684,0,6,4.95619047619,2,0,0
18278,7,13,13,44,6,15,0,7,4,3,3,1,6,0,4,0,0,3,0,0,6,3,1,5,0,2,0,0.994602473617,0,0,0,0,1.90248530011,3.90909090909,39.0909090909,0,0,7.01466666667,0,0,0
18279,7,23,83,282,37,94,13,43,29,22,12,5,17,5,13,6,11,10,2,3,1,4,10,36,34,9,9,9.93223420827,2,8,6,1,2.14050512656,3.77304964539,37.7304964539,2,5,5.40340425532,1,0,0
18280,7,16,27,95,7,37,4,18,10,10,4,1,10,1,4,5,3,4,0,0,2,0,6,9,11,3,0,2.41079547874,0,2,1,0,1.76376366388,3.73684210526,37.3684210526,1,0,4.72243243243,3,0,0
18281,7,24,88,230,30,80,7,47,20,19,18,7,9,3,11,7,10,7,2,2,3,3,22,19,26,9,27,9.29256756157,3,3,4,1,2.11580435332,4.06086956522,40.6086956522,0,0,5.281125,1,1,1
18282,7,20,35,179,15,67,8,22,26,15,9,4,10,4,13,6,9,11,0,0,2,3,2,17,18,3,5,4.85555440616,2,2,2,0,1.82127834194,3.54189944134,35.4189944134,0,2,5.11253731343,2,0,0
18283,7,20,77,221,31,83,9,40,21,17,13,2,21,2,17,7,7,1,3,0,5,2,16,30,22,7,16,5.55139061073,1,8,0,0,1.97943977382,4.0,40.0,0,2,4.96638554217,8,2,0
18284,7,11,51,149,20,47,6,22,16,13,11,2,11,4,9,7,5,7,4,1,7,8,9,8,0,1,9,4.57292640868,1,4,9,0,2.08205081752,3.94630872483,39.4630872483,0,1,5.00191489362,0,1,0
18285,7,16,32,93,19,29,5,12,10,7,6,3,7,2,5,3,2,4,5,1,2,0,2,12,8,5,0,2.45616141758,0,4,1,0,2.35287018978,4.24731182796,42.4731182796,0,2,5.46931034483,0,0,0
18286,7,20,57,151,19,72,7,17,13,17,12,8,13,2,10,10,6,2,6,2,4,1,11,13,12,0,13,1.53579754956,0,6,2,1,2.12174695818,4.44370860927,44.4370860927,1,2,5.41694444444,2,1,0
18287,7,18,42,164,12,53,5,26,14,12,3,1,8,3,10,6,18,6,3,0,3,1,15,17,16,3,9,5.56192806275,3,6,0,0,1.60809340128,3.68292682927,36.8292682927,0,0,4.98320754717,0,1,0
18288,7,10,41,164,23,45,6,15,11,2,7,2,8,5,9,3,10,1,0,0,1,8,10,40,18,9,4,5.07717662988,3,14,3,0,1.96923821492,3.78048780488,37.8048780488,0,3,4.44733333333,0,2,0
18289,7,17,46,200,19,64,8,34,11,15,14,4,16,3,13,2,11,5,2,3,2,4,24,22,33,8,13,6.40453574673,1,3,1,3,2.03974946732,3.765,37.65,1,1,5.14359375,4,1,0
18290,7,10,12,87,6,27,4,15,7,8,3,2,8,1,3,0,6,7,0,0,0,0,4,12,9,1,2,3.00481062596,0,4,0,0,1.6891559415,3.27586206897,32.7586206897,0,3,5.13259259259,0,0,0
18291,7,22,83,192,42,64,8,32,22,17,11,6,11,6,12,8,8,6,3,4,16,9,13,12,4,4,16,4.20978355817,1,3,3,1,2.27364802664,4.44270833333,44.4270833333,0,2,5.0203125,0,3,0
18292,7,16,32,97,11,34,6,16,13,7,6,1,7,2,5,5,3,5,1,1,0,0,2,8,9,4,1,2.14966730718,0,1,1,1,1.98084686322,3.84536082474,38.4536082474,0,0,4.91852941176,6,0,0
18293,7,11,21,94,13,41,3,12,10,9,7,1,10,1,9,5,1,2,0,0,0,2,1,12,4,3,0,3.23682464329,0,10,0,0,1.93192305714,3.65957446809,36.5957446809,0,3,5.14780487805,1,0,0
18294,7,16,144,333,89,134,13,51,35,26,26,29,14,6,26,18,13,17,2,5,7,19,18,19,1,8,4,6.78198531368,5,10,7,1,2.4973809502,4.77177177177,47.7177177177,2,7,5.51179104478,0,1,0
18295,7,16,22,115,10,47,5,21,9,10,2,1,10,1,9,5,5,6,0,0,0,3,0,12,14,6,0,3.2175635038,0,3,1,0,1.71113818781,3.59130434783,35.9130434783,0,1,5.16319148936,1,1,0
18296,7,8,12,41,5,17,1,4,5,3,2,1,2,1,2,2,5,1,2,0,0,1,2,6,5,2,0,1.27514625445,1,1,0,0,2.01851188847,3.9756097561,39.756097561,0,0,5.13117647059,0,0,0
18297,7,21,127,397,53,137,7,56,26,20,21,11,8,4,28,10,32,13,5,1,8,16,35,36,48,14,25,11.951088886,4,12,1,0,1.93126684302,4.00251889169,40.0251889169,2,4,4.81605839416,2,2,0
18298,7,16,24,93,9,32,6,14,12,8,7,2,9,0,3,1,0,6,0,0,0,1,9,13,13,1,4,1.65467828401,0,3,0,0,1.77174594227,3.76344086022,37.6344086022,0,2,4.8771875,0,1,0
18300,7,13,34,131,13,38,6,19,19,10,9,3,7,4,6,1,5,10,2,0,4,5,6,11,0,8,6,3.74911107095,1,6,0,0,1.9139135767,3.56488549618,35.6488549618,0,0,5.26263157895,1,0,0
18301,7,14,18,97,9,30,5,9,13,7,5,1,10,0,8,4,6,1,0,0,1,2,1,12,12,3,2,2.90693722971,0,2,1,0,1.69019051774,3.50515463918,35.0515463918,0,3,5.04433333333,0,0,0
18302,7,16,115,400,42,116,8,32,37,26,38,7,8,7,42,11,22,12,4,3,3,11,46,51,34,8,38,13.2161511812,7,19,2,3,1.95111785965,3.7875,37.875,0,2,5.09853448276,4,1,0
18303,7,18,46,169,19,65,8,23,16,15,8,2,12,3,11,5,6,11,2,1,4,3,8,22,19,5,7,3.25666026814,1,1,2,0,1.7961991429,3.82840236686,38.2840236686,0,0,5.21353846154,2,0,0
18304,7,13,40,152,24,67,6,26,14,12,14,4,9,4,12,5,4,8,0,0,5,4,2,11,2,0,0,3.33533648656,2,9,3,0,1.96020668489,4.07236842105,40.7236842105,0,3,5.1228358209,1,2,0
18305,7,18,39,148,12,43,6,19,10,8,6,1,8,5,13,3,12,7,1,0,2,3,13,16,16,4,1,4.40153340308,2,10,2,0,1.75051538126,3.56081081081,35.6081081081,0,1,5.14627906977,1,0,0
18306,7,10,39,158,22,48,6,15,6,14,9,9,9,3,10,4,3,8,0,2,6,1,17,8,0,2,17,3.63474239339,2,11,2,0,2.1142105661,3.96202531646,39.6202531646,0,3,4.776875,0,0,0
18307,7,19,23,110,14,42,5,22,6,14,4,1,8,2,3,3,3,5,2,1,1,0,9,13,16,3,8,3.52662983594,1,1,0,0,1.9296423502,3.68181818182,36.8181818182,0,6,5.56380952381,0,0,0
18308,7,12,112,309,52,104,14,34,29,23,25,11,24,4,20,9,8,7,1,0,7,3,19,37,0,9,9,9.99680192541,2,26,9,0,2.17640766051,4.01618122977,40.1618122977,1,4,5.37653846154,1,0,0
18309,7,17,34,131,16,44,6,22,6,8,12,3,13,0,10,0,2,8,0,0,4,7,8,22,12,4,3,4.3066637123,0,4,1,0,2.05648366719,3.69465648855,36.9465648855,0,1,4.9225,0,1,0
18310,7,7,30,148,18,48,4,20,13,12,6,5,9,3,7,0,6,11,4,1,3,4,6,26,1,1,0,2.71885022681,3,17,4,0,1.90542137876,3.68918918919,36.8918918919,0,2,4.91416666667,0,2,0
18311,7,24,116,334,28,120,13,59,35,31,27,4,36,1,25,10,11,3,4,1,10,9,32,30,19,10,33,11.2103736811,1,13,0,1,1.77785757135,3.89820359281,38.9820359281,0,4,4.97633333333,4,7,0
18312,7,21,80,248,24,102,13,40,27,30,15,7,19,3,13,6,10,4,6,2,1,8,6,31,25,5,0,8.25447374503,1,6,3,1,2.12376230578,3.85887096774,38.5887096774,0,3,4.99617647059,2,0,0
18314,7,24,115,259,48,96,12,53,27,30,33,16,24,4,14,13,7,4,6,6,3,7,49,15,17,5,54,6.49458851175,1,5,2,1,2.22077661918,4.65637065637,46.5637065637,0,1,5.19052083333,3,0,0
18317,7,16,33,138,15,47,5,21,16,13,8,5,7,3,8,1,14,4,2,1,0,2,10,15,16,4,8,2.69966511282,2,3,0,1,2.1172646717,3.88405797101,38.8405797101,0,2,5.08574468085,0,0,0
18318,7,14,29,92,11,35,4,9,10,4,4,1,9,1,17,3,4,2,1,0,3,6,6,13,1,1,4,2.596529836,0,4,4,0,1.88095288494,3.97826086957,39.7826086957,0,0,5.12657142857,1,2,0
18319,7,24,173,419,94,137,18,67,42,38,46,30,37,4,17,12,9,9,5,13,3,14,61,42,42,6,43,16.9917422338,1,11,6,1,2.54553488716,4.52267303103,45.2267303103,2,5,5.3095620438,0,4,0
18320,7,12,31,101,13,46,5,17,7,11,7,2,6,3,3,2,5,1,0,1,8,1,2,11,0,4,0,3.30174635839,1,7,2,1,2.09237181256,4.10891089109,41.0891089109,0,6,5.11347826087,1,1,0
18321,7,14,28,75,15,32,5,9,7,4,7,4,7,0,7,5,3,4,0,0,1,2,5,6,1,1,8,1.88059913392,0,4,1,0,2.24716037027,4.24,42.4,0,3,5.06375,0,0,0
18322,7,17,56,169,19,50,8,19,9,5,18,2,15,1,11,12,11,10,2,1,1,3,21,19,19,7,19,4.54674961591,1,3,1,0,1.87534161441,3.91715976331,39.1715976331,1,2,5.0692,0,0,0
18324,7,24,83,229,44,64,13,43,22,22,21,12,21,3,11,4,5,7,0,4,1,6,41,21,30,8,33,5.66672091642,0,8,0,4,2.62555696484,4.31877729258,43.1877729258,0,5,5.068125,2,1,0
18325,7,13,25,71,9,19,2,9,9,2,9,3,4,2,3,1,4,0,2,1,2,0,10,8,9,3,10,1.97291876891,2,1,0,1,2.30867491849,4.11267605634,41.1267605634,0,0,4.94,2,0,0
18326,7,11,83,279,47,96,11,29,22,12,11,15,17,7,35,8,9,8,2,0,12,15,5,47,2,10,0,8.262773939,3,23,8,0,2.19209745469,4.02150537634,40.2150537634,4,6,5.1546875,1,0,0
18327,7,17,52,215,17,70,11,29,19,8,7,2,17,3,7,6,12,11,2,0,3,6,13,41,25,10,6,8.30767740152,1,8,2,0,1.79420448826,3.43720930233,34.3720930233,1,2,4.70557142857,1,0,0
18329,7,14,100,222,45,90,10,39,20,24,17,14,14,3,20,9,7,7,0,2,5,14,18,11,4,0,21,4.86026767684,1,7,5,2,2.33150548322,4.47297297297,44.7297297297,3,2,5.83033333333,1,2,0
18330,7,6,24,57,14,33,2,5,3,3,8,0,5,1,2,0,2,1,0,0,5,8,4,8,0,0,3,1.06315670318,0,2,3,0,1.95356495671,4.40350877193,44.0350877193,0,3,5.16696969697,0,0,0
18331,7,10,17,63,10,22,2,8,8,3,5,1,4,2,3,3,2,5,0,0,0,1,5,7,7,1,3,1.68990388183,2,0,1,0,2.05729503903,3.73015873016,37.3015873016,0,0,5.34590909091,1,0,0
18332,7,22,117,255,38,98,10,54,19,23,32,6,14,7,10,3,7,8,0,3,2,7,53,9,33,3,62,3.83795677612,2,4,2,3,1.99963714479,4.47843137255,44.7843137255,5,4,5.06346938776,1,1,0
18333,7,16,37,134,13,57,4,12,15,14,5,1,6,4,5,9,4,9,3,1,0,2,11,13,19,3,10,4.5659905582,2,0,1,1,1.8705737416,3.74626865672,37.4626865672,0,2,4.73684210526,4,0,0
18334,7,16,107,256,51,98,12,49,26,15,11,12,20,3,15,10,9,10,3,3,28,7,17,24,4,11,9,6.08900413359,2,9,3,1,2.27463367014,4.3984375,43.984375,0,2,5.34265306122,1,3,0
18335,7,16,63,228,20,76,13,37,28,17,11,2,15,5,9,7,17,8,4,1,2,8,11,17,21,13,14,8.36004671887,0,5,2,0,1.73119722187,3.67105263158,36.7105263158,0,0,5.34907894737,0,0,0
18336,7,19,49,131,24,51,4,22,10,7,10,3,9,3,9,4,5,3,0,1,6,7,14,14,11,7,14,2.68799395209,2,3,1,0,2.01366441898,4.22900763359,42.2900763359,0,2,5.24843137255,0,0,0
18337,7,21,46,188,17,62,11,26,22,16,7,2,14,2,9,2,9,7,1,0,1,4,9,29,25,4,1,8.41777479851,1,12,0,0,1.83383578657,3.60638297872,36.0638297872,1,2,5.1364516129,0,0,0
18338,7,20,61,195,26,78,8,29,13,11,12,4,19,2,12,9,11,7,3,1,3,5,11,23,24,9,12,6.87000173494,1,6,0,0,1.96145786195,3.94358974359,39.4358974359,0,4,5.25551282051,0,0,0
18339,7,24,63,291,22,95,11,45,29,22,15,2,13,6,17,13,21,6,6,0,0,8,12,32,33,13,11,10.5202404284,3,4,3,0,1.7427111934,3.49484536082,34.9484536082,0,2,4.81010526316,0,1,0
18340,7,16,84,257,38,95,11,35,15,10,11,14,16,6,22,7,18,11,1,0,0,5,14,33,37,9,4,3.74770894009,3,8,0,0,1.99272143461,4.25291828794,42.5291828794,1,4,4.92526315789,4,6,0
18341,7,22,50,118,25,44,5,33,11,9,8,6,8,3,3,5,11,2,0,1,0,2,16,10,14,6,4,3.42450102524,1,4,1,0,2.2131787592,4.4406779661,44.406779661,1,2,5.14022727273,0,0,0
18342,7,16,57,153,23,44,7,19,13,7,14,4,9,4,14,4,8,8,2,0,8,2,11,16,5,5,6,2.74602015846,1,3,4,0,2.02425522579,4.14379084967,41.4379084967,0,3,5.06022727273,1,1,0
18343,7,13,52,150,17,61,7,22,16,11,9,5,10,3,9,5,6,4,2,2,1,4,14,14,22,5,16,4.383093372,1,3,1,0,2.05882179986,4.05333333333,40.5333333333,0,3,5.17983606557,0,0,0
18344,7,16,66,251,18,88,13,30,17,15,8,4,16,5,12,8,13,11,8,2,3,3,5,41,28,8,0,7.9697083301,2,11,6,0,1.88578241025,3.62151394422,36.2151394422,0,8,5.11034090909,5,0,0
18345,7,19,56,172,29,49,6,29,11,20,14,6,8,2,8,2,9,9,2,4,0,7,21,15,20,1,35,4.21358412787,1,0,0,4,2.61355722236,4.18604651163,41.8604651163,0,1,5.38265306122,0,0,0
18346,7,17,59,184,31,53,6,33,17,12,10,10,15,5,3,7,8,9,3,3,1,8,17,20,20,11,13,6.17060172048,2,1,2,2,2.42021658639,4.02173913043,40.2173913043,1,4,5.12339622642,5,1,0
18347,7,14,12,48,4,15,1,7,4,3,4,0,7,0,4,0,1,1,0,0,0,3,2,7,8,2,0,1.52002783676,0,0,0,0,1.71236119177,3.5625,35.625,0,2,5.522,0,0,0
18348,7,5,4,11,2,2,0,2,0,0,2,1,3,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0.269553304904,0,0,1,0,2.20330330516,4.36363636364,43.6363636364,0,1,5.645,0,0,0
18349,7,19,51,169,21,63,7,29,18,17,14,2,9,4,12,5,5,4,2,1,3,2,13,13,15,5,9,4.71931157585,3,6,2,1,1.91639866062,3.99408284024,39.9408284024,0,2,5.16825396825,2,3,0
18350,7,12,27,85,11,20,4,15,7,9,6,7,7,1,4,5,7,0,3,0,0,0,14,10,12,1,12,1.85225715719,0,1,0,0,2.16659125057,4.14117647059,41.4117647059,0,0,5.5415,0,0,0
18352,7,17,29,84,12,32,5,14,8,3,9,3,8,0,7,3,4,1,1,0,1,4,1,6,6,6,0,2.87720802339,0,2,2,0,2.11145959419,4.10714285714,41.0714285714,0,0,5.64125,1,0,0
18353,7,17,56,226,24,85,5,29,13,18,6,4,26,2,19,5,5,11,2,0,0,9,13,43,33,4,6,7.27932872259,1,9,2,0,1.96470828948,3.63274336283,36.3274336283,0,4,5.54329411765,0,2,0
18354,7,11,12,41,7,18,2,4,2,2,3,0,2,2,2,1,3,1,0,0,1,4,2,7,6,1,1,1.46902457639,0,0,0,0,1.97422414523,3.9512195122,39.512195122,0,1,5.30666666667,1,0,0
18355,7,7,22,92,15,31,4,18,8,7,7,2,5,4,2,0,3,6,0,0,4,3,3,7,0,4,0,4.34320032958,0,2,4,0,2.02218347125,3.90217391304,39.0217391304,0,2,4.96193548387,1,0,0
18356,7,17,37,163,8,63,4,24,13,10,8,2,12,4,16,4,14,7,4,0,3,2,16,17,10,5,4,6.34495294732,2,5,4,0,1.5324014437,3.61963190184,36.1963190184,1,2,5.16253968254,1,0,0
18357,7,16,45,142,12,48,8,22,16,10,7,4,13,0,8,7,3,5,4,1,0,0,18,14,19,8,15,4.50979819117,0,4,0,0,1.93296146521,3.96478873239,39.6478873239,0,1,4.823125,0,1,0
18358,7,15,24,97,12,27,5,17,8,3,3,1,8,2,8,1,3,4,1,0,1,3,8,14,11,7,6,3.53547360623,0,0,0,0,1.8582730408,3.58762886598,35.8762886598,0,3,5.05259259259,0,0,0
18361,7,9,23,65,9,20,2,8,5,2,1,2,7,0,8,1,2,1,0,1,1,6,8,9,0,1,5,2.59221723862,0,4,3,0,2.17746323823,3.90769230769,39.0769230769,0,1,4.985,1,0,0
18362,7,24,126,295,50,104,12,48,22,22,20,17,25,4,6,9,15,7,4,7,0,4,60,32,43,3,78,7.76088576991,1,8,0,1,2.61387705914,4.4406779661,44.406779661,0,4,4.93278846154,1,1,0
18363,7,24,89,245,39,101,12,38,31,14,21,12,18,6,12,11,12,5,0,3,5,6,19,28,22,4,14,5.16145213943,0,7,0,2,2.19887741669,4.26530612245,42.6530612245,1,3,5.34118811881,5,2,0
18364,7,14,30,98,11,35,2,15,4,9,2,3,3,2,6,2,4,3,1,1,1,4,5,15,14,3,2,4.82208520617,2,0,3,0,2.01895082251,3.83673469388,38.3673469388,0,3,4.75514285714,0,0,0
18365,7,12,12,57,5,21,2,7,4,4,4,0,4,1,4,1,3,5,0,0,0,2,2,6,8,1,0,1.77995514374,1,0,0,0,1.76395261332,3.50877192982,35.0877192982,0,2,4.73428571429,0,0,0
18366,7,16,17,93,7,29,4,14,15,12,4,2,6,3,2,0,8,2,0,2,1,0,7,12,9,1,11,1.88348892027,1,3,0,2,2.00251127984,3.55913978495,35.5913978495,0,0,5.10862068966,1,1,0
18367,7,18,19,97,7,35,4,14,9,5,2,1,5,2,8,5,4,2,1,0,0,2,2,12,12,11,0,4.01487116335,2,3,1,0,1.66496906672,3.53608247423,35.3608247423,0,1,5.10085714286,1,1,0
18368,7,15,49,183,17,67,6,31,17,18,14,2,11,3,9,2,7,4,3,2,3,2,22,18,26,0,23,2.39609290932,2,4,1,0,1.69845974569,3.89617486339,38.9617486339,0,1,4.50104477612,1,0,0
18369,7,20,86,240,26,92,8,30,27,14,14,7,23,4,18,9,6,11,5,0,3,2,15,33,20,4,16,7.71351447422,2,11,4,0,2.0568921798,3.9125,39.125,0,4,5.54086956522,1,0,0
18370,7,8,10,43,0,6,1,7,2,4,0,0,3,1,0,0,3,0,2,0,1,1,10,10,4,2,6,1.68391108249,1,3,0,0,1.44481353719,3.23255813953,32.3255813953,0,1,4.95,0,0,0
18371,7,18,58,219,19,92,11,31,20,12,8,1,16,3,18,4,9,4,2,0,3,8,10,35,30,11,10,7.55695869647,1,6,0,0,1.74168641735,3.62557077626,36.2557077626,0,6,4.66304347826,0,0,0
18373,7,14,22,79,6,29,4,14,6,7,5,2,7,1,5,2,5,3,0,0,0,2,2,10,11,2,2,2.1099394346,0,0,1,0,1.93408081891,3.6582278481,36.582278481,0,0,4.84620689655,1,1,0
18374,7,8,7,49,3,21,2,9,7,2,0,0,3,1,3,0,0,2,0,0,0,1,0,8,6,2,0,1.89417545174,1,1,1,0,1.58811487101,3.24489795918,32.4489795918,0,3,4.80714285714,1,0,0
18375,7,8,16,63,6,19,3,14,5,4,5,0,4,2,2,0,4,2,0,0,1,2,8,6,5,5,3,2.37975795162,1,2,0,0,1.77641717007,3.53968253968,35.3968253968,0,2,5.26736842105,0,1,0
18376,7,13,71,157,30,44,6,8,5,3,7,13,8,5,6,3,4,2,0,6,0,0,42,6,11,5,15,4.29480496944,3,2,0,0,2.43640324136,4.64331210191,46.4331210191,0,0,5.03386363636,0,0,0
18377,7,24,83,296,37,110,13,42,33,21,19,10,16,8,14,9,7,15,4,2,4,8,21,34,29,14,15,10.9722915292,3,6,3,0,2.0252839505,3.80743243243,38.0743243243,0,3,5.30236363636,0,2,0
18378,7,18,80,236,29,96,9,47,26,19,10,2,10,7,10,6,18,11,3,1,1,0,19,16,25,8,31,4.19920665313,4,1,1,1,1.81528450759,4.13983050847,41.3983050847,1,2,4.81677083333,2,2,0
18379,7,11,25,112,8,42,4,11,8,8,6,0,5,4,12,0,9,7,1,0,5,2,0,18,2,2,0,2.56579017992,2,8,1,0,1.58093532422,3.57142857143,35.7142857143,0,4,4.7319047619,0,0,0
18380,7,18,56,219,21,88,11,25,17,7,7,4,13,4,15,7,16,6,1,1,0,2,7,38,25,16,7,8.24706229347,2,4,6,1,1.90377412343,3.69863013699,36.9863013699,0,2,4.76863636364,4,0,0
18381,7,20,31,78,10,27,4,9,9,5,15,4,6,2,4,4,5,2,0,0,7,1,10,7,0,2,9,2.65090126419,0,3,0,0,2.01790189849,4.07692307692,40.7692307692,1,2,5.66037037037,0,0,2
18383,7,11,22,84,8,35,1,10,11,7,7,2,3,1,6,1,4,1,1,0,0,3,1,14,11,2,2,2.96606924478,1,0,1,0,1.95106514299,3.69047619048,36.9047619048,0,3,5.29057142857,0,0,0
18384,7,13,12,70,4,26,1,6,9,0,2,1,1,1,6,1,3,4,1,0,1,2,1,12,9,3,0,3.246555355,1,0,2,0,1.69159412485,3.32857142857,33.2857142857,0,0,5.21769230769,1,0,0
18386,7,23,91,265,20,75,11,39,21,23,21,4,14,7,18,10,11,9,2,0,2,8,44,19,31,6,43,5.76675647013,3,3,5,0,1.72001801685,3.93962264151,39.3962264151,0,0,5.3316,5,0,1
18387,7,17,41,194,11,62,9,30,16,15,7,0,16,3,11,2,13,9,2,0,0,3,4,29,29,7,1,5.55363261433,1,3,0,0,1.63560518341,3.46907216495,34.6907216495,0,2,4.83016129032,2,0,0
18388,7,22,98,264,43,83,11,45,21,11,22,5,18,5,21,2,13,12,4,2,0,4,48,17,31,10,50,9.74727046187,1,6,4,0,1.91991701534,4.23484848485,42.3484848485,0,3,4.9765060241,1,0,0
18389,7,17,65,245,28,94,7,42,25,30,18,6,29,1,13,3,9,6,4,4,0,7,19,31,34,3,20,5.92464775565,0,0,1,3,2.10773718447,3.80816326531,38.0816326531,1,1,5.21627659574,1,0,0
18390,7,16,57,174,21,55,6,28,20,17,11,5,8,4,7,7,8,2,3,0,5,5,29,17,10,4,23,3.41380551179,3,6,1,0,1.87859017787,4.05172413793,40.5172413793,0,2,4.94563636364,1,1,0
18391,7,19,62,204,28,67,7,20,23,10,15,5,9,7,23,1,16,6,2,2,0,9,7,31,22,9,6,11.8933641281,4,3,1,2,2.14124992046,3.92156862745,39.2156862745,0,1,5.26029850746,1,0,0
18392,7,15,85,240,30,84,8,42,13,13,14,2,18,4,11,4,11,8,2,0,2,11,37,26,34,13,31,9.42112867113,3,5,2,0,1.86324651809,3.96666666667,39.6666666667,0,3,4.79380952381,0,0,0
18393,7,20,33,138,14,44,6,14,17,5,8,4,8,5,10,1,5,5,4,0,4,4,3,21,10,6,1,4.02509007372,2,3,1,0,1.9134587655,3.6884057971,36.884057971,0,4,4.91272727273,1,1,0
18394,7,16,23,79,14,24,4,13,5,9,3,2,5,3,4,1,2,6,1,1,3,0,5,7,10,4,0,2.70833592864,0,1,0,0,2.26132692919,3.83544303797,38.3544303797,0,5,5.19208333333,0,1,0
18395,7,24,93,257,42,88,10,40,19,12,19,9,21,4,31,9,10,5,3,0,9,17,29,22,28,15,25,8.0927205192,2,4,0,0,2.00553253502,4.1439688716,41.439688716,0,0,4.65590909091,2,0,2
18396,7,17,60,181,26,64,8,30,12,20,14,1,14,2,18,3,10,3,7,0,1,2,17,9,28,5,20,3.43978969602,1,0,0,0,1.74675002964,4.06629834254,40.6629834254,0,1,4.7346875,1,1,0
18398,7,19,56,176,22,66,11,26,18,15,10,9,14,0,3,4,7,9,1,4,5,5,14,22,12,4,9,4.60924760382,0,5,3,3,2.37125644814,4.0,40.0,0,1,5.2396969697,1,0,0
18399,7,22,83,273,42,103,12,42,21,26,15,5,18,6,15,10,13,8,2,3,0,8,16,31,33,8,7,9.29517202885,4,7,4,1,2.18482479475,3.95238095238,39.5238095238,0,6,5.1059223301,1,2,0
18401,7,18,49,205,23,60,8,27,18,18,13,9,9,5,7,6,11,9,3,2,4,6,15,26,18,7,14,5.59619840299,3,2,5,1,2.06303115851,3.73170731707,37.3170731707,0,3,5.08416666667,4,1,0
18402,7,8,57,180,28,65,6,19,18,8,18,6,10,3,14,5,13,5,2,0,6,3,17,16,0,5,12,2.64704130094,1,18,0,0,1.93516095469,4.16111111111,41.6111111111,1,0,5.16353846154,2,1,0
18403,7,12,35,119,19,40,4,18,5,11,7,3,16,0,6,6,5,3,1,3,2,2,7,20,17,2,5,8.063948622,0,5,1,3,2.4291997143,3.9243697479,39.243697479,0,3,5.30575,0,0,0
18404,7,16,31,95,11,42,4,18,10,11,7,6,7,1,11,2,4,2,3,1,0,1,2,6,12,2,0,2.48746163472,1,1,0,0,2.13287602415,4.06315789474,40.6315789474,0,2,5.61857142857,0,0,0
18405,7,14,39,123,15,47,3,15,10,11,9,0,5,3,6,6,6,3,0,0,1,3,4,13,17,6,0,2.54930630861,2,1,1,0,1.61745279331,3.87804878049,38.7804878049,1,2,5.06872340426,5,0,0
18406,7,18,83,242,29,89,7,36,22,14,14,10,11,6,26,11,9,10,5,2,2,12,35,18,13,14,21,7.02772231966,5,8,1,1,2.03971069975,4.07438016529,40.7438016529,0,2,5.25348314607,0,0,0
18407,7,21,77,215,33,77,12,33,14,14,17,15,24,0,13,8,15,6,3,13,1,2,28,21,33,9,29,3.55915008503,0,0,4,11,2.67091688389,4.57209302326,45.7209302326,0,2,4.83350649351,2,0,0
18408,7,24,111,298,43,115,15,48,30,23,16,15,18,6,20,10,16,11,9,2,1,15,11,24,25,20,13,7.95475994734,2,5,2,1,2.18883467181,4.1744966443,41.744966443,1,1,5.37052173913,0,0,0
18409,7,14,20,72,9,27,4,15,8,7,1,0,6,1,3,1,3,1,0,0,1,1,1,13,13,0,2,2.59886575753,0,0,0,0,1.88063186531,3.61111111111,36.1111111111,0,1,5.03925925926,1,0,0
18411,7,10,29,100,19,34,6,16,13,6,4,7,7,1,7,4,5,6,2,1,2,1,1,11,0,1,2,2.20627063564,0,5,4,1,2.5357245493,4.12,41.2,0,1,5.31705882353,2,1,0
18412,7,14,35,136,19,48,4,18,14,7,8,4,12,1,6,5,4,6,0,0,5,4,4,19,5,4,1,4.62833795242,1,11,4,0,2.12536040773,3.71323529412,37.1323529412,0,2,5.40229166667,3,0,0
