id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15
583,1,9,148,491,60,142,20,59,55,33,30
584,1,9,171,528,63,194,12,68,65,39,29
585,1,11,283,628,146,215,23,75,67,60,43
586,1,8,114,297,35,107,14,53,34,27,18
587,1,9,116,402,52,138,16,59,41,24,19
588,1,10,189,524,98,184,21,94,57,49,43
589,1,5,39,101,18,34,5,13,11,7,6
590,1,6,37,148,21,55,7,17,15,11,6
591,1,8,135,377,45,144,19,43,41,37,25
592,1,8,102,235,55,88,9,39,18,20,20
593,1,10,126,368,51,129,16,62,35,46,39
594,1,7,89,196,38,80,8,29,30,9,19
595,1,8,133,270,78,131,13,31,26,17,21
596,1,6,63,170,28,69,5,20,18,15,5
597,1,8,192,462,74,181,14,66,47,31,26
598,1,8,95,345,39,119,12,60,43,34,12
599,1,8,173,417,96,155,21,67,47,27,26
600,1,6,51,213,17,77,3,38,31,20,14
601,1,8,81,213,37,83,9,26,28,16,10
602,1,8,108,242,63,65,8,45,27,19,16
603,1,11,291,696,111,265,24,106,61,53,76
604,1,9,142,305,79,112,17,52,42,27,17
605,1,6,66,194,19,55,3,24,21,18,12
606,1,8,159,460,64,171,19,49,48,39,24
607,1,9,160,438,71,194,22,57,55,38,29
608,1,7,147,373,56,150,14,57,55,26,25
609,1,7,82,260,39,96,8,40,29,24,12
610,1,7,87,259,36,84,12,52,35,25,10
611,1,9,143,402,59,155,12,47,50,21,26
612,1,10,181,437,80,157,22,83,46,53,24
613,1,8,118,345,62,119,17,44,37,30,12
614,1,6,106,268,37,83,13,39,25,14,23
615,1,9,167,419,95,136,18,50,52,29,31
616,1,8,124,329,44,111,9,35,42,21,16
617,1,9,171,431,91,169,19,57,64,35,23
618,1,8,148,438,77,141,22,57,38,41,28
619,1,11,255,563,147,193,23,106,82,41,39
620,1,7,69,191,28,70,7,27,24,16,13
621,1,8,46,190,20,69,3,18,20,17,11
622,1,8,109,266,50,122,11,49,30,25,19
623,1,6,56,187,23,76,7,24,27,20,12
624,1,8,94,293,45,106,12,34,27,17,19
625,1,11,158,452,69,156,6,82,65,39,21
626,1,7,99,250,38,101,9,31,32,14,18
627,1,8,111,259,38,124,7,39,32,8,11
628,1,11,131,287,66,102,14,41,27,26,25
629,1,11,192,431,107,178,22,60,46,39,23
630,1,8,142,383,63,141,19,45,40,31,42
631,1,6,68,181,26,65,11,14,26,10,7
632,1,10,151,411,79,163,17,47,56,29,33
633,1,8,126,391,63,149,17,63,49,28,14
634,1,5,34,178,17,69,3,25,22,11,9
635,1,10,168,451,74,148,17,57,58,47,34
636,1,9,134,320,87,90,15,42,48,28,25
637,1,8,159,348,69,113,17,50,39,20,23
638,1,8,110,297,52,124,13,47,41,25,21
639,1,6,61,208,29,70,7,35,24,16,14
640,1,7,93,311,44,94,12,47,41,25,15
641,1,7,92,237,42,100,11,36,26,15,10
642,1,8,169,451,79,168,15,68,41,43,19
643,1,10,199,532,113,230,23,99,68,52,33
644,1,8,148,322,86,105,14,52,56,30,21
645,1,8,125,371,50,144,15,60,39,25,20
646,1,9,114,306,57,111,12,44,41,25,17
647,1,11,131,295,68,118,13,36,28,14,22
648,1,6,95,181,24,58,5,34,25,9,10
649,1,8,105,276,34,106,15,27,33,18,17
650,1,10,191,453,99,169,19,86,70,49,28
651,1,8,99,319,42,104,15,41,32,34,15
652,1,9,97,225,36,88,11,25,20,16,22
653,1,8,110,302,54,96,15,44,44,33,16
654,1,10,185,450,102,166,24,69,58,32,26
655,1,7,80,214,44,87,4,32,31,18,13
656,1,9,142,429,52,162,15,61,35,33,32
657,1,9,142,394,53,150,17,51,48,38,10
658,1,8,113,343,59,112,13,40,33,21,22
659,1,10,171,404,78,166,16,56,46,27,18
660,1,11,190,455,94,193,23,65,59,43,41
661,1,8,98,264,48,111,10,42,36,23,14
662,1,6,58,197,31,58,9,24,21,19,15
663,1,8,122,385,63,133,17,59,39,26,18
664,1,9,153,442,70,150,20,63,48,37,33
665,1,7,61,244,21,72,11,37,29,21,14
666,1,8,169,420,78,167,19,62,45,29,21
667,1,9,122,367,53,132,13,54,35,26,14
668,1,10,169,397,92,178,15,69,38,31,24
669,1,8,165,451,58,145,22,54,48,38,32
670,1,8,137,383,62,129,16,60,46,34,26
671,1,8,91,256,58,95,8,31,28,14,16
672,1,9,166,425,74,165,19,57,46,36,27
673,1,6,53,121,25,53,4,20,19,10,2
674,1,8,92,222,49,88,10,30,28,14,18
675,1,8,124,425,46,166,12,59,60,32,21
676,1,8,73,241,37,91,10,29,38,17,14
677,1,8,85,278,46,94,11,46,37,37,21
678,1,8,196,561,73,215,22,73,68,65,27
679,1,8,109,333,54,146,16,42,39,24,17
680,1,9,166,486,73,180,15,64,47,27,18
681,1,8,126,357,45,140,18,34,38,17,13
682,1,11,194,517,85,171,21,74,58,55,34
683,1,10,169,516,75,193,22,84,49,45,28
684,1,8,144,317,76,102,13,46,39,29,23
685,1,8,148,321,97,113,17,67,35,41,19
686,1,9,147,403,63,154,20,58,48,45,29
687,1,8,102,328,34,137,15,28,26,18,8
688,1,9,110,286,62,89,13,45,36,26,13
689,1,8,141,397,61,172,16,59,50,33,30
690,1,9,131,365,54,141,15,52,38,31,24
691,1,6,66,175,23,84,5,21,25,13,9
692,1,6,44,171,29,49,2,29,20,20,3
693,1,8,107,324,60,135,10,36,49,19,13
694,1,8,134,327,78,105,15,47,37,18,24
695,1,9,160,375,66,160,19,53,45,37,23
696,1,8,83,258,46,100,12,42,35,25,11
697,1,8,138,342,61,126,19,60,46,29,29
698,1,6,60,237,26,85,6,28,24,23,13
699,1,12,278,774,158,288,30,108,98,74,48
700,1,8,86,275,27,92,11,44,30,22,10
701,1,8,130,344,59,134,12,39,44,23,26
702,1,6,55,162,32,59,6,21,18,12,10
703,1,8,159,385,60,142,11,63,41,37,28
704,1,7,70,233,25,81,9,32,18,19,8
705,1,8,144,445,79,169,19,59,65,34,27
706,1,10,180,423,90,139,21,55,59,34,24
707,1,8,107,337,28,122,10,52,34,28,21
708,1,9,128,360,58,119,19,43,28,29,24
709,1,10,232,539,111,162,20,78,69,53,43
710,1,11,135,404,71,145,13,65,39,27,22
711,1,10,161,443,65,195,10,68,53,31,25
712,1,9,170,388,60,158,18,63,57,38,30
713,1,10,126,336,49,135,15,48,39,26,27
714,1,9,182,404,76,149,19,70,49,27,47
715,1,8,42,161,22,46,6,27,18,12,3
716,1,9,111,331,46,131,12,41,43,25,5
717,1,8,104,258,49,101,9,31,27,21,16
718,1,10,196,471,101,155,13,73,59,39,25
719,1,7,103,261,53,85,11,33,33,19,20
720,1,10,210,561,112,230,22,71,70,33,35
721,1,9,156,389,83,139,17,52,44,25,33
722,1,10,241,576,135,243,26,78,64,43,34
723,1,10,215,544,106,200,27,92,76,34,27
724,1,8,108,240,50,82,12,35,28,21,5
725,1,6,77,174,23,55,6,21,15,13,14
726,1,10,113,351,55,142,16,40,54,19,22
727,1,6,55,155,28,62,5,17,14,13,9
728,1,8,120,341,53,133,16,57,44,25,12
729,1,7,72,202,39,87,8,29,27,10,15
730,1,10,201,536,105,195,24,95,61,61,52
731,1,8,158,503,80,188,20,76,57,46,30
732,1,9,96,313,46,99,15,41,30,31,13
733,1,8,49,119,28,38,4,19,17,12,7
734,1,10,185,465,89,172,21,63,53,39,40
735,1,9,182,456,94,173,20,53,45,36,28
736,1,10,136,400,60,151,17,46,52,29,23
737,1,8,143,400,61,145,16,58,44,46,32
738,1,6,102,244,46,109,9,36,42,15,18
739,1,9,120,335,64,123,18,41,38,31,38
740,1,8,177,473,80,178,16,70,69,53,42
741,1,8,140,307,78,123,15,56,33,18,20
742,1,10,196,566,59,190,23,83,55,60,42
743,1,10,166,449,89,174,19,70,54,32,22
744,1,9,136,320,62,112,17,44,43,32,17
745,1,9,156,463,78,192,13,63,61,30,26
746,1,8,118,336,48,125,20,42,45,33,25
747,1,8,92,215,41,93,9,35,27,16,12
748,1,8,146,412,77,156,16,58,42,30,18
749,1,10,157,456,79,185,22,68,50,46,15
750,1,8,130,351,48,128,11,61,36,27,16
751,1,8,112,343,49,112,15,52,34,23,20
752,1,7,70,209,33,79,10,31,23,17,11
753,1,8,105,276,54,121,8,40,34,15,21
754,1,9,155,366,79,159,17,67,50,29,17
755,1,9,205,518,110,185,23,89,54,53,29
756,1,8,122,314,49,123,11,41,48,15,24
757,1,9,171,383,85,129,17,66,45,36,32
758,1,8,135,355,50,113,18,56,52,35,27
759,1,10,166,369,102,136,17,51,51,36,15
760,1,9,126,362,48,125,18,58,45,41,21
761,1,8,119,272,58,84,12,51,21,28,19
762,1,10,157,452,99,163,21,69,45,45,34
763,1,8,101,224,51,103,9,34,33,16,15
764,1,9,201,573,94,177,24,71,73,44,37
765,1,7,95,246,31,96,10,34,26,17,19
766,1,8,89,251,36,85,8,36,32,23,12
767,1,8,115,352,46,92,15,59,45,29,24
768,1,8,154,439,68,176,17,77,56,27,23
769,1,10,229,536,123,222,25,94,71,49,29
770,1,8,107,325,52,119,17,44,43,26,10
771,1,9,136,448,67,152,15,80,43,47,20
772,1,10,209,503,90,194,24,76,65,42,32
773,1,8,159,425,63,165,21,70,33,44,31
774,1,8,163,388,85,147,17,62,40,37,29
775,1,7,89,216,31,91,5,38,20,15,20
776,1,7,80,188,43,84,6,26,23,11,13
777,1,10,202,520,110,202,22,77,54,37,26
778,1,9,157,430,82,165,14,50,56,26,22
779,1,8,130,312,54,125,13,37,43,18,21
780,1,9,165,477,80,174,19,60,58,27,21
781,1,10,182,513,86,173,22,65,56,42,34
782,1,11,192,481,100,187,23,78,61,43,33
783,1,7,102,283,43,101,10,40,31,30,9
784,1,10,224,552,133,180,26,106,69,75,28
785,1,8,199,455,81,171,19,73,53,38,37
786,1,8,108,286,67,115,10,38,27,29,20
787,1,8,161,360,69,138,21,64,35,17,39
788,1,8,117,364,41,125,15,49,49,22,14
789,1,7,87,224,31,61,6,25,25,14,25
790,1,9,150,417,68,167,18,72,48,38,23
791,1,8,115,294,57,102,14,37,21,12,25
792,1,8,126,332,58,130,18,60,36,31,23
793,1,11,205,498,108,208,27,72,51,44,39
794,1,8,118,404,56,126,17,60,41,47,21
795,1,8,124,386,59,134,15,66,39,33,23
796,1,8,126,309,75,115,11,42,43,26,22
797,1,10,154,505,76,206,20,77,52,49,16
798,1,9,195,669,85,217,29,99,76,47,21
799,1,8,130,284,47,113,12,51,42,23,15
800,1,10,145,415,74,172,18,47,53,33,43
801,1,9,189,488,60,184,20,70,58,36,29
802,1,8,108,325,60,105,15,61,38,30,27
803,1,6,99,265,38,94,9,35,32,18,12
804,1,8,61,196,34,67,8,18,20,17,10
805,1,9,160,419,72,150,22,67,53,24,29
806,1,6,84,203,38,74,8,21,18,13,14
807,1,11,167,440,64,174,18,52,31,36,35
808,1,7,92,208,37,75,11,28,22,22,17
809,1,9,151,353,73,119,13,53,43,22,21
810,1,8,115,304,65,117,13,31,35,24,23
811,1,8,136,330,63,108,13,42,31,37,27
812,1,8,104,243,53,91,10,41,25,26,13
813,1,8,114,306,40,115,11,38,44,21,15
814,1,8,140,373,59,122,17,51,44,36,19
815,1,10,152,382,78,137,15,64,27,31,34
816,1,9,175,365,90,125,16,62,50,24,31
817,1,12,238,620,104,237,29,91,83,58,28
818,1,8,99,242,52,98,8,32,29,11,17
819,1,8,97,294,39,102,11,48,31,29,16
820,1,5,62,173,20,71,7,24,16,11,10
821,1,9,134,327,59,137,15,35,44,21,23
822,1,8,108,354,47,116,8,64,35,35,21
823,1,8,124,331,51,115,19,52,28,26,21
824,1,9,146,485,61,159,20,79,39,32,47
825,1,6,83,227,14,111,13,24,16,9,18
826,1,10,165,332,94,114,17,57,39,35,36
827,1,6,48,117,21,40,5,9,14,7,9
828,1,9,228,586,122,243,31,69,72,38,50
829,1,8,140,366,66,129,16,61,35,60,18
830,1,10,161,377,72,159,15,56,35,27,38
831,1,8,121,340,46,134,15,42,26,27,21
832,1,2,8,20,2,11,1,4,3,0,2
833,1,9,189,519,105,186,26,91,74,52,25
834,1,10,219,497,93,167,26,78,62,48,42
835,1,10,173,538,74,193,23,95,61,59,22
836,1,8,106,333,32,113,12,39,34,19,8
837,1,8,129,457,39,149,9,82,45,53,27
838,1,5,33,98,14,29,4,17,14,11,13
839,1,10,199,478,104,186,21,72,54,25,37
840,1,8,152,347,74,141,17,49,45,41,19
841,1,7,46,180,22,76,10,31,21,15,7
842,1,8,161,385,65,128,16,51,39,29,35
843,1,8,102,324,43,131,13,34,41,26,15
844,1,8,126,297,42,101,10,44,22,24,32
845,1,10,164,399,63,134,19,51,43,37,24
846,1,8,102,314,39,132,13,40,40,16,15
847,1,12,252,623,111,215,23,88,80,59,48
848,1,6,87,227,24,55,8,28,24,19,23
849,1,7,92,202,44,75,6,28,22,15,9
850,1,10,173,408,92,159,16,66,42,39,27
851,1,9,186,452,94,173,25,66,55,39,31
852,1,10,191,473,102,167,21,67,56,34,33
853,1,9,145,464,62,180,23,82,49,44,25
854,1,8,136,424,57,141,20,75,60,46,26
855,1,8,113,259,65,105,13,35,39,13,20
856,1,10,142,419,67,131,17,57,42,25,21
857,1,8,61,186,28,72,5,20,26,10,9
858,1,9,165,424,84,161,24,65,53,30,16
859,1,12,217,526,126,185,22,103,83,74,25
860,1,8,133,296,59,138,13,45,28,17,15
861,1,8,110,272,68,95,14,39,28,33,27
862,1,8,131,398,61,144,15,62,57,29,32
863,1,10,255,665,102,247,27,86,85,72,53
864,1,10,162,422,75,149,21,51,52,25,29
865,1,8,90,332,35,141,14,33,35,23,9
866,1,7,87,231,49,81,7,35,30,14,19
867,1,8,90,344,45,121,15,55,46,37,17
868,1,12,204,481,102,195,19,92,64,53,25
869,1,6,42,145,24,41,4,26,22,10,5
870,1,9,137,410,76,127,17,46,42,26,36
871,1,10,187,478,89,164,23,81,46,31,39
872,1,8,118,266,66,115,11,41,33,21,15
873,1,9,115,336,54,127,9,47,44,24,14
874,1,12,224,525,122,201,26,78,70,39,36
875,1,11,263,635,141,231,30,102,84,47,42
876,1,8,107,301,50,102,11,50,31,23,12
877,1,11,191,490,103,167,22,75,57,42,51
878,1,9,159,364,88,134,16,56,48,23,20
879,1,8,157,387,85,169,18,58,55,32,13
880,1,10,161,398,63,146,18,38,31,21,37
881,1,8,142,270,71,101,11,31,34,18,17
882,1,9,127,381,52,140,19,64,46,29,18
883,1,9,169,424,63,163,20,39,59,36,22
884,1,8,98,312,45,126,14,35,42,18,15
885,1,7,141,412,61,156,16,35,61,24,26
886,1,11,202,474,104,178,22,72,59,31,27
887,1,9,145,343,81,123,11,57,44,24,17
888,1,10,200,494,93,208,14,59,56,37,32
889,1,8,121,311,56,140,13,35,38,25,11
890,1,8,129,349,57,136,17,55,36,27,24
891,1,9,205,468,111,171,22,65,61,29,33
892,1,10,199,463,95,176,23,68,54,28,29
893,1,4,44,136,28,46,5,14,16,7,8
894,1,10,125,300,56,126,10,40,35,23,27
895,1,10,226,525,113,218,24,82,54,60,30
896,1,8,98,240,46,104,11,35,35,13,19
897,1,9,204,528,98,179,23,88,67,51,37
898,1,8,149,358,55,146,12,39,45,16,23
899,1,8,128,367,60,136,17,65,41,29,21
900,1,10,147,346,83,128,11,40,39,23,22
901,1,8,140,337,52,145,7,39,38,27,17
902,1,10,149,488,64,198,19,54,61,44,27
903,1,8,123,325,47,124,18,31,38,29,19
904,1,8,119,349,52,131,13,50,41,28,21
905,1,6,78,184,29,68,9,28,27,15,18
906,1,11,194,490,95,173,21,72,63,45,35
907,1,9,133,353,72,126,14,55,45,26,14
908,1,10,231,507,98,174,25,65,63,41,52
909,1,10,189,453,83,160,18,72,47,31,42
910,1,8,148,416,77,144,19,61,56,32,25
911,1,8,74,216,28,90,10,29,25,15,12
912,1,10,232,542,112,208,27,73,55,50,46
913,1,10,261,581,125,213,26,98,65,62,37
914,1,9,151,379,63,153,19,51,50,23,15
915,1,10,205,503,95,186,23,58,55,41,39
916,1,11,236,529,127,187,26,76,64,45,52
917,1,6,102,191,51,74,8,18,29,17,19
918,1,10,244,669,111,251,30,83,69,50,30
919,1,11,133,392,66,154,15,66,51,34,17
920,1,8,175,422,76,150,21,61,39,41,25
921,1,8,95,254,50,116,16,35,27,16,9
922,1,8,133,336,74,136,16,45,40,23,19
923,1,6,80,201,47,94,10,22,25,14,11
924,1,8,152,434,69,149,16,56,50,37,21
925,1,7,79,231,42,87,8,45,20,22,15
926,1,7,89,215,33,96,9,34,29,17,17
927,1,7,96,257,46,101,11,32,27,23,16
928,1,10,157,352,84,138,13,42,40,39,25
929,1,10,143,419,74,152,17,56,48,33,20
930,1,8,93,267,45,104,16,30,35,19,18
931,1,8,111,285,53,109,11,36,35,25,17
932,1,12,211,609,108,189,13,88,67,48,55
933,1,8,94,234,51,88,10,30,32,16,17
934,1,8,138,350,73,131,18,48,30,19,17
935,1,9,174,475,86,189,21,61,56,31,24
936,1,7,74,222,30,88,8,29,29,16,15
937,1,11,201,486,99,179,20,89,68,58,47
938,1,11,201,472,105,174,17,66,51,40,32
939,1,6,53,185,27,73,8,26,23,9,16
940,1,8,122,384,65,118,13,54,37,32,17
941,1,12,216,421,135,141,21,71,31,20,34
942,1,9,187,448,104,166,21,67,52,30,32
943,1,9,127,365,60,135,12,69,37,26,23
944,1,8,80,261,25,92,9,43,30,15,9
945,1,8,92,270,43,110,12,28,21,22,17
946,1,8,187,420,53,144,20,63,43,46,22
947,1,10,160,435,92,174,19,78,52,36,26
948,1,9,172,441,96,160,23,71,41,39,30
949,1,8,114,352,60,122,15,40,39,23,20
950,1,10,184,448,86,166,22,62,45,34,25
951,1,7,142,457,57,182,23,76,63,44,27
952,1,8,174,411,73,165,19,48,38,22,28
953,1,12,190,417,110,167,19,63,39,31,40
954,1,10,210,497,109,203,16,76,57,64,36
955,1,8,127,336,52,108,11,56,26,29,15
956,1,9,158,369,70,132,16,45,38,31,24
957,1,9,135,401,62,132,16,56,43,35,17
958,1,8,82,269,56,94,12,46,37,25,8
959,1,9,166,391,92,134,17,56,41,28,47
960,1,7,72,224,31,63,10,43,23,28,8
961,1,8,121,367,62,144,16,51,41,28,22
962,1,9,143,420,57,154,21,67,52,31,25
963,1,8,98,277,42,103,9,37,35,21,13
964,1,11,202,518,90,198,23,77,66,40,32
965,1,7,108,341,41,114,9,60,42,29,27
966,1,7,88,228,45,84,10,32,31,21,18
967,1,11,204,427,111,183,17,57,30,26,37
968,1,9,129,339,70,144,17,55,52,31,20
969,1,8,113,267,57,103,10,30,35,25,13
970,1,11,247,632,127,258,29,106,74,57,58
971,1,9,137,335,70,120,17,44,45,21,18
972,1,8,154,489,66,199,20,65,74,48,16
973,1,6,77,230,28,83,11,22,21,22,12
974,1,2,12,53,7,15,3,8,7,3,1
975,1,8,96,260,49,102,9,42,29,21,21
976,1,8,117,336,44,142,13,46,48,33,22
977,1,7,88,252,31,87,8,42,26,13,17
978,1,8,111,247,41,94,9,20,34,25,22
979,1,10,192,483,94,159,21,75,47,44,29
980,1,10,169,491,81,166,22,76,54,37,36
981,1,8,119,303,60,116,11,38,45,15,14
982,1,8,114,300,56,98,8,33,41,19,13
983,1,8,214,599,74,236,27,84,51,62,35
984,1,8,110,311,52,118,14,43,41,18,17
985,1,9,140,401,85,138,16,49,51,33,30
986,1,11,222,587,101,215,29,56,73,40,37
987,1,8,130,331,62,121,19,50,46,28,18
988,1,8,122,301,59,137,12,46,34,21,15
989,1,9,156,379,95,123,19,53,46,26,37
990,1,8,111,322,48,126,9,36,35,18,25
991,1,6,72,160,31,63,8,19,26,11,9
992,1,5,26,104,17,21,3,12,12,7,6
993,1,9,117,296,51,108,13,40,44,28,18
994,1,9,141,395,75,167,16,66,51,44,26
995,1,4,45,126,11,53,5,15,10,6,13
996,1,7,122,341,66,123,13,55,40,17,19
997,1,10,188,454,76,152,22,55,57,36,47
998,1,9,205,478,120,175,24,65,61,52,43
999,1,12,243,586,135,247,25,92,74,36,41
1000,1,12,324,728,191,256,34,98,79,73,66
1001,1,8,103,333,50,124,18,44,38,25,24
1002,1,8,106,341,52,106,15,30,36,24,18
1003,1,9,158,368,71,155,18,42,51,24,17
1004,1,6,63,168,34,71,6,25,23,8,11
1005,1,9,118,248,45,98,9,27,23,12,16
1006,1,8,178,435,102,153,22,55,63,33,25
1007,1,10,137,368,87,148,17,59,30,38,28
1008,1,10,171,503,67,158,14,70,48,32,59
1009,1,8,147,428,62,185,13,52,38,25,18
1010,1,8,109,265,36,107,6,49,26,17,17
1011,1,8,167,409,82,165,22,56,47,29,29
1012,1,9,147,356,79,119,14,60,31,24,29
1013,1,7,98,338,33,125,15,62,40,37,23
1014,1,8,135,341,62,166,16,39,46,19,24
1015,1,10,156,504,46,204,20,64,55,38,24
1016,1,8,94,273,40,92,14,38,27,22,8
1017,1,8,121,357,54,144,19,55,38,22,23
1018,1,10,234,498,132,190,20,73,64,40,43
1019,1,10,142,375,64,130,15,50,41,34,29
1020,1,8,98,262,26,120,11,42,32,19,13
1021,1,9,165,439,76,152,15,65,58,31,26
1022,1,11,277,612,129,262,27,102,62,60,45
1023,1,8,66,276,24,99,12,38,28,15,10
1024,1,9,148,422,63,144,15,46,38,29,23
1025,1,8,136,332,66,136,13,45,34,26,30
1026,1,10,148,416,65,156,19,61,47,38,34
1027,1,8,122,350,43,125,15,47,24,32,20
1028,1,10,243,559,115,231,25,76,63,42,33
1029,1,10,177,455,96,166,16,73,51,47,36
1030,1,8,69,197,41,73,8,29,25,18,15
1031,1,9,168,459,61,198,23,44,58,34,25
1032,1,8,169,436,91,171,18,64,53,39,29
1033,1,10,199,455,108,140,24,91,62,38,28
1034,1,8,151,448,63,158,12,44,65,29,21
1035,1,8,97,215,54,92,13,35,31,16,19
1036,1,9,152,357,68,130,17,47,32,31,26
1037,1,8,97,241,24,77,7,27,14,14,15
1038,1,11,231,558,98,228,26,94,76,44,27
1039,1,8,127,377,51,140,20,46,45,24,29
1040,1,6,45,140,24,65,7,15,20,4,17
1041,1,6,94,324,29,108,4,37,56,30,9
1042,1,8,142,339,72,120,16,55,46,32,22
1043,1,9,205,569,99,218,20,84,72,38,41
1044,1,7,92,259,38,94,8,32,21,17,12
1045,1,9,121,349,59,130,17,55,45,29,21
1046,1,9,117,332,62,121,12,52,36,25,22
1047,1,11,215,456,114,177,24,65,57,40,44
1048,1,10,180,508,86,207,22,72,51,33,31
1049,1,10,212,567,90,217,21,71,64,46,36
1050,1,11,223,538,127,208,23,92,48,56,39
1051,1,7,107,298,42,112,11,34,41,16,11
1052,1,9,146,393,84,150,17,59,57,34,22
1053,1,9,134,395,63,169,18,63,48,25,24
1054,1,8,96,257,47,99,12,40,23,17,15
1055,1,8,103,368,37,137,13,58,40,23,24
1056,1,6,78,201,36,90,11,27,27,13,11
1057,1,10,204,504,73,160,21,44,42,25,38
1058,1,8,126,360,68,138,16,37,42,19,21
1059,1,8,92,245,35,101,7,32,17,20,14
1060,1,8,97,269,51,108,11,44,30,15,19
1061,1,8,143,393,28,130,13,50,52,39,31
1062,1,10,110,348,57,114,17,45,47,37,22
1063,1,10,160,459,72,186,21,94,40,48,24
1064,1,9,203,451,109,163,16,68,66,47,38
1065,1,7,88,204,32,82,9,37,21,14,15
1066,1,9,176,464,77,188,23,68,55,50,29
1067,1,9,132,344,61,115,16,54,34,30,19
1068,1,9,155,525,56,175,20,71,59,40,32
1069,1,10,200,408,111,147,17,58,54,19,26
1070,1,7,78,259,28,94,8,35,26,33,17
1071,1,8,103,251,43,104,12,35,21,17,23
1072,1,8,119,322,40,141,15,58,32,26,16
1073,1,8,127,354,69,127,14,51,43,30,18
1074,1,8,127,388,56,132,16,53,53,27,28
1075,1,8,120,326,55,124,16,43,35,27,20
1076,1,10,215,510,113,223,23,66,71,40,43
1077,1,8,128,393,53,158,9,49,43,22,13
1078,1,12,297,677,150,260,31,110,89,62,44
1079,1,8,89,295,30,119,9,34,35,25,24
1080,1,8,160,342,57,160,16,56,37,18,26
1081,1,7,90,195,42,65,8,25,18,21,17
1082,1,9,113,327,49,111,11,39,37,24,12
1083,1,7,74,266,27,106,15,42,27,16,20
1084,1,9,134,336,74,118,10,47,34,17,31
1085,1,10,132,341,52,142,12,42,50,35,10
1086,1,8,128,411,59,146,18,44,33,27,21
1087,1,11,222,513,108,196,12,96,52,40,27
1088,1,8,136,404,50,169,18,56,47,45,18
1089,1,8,118,356,54,126,14,51,39,22,20
1090,1,6,70,235,35,78,10,29,25,13,15
1091,1,10,178,544,102,186,26,80,51,38,27
1092,1,10,155,434,68,168,16,74,38,32,23
1093,1,8,99,240,55,92,10,37,26,24,16
1094,1,8,135,270,76,124,12,26,34,14,20
1095,1,8,112,271,47,100,8,37,30,18,13
1096,1,4,28,120,10,31,2,11,13,5,7
1097,1,10,132,401,51,163,18,48,38,38,22
1098,1,9,149,368,53,131,17,70,49,21,27
1099,1,8,98,331,38,114,12,48,32,26,17
1100,1,9,104,280,55,116,11,34,30,22,19
1101,1,8,72,196,41,49,8,29,22,29,17
1102,1,8,108,302,43,105,13,45,33,18,27
1103,1,6,67,175,30,58,4,33,16,14,11
1104,1,10,287,699,140,254,34,102,96,64,46
1105,1,9,147,369,79,138,20,53,42,22,27
1106,1,9,180,476,102,160,20,70,59,52,38
1107,1,4,29,75,19,22,3,6,11,4,9
1108,1,9,148,442,66,172,19,69,54,38,31
1109,1,8,111,272,56,117,12,48,30,24,9
1110,1,8,87,269,40,94,15,36,32,13,8
1111,1,11,202,551,94,201,22,72,66,37,34
1112,1,8,93,299,47,102,12,37,25,26,22
1113,1,10,185,558,86,208,20,91,70,42,34
1114,1,10,155,418,61,148,20,69,46,41,38
1115,1,9,152,344,90,121,16,43,39,17,19
1116,1,8,102,290,41,103,11,37,43,16,25
1117,1,7,115,329,48,87,13,49,38,23,22
1118,1,8,115,350,54,103,14,53,36,32,30
1119,1,9,133,326,81,118,13,47,44,24,20
1120,1,8,124,392,61,151,14,56,52,16,23
1121,1,2,9,27,3,14,0,5,5,1,0
1122,1,10,181,473,99,213,23,72,48,38,37
1123,1,6,82,332,36,102,7,35,42,24,15
1124,1,9,184,409,85,160,19,59,55,27,40
1125,1,8,141,382,62,146,19,45,40,23,32
1126,1,10,124,402,65,149,17,48,46,27,18
1127,1,8,117,294,54,121,14,38,36,27,17
1128,1,8,69,359,33,116,11,50,28,26,14
1129,1,8,137,323,68,136,13,49,41,28,29
1130,1,6,46,231,15,92,8,35,24,12,10
1132,1,8,121,333,62,129,16,53,32,19,23
1133,1,12,201,537,94,201,14,64,48,32,46
1134,1,6,71,210,33,70,9,39,28,23,10
1135,1,11,281,641,154,274,31,91,89,50,52
1136,1,8,109,316,47,139,17,41,40,26,14
1137,1,8,142,371,65,136,14,52,36,29,26
1138,1,8,95,270,46,93,11,36,26,23,19
1139,1,10,228,459,98,185,9,61,49,32,48
1140,1,9,135,339,67,147,15,51,44,30,20
1141,1,6,87,241,30,81,8,25,22,18,17
1142,1,8,128,378,49,157,21,58,47,32,21
1143,1,8,178,387,79,153,21,64,41,41,24
1144,1,11,202,535,81,186,24,66,68,50,36
1145,1,9,129,333,69,128,15,49,33,16,13
1146,1,8,135,392,60,144,15,50,47,32,20
1147,1,9,171,395,89,153,18,56,44,23,21
1148,1,9,153,401,80,149,12,54,49,43,21
1149,1,10,178,401,97,145,19,62,37,33,21
1150,1,8,129,283,70,94,13,41,29,17,18
1151,1,10,161,481,80,164,21,72,66,38,32
1152,1,8,155,383,65,152,15,41,39,21,20
1153,1,9,137,392,68,146,18,59,39,33,31
1154,1,8,75,196,43,65,10,23,21,8,14
1155,1,8,126,331,81,105,13,55,29,29,26
1156,1,10,241,591,126,227,22,83,73,40,41
1157,1,6,94,233,43,85,9,37,19,17,17
