id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4
699,1,12,278,774,158,288,30,108,98
700,1,8,86,275,27,92,11,44,30
701,1,8,130,344,59,134,12,39,44
702,1,6,55,162,32,59,6,21,18
703,1,8,159,385,60,142,11,63,41
704,1,7,70,233,25,81,9,32,18
705,1,8,144,445,79,169,19,59,65
706,1,10,180,423,90,139,21,55,59
707,1,8,107,337,28,122,10,52,34
708,1,9,128,360,58,119,19,43,28
709,1,10,232,539,111,162,20,78,69
710,1,11,135,404,71,145,13,65,39
711,1,10,161,443,65,195,10,68,53
712,1,9,170,388,60,158,18,63,57
713,1,10,126,336,49,135,15,48,39
714,1,9,182,404,76,149,19,70,49
715,1,8,42,161,22,46,6,27,18
716,1,9,111,331,46,131,12,41,43
717,1,8,104,258,49,101,9,31,27
718,1,10,196,471,101,155,13,73,59
719,1,7,103,261,53,85,11,33,33
720,1,10,210,561,112,230,22,71,70
721,1,9,156,389,83,139,17,52,44
722,1,10,241,576,135,243,26,78,64
723,1,10,215,544,106,200,27,92,76
724,1,8,108,240,50,82,12,35,28
725,1,6,77,174,23,55,6,21,15
726,1,10,113,351,55,142,16,40,54
727,1,6,55,155,28,62,5,17,14
728,1,8,120,341,53,133,16,57,44
729,1,7,72,202,39,87,8,29,27
730,1,10,201,536,105,195,24,95,61
731,1,8,158,503,80,188,20,76,57
732,1,9,96,313,46,99,15,41,30
733,1,8,49,119,28,38,4,19,17
734,1,10,185,465,89,172,21,63,53
735,1,9,182,456,94,173,20,53,45
736,1,10,136,400,60,151,17,46,52
737,1,8,143,400,61,145,16,58,44
738,1,6,102,244,46,109,9,36,42
739,1,9,120,335,64,123,18,41,38
740,1,8,177,473,80,178,16,70,69
741,1,8,140,307,78,123,15,56,33
742,1,10,196,566,59,190,23,83,55
743,1,10,166,449,89,174,19,70,54
744,1,9,136,320,62,112,17,44,43
745,1,9,156,463,78,192,13,63,61
746,1,8,118,336,48,125,20,42,45
747,1,8,92,215,41,93,9,35,27
748,1,8,146,412,77,156,16,58,42
749,1,10,157,456,79,185,22,68,50
750,1,8,130,351,48,128,11,61,36
751,1,8,112,343,49,112,15,52,34
752,1,7,70,209,33,79,10,31,23
753,1,8,105,276,54,121,8,40,34
754,1,9,155,366,79,159,17,67,50
755,1,9,205,518,110,185,23,89,54
756,1,8,122,314,49,123,11,41,48
757,1,9,171,383,85,129,17,66,45
758,1,8,135,355,50,113,18,56,52
759,1,10,166,369,102,136,17,51,51
760,1,9,126,362,48,125,18,58,45
761,1,8,119,272,58,84,12,51,21
762,1,10,157,452,99,163,21,69,45
763,1,8,101,224,51,103,9,34,33
764,1,9,201,573,94,177,24,71,73
765,1,7,95,246,31,96,10,34,26
766,1,8,89,251,36,85,8,36,32
767,1,8,115,352,46,92,15,59,45
768,1,8,154,439,68,176,17,77,56
769,1,10,229,536,123,222,25,94,71
770,1,8,107,325,52,119,17,44,43
771,1,9,136,448,67,152,15,80,43
772,1,10,209,503,90,194,24,76,65
773,1,8,159,425,63,165,21,70,33
774,1,8,163,388,85,147,17,62,40
775,1,7,89,216,31,91,5,38,20
776,1,7,80,188,43,84,6,26,23
777,1,10,202,520,110,202,22,77,54
778,1,9,157,430,82,165,14,50,56
779,1,8,130,312,54,125,13,37,43
780,1,9,165,477,80,174,19,60,58
781,1,10,182,513,86,173,22,65,56
782,1,11,192,481,100,187,23,78,61
783,1,7,102,283,43,101,10,40,31
784,1,10,224,552,133,180,26,106,69
785,1,8,199,455,81,171,19,73,53
786,1,8,108,286,67,115,10,38,27
787,1,8,161,360,69,138,21,64,35
788,1,8,117,364,41,125,15,49,49
789,1,7,87,224,31,61,6,25,25
790,1,9,150,417,68,167,18,72,48
791,1,8,115,294,57,102,14,37,21
792,1,8,126,332,58,130,18,60,36
793,1,11,205,498,108,208,27,72,51
794,1,8,118,404,56,126,17,60,41
795,1,8,124,386,59,134,15,66,39
796,1,8,126,309,75,115,11,42,43
797,1,10,154,505,76,206,20,77,52
798,1,9,195,669,85,217,29,99,76
799,1,8,130,284,47,113,12,51,42
800,1,10,145,415,74,172,18,47,53
801,1,9,189,488,60,184,20,70,58
802,1,8,108,325,60,105,15,61,38
803,1,6,99,265,38,94,9,35,32
804,1,8,61,196,34,67,8,18,20
805,1,9,160,419,72,150,22,67,53
806,1,6,84,203,38,74,8,21,18
807,1,11,167,440,64,174,18,52,31
808,1,7,92,208,37,75,11,28,22
809,1,9,151,353,73,119,13,53,43
810,1,8,115,304,65,117,13,31,35
811,1,8,136,330,63,108,13,42,31
812,1,8,104,243,53,91,10,41,25
813,1,8,114,306,40,115,11,38,44
814,1,8,140,373,59,122,17,51,44
815,1,10,152,382,78,137,15,64,27
816,1,9,175,365,90,125,16,62,50
817,1,12,238,620,104,237,29,91,83
818,1,8,99,242,52,98,8,32,29
819,1,8,97,294,39,102,11,48,31
820,1,5,62,173,20,71,7,24,16
821,1,9,134,327,59,137,15,35,44
822,1,8,108,354,47,116,8,64,35
823,1,8,124,331,51,115,19,52,28
824,1,9,146,485,61,159,20,79,39
825,1,6,83,227,14,111,13,24,16
826,1,10,165,332,94,114,17,57,39
827,1,6,48,117,21,40,5,9,14
828,1,9,228,586,122,243,31,69,72
829,1,8,140,366,66,129,16,61,35
830,1,10,161,377,72,159,15,56,35
831,1,8,121,340,46,134,15,42,26
832,1,2,8,20,2,11,1,4,3
833,1,9,189,519,105,186,26,91,74
834,1,10,219,497,93,167,26,78,62
835,1,10,173,538,74,193,23,95,61
836,1,8,106,333,32,113,12,39,34
837,1,8,129,457,39,149,9,82,45
838,1,5,33,98,14,29,4,17,14
839,1,10,199,478,104,186,21,72,54
840,1,8,152,347,74,141,17,49,45
841,1,7,46,180,22,76,10,31,21
842,1,8,161,385,65,128,16,51,39
843,1,8,102,324,43,131,13,34,41
844,1,8,126,297,42,101,10,44,22
845,1,10,164,399,63,134,19,51,43
846,1,8,102,314,39,132,13,40,40
847,1,12,252,623,111,215,23,88,80
848,1,6,87,227,24,55,8,28,24
849,1,7,92,202,44,75,6,28,22
850,1,10,173,408,92,159,16,66,42
851,1,9,186,452,94,173,25,66,55
852,1,10,191,473,102,167,21,67,56
853,1,9,145,464,62,180,23,82,49
854,1,8,136,424,57,141,20,75,60
855,1,8,113,259,65,105,13,35,39
856,1,10,142,419,67,131,17,57,42
857,1,8,61,186,28,72,5,20,26
858,1,9,165,424,84,161,24,65,53
859,1,12,217,526,126,185,22,103,83
860,1,8,133,296,59,138,13,45,28
861,1,8,110,272,68,95,14,39,28
862,1,8,131,398,61,144,15,62,57
863,1,10,255,665,102,247,27,86,85
864,1,10,162,422,75,149,21,51,52
865,1,8,90,332,35,141,14,33,35
866,1,7,87,231,49,81,7,35,30
867,1,8,90,344,45,121,15,55,46
868,1,12,204,481,102,195,19,92,64
869,1,6,42,145,24,41,4,26,22
870,1,9,137,410,76,127,17,46,42
871,1,10,187,478,89,164,23,81,46
872,1,8,118,266,66,115,11,41,33
873,1,9,115,336,54,127,9,47,44
874,1,12,224,525,122,201,26,78,70
875,1,11,263,635,141,231,30,102,84
876,1,8,107,301,50,102,11,50,31
877,1,11,191,490,103,167,22,75,57
878,1,9,159,364,88,134,16,56,48
879,1,8,157,387,85,169,18,58,55
880,1,10,161,398,63,146,18,38,31
881,1,8,142,270,71,101,11,31,34
882,1,9,127,381,52,140,19,64,46
883,1,9,169,424,63,163,20,39,59
884,1,8,98,312,45,126,14,35,42
885,1,7,141,412,61,156,16,35,61
886,1,11,202,474,104,178,22,72,59
887,1,9,145,343,81,123,11,57,44
888,1,10,200,494,93,208,14,59,56
889,1,8,121,311,56,140,13,35,38
890,1,8,129,349,57,136,17,55,36
891,1,9,205,468,111,171,22,65,61
892,1,10,199,463,95,176,23,68,54
893,1,4,44,136,28,46,5,14,16
894,1,10,125,300,56,126,10,40,35
895,1,10,226,525,113,218,24,82,54
896,1,8,98,240,46,104,11,35,35
897,1,9,204,528,98,179,23,88,67
898,1,8,149,358,55,146,12,39,45
899,1,8,128,367,60,136,17,65,41
900,1,10,147,346,83,128,11,40,39
901,1,8,140,337,52,145,7,39,38
902,1,10,149,488,64,198,19,54,61
903,1,8,123,325,47,124,18,31,38
904,1,8,119,349,52,131,13,50,41
905,1,6,78,184,29,68,9,28,27
906,1,11,194,490,95,173,21,72,63
907,1,9,133,353,72,126,14,55,45
908,1,10,231,507,98,174,25,65,63
909,1,10,189,453,83,160,18,72,47
910,1,8,148,416,77,144,19,61,56
911,1,8,74,216,28,90,10,29,25
912,1,10,232,542,112,208,27,73,55
913,1,10,261,581,125,213,26,98,65
914,1,9,151,379,63,153,19,51,50
915,1,10,205,503,95,186,23,58,55
916,1,11,236,529,127,187,26,76,64
917,1,6,102,191,51,74,8,18,29
918,1,10,244,669,111,251,30,83,69
919,1,11,133,392,66,154,15,66,51
920,1,8,175,422,76,150,21,61,39
921,1,8,95,254,50,116,16,35,27
922,1,8,133,336,74,136,16,45,40
923,1,6,80,201,47,94,10,22,25
924,1,8,152,434,69,149,16,56,50
925,1,7,79,231,42,87,8,45,20
926,1,7,89,215,33,96,9,34,29
927,1,7,96,257,46,101,11,32,27
928,1,10,157,352,84,138,13,42,40
929,1,10,143,419,74,152,17,56,48
930,1,8,93,267,45,104,16,30,35
931,1,8,111,285,53,109,11,36,35
932,1,12,211,609,108,189,13,88,67
933,1,8,94,234,51,88,10,30,32
934,1,8,138,350,73,131,18,48,30
935,1,9,174,475,86,189,21,61,56
936,1,7,74,222,30,88,8,29,29
937,1,11,201,486,99,179,20,89,68
938,1,11,201,472,105,174,17,66,51
939,1,6,53,185,27,73,8,26,23
940,1,8,122,384,65,118,13,54,37
941,1,12,216,421,135,141,21,71,31
942,1,9,187,448,104,166,21,67,52
943,1,9,127,365,60,135,12,69,37
944,1,8,80,261,25,92,9,43,30
945,1,8,92,270,43,110,12,28,21
946,1,8,187,420,53,144,20,63,43
947,1,10,160,435,92,174,19,78,52
948,1,9,172,441,96,160,23,71,41
949,1,8,114,352,60,122,15,40,39
950,1,10,184,448,86,166,22,62,45
951,1,7,142,457,57,182,23,76,63
952,1,8,174,411,73,165,19,48,38
953,1,12,190,417,110,167,19,63,39
954,1,10,210,497,109,203,16,76,57
955,1,8,127,336,52,108,11,56,26
956,1,9,158,369,70,132,16,45,38
957,1,9,135,401,62,132,16,56,43
958,1,8,82,269,56,94,12,46,37
959,1,9,166,391,92,134,17,56,41
960,1,7,72,224,31,63,10,43,23
961,1,8,121,367,62,144,16,51,41
962,1,9,143,420,57,154,21,67,52
963,1,8,98,277,42,103,9,37,35
964,1,11,202,518,90,198,23,77,66
965,1,7,108,341,41,114,9,60,42
966,1,7,88,228,45,84,10,32,31
967,1,11,204,427,111,183,17,57,30
968,1,9,129,339,70,144,17,55,52
969,1,8,113,267,57,103,10,30,35
970,1,11,247,632,127,258,29,106,74
971,1,9,137,335,70,120,17,44,45
972,1,8,154,489,66,199,20,65,74
973,1,6,77,230,28,83,11,22,21
974,1,2,12,53,7,15,3,8,7
975,1,8,96,260,49,102,9,42,29
976,1,8,117,336,44,142,13,46,48
977,1,7,88,252,31,87,8,42,26
978,1,8,111,247,41,94,9,20,34
979,1,10,192,483,94,159,21,75,47
980,1,10,169,491,81,166,22,76,54
981,1,8,119,303,60,116,11,38,45
982,1,8,114,300,56,98,8,33,41
983,1,8,214,599,74,236,27,84,51
984,1,8,110,311,52,118,14,43,41
985,1,9,140,401,85,138,16,49,51
986,1,11,222,587,101,215,29,56,73
987,1,8,130,331,62,121,19,50,46
988,1,8,122,301,59,137,12,46,34
989,1,9,156,379,95,123,19,53,46
990,1,8,111,322,48,126,9,36,35
991,1,6,72,160,31,63,8,19,26
992,1,5,26,104,17,21,3,12,12
993,1,9,117,296,51,108,13,40,44
994,1,9,141,395,75,167,16,66,51
995,1,4,45,126,11,53,5,15,10
996,1,7,122,341,66,123,13,55,40
997,1,10,188,454,76,152,22,55,57
998,1,9,205,478,120,175,24,65,61
999,1,12,243,586,135,247,25,92,74
1000,1,12,324,728,191,256,34,98,79
1001,1,8,103,333,50,124,18,44,38
1002,1,8,106,341,52,106,15,30,36
1003,1,9,158,368,71,155,18,42,51
1004,1,6,63,168,34,71,6,25,23
1005,1,9,118,248,45,98,9,27,23
1006,1,8,178,435,102,153,22,55,63
1007,1,10,137,368,87,148,17,59,30
1008,1,10,171,503,67,158,14,70,48
1009,1,8,147,428,62,185,13,52,38
1010,1,8,109,265,36,107,6,49,26
1011,1,8,167,409,82,165,22,56,47
1012,1,9,147,356,79,119,14,60,31
1013,1,7,98,338,33,125,15,62,40
1014,1,8,135,341,62,166,16,39,46
1015,1,10,156,504,46,204,20,64,55
1016,1,8,94,273,40,92,14,38,27
1017,1,8,121,357,54,144,19,55,38
1018,1,10,234,498,132,190,20,73,64
1019,1,10,142,375,64,130,15,50,41
1020,1,8,98,262,26,120,11,42,32
1021,1,9,165,439,76,152,15,65,58
1022,1,11,277,612,129,262,27,102,62
1023,1,8,66,276,24,99,12,38,28
1024,1,9,148,422,63,144,15,46,38
1025,1,8,136,332,66,136,13,45,34
1026,1,10,148,416,65,156,19,61,47
1027,1,8,122,350,43,125,15,47,24
1028,1,10,243,559,115,231,25,76,63
1029,1,10,177,455,96,166,16,73,51
1030,1,8,69,197,41,73,8,29,25
1031,1,9,168,459,61,198,23,44,58
1032,1,8,169,436,91,171,18,64,53
1033,1,10,199,455,108,140,24,91,62
1034,1,8,151,448,63,158,12,44,65
1035,1,8,97,215,54,92,13,35,31
1036,1,9,152,357,68,130,17,47,32
1037,1,8,97,241,24,77,7,27,14
1038,1,11,231,558,98,228,26,94,76
1039,1,8,127,377,51,140,20,46,45
1040,1,6,45,140,24,65,7,15,20
1041,1,6,94,324,29,108,4,37,56
1042,1,8,142,339,72,120,16,55,46
1043,1,9,205,569,99,218,20,84,72
1044,1,7,92,259,38,94,8,32,21
1045,1,9,121,349,59,130,17,55,45
1046,1,9,117,332,62,121,12,52,36
1047,1,11,215,456,114,177,24,65,57
1048,1,10,180,508,86,207,22,72,51
1049,1,10,212,567,90,217,21,71,64
1050,1,11,223,538,127,208,23,92,48
1051,1,7,107,298,42,112,11,34,41
1052,1,9,146,393,84,150,17,59,57
1053,1,9,134,395,63,169,18,63,48
1054,1,8,96,257,47,99,12,40,23
1055,1,8,103,368,37,137,13,58,40
1056,1,6,78,201,36,90,11,27,27
1057,1,10,204,504,73,160,21,44,42
1058,1,8,126,360,68,138,16,37,42
1059,1,8,92,245,35,101,7,32,17
1060,1,8,97,269,51,108,11,44,30
1061,1,8,143,393,28,130,13,50,52
1062,1,10,110,348,57,114,17,45,47
1063,1,10,160,459,72,186,21,94,40
1064,1,9,203,451,109,163,16,68,66
1065,1,7,88,204,32,82,9,37,21
1066,1,9,176,464,77,188,23,68,55
1067,1,9,132,344,61,115,16,54,34
1068,1,9,155,525,56,175,20,71,59
1069,1,10,200,408,111,147,17,58,54
1070,1,7,78,259,28,94,8,35,26
1071,1,8,103,251,43,104,12,35,21
1072,1,8,119,322,40,141,15,58,32
1073,1,8,127,354,69,127,14,51,43
1074,1,8,127,388,56,132,16,53,53
1075,1,8,120,326,55,124,16,43,35
1076,1,10,215,510,113,223,23,66,71
1077,1,8,128,393,53,158,9,49,43
1078,1,12,297,677,150,260,31,110,89
1079,1,8,89,295,30,119,9,34,35
1080,1,8,160,342,57,160,16,56,37
1081,1,7,90,195,42,65,8,25,18
1082,1,9,113,327,49,111,11,39,37
1083,1,7,74,266,27,106,15,42,27
1084,1,9,134,336,74,118,10,47,34
1085,1,10,132,341,52,142,12,42,50
1086,1,8,128,411,59,146,18,44,33
1087,1,11,222,513,108,196,12,96,52
1088,1,8,136,404,50,169,18,56,47
1089,1,8,118,356,54,126,14,51,39
1090,1,6,70,235,35,78,10,29,25
1091,1,10,178,544,102,186,26,80,51
1092,1,10,155,434,68,168,16,74,38
1093,1,8,99,240,55,92,10,37,26
1094,1,8,135,270,76,124,12,26,34
1095,1,8,112,271,47,100,8,37,30
1096,1,4,28,120,10,31,2,11,13
1097,1,10,132,401,51,163,18,48,38
1098,1,9,149,368,53,131,17,70,49
1099,1,8,98,331,38,114,12,48,32
1100,1,9,104,280,55,116,11,34,30
1101,1,8,72,196,41,49,8,29,22
1102,1,8,108,302,43,105,13,45,33
1103,1,6,67,175,30,58,4,33,16
1104,1,10,287,699,140,254,34,102,96
1105,1,9,147,369,79,138,20,53,42
1106,1,9,180,476,102,160,20,70,59
1107,1,4,29,75,19,22,3,6,11
1108,1,9,148,442,66,172,19,69,54
1109,1,8,111,272,56,117,12,48,30
1110,1,8,87,269,40,94,15,36,32
1111,1,11,202,551,94,201,22,72,66
1112,1,8,93,299,47,102,12,37,25
1113,1,10,185,558,86,208,20,91,70
1114,1,10,155,418,61,148,20,69,46
1115,1,9,152,344,90,121,16,43,39
1116,1,8,102,290,41,103,11,37,43
1117,1,7,115,329,48,87,13,49,38
1118,1,8,115,350,54,103,14,53,36
1119,1,9,133,326,81,118,13,47,44
1120,1,8,124,392,61,151,14,56,52
1121,1,2,9,27,3,14,0,5,5
1122,1,10,181,473,99,213,23,72,48
1123,1,6,82,332,36,102,7,35,42
1124,1,9,184,409,85,160,19,59,55
1125,1,8,141,382,62,146,19,45,40
1126,1,10,124,402,65,149,17,48,46
1127,1,8,117,294,54,121,14,38,36
1128,1,8,69,359,33,116,11,50,28
1129,1,8,137,323,68,136,13,49,41
1130,1,6,46,231,15,92,8,35,24
1132,1,8,121,333,62,129,16,53,32
1133,1,12,201,537,94,201,14,64,48
1134,1,6,71,210,33,70,9,39,28
1135,1,11,281,641,154,274,31,91,89
1136,1,8,109,316,47,139,17,41,40
1137,1,8,142,371,65,136,14,52,36
1138,1,8,95,270,46,93,11,36,26
1139,1,10,228,459,98,185,9,61,49
1140,1,9,135,339,67,147,15,51,44
1141,1,6,87,241,30,81,8,25,22
1142,1,8,128,378,49,157,21,58,47
1143,1,8,178,387,79,153,21,64,41
1144,1,11,202,535,81,186,24,66,68
1145,1,9,129,333,69,128,15,49,33
1146,1,8,135,392,60,144,15,50,47
1147,1,9,171,395,89,153,18,56,44
1148,1,9,153,401,80,149,12,54,49
1149,1,10,178,401,97,145,19,62,37
1150,1,8,129,283,70,94,13,41,29
1151,1,10,161,481,80,164,21,72,66
1152,1,8,155,383,65,152,15,41,39
1153,1,9,137,392,68,146,18,59,39
1154,1,8,75,196,43,65,10,23,21
1155,1,8,126,331,81,105,13,55,29
1156,1,10,241,591,126,227,22,83,73
1157,1,6,94,233,43,85,9,37,19
1158,1,9,216,573,105,246,29,71,76
1159,1,12,181,412,96,139,14,64,56
1160,1,8,143,435,62,172,22,53,52
1161,1,8,114,329,44,127,15,38,34
1162,1,8,117,329,58,107,12,39,40
1163,1,10,250,526,115,200,26,82,46
1164,1,9,178,371,99,138,14,52,30
1165,1,8,104,324,48,133,11,47,31
1166,1,9,148,396,68,154,19,64,65
1167,1,10,165,441,65,180,19,60,44
1168,1,8,162,383,46,174,11,63,40
1169,1,10,187,417,107,150,11,72,42
1170,1,12,310,640,164,214,23,98,74
1171,1,12,293,781,134,302,26,98,78
1172,1,7,84,251,43,102,13,29,30
1173,1,8,129,336,70,117,13,51,30
1174,1,10,134,318,64,132,11,59,36
1175,1,9,223,521,102,175,29,74,66
1176,1,8,189,433,75,142,19,61,39
1177,1,6,68,197,28,71,9,28,20
1178,1,9,162,425,70,170,13,51,45
1179,1,8,112,365,53,140,13,57,44
1180,1,8,146,403,62,141,17,84,47
1181,1,10,131,340,66,134,16,60,35
1182,1,7,107,259,58,97,9,52,30
1183,1,8,79,270,24,83,10,30,34
1184,1,10,139,347,81,116,18,69,45
1185,1,8,127,304,59,110,12,48,35
1186,1,9,150,432,75,165,11,42,46
1187,1,10,151,354,84,138,15,50,47
1188,1,8,159,413,70,163,17,57,44
1189,1,9,114,296,58,114,14,44,30
1190,1,9,152,476,65,174,23,64,46
1191,1,8,168,436,62,174,19,68,51
1192,1,8,113,350,44,147,14,54,40
1193,1,10,196,503,110,181,27,70,55
1194,1,10,187,422,82,157,19,56,47
1195,1,11,172,396,94,143,16,60,40
1196,1,8,101,298,37,123,13,37,26
1197,1,8,154,511,71,180,19,65,67
1198,1,7,76,210,35,89,7,27,19
1199,1,8,116,292,55,117,9,46,30
1200,1,9,195,510,80,199,16,80,67
1201,1,12,223,460,124,163,21,77,66
1202,1,8,110,397,49,145,22,53,50
1203,1,8,134,397,59,140,21,62,46
1204,1,9,180,470,87,195,14,73,76
1205,1,8,133,325,59,120,14,38,29
1206,1,11,211,445,118,173,25,92,35
1207,1,8,189,449,98,158,18,60,52
1208,1,7,50,241,26,63,8,32,24
1209,1,8,126,310,56,127,16,49,35
1210,1,8,149,417,61,165,14,61,46
1211,1,9,161,408,87,145,18,63,42
1212,1,9,180,426,72,188,21,69,35
1213,1,8,153,363,97,156,16,53,40
1214,1,10,189,481,108,181,20,60,50
1215,1,8,152,471,47,145,13,65,44
1216,1,9,133,351,66,145,17,41,42
1217,1,4,24,100,12,37,5,6,10
1218,1,9,181,469,84,191,17,69,45
1219,1,8,109,327,48,120,15,44,33
1220,1,10,175,436,100,173,20,64,40
1221,1,10,194,507,99,202,24,85,71
1222,1,6,68,170,27,66,10,28,16
1223,1,9,175,434,84,156,14,56,47
1224,1,9,163,463,69,184,18,61,54
1225,1,8,114,376,55,133,20,52,47
1226,1,8,170,442,84,159,25,56,43
1227,1,8,69,176,35,62,7,35,16
1228,1,8,85,254,41,89,8,39,35
1229,1,8,149,435,66,160,18,38,44
1230,1,10,156,478,74,192,22,65,60
1231,1,6,62,174,24,77,8,16,22
1232,1,10,162,359,71,142,14,46,43
1233,1,9,205,462,102,191,19,48,57
1234,1,8,145,418,69,165,21,56,46
1236,1,10,133,331,70,125,16,64,37
1237,1,11,222,509,98,197,23,76,60
1238,1,10,133,317,69,111,15,45,42
1239,1,11,174,521,79,180,20,66,65
1240,1,10,161,437,76,150,21,52,39
1241,1,9,109,346,45,124,17,51,34
1242,1,8,81,260,42,105,12,29,23
1243,1,9,107,311,39,100,12,47,32
1244,1,8,186,531,62,189,20,72,69
1245,1,10,147,375,70,121,16,47,40
1246,1,7,120,293,52,101,12,50,36
1247,1,8,86,234,37,90,11,35,23
1248,1,8,164,396,56,167,20,51,59
1249,1,10,223,641,92,234,27,90,62
1250,1,12,315,766,163,270,32,136,104
1251,1,8,141,446,62,144,21,66,44
1252,1,11,141,395,76,142,14,57,36
1253,1,4,34,94,20,14,1,13,12
1254,1,8,141,384,60,139,18,58,36
1255,1,11,217,592,107,204,25,98,64
1256,1,8,140,417,63,162,17,56,41
1257,1,9,159,470,75,178,24,52,55
1258,1,12,184,500,98,196,21,82,57
1259,1,10,139,385,66,176,14,43,49
1260,1,8,125,303,49,110,16,66,46
1261,1,9,159,385,42,147,17,54,27
1262,1,8,138,395,43,156,18,57,42
1263,1,9,125,355,45,155,18,44,41
1264,1,9,159,357,68,144,17,45,36
1265,1,10,144,378,66,144,14,63,43
1266,1,8,102,302,40,106,14,39,42
1267,1,8,124,332,66,133,15,38,40
1268,1,8,115,310,52,116,12,32,30
1269,1,11,183,408,106,159,16,47,50
1270,1,10,106,273,50,93,11,37,40
1271,1,8,134,313,61,117,15,51,29
1272,1,9,130,403,62,141,20,64,55
1273,1,10,155,451,74,171,17,74,52
1274,1,6,46,139,20,49,7,20,22
1275,1,7,121,367,56,153,16,54,39
1276,1,8,98,320,46,121,14,44,51
1277,1,7,113,255,55,104,10,40,21
1278,1,8,81,259,39,92,9,25,28
1279,1,9,136,347,72,110,16,72,46
1280,1,6,74,237,43,83,11,37,34
1281,1,8,103,256,48,95,11,37,21
1282,1,10,194,483,96,189,22,70,55
1283,1,10,143,350,66,138,15,62,46
1284,1,8,143,384,71,142,16,62,44
1285,1,8,103,291,44,115,8,46,39
1286,1,8,78,203,45,71,11,41,21
1287,1,10,144,367,69,149,15,60,40
1288,1,10,193,523,104,175,22,78,61
1289,1,7,95,279,42,102,13,49,38
1290,1,8,153,350,62,142,17,44,46
1291,1,8,104,311,43,113,13,48,33
1292,1,8,105,319,48,124,16,45,32
1293,1,7,91,258,37,107,7,43,27
1294,1,9,185,547,76,192,24,78,62
1295,1,4,29,76,15,33,2,10,11
1296,1,9,169,461,78,183,12,80,58
1297,1,8,118,269,58,98,15,40,26
1298,1,7,91,248,35,90,13,36,34
1299,1,11,205,493,93,202,20,77,62
1300,1,7,112,338,59,121,13,37,26
1301,1,8,125,281,61,112,12,41,39
1302,1,10,138,372,69,128,18,37,43
1303,1,7,102,321,64,96,14,39,28
1304,1,11,240,487,133,204,23,61,48
1305,1,11,171,442,76,171,19,79,49
1306,1,8,147,373,77,133,18,62,55
1307,1,9,132,368,75,120,16,56,38
1308,1,9,139,389,50,170,19,48,48
1309,1,8,141,495,60,169,16,76,77
1310,1,7,103,292,46,99,9,43,24
1311,1,10,173,397,82,162,18,57,50
1312,1,9,143,397,69,152,22,68,43
1313,1,8,104,291,47,123,11,53,28
1314,1,10,238,574,126,218,23,82,63
1315,1,9,236,575,117,212,23,91,64
1316,1,9,122,314,69,128,14,35,29
1317,1,8,133,382,61,138,11,49,47
1318,1,8,114,385,48,157,19,56,46
1319,1,9,143,428,62,145,20,56,55
1320,1,11,235,605,114,236,29,87,70
1321,1,9,241,583,117,230,19,53,37
1322,1,9,121,348,60,133,13,55,44
1323,1,8,101,279,48,125,10,57,36
1324,1,8,140,381,62,167,17,51,41
1325,1,10,209,523,103,207,20,68,71
1326,1,8,128,409,54,115,20,41,40
1327,1,11,192,523,103,203,22,75,55
1328,1,8,149,449,68,159,20,52,41
1329,1,7,129,269,55,106,15,44,24
1330,1,8,152,436,67,170,11,64,50
1331,1,9,227,578,117,212,30,90,60
1332,1,9,135,376,78,129,16,61,51
1333,1,8,135,349,45,110,15,41,24
1334,1,8,76,230,33,72,11,25,25
1335,1,7,76,196,40,71,7,27,31
1336,1,10,211,602,104,217,27,89,65
1337,1,8,54,172,23,59,6,28,19
1338,1,9,231,541,102,212,24,69,72
1339,1,8,129,339,55,111,8,36,38
1340,1,8,133,330,66,131,15,38,40
1341,1,10,215,531,121,189,22,73,60
1342,1,8,122,316,49,112,10,45,35
1343,1,8,143,320,74,136,17,36,34
1344,1,8,140,357,58,139,15,52,32
1345,1,8,170,395,92,139,19,65,47
1346,1,8,101,281,43,115,9,34,36
1347,1,8,85,222,44,77,10,34,21
1348,1,7,64,195,29,65,8,29,24
1349,1,11,183,471,97,170,19,76,56
1350,1,10,192,496,92,200,22,65,59
1351,1,9,135,363,57,139,15,54,42
1352,1,8,156,331,82,142,15,39,43
1353,1,10,159,406,75,145,13,78,38
1354,1,8,110,260,64,90,11,45,36
1355,1,8,129,381,65,138,16,50,45
1356,1,8,107,275,43,103,12,50,30
1357,1,8,153,390,67,149,18,51,47
1358,1,11,194,473,94,192,12,74,44
1359,1,11,208,449,82,181,22,69,51
1360,1,8,172,365,89,145,13,66,42
1361,1,10,197,452,104,183,22,65,58
1362,1,9,183,412,100,171,21,66,52
1363,1,8,148,388,74,150,14,48,33
1364,1,9,182,440,83,185,16,51,52
1365,1,8,90,293,41,124,13,30,36
1366,1,8,123,359,57,137,14,50,35
1367,1,6,42,99,13,31,5,17,12
1368,1,7,110,272,53,103,8,42,46
1369,1,9,147,418,66,144,20,65,53
1370,1,9,166,378,90,111,16,58,46
1371,1,12,217,526,109,178,25,71,62
1372,1,8,129,338,56,132,16,39,49
1373,1,8,127,318,69,111,15,35,37
1374,1,10,144,373,70,140,20,63,51
1375,1,10,166,448,67,179,19,60,55
1376,1,8,85,250,48,95,10,36,29
1377,1,8,74,242,40,91,10,40,21
1378,1,9,162,553,69,196,26,59,57
1379,1,10,167,385,96,158,14,56,48
