id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1
3351,2,4,143,375,73,154,18,41,45,25,27,18,18,10,34,18,16
3352,2,2,60,139,32,67,5,13,21,10,9,8,6,3,8,18,6
3353,2,2,129,376,52,160,16,35,49,24,24,22,17,11,24,44,22
3354,2,3,57,196,23,74,11,22,30,16,12,4,11,4,7,15,7
3355,2,3,129,348,53,133,19,41,38,43,26,27,22,6,23,32,15
3356,2,3,128,363,49,150,15,41,39,42,22,23,20,8,11,32,17
3357,2,3,151,430,61,169,17,62,43,40,27,23,19,12,34,16,22
3358,2,3,147,391,50,152,13,50,42,37,32,27,14,12,29,27,17
3359,2,2,52,201,17,70,7,25,30,19,18,8,8,5,13,8,9
3360,2,4,103,267,35,115,11,37,21,28,6,15,13,6,11,35,16
3361,2,4,199,437,108,153,19,53,61,30,34,40,25,11,30,22,4
3362,2,4,132,320,71,121,16,31,32,34,27,35,18,7,11,34,8
3363,2,2,94,279,36,111,10,36,33,41,19,4,16,7,10,39,15
3364,2,4,143,347,73,137,15,26,37,37,21,33,16,10,22,54,20
3365,2,3,118,343,56,133,13,45,41,32,18,18,14,9,29,25,13
3366,2,4,146,414,72,146,15,44,40,36,28,25,16,10,37,31,15
3367,2,4,256,616,141,242,21,75,88,58,51,62,21,15,55,46,29
3368,2,4,147,374,70,164,20,64,47,38,22,21,25,5,24,28,12
3369,2,3,115,275,37,112,6,35,22,22,24,16,6,5,15,31,11
3370,2,4,180,499,82,184,24,67,50,56,40,29,32,10,35,21,20
3371,2,3,97,271,40,90,11,44,29,35,19,17,11,8,17,16,13
3372,2,3,130,301,51,149,11,28,26,15,15,16,27,2,18,45,15
3373,2,3,105,255,45,109,11,30,38,21,16,16,17,5,16,19,10
3374,2,4,142,324,75,133,14,40,38,26,27,23,18,8,17,42,7
3375,2,3,125,290,47,118,11,23,39,19,20,16,13,6,15,20,15
3376,2,4,191,453,83,162,16,52,42,38,20,28,19,11,41,36,21
3377,2,2,97,301,39,116,13,35,43,28,19,14,17,6,9,32,21
3378,2,3,80,244,34,101,10,25,33,16,14,8,12,6,13,18,14
3379,2,1,158,401,59,177,22,57,38,26,31,20,25,9,22,42,19
3380,2,3,144,377,68,147,16,46,37,30,20,26,19,12,26,21,27
3381,2,3,112,308,51,118,14,37,33,33,18,12,15,11,20,24,8
3382,2,4,79,195,28,72,12,24,25,18,8,11,15,3,24,12,5
3383,2,5,192,455,102,165,19,66,60,53,40,40,23,11,21,39,14
3384,2,4,190,518,89,212,25,58,63,49,29,24,27,15,34,42,23
3385,2,4,223,548,93,244,25,71,78,42,44,42,26,12,32,47,14
3386,2,4,202,497,96,194,18,47,61,50,31,38,26,11,35,41,21
3387,2,3,134,396,44,172,19,59,38,39,12,16,27,6,20,31,17
3388,2,3,81,195,26,79,8,25,21,15,10,10,10,7,4,15,13
3389,2,3,113,368,28,142,20,37,48,52,17,4,23,8,20,27,10
3390,2,3,130,412,46,163,10,48,54,45,15,16,11,10,25,33,19
3391,2,4,213,539,104,223,24,72,75,59,37,41,34,11,27,53,21
3392,2,3,87,220,35,78,11,24,22,20,15,20,15,3,12,29,18
3393,2,3,69,164,36,68,9,15,19,10,9,11,9,3,21,9,3
3394,2,3,201,448,107,192,23,66,56,54,50,50,29,10,17,45,19
3395,2,3,74,209,36,91,10,29,18,23,11,10,17,1,8,9,4
3396,2,3,163,409,43,181,12,56,61,43,29,13,14,10,24,21,16
3397,2,4,242,514,132,207,24,89,70,66,44,53,28,15,35,41,11
3398,2,4,202,586,106,227,25,95,77,62,34,32,25,17,42,41,14
3399,2,4,176,539,78,230,22,55,62,39,27,22,29,11,50,33,26
3400,2,3,192,549,87,189,25,67,68,54,36,35,27,13,46,34,20
3401,2,3,94,271,37,93,13,28,26,23,19,22,22,5,18,25,15
3402,2,4,153,401,74,158,18,71,42,37,23,23,21,12,19,39,18
3403,2,3,153,374,78,176,15,52,45,44,25,25,16,11,11,33,24
3404,2,4,117,343,55,123,18,34,40,39,18,25,21,7,22,42,18
3405,2,3,196,537,91,205,23,51,77,53,25,40,29,13,33,69,21
3406,2,4,173,454,85,202,24,60,39,32,38,35,32,9,27,32,16
3407,2,4,172,451,90,172,21,52,53,47,41,30,25,11,32,37,9
3408,2,3,157,415,52,203,13,46,48,32,14,9,16,10,32,44,19
3409,2,3,235,656,100,270,21,85,74,66,26,31,22,18,44,45,25
3410,2,3,94,224,45,83,10,25,30,16,9,17,12,6,11,19,6
3411,2,4,119,280,55,133,14,23,29,18,24,25,19,4,24,32,13
3412,2,4,179,483,73,211,25,66,56,34,29,21,27,12,16,32,21
3413,2,3,86,263,42,107,13,25,38,29,16,14,16,8,16,20,2
3414,2,4,161,429,72,155,19,46,47,36,23,32,21,11,30,33,13
3415,2,3,94,308,45,120,9,45,47,41,12,10,11,7,11,21,12
3416,2,3,95,268,31,122,8,34,28,22,21,17,10,7,27,34,11
3417,2,3,140,425,68,142,15,66,44,54,15,11,15,12,26,26,11
3418,2,5,331,757,116,328,31,101,85,64,62,40,40,16,53,43,30
3419,2,2,185,424,57,167,11,45,41,30,33,22,13,11,23,32,12
3420,2,4,202,532,90,202,23,62,78,48,44,50,28,15,17,65,17
3421,2,4,190,425,96,168,17,81,57,54,33,38,20,10,23,26,15
3422,2,2,62,225,19,83,13,30,25,20,15,9,14,4,13,15,11
3423,2,2,42,109,21,50,5,17,13,10,9,5,7,3,5,13,2
3424,2,4,224,534,97,198,19,62,62,49,21,30,22,15,33,45,32
3425,2,4,124,330,69,134,13,45,38,31,21,21,29,3,22,21,5
3426,2,1,24,67,7,29,4,9,8,8,6,3,7,0,1,5,2
3427,2,4,82,266,44,101,12,28,32,14,15,12,20,4,25,16,8
3428,2,6,206,508,104,221,21,81,61,60,31,60,37,8,30,31,9
3429,2,2,88,359,30,128,17,56,56,41,10,13,28,6,18,20,7
3430,2,3,102,289,47,113,11,42,26,31,18,10,13,7,25,20,19
3431,2,3,122,312,59,119,18,65,45,45,21,21,20,7,14,12,12
3432,2,4,124,403,23,162,16,58,36,30,27,6,32,8,32,22,17
3433,2,3,107,349,44,124,10,32,43,36,21,21,14,5,29,32,18
3434,2,2,54,156,27,54,5,26,13,27,13,9,7,4,12,10,5
3435,2,2,92,271,22,108,16,33,22,20,16,6,20,4,16,24,14
3436,2,4,122,314,48,143,15,32,42,17,23,24,19,9,16,39,13
3437,2,3,62,148,34,58,7,19,18,9,11,11,12,3,15,10,9
3438,2,3,116,330,35,143,7,16,37,25,20,16,7,7,34,28,26
3439,2,3,87,240,34,105,11,28,26,17,20,12,15,6,15,27,9
3440,2,4,225,534,96,196,27,64,73,54,27,46,27,12,42,56,23
3441,2,2,120,314,56,107,12,50,33,35,21,25,16,5,26,17,18
3442,2,4,121,337,38,153,17,1,6,8,0,9,23,5,5,0,2
3443,2,4,225,542,93,208,29,54,47,38,52,31,36,11,32,49,24
3444,2,4,142,359,53,153,13,58,44,27,21,13,16,11,20,27,13
3445,2,4,152,372,73,154,14,59,46,20,16,25,17,10,34,15,15
3446,2,4,163,437,86,166,16,63,55,38,39,29,18,11,29,21,25
3447,2,4,228,555,91,186,26,63,67,39,49,21,44,7,36,34,24
3448,2,3,169,382,90,167,17,43,50,31,24,31,22,10,23,39,15
3449,2,4,195,488,78,199,24,53,49,52,34,24,27,10,31,40,22
3450,2,3,116,302,44,110,12,33,30,37,26,9,13,9,13,30,11
3451,2,4,126,314,66,109,14,64,39,40,20,18,21,7,21,11,6
3452,2,3,151,427,45,202,17,63,44,37,31,19,21,11,20,28,22
3453,2,4,149,378,61,184,14,28,48,26,23,21,15,10,28,42,15
3454,2,2,57,127,25,56,7,12,15,10,10,7,9,4,5,17,5
3455,2,3,156,353,79,110,17,44,35,36,26,30,22,6,26,22,8
3456,2,3,110,298,60,117,16,37,34,28,23,19,17,8,25,21,14
3457,2,3,126,266,60,119,11,42,25,15,17,22,13,6,25,15,19
3458,2,4,152,488,45,189,16,37,65,24,15,14,19,13,38,29,25
3459,2,3,116,373,47,141,18,39,46,40,13,21,22,9,30,27,6
3460,2,4,215,495,101,187,25,91,66,65,30,37,27,12,23,34,28
3461,2,3,75,190,29,70,9,35,21,16,18,14,16,2,17,14,3
3462,2,3,109,344,43,152,15,33,34,25,12,7,15,9,25,32,28
3463,2,3,83,177,44,74,10,28,20,17,14,18,14,1,6,19,4
3464,2,4,215,545,85,231,24,79,60,52,36,35,34,8,22,46,12
3465,2,3,80,189,31,69,10,25,26,18,9,15,11,4,9,20,7
3466,2,3,97,246,47,90,10,36,26,23,19,29,14,8,13,14,11
3467,2,4,204,510,105,212,21,59,65,39,37,37,30,9,39,40,16
3468,2,4,160,369,83,130,15,45,39,40,42,36,19,12,18,42,15
3469,2,4,198,486,81,209,20,70,67,49,33,21,21,14,20,51,20
3470,2,4,207,563,77,243,26,80,65,56,36,23,34,13,35,47,22
3471,2,3,123,354,44,149,11,27,54,38,32,19,14,5,21,39,6
3472,2,3,85,216,35,87,10,29,27,26,16,10,10,5,13,16,5
3473,2,2,22,37,9,16,3,3,3,5,2,3,4,0,3,9,0
3474,2,4,215,484,85,208,21,58,42,40,39,37,35,7,23,60,17
3475,2,2,75,186,35,76,8,27,24,22,13,8,12,4,12,19,4
3476,2,3,185,436,105,173,18,54,64,31,31,58,20,13,30,53,13
3477,2,3,150,409,54,165,10,38,54,29,36,26,11,9,15,57,24
3478,2,2,142,401,55,155,20,45,41,32,24,20,24,7,31,46,13
3479,2,3,73,176,41,57,10,24,16,16,10,14,12,3,9,15,5
3480,2,3,112,292,49,105,12,25,31,22,25,24,14,8,14,38,17
3481,2,4,103,266,41,125,11,29,28,30,16,13,12,7,22,27,9
3482,2,3,121,271,50,138,11,42,38,39,23,25,12,8,10,28,11
3483,2,4,173,466,84,202,22,40,54,46,29,38,27,8,32,58,22
3484,2,3,91,237,35,111,9,22,38,14,14,14,11,8,16,26,9
3485,2,4,211,499,110,192,22,52,57,38,36,40,27,12,33,52,20
3486,2,1,35,108,22,36,4,12,15,10,10,7,5,3,8,6,4
3487,2,4,198,493,94,201,17,71,47,53,39,43,45,7,28,32,15
3488,2,3,147,356,57,161,15,38,52,46,18,23,18,12,26,34,9
3489,2,3,88,196,54,68,6,27,24,20,17,16,8,4,5,19,11
3490,2,4,129,324,62,132,12,37,45,41,14,7,13,9,34,30,6
3491,2,2,40,109,15,45,5,14,12,6,10,7,7,3,11,5,4
3492,2,4,210,694,82,299,23,96,90,87,34,27,27,16,34,41,19
3493,2,2,33,86,8,44,4,12,6,4,5,4,7,2,5,6,5
3494,2,2,108,287,31,104,12,23,33,22,13,12,20,5,19,24,12
3495,2,4,125,309,46,129,14,31,35,25,15,16,20,7,22,34,16
3496,2,4,128,370,67,147,14,40,43,41,32,28,16,10,18,18,6
3497,2,3,139,372,40,141,19,48,43,40,16,10,24,8,18,29,10
3498,2,4,129,361,45,155,13,54,34,58,9,16,13,11,19,34,8
3499,2,2,180,440,90,144,8,40,40,50,21,43,8,8,7,89,58
3500,2,2,54,179,21,81,9,19,24,10,12,4,10,5,8,8,10
3501,2,4,161,417,75,147,19,58,51,45,14,39,21,11,17,31,18
3502,2,3,121,342,50,119,15,51,30,29,17,20,19,9,37,11,16
3503,2,3,78,188,52,68,8,30,23,15,16,23,13,4,13,6,3
3504,2,4,99,355,28,130,14,33,31,26,15,7,22,8,34,9,10
3505,2,3,65,196,26,72,9,18,22,17,18,7,10,3,24,12,10
3506,2,4,134,359,68,146,19,36,34,33,17,24,21,10,27,29,13
3507,2,4,139,356,58,155,19,42,36,34,23,25,25,6,17,31,16
3508,2,3,148,367,63,136,14,57,36,41,23,18,17,7,12,22,8
3509,2,5,261,593,109,261,26,72,72,51,24,30,41,13,52,63,21
3510,2,3,104,281,35,91,7,55,36,27,18,16,11,7,3,27,11
3511,2,3,115,366,46,122,14,28,30,38,36,16,15,10,22,50,24
3512,2,4,175,450,75,205,15,49,57,40,29,25,16,12,29,39,18
3513,2,3,117,308,44,137,15,39,35,30,17,23,22,6,25,28,9
3514,2,4,153,400,73,148,7,51,60,43,18,23,7,7,19,22,10
3515,2,3,122,273,53,119,11,41,35,29,14,25,13,6,13,24,10
3516,2,4,208,540,81,255,25,56,56,56,25,22,30,14,43,63,13
3517,2,2,43,92,20,39,4,14,11,6,7,8,6,3,4,9,5
3518,2,4,154,369,72,144,18,38,45,25,28,25,19,8,31,44,15
3519,2,4,160,534,69,215,27,64,38,53,30,22,31,12,30,28,18
3520,2,4,223,535,138,216,8,83,67,57,35,47,8,8,22,31,25
3521,2,4,124,324,68,119,16,39,42,40,20,27,21,5,13,26,14
3522,2,3,123,277,55,113,13,52,24,31,19,22,22,3,16,21,14
3523,2,4,211,544,86,214,19,64,66,44,38,30,22,15,29,60,29
3524,2,4,133,322,53,137,13,37,31,32,24,28,20,8,15,33,17
3525,2,3,172,420,77,182,14,44,50,54,24,20,21,11,22,42,13
3526,2,3,93,309,30,131,12,17,31,19,19,10,14,8,12,39,16
3527,2,4,147,420,48,171,15,30,49,24,19,10,16,13,30,48,30
3528,2,4,216,496,90,254,22,38,48,53,36,36,25,13,48,57,18
3529,2,4,205,476,93,188,24,49,57,41,33,35,30,10,33,55,26
3530,2,4,181,433,82,179,15,63,42,35,24,27,18,10,32,27,20
3531,2,4,241,592,112,238,22,83,61,57,51,42,24,16,47,51,24
3532,2,3,106,255,57,96,11,23,34,13,18,31,12,8,18,30,6
3533,2,4,135,312,62,129,13,35,37,27,20,21,14,9,17,40,21
3534,2,3,142,425,58,203,14,56,54,39,16,25,15,13,33,17,22
3535,2,3,108,424,34,162,20,47,55,49,17,13,21,10,23,26,31
3536,2,3,91,250,51,100,14,32,31,23,12,22,16,5,15,14,7
3537,2,4,255,555,137,235,29,69,69,48,34,62,34,9,25,68,22
3538,2,3,134,381,63,156,16,35,42,20,31,26,20,12,28,29,15
3539,2,4,356,874,161,349,35,131,129,83,55,71,36,24,65,65,28
3540,2,3,150,414,68,171,15,54,57,39,16,21,24,12,31,22,14
3541,2,4,148,422,37,183,22,42,51,38,17,8,31,7,28,33,11
3542,2,4,181,478,64,204,20,58,50,54,27,22,22,16,25,52,25
3543,2,3,68,229,19,102,7,27,30,21,12,6,8,7,16,9,9
3544,2,4,129,314,75,117,17,50,40,34,13,27,20,8,20,15,16
3545,2,4,193,575,68,260,23,80,64,43,36,24,42,11,33,33,36
3546,2,4,317,776,165,332,36,100,80,72,41,50,48,15,38,68,34
3547,2,4,141,354,45,148,19,44,41,27,31,23,22,7,23,37,16
3548,2,3,134,357,68,146,17,45,44,33,17,26,22,8,25,27,9
3549,2,4,127,331,55,115,13,38,39,36,33,22,13,8,13,27,17
3550,2,4,202,558,72,237,25,55,67,42,19,26,28,15,46,45,15
3551,2,3,232,731,102,303,26,94,81,84,43,28,27,18,54,37,28
3552,2,3,125,341,46,126,14,43,37,31,20,21,17,9,20,28,17
3553,2,3,100,259,49,113,12,21,32,19,8,23,13,6,21,28,9
3554,2,3,113,349,63,125,17,45,46,32,21,26,21,7,31,14,8
3555,2,4,200,546,86,196,18,78,76,46,17,19,21,12,38,26,26
3556,2,1,21,72,8,30,4,5,3,6,1,3,5,1,7,7,4
3557,2,3,147,322,77,129,14,38,34,27,23,33,19,9,24,34,14
3558,2,3,105,310,46,136,10,27,38,22,16,18,10,8,41,22,10
3559,2,3,220,709,50,313,28,107,80,86,33,17,51,11,45,52,24
3560,2,3,150,424,56,196,18,46,53,33,19,16,26,11,32,43,13
3561,2,3,105,256,55,105,11,34,39,15,17,19,13,7,13,19,9
3562,2,3,118,291,54,113,15,30,39,20,28,23,18,5,24,26,14
3563,2,3,148,403,59,148,23,59,54,35,14,17,28,4,31,27,13
3564,2,4,138,348,62,156,16,38,40,39,27,20,21,8,12,42,15
3565,2,4,155,414,71,163,16,41,49,30,22,38,21,9,31,33,14
3566,2,4,148,365,46,167,15,48,43,25,17,12,16,11,18,40,21
3567,2,4,185,432,63,199,23,34,55,32,31,18,26,9,21,57,12
3568,2,5,131,339,60,156,15,46,34,33,22,20,18,8,19,27,15
3569,2,3,156,384,77,167,16,52,36,36,26,32,25,9,30,33,24
3570,2,5,229,537,107,215,26,85,53,69,41,48,37,8,37,27,13
3571,2,4,126,349,44,131,15,56,31,37,24,17,20,9,27,20,10
3572,2,2,80,296,22,143,1,45,33,24,20,7,1,1,11,14,11
3573,2,4,190,465,92,170,20,60,59,27,24,24,28,8,34,37,22
3574,2,4,146,304,76,110,14,38,46,22,28,32,19,6,16,29,10
3575,2,3,326,974,106,421,31,135,129,101,44,35,31,26,64,46,45
3576,2,3,87,234,35,96,10,27,26,20,13,11,13,7,15,19,12
3577,2,4,167,378,61,177,15,41,38,26,21,14,19,11,28,45,20
3578,2,4,141,368,63,132,15,51,38,39,32,23,25,8,21,22,4
3579,2,4,207,534,88,175,23,75,64,38,34,28,29,10,26,49,25
3580,2,3,101,263,31,138,14,32,24,18,16,7,16,4,10,27,14
3581,2,3,134,428,48,168,19,46,55,33,31,17,25,11,22,49,28
3582,2,3,65,171,30,61,6,25,23,12,9,6,6,5,12,11,12
3583,2,3,95,285,40,112,12,37,30,13,25,17,13,5,11,11,12
3584,2,4,102,234,39,97,11,41,30,32,13,15,19,4,11,10,3
3585,2,3,76,340,25,143,17,39,38,33,21,8,18,8,16,18,19
3586,2,3,104,327,34,139,7,30,35,22,18,9,9,5,25,16,14
3587,2,3,55,171,17,79,3,21,30,11,15,3,4,3,9,11,9
3588,2,2,69,241,12,81,13,27,25,26,16,1,14,5,11,8,3
3589,2,4,205,549,105,216,23,72,71,54,36,36,30,15,30,29,15
3590,2,2,176,528,66,190,18,47,72,32,24,28,19,15,36,32,26
3591,2,3,217,471,97,166,20,67,54,47,39,37,26,10,19,36,22
3592,2,3,116,279,49,118,13,34,30,34,26,18,15,6,21,20,8
3593,2,4,152,394,72,142,16,32,46,39,26,24,18,10,15,49,18
3594,2,4,303,724,106,287,25,64,69,41,78,46,28,18,42,99,28
3595,2,4,192,457,69,188,21,50,46,40,32,37,26,12,23,58,18
3596,2,4,219,705,70,304,26,93,75,61,41,12,32,19,32,47,31
3597,2,2,50,159,12,63,10,8,22,19,10,5,11,3,17,25,2
3598,2,3,116,302,57,116,15,29,30,31,22,20,16,8,12,26,11
3599,2,3,111,353,45,109,10,40,31,34,18,15,12,9,16,19,27
3600,2,4,108,362,36,173,17,27,37,30,20,12,21,9,42,30,10
3601,2,4,234,549,117,240,23,76,54,74,44,46,28,13,43,51,18
3602,2,3,78,271,37,97,8,49,32,37,5,6,9,7,23,10,9
3603,2,2,57,231,20,74,12,20,30,20,7,1,13,7,26,11,5
3604,2,3,74,236,16,103,6,35,30,26,12,2,6,6,15,12,8
3605,2,3,251,748,118,283,25,117,116,100,43,46,28,22,34,54,32
3606,2,4,129,378,41,166,19,43,28,29,29,17,23,8,19,43,21
3607,2,4,289,583,146,256,24,78,85,57,48,56,27,20,33,54,28
3608,2,4,163,442,64,156,14,50,42,35,38,31,15,11,25,27,19
3609,2,4,219,557,71,218,25,65,50,43,41,24,47,6,34,47,28
3610,2,3,81,213,37,84,9,24,26,16,21,13,10,5,13,14,10
3611,2,2,40,143,12,61,5,12,19,14,5,1,7,4,7,10,3
3612,2,4,131,316,65,117,14,61,43,32,18,27,14,8,11,13,12
3613,2,4,165,419,78,164,17,59,52,41,19,20,30,7,35,30,12
3614,2,4,182,518,83,252,16,56,73,34,27,29,20,11,30,34,24
3615,2,4,138,376,56,169,22,44,52,30,21,19,26,3,22,50,10
3616,2,4,128,349,44,130,12,41,50,37,26,17,13,8,27,34,18
3617,2,3,99,246,34,93,11,36,30,30,8,7,13,6,13,21,12
3618,2,4,107,409,37,115,18,58,35,31,33,7,20,9,19,30,24
3619,2,4,177,432,92,165,23,52,71,40,26,43,28,10,22,32,4
3620,2,4,232,580,78,252,27,81,76,41,32,24,35,13,56,50,18
3621,2,4,149,413,73,150,20,60,54,41,27,31,21,12,41,26,15
3622,2,5,186,565,42,243,14,46,53,39,37,14,14,12,47,24,28
3623,2,3,73,190,33,82,9,25,28,18,17,11,10,5,4,12,6
3624,2,4,144,344,72,115,17,36,38,32,19,33,19,8,12,56,20
3625,2,3,100,293,34,109,13,24,29,27,20,9,23,4,25,35,5
3626,2,5,234,511,103,204,20,74,67,64,34,36,21,15,26,40,16
3627,2,4,164,381,68,164,13,49,58,30,25,32,14,12,22,31,14
3628,2,4,212,605,100,215,25,77,90,70,31,37,33,17,33,51,19
3629,2,4,126,335,68,119,12,46,45,30,33,28,14,8,19,20,15
3630,2,3,127,261,47,105,12,37,26,31,24,19,13,7,9,21,5
3631,2,3,126,304,52,134,12,36,40,29,26,18,12,10,19,25,11
3632,2,3,55,181,15,75,11,25,17,25,13,3,16,0,16,6,2
3633,2,3,97,248,51,86,10,26,28,40,14,24,15,5,14,30,9
3634,2,3,78,206,33,57,7,33,23,23,13,15,9,6,5,7,8
3635,2,3,93,260,49,86,8,33,31,20,24,21,9,7,16,19,11
3636,2,4,197,595,58,236,23,95,74,93,24,10,26,17,29,40,23
3637,2,4,175,471,57,206,17,66,66,57,22,25,19,14,22,32,21
3638,2,4,129,286,67,105,16,26,40,20,23,30,20,1,16,41,3
3639,2,3,99,263,34,103,11,46,35,23,18,12,11,7,24,9,9
3640,2,4,267,635,117,275,32,53,70,71,35,48,35,16,49,83,20
3641,2,2,60,165,24,62,6,19,20,10,15,11,6,5,9,9,13
3642,2,3,164,378,78,151,13,48,58,36,37,15,14,11,22,35,18
3643,2,2,57,142,24,57,8,19,20,13,5,12,9,3,12,22,5
3644,2,4,112,320,43,145,16,37,40,25,20,12,23,8,12,36,8
3645,2,3,97,268,44,99,6,27,24,15,18,20,6,6,17,21,22
3646,2,4,156,411,64,191,18,34,47,36,21,21,20,12,32,50,16
3647,2,4,209,476,85,191,23,48,42,46,31,31,25,11,43,57,19
3648,2,5,223,494,119,199,17,66,58,49,39,65,19,10,21,46,23
3649,2,4,157,491,39,221,21,38,45,49,23,17,29,11,48,42,22
3650,2,4,153,373,95,129,16,64,47,35,19,41,17,9,18,26,15
3651,2,4,168,415,70,204,21,48,52,54,26,29,25,9,29,50,10
3652,2,4,223,628,77,227,32,74,60,63,60,21,34,13,36,37,26
3653,2,4,295,886,87,355,47,99,68,84,50,35,56,11,66,64,38
3654,2,4,149,378,73,180,19,55,42,35,18,19,25,4,25,36,17
3655,2,3,108,281,59,99,13,22,33,16,14,22,14,6,19,23,10
3656,2,2,19,69,6,19,4,8,2,4,8,6,4,2,5,0,6
3657,2,4,177,390,97,142,20,54,44,46,35,40,22,10,19,43,14
3658,2,5,203,614,61,258,23,79,49,68,44,16,42,10,38,41,38
3659,2,3,53,153,15,66,7,12,26,17,7,6,10,3,4,12,4
3660,2,3,138,363,53,153,12,46,50,38,17,10,14,11,20,32,21
3661,2,4,211,511,118,202,14,70,50,43,31,45,18,9,28,47,26
3662,2,4,206,544,82,252,26,71,48,50,38,22,31,10,42,31,29
3663,2,2,58,116,27,44,4,24,11,6,10,10,6,4,6,7,5
3664,2,4,160,376,77,142,17,40,43,34,37,40,22,9,12,42,13
3665,2,3,111,291,44,127,13,36,30,27,20,16,14,10,13,28,10
3666,2,3,134,340,55,140,11,33,29,29,21,17,11,10,26,30,17
3667,2,2,119,299,36,105,11,41,31,27,22,14,15,7,30,13,8
3668,2,4,150,453,77,182,17,53,59,41,29,41,31,11,24,25,16
3669,2,4,107,244,48,96,9,26,28,20,20,16,11,5,13,27,9
3670,2,1,9,62,1,13,3,14,7,5,2,1,3,1,2,2,0
3671,2,3,140,434,68,180,17,41,58,39,20,35,22,12,39,26,21
3672,2,3,117,354,44,158,9,34,36,36,21,18,13,6,32,30,10
3673,2,3,59,241,21,86,6,40,31,21,15,10,8,6,29,7,9
3674,2,4,171,395,82,167,16,57,46,46,31,22,23,10,29,22,13
3675,2,3,139,375,61,171,16,45,41,39,19,14,22,7,30,35,12
3676,2,4,238,540,125,229,25,83,79,66,37,30,29,16,27,53,12
3677,2,4,200,493,88,204,19,53,57,36,33,35,24,14,35,50,17
3678,2,4,99,312,40,135,11,13,46,19,14,13,14,8,21,20,10
3679,2,3,121,406,48,143,15,65,38,30,23,13,20,11,31,16,13
3680,2,3,103,249,49,102,10,31,27,28,11,11,16,7,20,18,14
3681,2,3,126,364,32,170,18,47,46,26,18,5,24,6,24,36,15
3682,2,4,180,399,86,147,21,69,40,40,30,32,25,8,22,32,20
3683,2,4,171,472,52,225,27,43,42,41,22,23,31,7,30,58,18
3684,2,3,71,219,21,109,8,17,25,19,15,5,9,6,16,19,8
3685,2,2,71,180,22,66,9,22,28,15,2,8,14,2,7,26,11
3686,2,3,86,295,22,101,16,35,38,26,18,13,18,6,19,17,14
3687,2,4,221,505,79,212,24,54,43,30,41,21,32,11,45,45,19
3688,2,4,157,408,53,201,19,39,56,41,17,18,24,8,22,53,9
3689,2,4,169,508,68,220,21,63,40,33,33,27,26,12,29,40,35
3690,2,3,108,332,34,120,9,40,46,23,20,10,10,8,21,22,11
3691,2,4,190,387,100,180,18,60,50,44,33,39,23,7,19,37,13
3692,2,4,161,384,75,182,19,19,42,16,43,36,21,8,31,51,17
3693,2,3,146,392,65,146,14,46,55,30,19,16,14,12,39,22,23
3694,2,3,179,398,80,161,18,62,45,51,31,21,31,6,16,38,13
3695,2,3,112,282,54,92,15,34,29,29,22,21,16,6,19,30,16
3696,2,4,134,375,52,152,14,40,46,29,30,24,21,9,21,25,15
3697,2,4,275,808,114,347,32,79,110,59,53,36,34,24,61,58,30
3698,2,4,188,494,80,212,27,52,61,41,31,28,31,6,25,50,13
3699,2,2,44,104,15,43,4,11,3,7,1,5,5,3,5,12,9
3700,2,4,159,404,79,158,16,55,53,34,25,30,24,8,26,38,10
3701,2,3,134,351,48,140,16,41,39,40,19,24,20,8,22,34,20
3702,2,3,107,273,49,128,11,42,44,20,11,15,13,11,18,11,5
3703,2,3,111,295,38,111,12,40,39,17,11,15,16,7,14,23,17
3704,2,4,108,234,64,99,8,26,22,15,22,25,19,2,15,32,13
3705,2,2,58,248,17,108,7,29,24,17,7,2,7,7,11,12,11
3706,2,3,99,273,40,95,12,30,30,26,20,16,14,7,24,21,8
3707,2,5,194,461,74,177,22,68,50,44,28,28,26,10,45,36,19
3708,2,4,175,437,70,193,19,52,54,42,35,25,26,8,18,58,19
3709,2,3,142,383,51,153,16,48,33,45,20,13,18,12,19,32,22
3710,2,2,78,240,25,78,11,33,29,29,19,10,12,5,14,10,13
3711,2,3,116,291,49,115,11,40,40,33,18,14,15,8,12,33,13
3712,2,3,115,300,43,138,18,29,41,36,14,17,18,5,9,31,8
3713,2,4,195,485,90,223,22,59,41,54,28,26,37,9,43,53,22
3714,2,2,47,107,23,41,7,9,10,8,10,7,8,2,8,16,4
3715,2,4,93,304,35,127,5,39,44,26,16,7,6,5,15,29,18
3716,2,3,168,353,55,143,12,56,37,35,32,15,34,5,25,17,8
3717,2,3,89,311,34,117,14,32,38,21,27,15,23,7,24,21,11
3718,2,3,120,301,36,131,12,42,33,27,16,6,14,10,14,31,17
3719,2,4,250,748,78,328,32,69,79,51,33,27,38,18,53,64,36
3720,2,3,132,423,53,170,20,58,40,41,31,29,23,13,38,27,18
3721,2,4,176,428,83,158,20,59,69,51,23,29,20,12,26,27,15
3722,2,5,218,564,92,233,21,75,57,59,51,36,24,15,41,45,30
3723,2,5,261,601,137,254,23,82,56,60,68,66,27,17,51,48,24
3724,2,2,96,270,36,96,12,27,34,17,11,16,22,4,15,18,19
3725,2,3,86,279,31,106,12,41,29,31,7,12,14,8,7,10,15
3726,2,4,119,287,42,141,14,23,29,29,14,15,17,6,14,36,14
